ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EGDA CH3,EGMA CH3,AcOH CH3
1.91203,153.28,0.075124,0.014773,0.060351,0.002522,0.002889,0.009278
1.91223,153.30,0.075166,0.014805,0.060361,0.002526,0.002894,0.009300
1.91243,153.32,0.075208,0.014837,0.060371,0.002531,0.002900,0.009322
1.91263,153.33,0.075251,0.014870,0.060381,0.002535,0.002905,0.009344
1.91283,153.35,0.075293,0.014902,0.060391,0.002540,0.002911,0.009366
1.91303,153.36,0.075335,0.014934,0.060401,0.002544,0.002916,0.009389
1.91323,153.38,0.075378,0.014967,0.060411,0.002549,0.002922,0.009411
1.91343,153.40,0.075420,0.014999,0.060421,0.002553,0.002927,0.009434
1.91363,153.41,0.075463,0.015032,0.060431,0.002558,0.002933,0.009456
1.91383,153.43,0.075506,0.015065,0.060441,0.002562,0.002938,0.009479
1.91403,153.44,0.075549,0.015098,0.060451,0.002567,0.002944,0.009502
1.91423,153.46,0.075592,0.015131,0.060461,0.002571,0.002949,0.009525
1.91443,153.48,0.075635,0.015164,0.060471,0.002576,0.002955,0.009548
1.91463,153.49,0.075678,0.015197,0.060481,0.002580,0.002961,0.009571
1.91483,153.51,0.075721,0.015230,0.060491,0.002585,0.002966,0.009594
1.91503,153.52,0.075765,0.015264,0.060501,0.002590,0.002972,0.009617
1.91523,153.54,0.075808,0.015297,0.060511,0.002594,0.002978,0.009640
1.91543,153.56,0.075852,0.015331,0.060521,0.002599,0.002983,0.009664
1.91563,153.57,0.075896,0.015365,0.060531,0.002603,0.002989,0.009687
1.91583,153.59,0.075940,0.015399,0.060541,0.002608,0.002995,0.009711
1.91603,153.60,0.075984,0.015433,0.060551,0.002613,0.003000,0.009734
1.91623,153.62,0.076028,0.015467,0.060561,0.002617,0.003006,0.009758
1.91643,153.64,0.076072,0.015501,0.060571,0.002622,0.003012,0.009782
1.91663,153.65,0.076117,0.015535,0.060582,0.002627,0.003018,0.009806
1.91683,153.67,0.076161,0.015570,0.060592,0.002631,0.003023,0.009830
1.91703,153.68,0.076206,0.015604,0.060602,0.002636,0.003029,0.009854
1.91723,153.70,0.076251,0.015639,0.060612,0.002641,0.003035,0.009878
1.91743,153.72,0.076296,0.015674,0.060622,0.002646,0.003041,0.009902
1.91763,153.73,0.076341,0.015709,0.060632,0.002650,0.003047,0.009927
1.91783,153.75,0.076386,0.015744,0.060642,0.002655,0.003053,0.009951
1.91803,153.76,0.076431,0.015779,0.060652,0.002660,0.003059,0.009976
1.91823,153.78,0.076477,0.015815,0.060662,0.002665,0.003064,0.010000
1.91843,153.80,0.076522,0.015850,0.060672,0.002669,0.003070,0.010025
1.91863,153.81,0.076568,0.015886,0.060682,0.002674,0.003076,0.010050
1.91883,153.83,0.076613,0.015921,0.060692,0.002679,0.003082,0.010074
1.91903,153.84,0.076659,0.015957,0.060702,0.002684,0.003088,0.010099
1.91923,153.86,0.076705,0.015993,0.060712,0.002689,0.003094,0.010125
1.91943,153.88,0.076752,0.016029,0.060722,0.002694,0.003100,0.010150
1.91963,153.89,0.076798,0.016065,0.060733,0.002699,0.003106,0.010175
1.91983,153.91,0.076844,0.016102,0.060743,0.002703,0.003112,0.010200
1.92003,153.93,0.076891,0.016138,0.060753,0.002708,0.003118,0.010226
1.92023,153.94,0.076937,0.016174,0.060763,0.002713,0.003125,0.010251
1.92043,153.96,0.076984,0.016211,0.060773,0.002718,0.003131,0.010277
1.92063,153.97,0.077031,0.016248,0.060783,0.002723,0.003137,0.010303
1.92083,153.99,0.077078,0.016285,0.060793,0.002728,0.003143,0.010328
1.92103,154.01,0.077125,0.016322,0.060803,0.002733,0.003149,0.010354
1.92123,154.02,0.077173,0.016359,0.060813,0.002738,0.003155,0.010380
1.92143,154.04,0.077220,0.016396,0.060823,0.002743,0.003161,0.010406
1.92163,154.05,0.077267,0.016434,0.060834,0.002748,0.003168,0.010433
1.92183,154.07,0.077315,0.016472,0.060844,0.002753,0.003174,0.010459
1.92203,154.09,0.077363,0.016509,0.060854,0.002758,0.003180,0.010485
1.92223,154.10,0.077411,0.016547,0.060864,0.002763,0.003186,0.010512
1.92243,154.12,0.077459,0.016585,0.060874,0.002768,0.003193,0.010538
1.92263,154.13,0.077507,0.016623,0.060884,0.002773,0.003199,0.010565
1.92283,154.15,0.077556,0.016661,0.060894,0.002779,0.003205,0.010592
1.92303,154.17,0.077604,0.016700,0.060904,0.002784,0.003212,0.010619
1.92323,154.18,0.077653,0.016738,0.060915,0.002789,0.003218,0.010646
1.92343,154.20,0.077702,0.016777,0.060925,0.002794,0.003224,0.010673
1.92363,154.21,0.077751,0.016816,0.060935,0.002799,0.003231,0.010700
1.92383,154.23,0.077800,0.016855,0.060945,0.002804,0.003237,0.010728
1.92403,154.25,0.077849,0.016894,0.060955,0.002809,0.003244,0.010755
1.92423,154.26,0.077898,0.016933,0.060965,0.002815,0.003250,0.010783
1.92443,154.28,0.077948,0.016972,0.060975,0.002820,0.003256,0.010810
1.92463,154.29,0.077997,0.017012,0.060986,0.002825,0.003263,0.010838
1.92483,154.31,0.078047,0.017051,0.060996,0.002830,0.003269,0.010866
1.92503,154.33,0.078097,0.017091,0.061006,0.002836,0.003276,0.010894
1.92523,154.34,0.078147,0.017131,0.061016,0.002841,0.003283,0.010922
1.92543,154.36,0.078197,0.017171,0.061026,0.002846,0.003289,0.010950
1.92563,154.37,0.078248,0.017211,0.061036,0.002851,0.003296,0.010978
1.92583,154.39,0.078298,0.017252,0.061046,0.002857,0.003302,0.011007
1.92603,154.41,0.078349,0.017292,0.061057,0.002862,0.003309,0.011035
1.92623,154.42,0.078400,0.017333,0.061067,0.002867,0.003316,0.011064
1.92643,154.44,0.078451,0.017374,0.061077,0.002873,0.003322,0.011093
1.92663,154.45,0.078502,0.017415,0.061087,0.002878,0.003329,0.011121
1.92683,154.47,0.078553,0.017456,0.061097,0.002884,0.003336,0.011150
1.92703,154.49,0.078604,0.017497,0.061108,0.002889,0.003342,0.011179
1.92723,154.50,0.078656,0.017538,0.061118,0.002894,0.003349,0.011209
1.92743,154.52,0.078708,0.017580,0.061128,0.002900,0.003356,0.011238
1.92763,154.53,0.078759,0.017621,0.061138,0.002905,0.003363,0.011267
1.92783,154.55,0.078811,0.017663,0.061148,0.002911,0.003369,0.011297
1.92803,154.57,0.078864,0.017705,0.061158,0.002916,0.003376,0.011326
1.92823,154.58,0.078916,0.017747,0.061169,0.002922,0.003383,0.011356
1.92843,154.60,0.078968,0.017790,0.061179,0.002927,0.003390,0.011386
1.92863,154.61,0.079021,0.017832,0.061189,0.002933,0.003397,0.011416
1.92883,154.63,0.079074,0.017875,0.061199,0.002938,0.003404,0.011446
1.92903,154.65,0.079127,0.017917,0.061209,0.002944,0.003411,0.011476
1.92923,154.66,0.079180,0.017960,0.061220,0.002949,0.003418,0.011507
1.92943,154.68,0.079233,0.018003,0.061230,0.002955,0.003425,0.011537
1.92963,154.69,0.079287,0.018047,0.061240,0.002961,0.003432,0.011568
1.92983,154.71,0.079340,0.018090,0.061250,0.002966,0.003439,0.011599
1.93003,154.73,0.079394,0.018134,0.061261,0.002972,0.003446,0.011629
1.93023,154.74,0.079448,0.018177,0.061271,0.002978,0.003453,0.011660
1.93043,154.76,0.079502,0.018221,0.061281,0.002983,0.003460,0.011691
1.93063,154.77,0.079556,0.018265,0.061291,0.002989,0.003467,0.011723
1.93083,154.79,0.079611,0.018309,0.061301,0.002995,0.003474,0.011754
1.93103,154.81,0.079665,0.018354,0.061312,0.003000,0.003481,0.011785
1.93123,154.82,0.079720,0.018398,0.061322,0.003006,0.003488,0.011817
1.93143,154.84,0.079775,0.018443,0.061332,0.003012,0.003496,0.011849
1.93163,154.86,0.079830,0.018488,0.061342,0.003018,0.003503,0.011881
1.93183,154.87,0.079885,0.018533,0.061353,0.003023,0.003510,0.011913
1.93203,154.89,0.079941,0.018578,0.061363,0.003029,0.003517,0.011945
1.93223,154.90,0.079996,0.018623,0.061373,0.003035,0.003525,0.011977
1.93243,154.92,0.080052,0.018669,0.061383,0.003041,0.003532,0.012009
1.93263,154.94,0.080108,0.018714,0.061394,0.003047,0.003539,0.012042
1.93283,154.95,0.080164,0.018760,0.061404,0.003053,0.003547,0.012074
1.93303,154.97,0.080220,0.018806,0.061414,0.003059,0.003554,0.012107
1.93323,154.98,0.080277,0.018853,0.061424,0.003064,0.003561,0.012140
1.93343,155.00,0.080334,0.018899,0.061435,0.003070,0.003569,0.012173
1.93363,155.02,0.080390,0.018946,0.061445,0.003076,0.003576,0.012206
1.93383,155.03,0.080447,0.018992,0.061455,0.003082,0.003584,0.012239
1.93403,155.05,0.080505,0.019039,0.061465,0.003088,0.003591,0.012273
1.93423,155.06,0.080562,0.019086,0.061476,0.003094,0.003599,0.012306
1.93443,155.08,0.080619,0.019134,0.061486,0.003100,0.003606,0.012340
1.93463,155.10,0.080677,0.019181,0.061496,0.003106,0.003614,0.012374
1.93483,155.11,0.080735,0.019229,0.061507,0.003112,0.003621,0.012408
1.93503,155.13,0.080793,0.019276,0.061517,0.003118,0.003629,0.012442
1.93523,155.14,0.080851,0.019324,0.061527,0.003125,0.003637,0.012476
1.93543,155.16,0.080910,0.019373,0.061537,0.003131,0.003644,0.012511
1.93563,155.18,0.080969,0.019421,0.061548,0.003137,0.003652,0.012545
1.93583,155.19,0.081027,0.019470,0.061558,0.003143,0.003660,0.012580
1.93603,155.21,0.081086,0.019518,0.061568,0.003149,0.003668,0.012615
1.93623,155.22,0.081146,0.019567,0.061579,0.003155,0.003675,0.012650
1.93643,155.24,0.081205,0.019616,0.061589,0.003161,0.003683,0.012685
1.93663,155.26,0.081265,0.019666,0.061599,0.003168,0.003691,0.012720
1.93683,155.27,0.081325,0.019715,0.061609,0.003174,0.003699,0.012756
1.93703,155.29,0.081384,0.019765,0.061620,0.003180,0.003707,0.012791
1.93723,155.30,0.081445,0.019815,0.061630,0.003186,0.003714,0.012827
1.93743,155.32,0.081505,0.019865,0.061640,0.003193,0.003722,0.012863
1.93763,155.34,0.081566,0.019915,0.061651,0.003199,0.003730,0.012899
1.93783,155.35,0.081626,0.019965,0.061661,0.003205,0.003738,0.012935
1.93803,155.37,0.081687,0.020016,0.061671,0.003212,0.003746,0.012971
1.93823,155.38,0.081749,0.020067,0.061682,0.003218,0.003754,0.013008
1.93843,155.40,0.081810,0.020118,0.061692,0.003224,0.003762,0.013044
1.93863,155.42,0.081871,0.020169,0.061702,0.003231,0.003770,0.013081
1.93883,155.43,0.081933,0.020221,0.061713,0.003237,0.003778,0.013118
1.93903,155.45,0.081995,0.020272,0.061723,0.003244,0.003787,0.013155
1.93923,155.46,0.082057,0.020324,0.061733,0.003250,0.003795,0.013192
1.93943,155.48,0.082120,0.020376,0.061744,0.003256,0.003803,0.013230
1.93963,155.50,0.082182,0.020428,0.061754,0.003263,0.003811,0.013267
1.93983,155.51,0.082245,0.020481,0.061764,0.003269,0.003819,0.013305
1.94003,155.53,0.082308,0.020534,0.061775,0.003276,0.003827,0.013343
1.94023,155.54,0.082371,0.020586,0.061785,0.003283,0.003836,0.013381
1.94043,155.56,0.082435,0.020640,0.061795,0.003289,0.003844,0.013419
1.94063,155.58,0.082499,0.020693,0.061806,0.003296,0.003852,0.013458
1.94083,155.59,0.082562,0.020746,0.061816,0.003302,0.003861,0.013496
1.94103,155.61,0.082627,0.020800,0.061826,0.003309,0.003869,0.013535
1.94123,155.62,0.082691,0.020854,0.061837,0.003316,0.003877,0.013574
1.94143,155.64,0.082755,0.020908,0.061847,0.003322,0.003886,0.013613
1.94163,155.66,0.082820,0.020963,0.061858,0.003329,0.003894,0.013652
1.94183,155.67,0.082885,0.021017,0.061868,0.003336,0.003903,0.013691
1.94203,155.69,0.082950,0.021072,0.061878,0.003342,0.003911,0.013731
1.94223,155.70,0.083016,0.021127,0.061889,0.003349,0.003920,0.013770
1.94243,155.72,0.083081,0.021182,0.061899,0.003356,0.003928,0.013810
1.94263,155.74,0.083147,0.021238,0.061909,0.003363,0.003937,0.013850
1.94283,155.75,0.083213,0.021293,0.061920,0.003369,0.003946,0.013891
1.94303,155.77,0.083279,0.021349,0.061930,0.003376,0.003954,0.013931
1.94323,155.79,0.083346,0.021405,0.061941,0.003383,0.003963,0.013972
1.94343,155.80,0.083413,0.021462,0.061951,0.003390,0.003972,0.014012
1.94363,155.82,0.083480,0.021518,0.061961,0.003397,0.003981,0.014053
1.94383,155.83,0.083547,0.021575,0.061972,0.003404,0.003989,0.014094
1.94403,155.85,0.083614,0.021632,0.061982,0.003411,0.003998,0.014136
1.94423,155.87,0.083682,0.021690,0.061993,0.003418,0.004007,0.014177
1.94443,155.88,0.083750,0.021747,0.062003,0.003425,0.004016,0.014219
1.94463,155.90,0.083818,0.021805,0.062013,0.003432,0.004025,0.014261
1.94483,155.91,0.083887,0.021863,0.062024,0.003439,0.004034,0.014303
1.94503,155.93,0.083955,0.021921,0.062034,0.003446,0.004043,0.014345
1.94523,155.95,0.084024,0.021979,0.062045,0.003453,0.004051,0.014387
1.94543,155.96,0.084093,0.022038,0.062055,0.003460,0.004060,0.014430
1.94563,155.98,0.084163,0.022097,0.062065,0.003467,0.004070,0.014473
1.94583,155.99,0.084232,0.022156,0.062076,0.003474,0.004079,0.014516
1.94603,156.01,0.084302,0.022216,0.062086,0.003481,0.004088,0.014559
1.94623,156.03,0.084372,0.022275,0.062097,0.003488,0.004097,0.014602
1.94643,156.04,0.084442,0.022335,0.062107,0.003496,0.004106,0.014646
1.94663,156.06,0.084513,0.022395,0.062118,0.003503,0.004115,0.014690
1.94683,156.07,0.084584,0.022456,0.062128,0.003510,0.004124,0.014734
1.94703,156.09,0.084655,0.022517,0.062138,0.003517,0.004134,0.014778
1.94723,156.11,0.084726,0.022577,0.062149,0.003525,0.004143,0.014822
1.94743,156.12,0.084798,0.022639,0.062159,0.003532,0.004152,0.014867
1.94763,156.14,0.084870,0.022700,0.062170,0.003539,0.004162,0.014911
1.94783,156.15,0.084942,0.022762,0.062180,0.003547,0.004171,0.014956
1.94803,156.17,0.085014,0.022824,0.062191,0.003554,0.004180,0.015001
1.94823,156.19,0.085087,0.022886,0.062201,0.003561,0.004190,0.015047
1.94843,156.20,0.085160,0.022948,0.062212,0.003569,0.004199,0.015092
1.94863,156.22,0.085233,0.023011,0.062222,0.003576,0.004209,0.015138
1.94883,156.23,0.085307,0.023074,0.062232,0.003584,0.004218,0.015184
1.94903,156.25,0.085380,0.023137,0.062243,0.003591,0.004228,0.015230
1.94923,156.27,0.085454,0.023201,0.062253,0.003599,0.004237,0.015277
1.94943,156.28,0.085529,0.023265,0.062264,0.003606,0.004247,0.015323
1.94963,156.30,0.085603,0.023329,0.062274,0.003614,0.004257,0.015370
1.94983,156.31,0.085678,0.023393,0.062285,0.003622,0.004266,0.015417
1.95003,156.33,0.085753,0.023458,0.062295,0.003629,0.004276,0.015464
1.95023,156.35,0.085828,0.023523,0.062306,0.003637,0.004286,0.015512
1.95043,156.36,0.085904,0.023588,0.062316,0.003644,0.004296,0.015559
1.95063,156.38,0.085980,0.023653,0.062327,0.003652,0.004306,0.015607
1.95083,156.39,0.086056,0.023719,0.062337,0.003660,0.004315,0.015655
1.95103,156.41,0.086133,0.023785,0.062348,0.003668,0.004325,0.015704
1.95123,156.43,0.086209,0.023851,0.062358,0.003675,0.004335,0.015752
1.95143,156.44,0.086286,0.023918,0.062369,0.003683,0.004345,0.015801
1.95163,156.46,0.086364,0.023984,0.062379,0.003691,0.004355,0.015850
1.95183,156.47,0.086441,0.024052,0.062390,0.003699,0.004365,0.015899
1.95203,156.49,0.086519,0.024119,0.062400,0.003707,0.004375,0.015949
1.95223,156.51,0.086597,0.024187,0.062411,0.003714,0.004385,0.015998
1.95243,156.52,0.086676,0.024255,0.062421,0.003722,0.004396,0.016048
1.95263,156.54,0.086755,0.024323,0.062432,0.003730,0.004406,0.016099
1.95283,156.55,0.086834,0.024392,0.062442,0.003738,0.004416,0.016149
1.95303,156.57,0.086913,0.024461,0.062453,0.003746,0.004426,0.016200
1.95323,156.59,0.086993,0.024530,0.062463,0.003754,0.004437,0.016251
1.95343,156.60,0.087073,0.024599,0.062474,0.003762,0.004447,0.016302
1.95363,156.62,0.087153,0.024669,0.062484,0.003770,0.004457,0.016353
1.95383,156.63,0.087234,0.024739,0.062495,0.003778,0.004468,0.016405
1.95403,156.65,0.087315,0.024809,0.062505,0.003787,0.004478,0.016456
1.95423,156.67,0.087396,0.024880,0.062516,0.003795,0.004488,0.016509
1.95443,156.68,0.087478,0.024951,0.062526,0.003803,0.004499,0.016561
1.95463,156.70,0.087560,0.025023,0.062537,0.003811,0.004510,0.016613
1.95483,156.72,0.087642,0.025094,0.062548,0.003819,0.004520,0.016666
1.95503,156.73,0.087724,0.025166,0.062558,0.003827,0.004531,0.016719
1.95523,156.75,0.087807,0.025238,0.062569,0.003836,0.004541,0.016773
1.95543,156.76,0.087890,0.025311,0.062579,0.003844,0.004552,0.016826
1.95563,156.78,0.087974,0.025384,0.062590,0.003852,0.004563,0.016880
1.95583,156.80,0.088058,0.025457,0.062600,0.003861,0.004574,0.016934
1.95603,156.81,0.088142,0.025531,0.062611,0.003869,0.004584,0.016989
1.95623,156.83,0.088226,0.025605,0.062621,0.003877,0.004595,0.017043
1.95643,156.84,0.088311,0.025679,0.062632,0.003886,0.004606,0.017098
1.95663,156.86,0.088396,0.025753,0.062643,0.003894,0.004617,0.017153
1.95683,156.88,0.088482,0.025828,0.062653,0.003903,0.004628,0.017209
1.95703,156.89,0.088567,0.025904,0.062664,0.003911,0.004639,0.017265
1.95723,156.91,0.088653,0.025979,0.062674,0.003920,0.004650,0.017321
1.95743,156.92,0.088740,0.026055,0.062685,0.003928,0.004661,0.017377
1.95763,156.94,0.088827,0.026131,0.062695,0.003937,0.004672,0.017433
1.95783,156.96,0.088914,0.026208,0.062706,0.003946,0.004683,0.017490
1.95803,156.97,0.089001,0.026285,0.062717,0.003954,0.004694,0.017547
1.95823,156.99,0.089089,0.026362,0.062727,0.003963,0.004706,0.017605
1.95843,157.00,0.089178,0.026440,0.062738,0.003972,0.004717,0.017662
1.95863,157.02,0.089266,0.026518,0.062748,0.003981,0.004728,0.017720
1.95883,157.04,0.089355,0.026596,0.062759,0.003989,0.004740,0.017778
1.95903,157.05,0.089444,0.026675,0.062770,0.003998,0.004751,0.017837
1.95923,157.07,0.089534,0.026754,0.062780,0.004007,0.004762,0.017896
1.95943,157.08,0.089624,0.026833,0.062791,0.004016,0.004774,0.017955
1.95963,157.10,0.089714,0.026913,0.062801,0.004025,0.004785,0.018014
1.95983,157.12,0.089805,0.026993,0.062812,0.004034,0.004797,0.018074
1.96003,157.13,0.089896,0.027074,0.062823,0.004043,0.004809,0.018134
1.96023,157.15,0.089988,0.027155,0.062833,0.004051,0.004820,0.018194
1.96043,157.16,0.090080,0.027236,0.062844,0.004061,0.004832,0.018254
1.96063,157.18,0.090172,0.027318,0.062854,0.004070,0.004844,0.018315
1.96083,157.20,0.090265,0.027400,0.062865,0.004079,0.004855,0.018376
1.96103,157.21,0.090358,0.027482,0.062876,0.004088,0.004867,0.018438
1.96123,157.23,0.090451,0.027565,0.062886,0.004097,0.004879,0.018500
1.96143,157.24,0.090545,0.027648,0.062897,0.004106,0.004891,0.018562
1.96163,157.26,0.090639,0.027731,0.062908,0.004115,0.004903,0.018624
1.96183,157.28,0.090733,0.027815,0.062918,0.004124,0.004915,0.018687
1.96203,157.29,0.090828,0.027900,0.062929,0.004134,0.004927,0.018750
1.96223,157.31,0.090924,0.027984,0.062939,0.004143,0.004939,0.018813
1.96243,157.32,0.091020,0.028069,0.062950,0.004152,0.004951,0.018877
1.96263,157.34,0.091116,0.028155,0.062961,0.004162,0.004963,0.018941
1.96283,157.36,0.091212,0.028241,0.062971,0.004171,0.004976,0.019005
1.96303,157.37,0.091309,0.028327,0.062982,0.004180,0.004988,0.019070
1.96323,157.39,0.091407,0.028414,0.062993,0.004190,0.005000,0.019135
1.96343,157.40,0.091504,0.028501,0.063003,0.004199,0.005012,0.019200
1.96363,157.42,0.091603,0.028589,0.063014,0.004209,0.005025,0.019266
1.96383,157.44,0.091701,0.028677,0.063025,0.004218,0.005037,0.019332
1.96403,157.45,0.091800,0.028765,0.063035,0.004228,0.005050,0.019398
1.96423,157.47,0.091900,0.028854,0.063046,0.004237,0.005062,0.019464
1.96443,157.48,0.092000,0.028943,0.063057,0.004247,0.005075,0.019531
1.96463,157.50,0.092100,0.029033,0.063067,0.004257,0.005088,0.019599
1.96483,157.52,0.092201,0.029123,0.063078,0.004266,0.005100,0.019667
1.96503,157.53,0.092302,0.029213,0.063089,0.004276,0.005113,0.019735
1.96523,157.55,0.092403,0.029304,0.063099,0.004286,0.005126,0.019803
1.96543,157.56,0.092506,0.029395,0.063110,0.004296,0.005138,0.019872
1.96563,157.58,0.092608,0.029487,0.063121,0.004306,0.005151,0.019941
1.96583,157.60,0.092711,0.029580,0.063131,0.004315,0.005164,0.020010
1.96603,157.61,0.092814,0.029672,0.063142,0.004325,0.005177,0.020080
1.96623,157.63,0.092918,0.029765,0.063153,0.004335,0.005190,0.020150
1.96643,157.64,0.093022,0.029859,0.063164,0.004345,0.005203,0.020221
1.96663,157.66,0.093127,0.029953,0.063174,0.004355,0.005216,0.020292
1.96683,157.68,0.093232,0.030048,0.063185,0.004365,0.005230,0.020363
1.96703,157.69,0.093338,0.030143,0.063196,0.004375,0.005243,0.020435
1.96723,157.71,0.093444,0.030238,0.063206,0.004385,0.005256,0.020507
1.96743,157.73,0.093551,0.030334,0.063217,0.004396,0.005269,0.020579
1.96763,157.74,0.093658,0.030430,0.063228,0.004406,0.005283,0.020652
1.96783,157.76,0.093766,0.030527,0.063238,0.004416,0.005296,0.020725
1.96803,157.77,0.093874,0.030624,0.063249,0.004426,0.005310,0.020799
1.96823,157.79,0.093982,0.030722,0.063260,0.004437,0.005323,0.020873
1.96843,157.81,0.094091,0.030820,0.063271,0.004447,0.005337,0.020947
1.96863,157.82,0.094201,0.030919,0.063281,0.004457,0.005350,0.021022
1.96883,157.84,0.094311,0.031018,0.063292,0.004468,0.005364,0.021097
1.96903,157.85,0.094421,0.031118,0.063303,0.004478,0.005378,0.021173
1.96923,157.87,0.094532,0.031218,0.063314,0.004489,0.005391,0.021249
1.96943,157.89,0.094643,0.031319,0.063324,0.004499,0.005405,0.021325
1.96963,157.90,0.094755,0.031420,0.063335,0.004510,0.005419,0.021402
1.96983,157.92,0.094868,0.031522,0.063346,0.004520,0.005433,0.021479
1.97003,157.93,0.094981,0.031624,0.063357,0.004531,0.005447,0.021557
1.97023,157.95,0.095094,0.031727,0.063367,0.004541,0.005461,0.021635
1.97043,157.97,0.095208,0.031830,0.063378,0.004552,0.005475,0.021713
1.97063,157.98,0.095323,0.031934,0.063389,0.004563,0.005489,0.021792
1.97083,158.00,0.095438,0.032039,0.063400,0.004574,0.005503,0.021872
