ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EGDA CH3,EGMA CH3,AcOH CH3
1.97103,158.01,0.095554,0.032143,0.063410,0.004584,0.005518,0.021951
1.97123,158.03,0.095670,0.032249,0.063421,0.004595,0.005532,0.022032
1.97143,158.05,0.095787,0.032355,0.063432,0.004606,0.005546,0.022112
1.97163,158.06,0.095904,0.032461,0.063443,0.004617,0.005561,0.022193
1.97183,158.08,0.096022,0.032568,0.063453,0.004628,0.005575,0.022275
1.97203,158.09,0.096140,0.032676,0.063464,0.004639,0.005590,0.022357
1.97223,158.11,0.096259,0.032784,0.063475,0.004650,0.005604,0.022439
1.97243,158.13,0.096378,0.032892,0.063486,0.004661,0.005619,0.022522
1.97263,158.14,0.096498,0.033002,0.063496,0.004672,0.005634,0.022606
1.97283,158.16,0.096619,0.033111,0.063507,0.004683,0.005648,0.022689
1.97303,158.17,0.096740,0.033222,0.063518,0.004694,0.005663,0.022774
1.97323,158.19,0.096861,0.033333,0.063529,0.004706,0.005678,0.022858
1.97343,158.21,0.096984,0.033444,0.063540,0.004717,0.005693,0.022944
1.97363,158.22,0.097106,0.033556,0.063550,0.004728,0.005708,0.023029
1.97383,158.24,0.097230,0.033669,0.063561,0.004740,0.005723,0.023115
1.97403,158.25,0.097354,0.033782,0.063572,0.004751,0.005738,0.023202
1.97423,158.27,0.097478,0.033896,0.063583,0.004762,0.005753,0.023289
1.97443,158.29,0.097604,0.034010,0.063594,0.004774,0.005769,0.023377
1.97463,158.30,0.097729,0.034125,0.063604,0.004785,0.005784,0.023465
1.97483,158.32,0.097856,0.034241,0.063615,0.004797,0.005799,0.023554
1.97503,158.33,0.097983,0.034357,0.063626,0.004809,0.005815,0.023643
1.97523,158.35,0.098110,0.034473,0.063637,0.004820,0.005830,0.023732
1.97543,158.37,0.098239,0.034591,0.063648,0.004832,0.005846,0.023823
1.97563,158.38,0.098367,0.034709,0.063659,0.004844,0.005861,0.023913
1.97583,158.40,0.098497,0.034828,0.063669,0.004855,0.005877,0.024004
1.97603,158.41,0.098627,0.034947,0.063680,0.004867,0.005893,0.024096
1.97623,158.43,0.098758,0.035067,0.063691,0.004879,0.005909,0.024188
1.97643,158.45,0.098889,0.035187,0.063702,0.004891,0.005924,0.024281
1.97663,158.46,0.099021,0.035308,0.063713,0.004903,0.005940,0.024374
1.97683,158.48,0.099154,0.035430,0.063724,0.004915,0.005956,0.024468
1.97703,158.49,0.099287,0.035553,0.063734,0.004927,0.005972,0.024563
1.97723,158.51,0.099421,0.035676,0.063745,0.004939,0.005989,0.024658
1.97743,158.53,0.099556,0.035800,0.063756,0.004951,0.006005,0.024753
1.97763,158.54,0.099691,0.035924,0.063767,0.004963,0.006021,0.024849
1.97783,158.56,0.099827,0.036049,0.063778,0.004976,0.006037,0.024946
1.97803,158.57,0.099964,0.036175,0.063789,0.004988,0.006054,0.025043
1.97823,158.59,0.100101,0.036301,0.063799,0.005000,0.006070,0.025140
1.97843,158.61,0.100239,0.036429,0.063810,0.005012,0.006087,0.025239
1.97863,158.62,0.100378,0.036556,0.063821,0.005025,0.006103,0.025338
1.97883,158.64,0.100517,0.036685,0.063832,0.005037,0.006120,0.025437
1.97903,158.66,0.100657,0.036814,0.063843,0.005050,0.006137,0.025537
1.97923,158.67,0.100798,0.036944,0.063854,0.005062,0.006153,0.025638
1.97943,158.69,0.100939,0.037075,0.063865,0.005075,0.006170,0.025739
1.97963,158.70,0.101082,0.037206,0.063876,0.005088,0.006187,0.025841
1.97983,158.72,0.101225,0.037338,0.063886,0.005100,0.006204,0.025943
1.98003,158.74,0.101368,0.037471,0.063897,0.005113,0.006221,0.026046
1.98023,158.75,0.101513,0.037605,0.063908,0.005126,0.006238,0.026150
1.98043,158.77,0.101658,0.037739,0.063919,0.005138,0.006255,0.026254
1.98063,158.78,0.101804,0.037874,0.063930,0.005151,0.006273,0.026359
1.98083,158.80,0.101950,0.038010,0.063941,0.005164,0.006290,0.026464
1.98103,158.82,0.102098,0.038146,0.063952,0.005177,0.006307,0.026570
1.98123,158.83,0.102246,0.038283,0.063963,0.005190,0.006325,0.026677
1.98143,158.85,0.102395,0.038421,0.063974,0.005203,0.006343,0.026785
1.98163,158.86,0.102545,0.038560,0.063984,0.005216,0.006360,0.026893
1.98183,158.88,0.102695,0.038700,0.063995,0.005230,0.006378,0.027001
1.98203,158.90,0.102846,0.038840,0.064006,0.005243,0.006396,0.027111
1.98223,158.91,0.102999,0.038981,0.064017,0.005256,0.006414,0.027221
1.98243,158.93,0.103151,0.039123,0.064028,0.005269,0.006431,0.027331
1.98263,158.94,0.103305,0.039266,0.064039,0.005283,0.006449,0.027443
1.98283,158.96,0.103460,0.039410,0.064050,0.005296,0.006468,0.027555
1.98303,158.98,0.103615,0.039554,0.064061,0.005310,0.006486,0.027668
1.98323,158.99,0.103771,0.039699,0.064072,0.005323,0.006504,0.027781
1.98343,159.01,0.103928,0.039845,0.064083,0.005337,0.006522,0.027895
1.98363,159.02,0.104086,0.039992,0.064094,0.005350,0.006541,0.028010
1.98383,159.04,0.104244,0.040140,0.064105,0.005364,0.006559,0.028125
1.98403,159.06,0.104404,0.040288,0.064116,0.005378,0.006578,0.028242
1.98423,159.07,0.104564,0.040438,0.064126,0.005391,0.006596,0.028359
1.98443,159.09,0.104725,0.040588,0.064137,0.005405,0.006615,0.028476
1.98463,159.10,0.104887,0.040739,0.064148,0.005419,0.006634,0.028595
1.98483,159.12,0.105050,0.040891,0.064159,0.005433,0.006653,0.028714
1.98503,159.14,0.105214,0.041044,0.064170,0.005447,0.006672,0.028834
1.98523,159.15,0.105379,0.041197,0.064181,0.005461,0.006691,0.028955
1.98543,159.17,0.105544,0.041352,0.064192,0.005475,0.006710,0.029076
1.98563,159.18,0.105711,0.041508,0.064203,0.005489,0.006729,0.029198
1.98583,159.20,0.105878,0.041664,0.064214,0.005503,0.006748,0.029321
1.98603,159.22,0.106046,0.041821,0.064225,0.005518,0.006767,0.029445
1.98623,159.23,0.106216,0.041980,0.064236,0.005532,0.006787,0.029569
1.98643,159.25,0.106386,0.042139,0.064247,0.005546,0.006806,0.029695
1.98663,159.26,0.106557,0.042299,0.064258,0.005561,0.006826,0.029821
1.98683,159.28,0.106729,0.042460,0.064269,0.005575,0.006846,0.029948
1.98703,159.30,0.106902,0.042622,0.064280,0.005590,0.006865,0.030075
1.98723,159.31,0.107076,0.042785,0.064291,0.005604,0.006885,0.030204
1.98743,159.33,0.107251,0.042949,0.064302,0.005619,0.006905,0.030333
1.98763,159.34,0.107427,0.043114,0.064313,0.005634,0.006925,0.030463
1.98783,159.36,0.107604,0.043280,0.064324,0.005648,0.006945,0.030594
1.98803,159.38,0.107782,0.043447,0.064335,0.005663,0.006966,0.030726
1.98823,159.39,0.107961,0.043615,0.064346,0.005678,0.006986,0.030859
1.98843,159.41,0.108140,0.043784,0.064357,0.005693,0.007006,0.030992
1.98863,159.42,0.108321,0.043953,0.064368,0.005708,0.007027,0.031127
1.98883,159.44,0.108503,0.044124,0.064379,0.005723,0.007047,0.031262
1.98903,159.46,0.108686,0.044296,0.064390,0.005738,0.007068,0.031398
1.98923,159.47,0.108870,0.044469,0.064401,0.005753,0.007089,0.031535
1.98943,159.49,0.109055,0.044643,0.064412,0.005769,0.007110,0.031673
1.98963,159.50,0.109241,0.044819,0.064423,0.005784,0.007130,0.031812
1.98983,159.52,0.109429,0.044995,0.064434,0.005799,0.007151,0.031952
1.99003,159.54,0.109617,0.045172,0.064445,0.005815,0.007173,0.032093
1.99023,159.55,0.109806,0.045350,0.064456,0.005830,0.007194,0.032234
1.99043,159.57,0.109997,0.045530,0.064467,0.005846,0.007215,0.032377
1.99063,159.59,0.110188,0.045710,0.064478,0.005861,0.007236,0.032520
1.99083,159.60,0.110381,0.045892,0.064489,0.005877,0.007258,0.032665
1.99103,159.62,0.110575,0.046075,0.064500,0.005893,0.007280,0.032810
1.99123,159.63,0.110770,0.046258,0.064511,0.005909,0.007301,0.032957
1.99143,159.65,0.110966,0.046444,0.064522,0.005924,0.007323,0.033104
1.99163,159.67,0.111163,0.046630,0.064533,0.005940,0.007345,0.033252
1.99183,159.68,0.111361,0.046817,0.064544,0.005956,0.007367,0.033402
1.99203,159.70,0.111561,0.047006,0.064555,0.005972,0.007389,0.033552
1.99223,159.71,0.111762,0.047195,0.064566,0.005989,0.007411,0.033703
1.99243,159.73,0.111964,0.047386,0.064578,0.006005,0.007433,0.033856
1.99263,159.75,0.112167,0.047578,0.064589,0.006021,0.007456,0.034009
1.99283,159.76,0.112371,0.047771,0.064600,0.006037,0.007478,0.034164
1.99303,159.78,0.112577,0.047966,0.064611,0.006054,0.007501,0.034319
1.99323,159.79,0.112783,0.048162,0.064622,0.006070,0.007523,0.034476
1.99343,159.81,0.112991,0.048359,0.064633,0.006087,0.007546,0.034633
1.99363,159.83,0.113201,0.048557,0.064644,0.006103,0.007569,0.034792
1.99383,159.84,0.113411,0.048756,0.064655,0.006120,0.007592,0.034952
1.99403,159.86,0.113623,0.048957,0.064666,0.006137,0.007615,0.035113
1.99423,159.87,0.113836,0.049159,0.064677,0.006153,0.007638,0.035275
1.99443,159.89,0.114051,0.049362,0.064688,0.006170,0.007662,0.035438
1.99463,159.91,0.114266,0.049567,0.064699,0.006187,0.007685,0.035602
1.99483,159.92,0.114483,0.049773,0.064710,0.006204,0.007709,0.035768
1.99503,159.94,0.114702,0.049980,0.064722,0.006221,0.007732,0.035934
1.99523,159.95,0.114921,0.050189,0.064733,0.006238,0.007756,0.036102
1.99543,159.97,0.115142,0.050399,0.064744,0.006255,0.007780,0.036271
1.99563,159.99,0.115365,0.050610,0.064755,0.006273,0.007804,0.036441
1.99583,160.00,0.115589,0.050823,0.064766,0.006290,0.007828,0.036612
1.99603,160.02,0.115814,0.051037,0.064777,0.006308,0.007852,0.036785
1.99623,160.03,0.116040,0.051252,0.064788,0.006325,0.007876,0.036959
1.99643,160.05,0.116268,0.051469,0.064799,0.006343,0.007901,0.037133
1.99663,160.07,0.116498,0.051687,0.064810,0.006360,0.007925,0.037310
1.99683,160.08,0.116729,0.051907,0.064821,0.006378,0.007950,0.037487
1.99703,160.10,0.116961,0.052128,0.064833,0.006396,0.007974,0.037666
1.99723,160.11,0.117195,0.052351,0.064844,0.006414,0.007999,0.037846
1.99743,160.13,0.117430,0.052575,0.064855,0.006431,0.008024,0.038027
1.99763,160.15,0.117667,0.052801,0.064866,0.006449,0.008049,0.038210
1.99783,160.16,0.117905,0.053028,0.064877,0.006468,0.008075,0.038393
1.99803,160.18,0.118145,0.053257,0.064888,0.006486,0.008100,0.038579
1.99823,160.19,0.118386,0.053487,0.064899,0.006504,0.008125,0.038765
1.99843,160.21,0.118629,0.053719,0.064911,0.006522,0.008151,0.038953
1.99863,160.23,0.118874,0.053952,0.064922,0.006541,0.008177,0.039142
1.99883,160.24,0.119120,0.054187,0.064933,0.006559,0.008202,0.039333
1.99903,160.26,0.119367,0.054423,0.064944,0.006578,0.008228,0.039525
1.99923,160.27,0.119617,0.054662,0.064955,0.006596,0.008254,0.039718
1.99943,160.29,0.119868,0.054901,0.064966,0.006615,0.008281,0.039913
1.99963,160.31,0.120120,0.055143,0.064977,0.006634,0.008307,0.040109
1.99983,160.32,0.120374,0.055386,0.064989,0.006653,0.008333,0.040307
2.00003,160.34,0.120630,0.055630,0.065000,0.006672,0.008360,0.040506
2.00023,160.35,0.120888,0.055877,0.065011,0.006691,0.008386,0.040707
2.00043,160.37,0.121147,0.056125,0.065022,0.006710,0.008413,0.040909
2.00063,160.39,0.121408,0.056374,0.065033,0.006729,0.008440,0.041112
2.00083,160.40,0.121670,0.056626,0.065044,0.006748,0.008467,0.041318
2.00103,160.42,0.121935,0.056879,0.065056,0.006767,0.008494,0.041524
2.00123,160.43,0.122201,0.057134,0.065067,0.006787,0.008522,0.041732
2.00143,160.45,0.122469,0.057391,0.065078,0.006806,0.008549,0.041942
2.00163,160.47,0.122739,0.057649,0.065089,0.006826,0.008577,0.042153
2.00183,160.48,0.123010,0.057910,0.065100,0.006846,0.008605,0.042366
2.00203,160.50,0.123284,0.058172,0.065112,0.006865,0.008632,0.042581
2.00223,160.52,0.123559,0.058436,0.065123,0.006885,0.008660,0.042797
2.00243,160.53,0.123836,0.058702,0.065134,0.006905,0.008688,0.043015
2.00263,160.55,0.124115,0.058970,0.065145,0.006925,0.008717,0.043234
2.00283,160.56,0.124396,0.059239,0.065156,0.006945,0.008745,0.043456
2.00303,160.58,0.124679,0.059511,0.065168,0.006966,0.008774,0.043678
2.00323,160.60,0.124963,0.059784,0.065179,0.006986,0.008802,0.043903
2.00343,160.61,0.125250,0.060060,0.065190,0.007006,0.008831,0.044129
2.00363,160.63,0.125539,0.060337,0.065201,0.007027,0.008860,0.044357
2.00383,160.64,0.125829,0.060617,0.065212,0.007047,0.008889,0.044587
2.00403,160.66,0.126122,0.060898,0.065224,0.007068,0.008918,0.044819
2.00423,160.68,0.126417,0.061182,0.065235,0.007089,0.008948,0.045052
2.00443,160.69,0.126714,0.061468,0.065246,0.007110,0.008977,0.045287
2.00463,160.71,0.127013,0.061755,0.065257,0.007130,0.009007,0.045524
2.00483,160.72,0.127314,0.062045,0.065269,0.007152,0.009037,0.045763
2.00503,160.74,0.127617,0.062337,0.065280,0.007173,0.009067,0.046004
2.00523,160.76,0.127922,0.062631,0.065291,0.007194,0.009097,0.046247
2.00543,160.77,0.128229,0.062927,0.065302,0.007215,0.009127,0.046491
2.00563,160.79,0.128539,0.063225,0.065314,0.007237,0.009158,0.046738
2.00583,160.80,0.128851,0.063526,0.065325,0.007258,0.009188,0.046986
2.00603,160.82,0.129165,0.063829,0.065336,0.007280,0.009219,0.047237
2.00623,160.84,0.129481,0.064134,0.065347,0.007301,0.009250,0.047489
2.00643,160.85,0.129799,0.064441,0.065359,0.007323,0.009281,0.047743
2.00663,160.87,0.130120,0.064750,0.065370,0.007345,0.009312,0.048000
2.00683,160.88,0.130443,0.065062,0.065381,0.007367,0.009343,0.048258
2.00703,160.90,0.130769,0.065377,0.065392,0.007389,0.009375,0.048519
2.00723,160.92,0.131097,0.065693,0.065404,0.007411,0.009407,0.048782
2.00743,160.93,0.131427,0.066012,0.065415,0.007433,0.009438,0.049047
2.00763,160.95,0.131760,0.066334,0.065426,0.007456,0.009470,0.049314
2.00783,160.96,0.132095,0.066657,0.065437,0.007478,0.009503,0.049583
2.00803,160.98,0.132432,0.066984,0.065449,0.007501,0.009535,0.049854
2.00823,161.00,0.132773,0.067313,0.065460,0.007523,0.009567,0.050128
2.00843,161.01,0.133115,0.067644,0.065471,0.007546,0.009600,0.050404
2.00863,161.03,0.133460,0.067978,0.065483,0.007569,0.009633,0.050682
2.00883,161.04,0.133808,0.068314,0.065494,0.007592,0.009666,0.050962
2.00903,161.06,0.134158,0.068653,0.065505,0.007615,0.009699,0.051245
2.00923,161.08,0.134511,0.068995,0.065517,0.007638,0.009732,0.051530
2.00943,161.09,0.134867,0.069339,0.065528,0.007662,0.009766,0.051818
2.00963,161.11,0.135225,0.069686,0.065539,0.007685,0.009800,0.052107
2.00983,161.12,0.135586,0.070036,0.065550,0.007709,0.009833,0.052400
2.01003,161.14,0.135950,0.070388,0.065562,0.007732,0.009867,0.052695
2.01023,161.16,0.136316,0.070743,0.065573,0.007756,0.009902,0.052992
2.01043,161.17,0.136685,0.071101,0.065584,0.007780,0.009936,0.053291
2.01063,161.19,0.137058,0.071462,0.065596,0.007804,0.009971,0.053594
2.01083,161.20,0.137432,0.071825,0.065607,0.007828,0.010005,0.053899
2.01103,161.22,0.137810,0.072192,0.065618,0.007852,0.010040,0.054206
2.01123,161.24,0.138191,0.072561,0.065630,0.007876,0.010075,0.054516
2.01143,161.25,0.138575,0.072934,0.065641,0.007901,0.010111,0.054829
2.01163,161.27,0.138961,0.073309,0.065652,0.007925,0.010146,0.055144
2.01183,161.28,0.139351,0.073688,0.065664,0.007950,0.010182,0.055462
2.01203,161.30,0.139744,0.074069,0.065675,0.007975,0.010217,0.055783
2.01223,161.32,0.140140,0.074453,0.065686,0.007999,0.010254,0.056106
2.01243,161.33,0.140539,0.074841,0.065698,0.008024,0.010290,0.056433
2.01263,161.35,0.140941,0.075232,0.065709,0.008049,0.010326,0.056762
2.01283,161.36,0.141346,0.075626,0.065720,0.008075,0.010363,0.057094
2.01303,161.38,0.141755,0.076023,0.065732,0.008100,0.010400,0.057429
2.01323,161.40,0.142166,0.076423,0.065743,0.008125,0.010437,0.057767
2.01343,161.41,0.142581,0.076827,0.065754,0.008151,0.010474,0.058108
2.01363,161.43,0.143000,0.077234,0.065766,0.008177,0.010511,0.058452
2.01383,161.45,0.143422,0.077644,0.065777,0.008202,0.010549,0.058799
2.01403,161.46,0.143847,0.078058,0.065789,0.008228,0.010587,0.059149
2.01423,161.48,0.144275,0.078475,0.065800,0.008254,0.010624,0.059502
2.01443,161.49,0.144707,0.078896,0.065811,0.008281,0.010663,0.059858
2.01463,161.51,0.145143,0.079320,0.065823,0.008307,0.010701,0.060218
2.01483,161.53,0.145582,0.079748,0.065834,0.008333,0.010740,0.060581
2.01503,161.54,0.146025,0.080179,0.065845,0.008360,0.010779,0.060947
2.01523,161.56,0.146471,0.080614,0.065857,0.008387,0.010818,0.061316
2.01543,161.57,0.146921,0.081053,0.065868,0.008413,0.010857,0.061689
2.01563,161.59,0.147375,0.081496,0.065880,0.008440,0.010896,0.062065
2.01583,161.61,0.147833,0.081942,0.065891,0.008467,0.010936,0.062444
2.01603,161.62,0.148294,0.082392,0.065902,0.008494,0.010976,0.062827
2.01623,161.64,0.148759,0.082846,0.065914,0.008522,0.011016,0.063213
2.01643,161.65,0.149229,0.083303,0.065925,0.008549,0.011056,0.063603
2.01663,161.67,0.149702,0.083765,0.065937,0.008577,0.011097,0.063997
2.01683,161.69,0.150179,0.084231,0.065948,0.008605,0.011138,0.064394
2.01703,161.70,0.150660,0.084701,0.065959,0.008632,0.011179,0.064795
2.01723,161.72,0.151145,0.085174,0.065971,0.008660,0.011220,0.065200
2.01743,161.73,0.151635,0.085652,0.065982,0.008689,0.011261,0.065608
2.01763,161.75,0.152128,0.086134,0.065994,0.008717,0.011303,0.066020
2.01783,161.77,0.152626,0.086621,0.066005,0.008745,0.011345,0.066436
2.01803,161.78,0.153128,0.087112,0.066017,0.008774,0.011387,0.066856
2.01823,161.80,0.153635,0.087607,0.066028,0.008802,0.011429,0.067280
2.01843,161.81,0.154145,0.088106,0.066039,0.008831,0.011472,0.067708
2.01863,161.83,0.154661,0.088610,0.066051,0.008860,0.011515,0.068140
2.01883,161.85,0.155180,0.089118,0.066062,0.008889,0.011558,0.068576
2.01903,161.86,0.155705,0.089631,0.066074,0.008919,0.011601,0.069017
2.01923,161.88,0.156234,0.090149,0.066085,0.008948,0.011645,0.069461
2.01943,161.89,0.156767,0.090671,0.066097,0.008977,0.011689,0.069910
2.01963,161.91,0.157306,0.091198,0.066108,0.009007,0.011733,0.070363
2.01983,161.93,0.157849,0.091729,0.066120,0.009037,0.011777,0.070821
2.02003,161.94,0.158397,0.092266,0.066131,0.009067,0.011822,0.071283
2.02023,161.96,0.158950,0.092807,0.066142,0.009097,0.011866,0.071749
2.02043,161.97,0.159508,0.093354,0.066154,0.009127,0.011911,0.072220
2.02063,161.99,0.160070,0.093905,0.066165,0.009158,0.011957,0.072696
2.02083,162.01,0.160638,0.094462,0.066177,0.009188,0.012002,0.073176
2.02103,162.02,0.161212,0.095023,0.066188,0.009219,0.012048,0.073661
2.02123,162.04,0.161790,0.095590,0.066200,0.009250,0.012094,0.074151
2.02143,162.05,0.162373,0.096162,0.066211,0.009281,0.012141,0.074645
2.02163,162.07,0.162962,0.096740,0.066223,0.009312,0.012187,0.075145
2.02183,162.09,0.163557,0.097323,0.066234,0.009344,0.012234,0.075650
2.02203,162.10,0.164157,0.097911,0.066246,0.009375,0.012281,0.076159
2.02223,162.12,0.164762,0.098505,0.066257,0.009407,0.012329,0.076674
2.02243,162.13,0.165373,0.099104,0.066269,0.009439,0.012377,0.077194
2.02263,162.15,0.165990,0.099710,0.066280,0.009471,0.012425,0.077719
2.02283,162.17,0.166612,0.100321,0.066292,0.009503,0.012473,0.078250
2.02303,162.18,0.167241,0.100938,0.066303,0.009535,0.012522,0.078786
2.02323,162.20,0.167875,0.101560,0.066315,0.009567,0.012570,0.079327
2.02343,162.21,0.168515,0.102189,0.066326,0.009600,0.012620,0.079874
2.02363,162.23,0.169162,0.102824,0.066338,0.009633,0.012669,0.080427
2.02383,162.25,0.169814,0.103465,0.066349,0.009666,0.012719,0.080985
2.02403,162.26,0.170473,0.104112,0.066361,0.009699,0.012769,0.081549
2.02423,162.28,0.171138,0.104766,0.066372,0.009732,0.012819,0.082119
2.02443,162.29,0.171810,0.105426,0.066384,0.009766,0.012870,0.082695
2.02463,162.31,0.172488,0.106092,0.066395,0.009800,0.012920,0.083277
2.02483,162.33,0.173172,0.106766,0.066407,0.009833,0.012972,0.083865
2.02503,162.34,0.173864,0.107445,0.066418,0.009867,0.013023,0.084459
2.02523,162.36,0.174562,0.108132,0.066430,0.009902,0.013075,0.085060
2.02543,162.37,0.175267,0.108825,0.066441,0.009936,0.013127,0.085667
2.02563,162.39,0.175978,0.109525,0.066453,0.009971,0.013180,0.086280
2.02583,162.41,0.176697,0.110233,0.066465,0.010005,0.013232,0.086900
2.02603,162.42,0.177423,0.110947,0.066476,0.010040,0.013285,0.087526
2.02623,162.44,0.178157,0.111669,0.066488,0.010075,0.013339,0.088159
2.02643,162.46,0.178897,0.112398,0.066499,0.010111,0.013392,0.088799
2.02663,162.47,0.179645,0.113135,0.066511,0.010146,0.013446,0.089446
2.02683,162.49,0.180401,0.113879,0.066522,0.010182,0.013501,0.090100
2.02703,162.50,0.181164,0.114630,0.066534,0.010218,0.013556,0.090762
2.02723,162.52,0.181935,0.115390,0.066545,0.010254,0.013611,0.091430
2.02743,162.54,0.182714,0.116157,0.066557,0.010290,0.013666,0.092106
2.02763,162.55,0.183501,0.116932,0.066569,0.010326,0.013722,0.092789
2.02783,162.57,0.184296,0.117715,0.066580,0.010363,0.013778,0.093479
2.02803,162.58,0.185099,0.118507,0.066592,0.010400,0.013834,0.094178
2.02823,162.60,0.185910,0.119307,0.066603,0.010437,0.013891,0.094884
2.02843,162.62,0.186730,0.120115,0.066615,0.010474,0.013948,0.095598
2.02863,162.63,0.187558,0.120932,0.066626,0.010511,0.014005,0.096320
2.02883,162.65,0.188395,0.121757,0.066638,0.010549,0.014063,0.097050
2.02903,162.66,0.189241,0.122591,0.066650,0.010587,0.014121,0.097788
2.02923,162.68,0.190096,0.123435,0.066661,0.010625,0.014180,0.098535
2.02943,162.70,0.190960,0.124287,0.066673,0.010663,0.014238,0.099290
2.02963,162.71,0.191833,0.125148,0.066684,0.010701,0.014298,0.100054
2.02983,162.73,0.192715,0.126019,0.066696,0.010740,0.014357,0.100826
2.03003,162.74,0.193607,0.126899,0.066708,0.010779,0.014417,0.101607
2.03023,162.76,0.194508,0.127789,0.066719,0.010818,0.014477,0.102398
2.03043,162.78,0.195419,0.128688,0.066731,0.010857,0.014538,0.103197
2.03063,162.79,0.196340,0.129598,0.066743,0.010896,0.014599,0.104006
2.03083,162.81,0.197271,0.130517,0.066754,0.010936,0.014661,0.104825
2.03103,162.82,0.198213,0.131447,0.066766,0.010976,0.014723,0.105652
2.03123,162.84,0.199164,0.132387,0.066777,0.011016,0.014785,0.106490
2.03143,162.86,0.200126,0.133337,0.066789,0.011056,0.014848,0.107337
2.03163,162.87,0.201099,0.134298,0.066801,0.011097,0.014911,0.108195
2.03183,162.89,0.202083,0.135270,0.066812,0.011138,0.014974,0.109063
2.03203,162.90,0.203077,0.136253,0.066824,0.011179,0.015038,0.109941
2.03223,162.92,0.204083,0.137247,0.066836,0.011220,0.015102,0.110829
2.03243,162.94,0.205100,0.138252,0.066847,0.011261,0.015167,0.111728
2.03263,162.95,0.206128,0.139269,0.066859,0.011303,0.015232,0.112638
2.03283,162.97,0.207168,0.140298,0.066870,0.011345,0.015297,0.113559
2.03303,162.98,0.208220,0.141338,0.066882,0.011387,0.015363,0.114492
2.03323,163.00,0.209284,0.142390,0.066894,0.011429,0.015430,0.115435
2.03343,163.02,0.210361,0.143455,0.066905,0.011472,0.015496,0.116390
2.03363,163.03,0.211449,0.144532,0.066917,0.011515,0.015564,0.117357
2.03383,163.05,0.212550,0.145622,0.066929,0.011558,0.015631,0.118336
2.03403,163.06,0.213665,0.146724,0.066940,0.011601,0.015699,0.119327
2.03423,163.08,0.214792,0.147840,0.066952,0.011645,0.015768,0.120330
2.03443,163.10,0.215932,0.148968,0.066964,0.011689,0.015837,0.121346
2.03463,163.11,0.217086,0.150110,0.066975,0.011733,0.015906,0.122375
2.03483,163.13,0.218253,0.151266,0.066987,0.011777,0.015976,0.123416
2.03503,163.14,0.219434,0.152436,0.066999,0.011822,0.016047,0.124471
2.03523,163.16,0.220630,0.153619,0.067011,0.011866,0.016117,0.125539
2.03543,163.18,0.221840,0.154817,0.067022,0.011912,0.016189,0.126621
2.03563,163.19,0.223064,0.156030,0.067034,0.011957,0.016260,0.127716
2.03583,163.21,0.224303,0.157257,0.067046,0.012002,0.016333,0.128826
2.03603,163.22,0.225557,0.158500,0.067057,0.012048,0.016405,0.129950
2.03623,163.24,0.226827,0.159758,0.067069,0.012094,0.016479,0.131088
2.03643,163.26,0.228111,0.161031,0.067081,0.012141,0.016552,0.132241
2.03663,163.27,0.229412,0.162320,0.067092,0.012187,0.016626,0.133409
2.03683,163.29,0.230729,0.163625,0.067104,0.012234,0.016701,0.134593
2.03703,163.30,0.232062,0.164946,0.067116,0.012282,0.016776,0.135792
2.03723,163.32,0.233412,0.166285,0.067128,0.012329,0.016852,0.137007
2.03743,163.34,0.234779,0.167640,0.067139,0.012377,0.016928,0.138238
2.03763,163.35,0.236163,0.169012,0.067151,0.012425,0.017005,0.139485
2.03783,163.37,0.237564,0.170401,0.067163,0.012473,0.017082,0.140750
2.03803,163.39,0.238983,0.171809,0.067174,0.012522,0.017160,0.142031
2.03823,163.40,0.240421,0.173234,0.067186,0.012570,0.017238,0.143329
2.03843,163.42,0.241876,0.174678,0.067198,0.012620,0.017317,0.144645
2.03863,163.43,0.243351,0.176141,0.067210,0.012669,0.017396,0.145979
2.03883,163.45,0.244844,0.177623,0.067221,0.012719,0.017476,0.147331
2.03903,163.47,0.246357,0.179124,0.067233,0.012769,0.017557,0.148702
2.03923,163.48,0.247890,0.180645,0.067245,0.012819,0.017638,0.150091
2.03943,163.50,0.249442,0.182186,0.067257,0.012870,0.017719,0.151500
2.03963,163.51,0.251015,0.183747,0.067268,0.012921,0.017802,0.152928
2.03983,163.53,0.252609,0.185329,0.067280,0.012972,0.017884,0.154376
2.04003,163.55,0.254224,0.186933,0.067292,0.013023,0.017968,0.155845
2.04023,163.56,0.255861,0.188557,0.067304,0.013075,0.018051,0.157334
2.04043,163.58,0.257520,0.190204,0.067315,0.013127,0.018136,0.158844
2.04063,163.59,0.259201,0.191873,0.067327,0.013180,0.018221,0.160376
2.04083,163.61,0.260904,0.193565,0.067339,0.013232,0.018307,0.161929
2.04103,163.63,0.262631,0.195280,0.067351,0.013285,0.018393,0.163505
2.04123,163.64,0.264381,0.197019,0.067363,0.013339,0.018480,0.165103
2.04143,163.66,0.266156,0.198782,0.067374,0.013393,0.018567,0.166725
2.04163,163.67,0.267955,0.200569,0.067386,0.013447,0.018655,0.168370
2.04183,163.69,0.269779,0.202381,0.067398,0.013501,0.018744,0.170039
2.04203,163.71,0.271628,0.204218,0.067410,0.013556,0.018833,0.171732
2.04223,163.72,0.273503,0.206082,0.067421,0.013611,0.018923,0.173451
