ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EGDA CH3
2.08963,167.52,0.273022,0.200184,0.072838,0.200115
2.08983,167.54,0.274580,0.201729,0.072851,0.201660
2.09003,167.55,0.276156,0.203292,0.072864,0.203223
2.09023,167.57,0.277750,0.204873,0.072877,0.204804
2.09043,167.59,0.279363,0.206472,0.072890,0.206403
2.09063,167.60,0.280994,0.208090,0.072904,0.208021
2.09083,167.62,0.282644,0.209727,0.072917,0.209657
2.09103,167.63,0.284313,0.211383,0.072930,0.211313
2.09123,167.65,0.286001,0.213058,0.072944,0.212988
2.09143,167.67,0.287710,0.214753,0.072957,0.214683
2.09163,167.68,0.289438,0.216468,0.072970,0.216398
2.09183,167.70,0.291187,0.218203,0.072983,0.218134
2.09203,167.71,0.292956,0.219959,0.072997,0.219890
2.09223,167.73,0.294747,0.221737,0.073010,0.221667
2.09243,167.75,0.296558,0.223535,0.073023,0.223466
2.09263,167.76,0.298392,0.225355,0.073037,0.225286
2.09283,167.78,0.300247,0.227198,0.073050,0.227128
2.09303,167.79,0.302125,0.229062,0.073063,0.228993
2.09323,167.81,0.304026,0.230950,0.073076,0.230880
2.09343,167.83,0.305950,0.232860,0.073090,0.232790
2.09363,167.84,0.307897,0.234794,0.073103,0.234724
2.09383,167.86,0.309868,0.236752,0.073116,0.236682
2.09403,167.87,0.311864,0.238734,0.073130,0.238664
2.09423,167.89,0.313884,0.240741,0.073143,0.240671
2.09443,167.91,0.315929,0.242772,0.073156,0.242703
2.09463,167.92,0.317999,0.244830,0.073170,0.244760
2.09483,167.94,0.320096,0.246913,0.073183,0.246843
2.09503,167.95,0.322219,0.249022,0.073196,0.248953
2.09523,167.97,0.324368,0.251159,0.073210,0.251089
2.09543,167.99,0.326545,0.253322,0.073223,0.253252
2.09563,168.00,0.328749,0.255513,0.073236,0.255443
2.09583,168.02,0.330982,0.257732,0.073250,0.257663
2.09603,168.03,0.333243,0.259980,0.073263,0.259910
2.09623,168.05,0.335534,0.262257,0.073276,0.262187
2.09643,168.07,0.337853,0.264564,0.073290,0.264494
2.09663,168.08,0.340203,0.266900,0.073303,0.266830
2.09683,168.10,0.342584,0.269268,0.073317,0.269198
2.09703,168.12,0.344996,0.271666,0.073330,0.271596
2.09723,168.13,0.347439,0.274096,0.073343,0.274026
2.09743,168.15,0.349915,0.276558,0.073357,0.276488
2.09763,168.16,0.352423,0.279053,0.073370,0.278983
2.09783,168.18,0.354965,0.281582,0.073383,0.281512
2.09803,168.20,0.357541,0.284144,0.073397,0.284074
2.09823,168.21,0.360151,0.286741,0.073410,0.286671
2.09843,168.23,0.362797,0.289373,0.073424,0.289303
2.09863,168.24,0.365478,0.292041,0.073437,0.291971
2.09883,168.26,0.368196,0.294746,0.073450,0.294676
2.09903,168.28,0.370951,0.297487,0.073464,0.297417
2.09923,168.29,0.373743,0.300266,0.073477,0.300196
2.09943,168.31,0.376575,0.303084,0.073491,0.303014
2.09963,168.32,0.379445,0.305941,0.073504,0.305871
2.09983,168.34,0.382355,0.308837,0.073518,0.308767
2.10004,168.36,0.385305,0.311775,0.073531,0.311704
2.10024,168.37,0.388297,0.314753,0.073544,0.314683
2.10044,168.39,0.391332,0.317774,0.073558,0.317704
2.10064,168.40,0.394408,0.320837,0.073571,0.320767
2.10084,168.42,0.397529,0.323944,0.073585,0.323874
2.10104,168.44,0.400694,0.327096,0.073598,0.327026
2.10124,168.45,0.403905,0.330293,0.073612,0.330223
2.10144,168.47,0.407161,0.333536,0.073625,0.333466
2.10164,168.48,0.410465,0.336827,0.073638,0.336756
2.10184,168.50,0.413817,0.340165,0.073652,0.340095
2.10204,168.52,0.417217,0.343552,0.073665,0.343482
2.10224,168.53,0.420668,0.346989,0.073679,0.346919
2.10244,168.55,0.424169,0.350476,0.073692,0.350406
2.10264,168.56,0.427722,0.354016,0.073706,0.353946
2.10284,168.58,0.431327,0.357608,0.073719,0.357538
2.10304,168.60,0.434987,0.361254,0.073733,0.361184
2.10324,168.61,0.438701,0.364955,0.073746,0.364884
2.10344,168.63,0.442471,0.368711,0.073760,0.368641
2.10364,168.64,0.446298,0.372525,0.073773,0.372455
2.10384,168.66,0.450184,0.376397,0.073787,0.376327
2.10404,168.68,0.454129,0.380328,0.073800,0.380258
2.10424,168.69,0.458134,0.384320,0.073814,0.384250
2.10444,168.71,0.462201,0.388373,0.073827,0.388303
2.10464,168.72,0.466331,0.392490,0.073841,0.392419
2.10484,168.74,0.470525,0.396670,0.073854,0.396600
2.10504,168.76,0.474785,0.400917,0.073868,0.400846
2.10524,168.77,0.479111,0.405230,0.073881,0.405159
2.10544,168.79,0.483506,0.409611,0.073895,0.409541
2.10564,168.80,0.487971,0.414062,0.073908,0.413992
2.10584,168.82,0.492506,0.418584,0.073922,0.418514
2.10604,168.84,0.497115,0.423179,0.073936,0.423109
2.10624,168.85,0.501797,0.427848,0.073949,0.427778
2.10644,168.87,0.506555,0.432593,0.073963,0.432522
2.10664,168.88,0.511391,0.437415,0.073976,0.437344
2.10684,168.90,0.516305,0.442315,0.073990,0.442245
2.10704,168.92,0.521300,0.447297,0.074003,0.447226
2.10724,168.93,0.526377,0.452361,0.074017,0.452290
2.10744,168.95,0.531539,0.457508,0.074030,0.457438
2.10764,168.96,0.536786,0.462742,0.074044,0.462672
2.10784,168.98,0.542121,0.468064,0.074058,0.467993
2.10804,169.00,0.547546,0.473475,0.074071,0.473404
2.10824,169.01,0.553063,0.478978,0.074085,0.478907
2.10844,169.03,0.558673,0.484575,0.074098,0.484504
2.10864,169.05,0.564379,0.490267,0.074112,0.490196
2.10884,169.06,0.570182,0.496057,0.074125,0.495986
2.10904,169.08,0.576086,0.501947,0.074139,0.501877
2.10924,169.09,0.582092,0.507940,0.074153,0.507869
2.10944,169.11,0.588203,0.514037,0.074166,0.513966
2.10964,169.13,0.594421,0.520241,0.074180,0.520170
2.10984,169.14,0.600748,0.526554,0.074193,0.526484
2.11004,169.16,0.607187,0.532980,0.074207,0.532909
2.11024,169.17,0.613740,0.539519,0.074221,0.539449
2.11044,169.19,0.620410,0.546176,0.074234,0.546105
2.11064,169.21,0.627201,0.552953,0.074248,0.552882
2.11084,169.22,0.634113,0.559852,0.074262,0.559781
2.11104,169.24,0.641152,0.566876,0.074275,0.566806
2.11124,169.25,0.648318,0.574029,0.074289,0.573958
2.11144,169.27,0.655616,0.581313,0.074302,0.581243
2.11164,169.29,0.663048,0.588732,0.074316,0.588661
2.11184,169.30,0.670618,0.596289,0.074330,0.596218
2.11204,169.32,0.678329,0.603986,0.074343,0.603915
2.11224,169.33,0.686185,0.611827,0.074357,0.611757
2.11244,169.35,0.694188,0.619817,0.074371,0.619746
2.11264,169.37,0.702342,0.627958,0.074384,0.627887
2.11284,169.38,0.710652,0.636254,0.074398,0.636183
2.11304,169.40,0.719120,0.644708,0.074412,0.644637
2.11324,169.41,0.727751,0.653326,0.074425,0.653255
2.11344,169.43,0.736549,0.662110,0.074439,0.662039
2.11364,169.45,0.745518,0.671065,0.074453,0.670994
2.11384,169.46,0.754661,0.680195,0.074466,0.680124
2.11404,169.48,0.763985,0.689505,0.074480,0.689434
2.11424,169.49,0.773492,0.698998,0.074494,0.698927
2.11444,169.51,0.783188,0.708680,0.074508,0.708609
2.11464,169.53,0.793077,0.718556,0.074521,0.718485
2.11484,169.54,0.803165,0.728630,0.074535,0.728559
2.11504,169.56,0.813455,0.738907,0.074549,0.738836
2.11524,169.57,0.823955,0.749392,0.074562,0.749321
2.11544,169.59,0.834668,0.760092,0.074576,0.760021
2.11564,169.61,0.845601,0.771011,0.074590,0.770940
2.11584,169.62,0.856759,0.782155,0.074603,0.782084
2.11604,169.64,0.868147,0.793530,0.074617,0.793459
2.11624,169.65,0.879773,0.805142,0.074631,0.805071
2.11644,169.67,0.891642,0.816998,0.074645,0.816927
2.11664,169.69,0.903761,0.829103,0.074658,0.829032
2.11684,169.70,0.916136,0.841464,0.074672,0.841393
2.11704,169.72,0.928774,0.854088,0.074686,0.854017
2.11724,169.73,0.941682,0.866983,0.074700,0.866912
2.11744,169.75,0.954868,0.880155,0.074713,0.880083
2.11764,169.77,0.968338,0.893611,0.074727,0.893540
2.11784,169.78,0.982101,0.907360,0.074741,0.907289
2.11804,169.80,0.996164,0.921410,0.074755,0.921338
2.11824,169.81,1.010536,0.935768,0.074768,0.935696
2.11844,169.83,1.025225,0.950443,0.074782,0.950371
2.11864,169.85,1.040239,0.965443,0.074796,0.965372
2.11884,169.86,1.055588,0.980778,0.074810,0.980707
2.11904,169.88,1.071281,0.996457,0.074824,0.996386
2.11924,169.89,1.087327,1.012490,0.074837,1.012418
2.11944,169.91,1.103736,1.028885,0.074851,1.028814
2.11964,169.93,1.120518,1.045654,0.074865,1.045582
2.11984,169.94,1.137684,1.062806,0.074879,1.062734
2.12004,169.96,1.155245,1.080352,0.074893,1.080281
2.12024,169.98,1.173210,1.098304,0.074906,1.098233
2.12044,169.99,1.191593,1.116672,0.074920,1.116601
2.12064,170.01,1.210403,1.135469,0.074934,1.135398
2.12084,170.02,1.229655,1.154707,0.074948,1.154636
2.12104,170.04,1.249359,1.174398,0.074962,1.174326
2.12124,170.06,1.269529,1.194554,0.074975,1.194483
2.12144,170.07,1.290179,1.215189,0.074989,1.215118
2.12164,170.09,1.311321,1.236318,0.075003,1.236246
2.12184,170.10,1.332969,1.257952,0.075017,1.257881
2.12204,170.12,1.355139,1.280108,0.075031,1.280037
2.12224,170.14,1.377844,1.302800,0.075045,1.302728
2.12244,170.15,1.401101,1.326042,0.075058,1.325971
2.12264,170.17,1.424924,1.349852,0.075072,1.349781
2.12284,170.18,1.449331,1.374245,0.075086,1.374173
2.12304,170.20,1.474337,1.399237,0.075100,1.399165
2.12324,170.22,1.499959,1.424845,0.075114,1.424774
2.12344,170.23,1.526216,1.451088,0.075128,1.451017
2.12364,170.25,1.553125,1.477983,0.075142,1.477911
2.12384,170.26,1.580704,1.505548,0.075155,1.505477
2.12404,170.28,1.608972,1.533803,0.075169,1.533731
2.12424,170.30,1.637949,1.562766,0.075183,1.562694
2.12444,170.31,1.667655,1.592458,0.075197,1.592386
2.12464,170.33,1.698110,1.622899,0.075211,1.622827
2.12484,170.34,1.729334,1.654109,0.075225,1.654037
2.12504,170.36,1.761349,1.686110,0.075239,1.686038
2.12524,170.38,1.794176,1.718924,0.075253,1.718852
2.12544,170.39,1.827839,1.752572,0.075267,1.752500
2.12564,170.41,1.862358,1.787077,0.075281,1.787006
2.12584,170.42,1.897757,1.822462,0.075294,1.822391
2.12604,170.44,1.934059,1.858751,0.075308,1.858679
2.12624,170.46,1.971288,1.895966,0.075322,1.895894
2.12644,170.47,2.009468,1.934132,0.075336,1.934060
2.12664,170.49,2.048623,1.973273,0.075350,1.973201
2.12684,170.50,2.088777,2.013413,0.075364,2.013341
2.12704,170.52,2.129954,2.054576,0.075378,2.054505
2.12724,170.54,2.172180,2.096789,0.075392,2.096717
2.12744,170.55,2.215480,2.140074,0.075406,2.140002
2.12764,170.57,2.259876,2.184457,0.075420,2.184385
2.12784,170.58,2.305395,2.229962,0.075434,2.229890
2.12804,170.60,2.352061,2.276613,0.075448,2.276541
2.12824,170.62,2.399896,2.324435,0.075462,2.324363
2.12844,170.63,2.448926,2.373450,0.075476,2.373378
2.12864,170.65,2.499172,2.423682,0.075490,2.423611
2.12884,170.66,2.550657,2.475153,0.075504,2.475081
2.12904,170.68,2.603401,2.527884,0.075518,2.527812
2.12924,170.70,2.657426,2.581894,0.075532,2.581822
2.12944,170.71,2.712749,2.637203,0.075546,2.637131
2.12964,170.73,2.769387,2.693827,0.075560,2.693756
2.12984,170.74,2.827356,2.751783,0.075574,2.751711
2.13004,170.76,2.886670,2.811083,0.075588,2.811011
2.13024,170.78,2.947339,2.871738,0.075602,2.871666
2.13044,170.79,3.009372,2.933756,0.075616,2.933684
2.13064,170.81,3.072773,2.997144,0.075630,2.997072
2.13084,170.82,3.137546,3.061902,0.075644,3.061830
2.13104,170.84,3.203687,3.128029,0.075658,3.127957
2.13124,170.86,3.271191,3.195520,0.075672,3.195448
2.13144,170.87,3.340048,3.264363,0.075686,3.264291
2.13164,170.89,3.410242,3.334542,0.075700,3.334470
2.13184,170.90,3.481751,3.406038,0.075714,3.405965
2.13204,170.92,3.554549,3.478821,0.075728,3.478749
2.13224,170.94,3.628602,3.552860,0.075742,3.552788
2.13244,170.95,3.703868,3.628112,0.075756,3.628040
2.13264,170.97,3.780299,3.704529,0.075770,3.704457
2.13284,170.99,3.857838,3.782054,0.075784,3.781982
2.13304,171.00,3.936419,3.860622,0.075798,3.860549
2.13324,171.02,4.015968,3.940156,0.075812,3.940084
2.13344,171.03,4.096399,4.020573,0.075826,4.020500
2.13364,171.05,4.177616,4.101775,0.075840,4.101703
2.13384,171.07,4.259512,4.183658,0.075854,4.183586
2.13404,171.08,4.341970,4.266102,0.075868,4.266029
2.13424,171.10,4.424859,4.348977,0.075882,4.348905
2.13444,171.11,4.508038,4.432142,0.075896,4.432069
2.13464,171.13,4.591351,4.515441,0.075910,4.515368
2.13484,171.15,4.674631,4.598707,0.075925,4.598634
2.13504,171.16,4.757699,4.681760,0.075939,4.681688
2.13524,171.18,4.840360,4.764408,0.075953,4.764335
2.13544,171.19,4.922412,4.846445,0.075967,4.846373
2.13564,171.21,5.003636,4.927655,0.075981,4.927583
2.13584,171.23,5.083805,5.007810,0.075995,5.007738
2.13604,171.24,5.162680,5.086671,0.076009,5.086598
2.13624,171.26,5.240013,5.163989,0.076023,5.163917
2.13644,171.27,5.315547,5.239509,0.076037,5.239437
2.13664,171.29,5.389019,5.312967,0.076051,5.312895
2.13684,171.31,5.460160,5.384094,0.076066,5.384022
2.13704,171.32,5.528698,5.452619,0.076080,5.452546
2.13724,171.34,5.594361,5.518267,0.076094,5.518194
2.13744,171.35,5.656874,5.580766,0.076108,5.580694
2.13764,171.37,5.715970,5.639848,0.076122,5.639775
2.13784,171.39,5.771385,5.695248,0.076136,5.695176
2.13804,171.40,5.822863,5.746712,0.076150,5.746640
2.13824,171.42,5.870161,5.793996,0.076165,5.793924
2.13844,171.43,5.913049,5.836870,0.076179,5.836797
2.13864,171.45,5.951313,5.875120,0.076193,5.875047
2.13884,171.47,5.984758,5.908551,0.076207,5.908478
2.13904,171.48,6.013211,5.936990,0.076221,5.936917
2.13924,171.50,6.036523,5.960287,0.076235,5.960215
2.13944,171.51,6.054568,5.978319,0.076250,5.978246
2.13964,171.53,6.067250,5.990986,0.076264,5.990914
2.13984,171.55,6.074500,5.998222,0.076278,5.998149
2.14004,171.56,6.076278,5.999985,0.076292,5.999913
2.14024,171.58,6.072574,5.996268,0.076306,5.996195
2.14044,171.59,6.063409,5.987089,0.076321,5.987016
2.14064,171.61,6.048833,5.972498,0.076335,5.972426
2.14084,171.63,6.028925,5.952576,0.076349,5.952504
2.14104,171.64,6.003793,5.927430,0.076363,5.927357
2.14124,171.66,5.973569,5.897191,0.076377,5.897119
2.14144,171.67,5.938412,5.862021,0.076392,5.861948
2.14164,171.69,5.898504,5.822098,0.076406,5.822026
2.14184,171.71,5.854046,5.777626,0.076420,5.777553
2.14204,171.72,5.805259,5.728824,0.076434,5.728751
2.14224,171.74,5.752376,5.675928,0.076449,5.675855
2.14244,171.75,5.695647,5.619185,0.076463,5.619112
2.14264,171.77,5.635330,5.558853,0.076477,5.558781
2.14284,171.79,5.571691,5.495200,0.076491,5.495127
2.14304,171.80,5.505000,5.428494,0.076506,5.428422
2.14324,171.82,5.435530,5.359010,0.076520,5.358938
2.14344,171.83,5.363555,5.287021,0.076534,5.286948
2.14364,171.85,5.289345,5.212797,0.076548,5.212724
2.14384,171.87,5.213168,5.136606,0.076563,5.136533
2.14404,171.88,5.135285,5.058708,0.076577,5.058635
2.14424,171.90,5.055949,4.979358,0.076591,4.979285
2.14444,171.92,4.975405,4.898800,0.076605,4.898727
2.14464,171.93,4.893889,4.817269,0.076620,4.817196
2.14484,171.95,4.811624,4.734990,0.076634,4.734917
2.14504,171.96,4.728823,4.652175,0.076648,4.652102
2.14524,171.98,4.645686,4.569024,0.076663,4.568951
2.14544,172.00,4.562403,4.485726,0.076677,4.485653
2.14564,172.01,4.479148,4.402457,0.076691,4.402384
2.14584,172.03,4.396084,4.319378,0.076705,4.319305
2.14604,172.04,4.313361,4.236641,0.076720,4.236568
2.14624,172.06,4.231117,4.154383,0.076734,4.154310
2.14644,172.08,4.149479,4.072730,0.076748,4.072657
2.14664,172.09,4.068559,3.991796,0.076763,3.991723
2.14684,172.11,3.988461,3.911684,0.076777,3.911611
2.14704,172.12,3.909276,3.832485,0.076791,3.832412
2.14724,172.14,3.831087,3.754281,0.076806,3.754208
2.14744,172.16,3.753964,3.677144,0.076820,3.677071
2.14764,172.17,3.677971,3.601137,0.076834,3.601064
2.14784,172.19,3.603161,3.526312,0.076849,3.526239
2.14804,172.20,3.529580,3.452717,0.076863,3.452644
2.14824,172.22,3.457267,3.380389,0.076877,3.380316
2.14844,172.24,3.386252,3.309360,0.076892,3.309287
2.14864,172.25,3.316562,3.239656,0.076906,3.239582
2.14884,172.27,3.248214,3.171294,0.076920,3.171220
2.14904,172.28,3.181223,3.104289,0.076935,3.104215
2.14924,172.30,3.115598,3.038649,0.076949,3.038576
2.14944,172.32,3.051343,2.974380,0.076964,2.974306
2.14964,172.33,2.988459,2.911481,0.076978,2.911408
2.14984,172.35,2.926942,2.849949,0.076992,2.849876
2.15004,172.36,2.866786,2.789779,0.077007,2.789706
2.15024,172.38,2.807981,2.730960,0.077021,2.730887
2.15044,172.40,2.750516,2.673481,0.077036,2.673407
2.15064,172.41,2.694377,2.617327,0.077050,2.617254
2.15084,172.43,2.639548,2.562484,0.077064,2.562410
2.15104,172.44,2.586011,2.508932,0.077079,2.508859
2.15124,172.46,2.533747,2.456653,0.077093,2.456580
2.15144,172.48,2.482734,2.405627,0.077108,2.405553
2.15164,172.49,2.432953,2.355831,0.077122,2.355758
2.15184,172.51,2.384381,2.307244,0.077136,2.307171
2.15204,172.52,2.336993,2.259843,0.077151,2.259769
2.15224,172.54,2.290768,2.213603,0.077165,2.213529
2.15244,172.56,2.245681,2.168501,0.077180,2.168427
2.15264,172.57,2.201706,2.124512,0.077194,2.124439
2.15284,172.59,2.158821,2.081613,0.077209,2.081539
2.15304,172.60,2.117000,2.039777,0.077223,2.039704
2.15324,172.62,2.076219,1.998982,0.077238,1.998908
2.15344,172.64,2.036453,1.959201,0.077252,1.959127
2.15364,172.65,1.997677,1.920411,0.077266,1.920337
2.15384,172.67,1.959868,1.882587,0.077281,1.882513
2.15404,172.68,1.923000,1.845705,0.077295,1.845631
2.15424,172.70,1.887051,1.809741,0.077310,1.809668
2.15444,172.72,1.851997,1.774673,0.077324,1.774599
2.15464,172.73,1.817814,1.740476,0.077339,1.740402
2.15484,172.75,1.784481,1.707128,0.077353,1.707054
2.15504,172.76,1.751974,1.674606,0.077368,1.674533
2.15524,172.78,1.720272,1.642890,0.077382,1.642816
2.15544,172.80,1.689353,1.611956,0.077397,1.611883
2.15564,172.81,1.659196,1.581785,0.077411,1.581711
2.15584,172.83,1.629781,1.552355,0.077426,1.552282
2.15604,172.85,1.601087,1.523647,0.077440,1.523573
2.15624,172.86,1.573095,1.495641,0.077455,1.495567
2.15644,172.88,1.545786,1.468317,0.077469,1.468243
2.15664,172.89,1.519140,1.441657,0.077484,1.441583
2.15684,172.91,1.493140,1.415642,0.077498,1.415568
2.15704,172.93,1.467768,1.390255,0.077513,1.390182
2.15724,172.94,1.443006,1.365479,0.077527,1.365405
2.15744,172.96,1.418838,1.341296,0.077542,1.341222
2.15764,172.97,1.395247,1.317691,0.077557,1.317617
2.15784,172.99,1.372217,1.294646,0.077571,1.294572
2.15804,173.01,1.349733,1.272148,0.077586,1.272074
2.15824,173.02,1.327779,1.250179,0.077600,1.250105
2.15844,173.04,1.306342,1.228727,0.077615,1.228653
2.15864,173.05,1.285405,1.207776,0.077629,1.207702
2.15884,173.07,1.264957,1.187313,0.077644,1.187239
2.15904,173.09,1.244983,1.167324,0.077658,1.167250
2.15924,173.10,1.225470,1.147797,0.077673,1.147723
2.15944,173.12,1.206405,1.128718,0.077688,1.128644
2.15964,173.13,1.187777,1.110075,0.077702,1.110001
2.15984,173.15,1.169573,1.091857,0.077717,1.091783
2.16004,173.17,1.151782,1.074051,0.077731,1.073977
2.16024,173.18,1.134392,1.056646,0.077746,1.056572
2.16044,173.20,1.117393,1.039632,0.077761,1.039558
2.16064,173.21,1.100773,1.022998,0.077775,1.022924
2.16084,173.23,1.084523,1.006733,0.077790,1.006659
2.16104,173.25,1.068632,0.990828,0.077804,0.990754
2.16124,173.26,1.053092,0.975273,0.077819,0.975199
2.16144,173.28,1.037891,0.960058,0.077834,0.959984
2.16164,173.29,1.023023,0.945174,0.077848,0.945100
2.16184,173.31,1.008476,0.930614,0.077863,0.930539
2.16204,173.33,0.994244,0.916367,0.077877,0.916292
2.16224,173.34,0.980317,0.902425,0.077892,0.902351
2.16244,173.36,0.966688,0.888781,0.077907,0.888707
2.16264,173.37,0.953349,0.875427,0.077921,0.875353
2.16284,173.39,0.940291,0.862355,0.077936,0.862281
2.16304,173.41,0.927509,0.849558,0.077951,0.849484
2.16324,173.42,0.914994,0.837028,0.077965,0.836954
2.16344,173.44,0.902739,0.824759,0.077980,0.824685
2.16364,173.45,0.890739,0.812744,0.077995,0.812670
2.16384,173.47,0.878986,0.800976,0.078009,0.800902
2.16404,173.49,0.867473,0.789449,0.078024,0.789375
2.16424,173.50,0.856196,0.778157,0.078039,0.778083
2.16444,173.52,0.845148,0.767094,0.078053,0.767020
2.16464,173.53,0.834322,0.756254,0.078068,0.756180
2.16484,173.55,0.823714,0.745632,0.078083,0.745557
2.16504,173.57,0.813318,0.735221,0.078097,0.735147
2.16524,173.58,0.803129,0.725017,0.078112,0.724943
2.16544,173.60,0.793141,0.715014,0.078127,0.714940
2.16564,173.61,0.783350,0.705208,0.078142,0.705134
2.16584,173.63,0.773750,0.695594,0.078156,0.695520
2.16604,173.65,0.764338,0.686167,0.078171,0.686092
2.16624,173.66,0.755107,0.676922,0.078186,0.676847
2.16644,173.68,0.746055,0.667855,0.078200,0.667780
2.16664,173.69,0.737176,0.658961,0.078215,0.658887
2.16684,173.71,0.728467,0.650237,0.078230,0.650162
2.16704,173.73,0.719923,0.641678,0.078245,0.641603
2.16724,173.74,0.711540,0.633280,0.078259,0.633206
2.16744,173.76,0.703314,0.625040,0.078274,0.624966
2.16764,173.78,0.695243,0.616954,0.078289,0.616879
2.16784,173.79,0.687321,0.609018,0.078304,0.608943
2.16804,173.81,0.679546,0.601228,0.078318,0.601153
2.16824,173.82,0.671914,0.593581,0.078333,0.593507
2.16844,173.84,0.664422,0.586074,0.078348,0.586000
2.16864,173.86,0.657067,0.578704,0.078363,0.578629
2.16884,173.87,0.649844,0.571467,0.078377,0.571392
2.16904,173.89,0.642752,0.564360,0.078392,0.564286
2.16924,173.90,0.635788,0.557381,0.078407,0.557306
2.16944,173.92,0.628948,0.550526,0.078422,0.550451
2.16964,173.94,0.622229,0.543792,0.078437,0.543718
2.16984,173.95,0.615629,0.537178,0.078451,0.537103
2.17004,173.97,0.609145,0.530679,0.078466,0.530604
2.17024,173.98,0.602775,0.524294,0.078481,0.524219
2.17044,174.00,0.596516,0.518020,0.078496,0.517945
2.17064,174.02,0.590365,0.511854,0.078511,0.511779
2.17084,174.03,0.584320,0.505795,0.078525,0.505720
2.17104,174.05,0.578379,0.499839,0.078540,0.499764
2.17124,174.06,0.572540,0.493985,0.078555,0.493910
2.17144,174.08,0.566800,0.488230,0.078570,0.488155
2.17164,174.10,0.561156,0.482572,0.078585,0.482497
2.17184,174.11,0.555608,0.477009,0.078600,0.476934
2.17204,174.13,0.550153,0.471539,0.078614,0.471464
2.17224,174.14,0.544789,0.466160,0.078629,0.466085
2.17244,174.16,0.539514,0.460870,0.078644,0.460795
2.17264,174.18,0.534326,0.455667,0.078659,0.455592
2.17284,174.19,0.529223,0.450549,0.078674,0.450474
2.17304,174.21,0.524204,0.445515,0.078689,0.445440
2.17324,174.22,0.519266,0.440563,0.078704,0.440488
2.17344,174.24,0.514409,0.435690,0.078718,0.435615
2.17364,174.26,0.509629,0.430896,0.078733,0.430821
2.17384,174.27,0.504927,0.426179,0.078748,0.426104
2.17404,174.29,0.500299,0.421536,0.078763,0.421461
2.17424,174.30,0.495746,0.416968,0.078778,0.416893
2.17444,174.32,0.491264,0.412471,0.078793,0.412396
2.17464,174.34,0.486853,0.408045,0.078808,0.407970
2.17484,174.35,0.482511,0.403688,0.078823,0.403613
2.17504,174.37,0.478237,0.399399,0.078838,0.399324
2.17524,174.38,0.474029,0.395177,0.078852,0.395102
2.17544,174.40,0.469886,0.391019,0.078867,0.390944
2.17564,174.42,0.465808,0.386925,0.078882,0.386850
2.17584,174.43,0.461791,0.382894,0.078897,0.382819
2.17604,174.45,0.457836,0.378924,0.078912,0.378849
2.17624,174.46,0.453941,0.375014,0.078927,0.374939
2.17644,174.48,0.450105,0.371163,0.078942,0.371088
2.17664,174.50,0.446327,0.367370,0.078957,0.367295
2.17684,174.51,0.442605,0.363633,0.078972,0.363558
2.17704,174.53,0.438939,0.359952,0.078987,0.359877
2.17724,174.54,0.435327,0.356326,0.079002,0.356250
2.17744,174.56,0.431769,0.352752,0.079017,0.352677
2.17764,174.58,0.428263,0.349232,0.079032,0.349156
2.17784,174.59,0.424809,0.345762,0.079047,0.345687
2.17804,174.61,0.421405,0.342343,0.079062,0.342268
2.17824,174.62,0.418050,0.338974,0.079077,0.338898
2.17844,174.64,0.414744,0.335653,0.079092,0.335577
2.17864,174.66,0.411486,0.332379,0.079107,0.332304
2.17884,174.67,0.408274,0.329153,0.079122,0.329077
2.17904,174.69,0.405109,0.325972,0.079137,0.325897
2.17924,174.71,0.401988,0.322836,0.079152,0.322761
2.17944,174.72,0.398911,0.319745,0.079167,0.319669
2.17964,174.74,0.395878,0.316697,0.079182,0.316621
2.17984,174.75,0.392888,0.313691,0.079197,0.313616
2.18004,174.77,0.389939,0.310727,0.079212,0.310652
2.18024,174.79,0.387031,0.307805,0.079227,0.307729
2.18044,174.80,0.384164,0.304923,0.079242,0.304847
2.18064,174.82,0.381336,0.302080,0.079257,0.302004
2.18084,174.83,0.378548,0.299276,0.079272,0.299201
2.18104,174.85,0.375797,0.296510,0.079287,0.296435
2.18124,174.87,0.373084,0.293782,0.079302,0.293707
2.18144,174.88,0.370408,0.291091,0.079317,0.291016
2.18164,174.90,0.367768,0.288436,0.079332,0.288360
2.18184,174.91,0.365163,0.285816,0.079347,0.285741
2.18204,174.93,0.362594,0.283232,0.079362,0.283156
2.18224,174.95,0.360059,0.280682,0.079377,0.280606
2.18244,174.96,0.357557,0.278165,0.079392,0.278090
2.18264,174.98,0.355089,0.275682,0.079407,0.275606
2.18284,174.99,0.352653,0.273231,0.079422,0.273156
2.18304,175.01,0.350250,0.270813,0.079437,0.270737
2.18324,175.03,0.347878,0.268425,0.079452,0.268350
2.18344,175.04,0.345537,0.266069,0.079467,0.265994
2.18364,175.06,0.343226,0.263743,0.079482,0.263668
2.18384,175.07,0.340945,0.261447,0.079498,0.261372
2.18404,175.09,0.338694,0.259181,0.079513,0.259105
2.18424,175.11,0.336471,0.256943,0.079528,0.256868
2.18444,175.12,0.334277,0.254734,0.079543,0.254659
2.18464,175.14,0.332111,0.252553,0.079558,0.252477
2.18484,175.15,0.329973,0.250399,0.079573,0.250324
2.18504,175.17,0.327861,0.248273,0.079588,0.248197
2.18524,175.19,0.325776,0.246173,0.079603,0.246097
2.18544,175.20,0.323717,0.244099,0.079618,0.244023
2.18564,175.22,0.321684,0.242051,0.079634,0.241975
