ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EGDA CH3
1.99343,159.81,0.091273,0.024410,0.066862,0.024346
1.99363,159.83,0.091351,0.024477,0.066874,0.024413
1.99383,159.84,0.091429,0.024543,0.066886,0.024479
1.99403,159.86,0.091507,0.024610,0.066897,0.024546
1.99423,159.87,0.091586,0.024677,0.066909,0.024613
1.99443,159.89,0.091665,0.024745,0.066921,0.024681
1.99463,159.91,0.091745,0.024812,0.066932,0.024748
1.99483,159.92,0.091824,0.024880,0.066944,0.024816
1.99503,159.94,0.091904,0.024948,0.066956,0.024885
1.99523,159.95,0.091984,0.025017,0.066967,0.024953
1.99543,159.97,0.092065,0.025086,0.066979,0.025022
1.99563,159.99,0.092146,0.025155,0.066991,0.025091
1.99583,160.00,0.092227,0.025224,0.067002,0.025160
1.99603,160.02,0.092308,0.025294,0.067014,0.025230
1.99623,160.03,0.092390,0.025364,0.067026,0.025300
1.99643,160.05,0.092472,0.025434,0.067037,0.025370
1.99663,160.07,0.092554,0.025505,0.067049,0.025441
1.99683,160.08,0.092636,0.025576,0.067061,0.025512
1.99703,160.10,0.092719,0.025647,0.067072,0.025583
1.99723,160.11,0.092802,0.025718,0.067084,0.025654
1.99743,160.13,0.092886,0.025790,0.067096,0.025726
1.99763,160.15,0.092970,0.025862,0.067108,0.025798
1.99783,160.16,0.093054,0.025934,0.067119,0.025870
1.99803,160.18,0.093138,0.026007,0.067131,0.025943
1.99823,160.19,0.093223,0.026080,0.067143,0.026016
1.99843,160.21,0.093308,0.026153,0.067154,0.026089
1.99863,160.23,0.093393,0.026227,0.067166,0.026163
1.99883,160.24,0.093478,0.026301,0.067178,0.026236
1.99903,160.26,0.093564,0.026375,0.067190,0.026311
1.99923,160.27,0.093651,0.026449,0.067201,0.026385
1.99943,160.29,0.093737,0.026524,0.067213,0.026460
1.99963,160.31,0.093824,0.026599,0.067225,0.026535
1.99983,160.32,0.093911,0.026675,0.067237,0.026610
2.00003,160.34,0.093999,0.026750,0.067248,0.026686
2.00023,160.35,0.094087,0.026826,0.067260,0.026762
2.00043,160.37,0.094175,0.026903,0.067272,0.026839
2.00063,160.39,0.094263,0.026980,0.067284,0.026915
2.00083,160.40,0.094352,0.027057,0.067295,0.026993
2.00103,160.42,0.094441,0.027134,0.067307,0.027070
2.00123,160.43,0.094531,0.027212,0.067319,0.027148
2.00143,160.45,0.094621,0.027290,0.067331,0.027226
2.00163,160.47,0.094711,0.027368,0.067342,0.027304
2.00183,160.48,0.094801,0.027447,0.067354,0.027383
2.00203,160.50,0.094892,0.027526,0.067366,0.027462
2.00223,160.52,0.094984,0.027606,0.067378,0.027541
2.00243,160.53,0.095075,0.027685,0.067390,0.027621
2.00263,160.55,0.095167,0.027766,0.067401,0.027701
2.00283,160.56,0.095259,0.027846,0.067413,0.027782
2.00303,160.58,0.095352,0.027927,0.067425,0.027863
2.00323,160.60,0.095445,0.028008,0.067437,0.027944
2.00343,160.61,0.095538,0.028090,0.067449,0.028025
2.00363,160.63,0.095632,0.028172,0.067460,0.028107
2.00383,160.64,0.095726,0.028254,0.067472,0.028189
2.00403,160.66,0.095820,0.028336,0.067484,0.028272
2.00423,160.68,0.095915,0.028419,0.067496,0.028355
2.00443,160.69,0.096010,0.028503,0.067508,0.028438
2.00463,160.71,0.096106,0.028586,0.067519,0.028522
2.00483,160.72,0.096202,0.028670,0.067531,0.028606
2.00503,160.74,0.096298,0.028755,0.067543,0.028690
2.00523,160.76,0.096395,0.028840,0.067555,0.028775
2.00543,160.77,0.096492,0.028925,0.067567,0.028860
2.00563,160.79,0.096589,0.029011,0.067579,0.028946
2.00583,160.80,0.096687,0.029097,0.067590,0.029032
2.00603,160.82,0.096785,0.029183,0.067602,0.029118
2.00623,160.84,0.096884,0.029270,0.067614,0.029205
2.00643,160.85,0.096983,0.029357,0.067626,0.029292
2.00663,160.87,0.097082,0.029444,0.067638,0.029380
2.00683,160.88,0.097182,0.029532,0.067650,0.029467
2.00703,160.90,0.097282,0.029620,0.067662,0.029556
2.00723,160.92,0.097382,0.029709,0.067673,0.029644
2.00743,160.93,0.097483,0.029798,0.067685,0.029734
2.00763,160.95,0.097585,0.029888,0.067697,0.029823
2.00783,160.96,0.097686,0.029978,0.067709,0.029913
2.00803,160.98,0.097789,0.030068,0.067721,0.030003
2.00823,161.00,0.097891,0.030159,0.067733,0.030094
2.00843,161.01,0.097994,0.030250,0.067745,0.030185
2.00863,161.03,0.098098,0.030341,0.067756,0.030276
2.00883,161.04,0.098201,0.030433,0.067768,0.030368
2.00903,161.06,0.098306,0.030525,0.067780,0.030461
2.00923,161.08,0.098410,0.030618,0.067792,0.030554
2.00943,161.09,0.098515,0.030711,0.067804,0.030647
2.00963,161.11,0.098621,0.030805,0.067816,0.030740
2.00983,161.12,0.098727,0.030899,0.067828,0.030834
2.01003,161.14,0.098833,0.030994,0.067840,0.030929
2.01023,161.16,0.098940,0.031089,0.067852,0.031024
2.01043,161.17,0.099048,0.031184,0.067864,0.031119
2.01063,161.19,0.099155,0.031280,0.067875,0.031215
2.01083,161.20,0.099263,0.031376,0.067887,0.031311
2.01103,161.22,0.099372,0.031473,0.067899,0.031408
2.01123,161.24,0.099481,0.031570,0.067911,0.031505
2.01143,161.25,0.099591,0.031667,0.067923,0.031603
2.01163,161.27,0.099701,0.031765,0.067935,0.031701
2.01183,161.28,0.099811,0.031864,0.067947,0.031799
2.01203,161.30,0.099922,0.031963,0.067959,0.031898
2.01223,161.32,0.100033,0.032062,0.067971,0.031997
2.01243,161.33,0.100145,0.032162,0.067983,0.032097
2.01263,161.35,0.100257,0.032263,0.067995,0.032198
2.01283,161.36,0.100370,0.032363,0.068007,0.032299
2.01303,161.38,0.100483,0.032465,0.068019,0.032400
2.01323,161.40,0.100597,0.032566,0.068031,0.032502
2.01343,161.41,0.100711,0.032669,0.068043,0.032604
2.01363,161.43,0.100826,0.032771,0.068055,0.032707
2.01383,161.45,0.100941,0.032875,0.068066,0.032810
2.01403,161.46,0.101057,0.032978,0.068078,0.032913
2.01423,161.48,0.101173,0.033083,0.068090,0.033018
2.01443,161.49,0.101290,0.033187,0.068102,0.033122
2.01463,161.51,0.101407,0.033293,0.068114,0.033227
2.01483,161.53,0.101525,0.033398,0.068126,0.033333
2.01503,161.54,0.101643,0.033504,0.068138,0.033439
2.01523,161.56,0.101761,0.033611,0.068150,0.033546
2.01543,161.57,0.101881,0.033718,0.068162,0.033653
2.01563,161.59,0.102000,0.033826,0.068174,0.033761
2.01583,161.61,0.102121,0.033934,0.068186,0.033869
2.01603,161.62,0.102241,0.034043,0.068198,0.033978
2.01623,161.64,0.102363,0.034152,0.068210,0.034087
2.01643,161.65,0.102484,0.034262,0.068222,0.034197
2.01663,161.67,0.102607,0.034373,0.068234,0.034307
2.01683,161.69,0.102730,0.034483,0.068246,0.034418
2.01703,161.70,0.102853,0.034595,0.068258,0.034530
2.01723,161.72,0.102977,0.034707,0.068270,0.034642
2.01743,161.73,0.103102,0.034819,0.068282,0.034754
2.01763,161.75,0.103227,0.034932,0.068294,0.034867
2.01783,161.77,0.103352,0.035046,0.068306,0.034981
2.01803,161.78,0.103479,0.035160,0.068318,0.035095
2.01823,161.80,0.103605,0.035275,0.068330,0.035210
2.01843,161.81,0.103733,0.035390,0.068343,0.035325
2.01863,161.83,0.103860,0.035506,0.068355,0.035441
2.01883,161.85,0.103989,0.035622,0.068367,0.035557
2.01903,161.86,0.104118,0.035739,0.068379,0.035674
2.01923,161.88,0.104248,0.035857,0.068391,0.035792
2.01943,161.89,0.104378,0.035975,0.068403,0.035910
2.01963,161.91,0.104509,0.036094,0.068415,0.036028
2.01983,161.93,0.104640,0.036213,0.068427,0.036148
2.02003,161.94,0.104772,0.036333,0.068439,0.036268
2.02023,161.96,0.104904,0.036454,0.068451,0.036388
2.02043,161.97,0.105038,0.036575,0.068463,0.036509
2.02063,161.99,0.105171,0.036696,0.068475,0.036631
2.02083,162.01,0.105306,0.036819,0.068487,0.036753
2.02103,162.02,0.105441,0.036942,0.068499,0.036876
2.02123,162.04,0.105576,0.037065,0.068511,0.037000
2.02143,162.05,0.105713,0.037189,0.068523,0.037124
2.02163,162.07,0.105850,0.037314,0.068536,0.037249
2.02183,162.09,0.105987,0.037440,0.068548,0.037374
2.02203,162.10,0.106125,0.037566,0.068560,0.037500
2.02223,162.12,0.106264,0.037692,0.068572,0.037627
2.02243,162.13,0.106403,0.037820,0.068584,0.037754
2.02263,162.15,0.106544,0.037948,0.068596,0.037882
2.02283,162.17,0.106684,0.038076,0.068608,0.038011
2.02303,162.18,0.106826,0.038206,0.068620,0.038140
2.02323,162.20,0.106968,0.038335,0.068632,0.038270
2.02343,162.21,0.107110,0.038466,0.068644,0.038401
2.02363,162.23,0.107254,0.038597,0.068657,0.038532
2.02383,162.25,0.107398,0.038729,0.068669,0.038664
2.02403,162.26,0.107543,0.038862,0.068681,0.038796
2.02423,162.28,0.107688,0.038995,0.068693,0.038930
2.02443,162.29,0.107834,0.039129,0.068705,0.039064
2.02463,162.31,0.107981,0.039264,0.068717,0.039198
2.02483,162.33,0.108129,0.039399,0.068729,0.039334
2.02503,162.34,0.108277,0.039535,0.068741,0.039470
2.02523,162.36,0.108426,0.039672,0.068754,0.039607
2.02543,162.37,0.108575,0.039810,0.068766,0.039744
2.02563,162.39,0.108726,0.039948,0.068778,0.039882
2.02583,162.41,0.108877,0.040087,0.068790,0.040021
2.02603,162.42,0.109029,0.040226,0.068802,0.040161
2.02623,162.44,0.109181,0.040367,0.068814,0.040301
2.02643,162.46,0.109335,0.040508,0.068827,0.040442
2.02663,162.47,0.109489,0.040650,0.068839,0.040584
2.02683,162.49,0.109643,0.040792,0.068851,0.040727
2.02703,162.50,0.109799,0.040936,0.068863,0.040870
2.02723,162.52,0.109955,0.041080,0.068875,0.041014
2.02743,162.54,0.110112,0.041225,0.068887,0.041159
2.02763,162.55,0.110270,0.041371,0.068900,0.041305
2.02783,162.57,0.110429,0.041517,0.068912,0.041451
2.02803,162.58,0.110588,0.041664,0.068924,0.041598
2.02823,162.60,0.110748,0.041812,0.068936,0.041746
2.02843,162.62,0.110909,0.041961,0.068948,0.041895
2.02863,162.63,0.111071,0.042110,0.068961,0.042045
2.02883,162.65,0.111234,0.042261,0.068973,0.042195
2.02903,162.66,0.111397,0.042412,0.068985,0.042346
2.02923,162.68,0.111561,0.042564,0.068997,0.042498
2.02943,162.70,0.111726,0.042717,0.069009,0.042651
2.02963,162.71,0.111892,0.042870,0.069022,0.042805
2.02983,162.73,0.112059,0.043025,0.069034,0.042959
2.03003,162.74,0.112226,0.043180,0.069046,0.043114
2.03023,162.76,0.112395,0.043336,0.069058,0.043270
2.03043,162.78,0.112564,0.043493,0.069070,0.043427
2.03063,162.79,0.112734,0.043651,0.069083,0.043585
2.03083,162.81,0.112905,0.043810,0.069095,0.043744
2.03103,162.82,0.113077,0.043969,0.069107,0.043903
2.03123,162.84,0.113249,0.044130,0.069119,0.044064
2.03143,162.86,0.113423,0.044291,0.069132,0.044225
2.03163,162.87,0.113597,0.044453,0.069144,0.044387
2.03183,162.89,0.113773,0.044616,0.069156,0.044550
2.03203,162.90,0.113949,0.044780,0.069168,0.044714
2.03223,162.92,0.114126,0.044945,0.069181,0.044879
2.03243,162.94,0.114304,0.045111,0.069193,0.045045
2.03263,162.95,0.114483,0.045278,0.069205,0.045212
2.03283,162.97,0.114663,0.045446,0.069217,0.045379
2.03303,162.98,0.114844,0.045614,0.069230,0.045548
2.03323,163.00,0.115026,0.045784,0.069242,0.045718
2.03343,163.02,0.115208,0.045954,0.069254,0.045888
2.03363,163.03,0.115392,0.046126,0.069267,0.046059
2.03383,163.05,0.115577,0.046298,0.069279,0.046232
2.03403,163.06,0.115762,0.046471,0.069291,0.046405
2.03423,163.08,0.115949,0.046646,0.069303,0.046579
2.03443,163.10,0.116137,0.046821,0.069316,0.046755
2.03463,163.11,0.116325,0.046997,0.069328,0.046931
2.03483,163.13,0.116515,0.047174,0.069340,0.047108
2.03503,163.14,0.116705,0.047353,0.069353,0.047287
2.03523,163.16,0.116897,0.047532,0.069365,0.047466
2.03543,163.18,0.117090,0.047712,0.069377,0.047646
2.03563,163.19,0.117283,0.047894,0.069390,0.047827
2.03583,163.21,0.117478,0.048076,0.069402,0.048010
2.03603,163.22,0.117674,0.048259,0.069414,0.048193
2.03623,163.24,0.117870,0.048444,0.069427,0.048378
2.03643,163.26,0.118068,0.048629,0.069439,0.048563
2.03663,163.27,0.118267,0.048816,0.069451,0.048750
2.03683,163.29,0.118467,0.049004,0.069464,0.048937
2.03703,163.30,0.118668,0.049192,0.069476,0.049126
2.03723,163.32,0.118871,0.049382,0.069488,0.049316
2.03743,163.34,0.119074,0.049573,0.069501,0.049507
2.03763,163.35,0.119278,0.049765,0.069513,0.049699
2.03783,163.37,0.119484,0.049958,0.069525,0.049892
2.03803,163.39,0.119690,0.050153,0.069538,0.050086
2.03823,163.40,0.119898,0.050348,0.069550,0.050282
2.03843,163.42,0.120107,0.050545,0.069562,0.050478
2.03863,163.43,0.120317,0.050742,0.069575,0.050676
2.03883,163.45,0.120528,0.050941,0.069587,0.050875
2.03903,163.47,0.120741,0.051141,0.069599,0.051075
2.03923,163.48,0.120954,0.051343,0.069612,0.051276
2.03943,163.50,0.121169,0.051545,0.069624,0.051479
2.03963,163.51,0.121385,0.051749,0.069637,0.051682
2.03983,163.53,0.121602,0.051954,0.069649,0.051887
2.04003,163.55,0.121821,0.052160,0.069661,0.052093
2.04023,163.56,0.122040,0.052367,0.069674,0.052300
2.04043,163.58,0.122261,0.052575,0.069686,0.052509
2.04063,163.59,0.122483,0.052785,0.069698,0.052719
2.04083,163.61,0.122707,0.052996,0.069711,0.052930
2.04103,163.63,0.122932,0.053208,0.069723,0.053142
2.04123,163.64,0.123157,0.053422,0.069736,0.053355
2.04143,163.66,0.123385,0.053637,0.069748,0.053570
2.04163,163.67,0.123613,0.053853,0.069760,0.053786
2.04183,163.69,0.123843,0.054070,0.069773,0.054004
2.04203,163.71,0.124074,0.054289,0.069785,0.054222
2.04223,163.72,0.124307,0.054509,0.069798,0.054442
2.04243,163.74,0.124541,0.054730,0.069810,0.054664
2.04263,163.75,0.124776,0.054953,0.069823,0.054887
2.04283,163.77,0.125012,0.055177,0.069835,0.055111
2.04303,163.79,0.125250,0.055403,0.069847,0.055336
2.04323,163.80,0.125490,0.055630,0.069860,0.055563
2.04343,163.82,0.125730,0.055858,0.069872,0.055791
2.04363,163.83,0.125972,0.056088,0.069885,0.056021
2.04383,163.85,0.126216,0.056319,0.069897,0.056252
2.04403,163.87,0.126461,0.056551,0.069910,0.056485
2.04423,163.88,0.126707,0.056785,0.069922,0.056718
2.04443,163.90,0.126955,0.057021,0.069935,0.056954
2.04463,163.91,0.127205,0.057257,0.069947,0.057191
2.04483,163.93,0.127455,0.057496,0.069959,0.057429
2.04503,163.95,0.127708,0.057736,0.069972,0.057669
2.04523,163.96,0.127961,0.057977,0.069984,0.057910
2.04543,163.98,0.128217,0.058220,0.069997,0.058153
2.04563,163.99,0.128474,0.058464,0.070009,0.058397
2.04583,164.01,0.128732,0.058710,0.070022,0.058643
2.04603,164.03,0.128992,0.058958,0.070034,0.058891
2.04623,164.04,0.129253,0.059207,0.070047,0.059140
2.04643,164.06,0.129517,0.059457,0.070059,0.059390
2.04663,164.07,0.129781,0.059709,0.070072,0.059643
2.04683,164.09,0.130048,0.059963,0.070084,0.059896
2.04703,164.11,0.130315,0.060219,0.070097,0.060152
2.04723,164.12,0.130585,0.060476,0.070109,0.060409
2.04743,164.14,0.130856,0.060734,0.070122,0.060668
2.04763,164.15,0.131129,0.060995,0.070134,0.060928
2.04783,164.17,0.131404,0.061257,0.070147,0.061190
2.04803,164.19,0.131680,0.061521,0.070159,0.061454
2.04823,164.20,0.131958,0.061786,0.070172,0.061719
2.04843,164.22,0.132238,0.062053,0.070184,0.061986
2.04863,164.23,0.132519,0.062322,0.070197,0.062255
2.04883,164.25,0.132802,0.062593,0.070209,0.062526
2.04903,164.27,0.133087,0.062865,0.070222,0.062798
2.04923,164.28,0.133374,0.063139,0.070235,0.063072
2.04943,164.30,0.133662,0.063415,0.070247,0.063348
2.04963,164.32,0.133952,0.063693,0.070260,0.063626
2.04983,164.33,0.134245,0.063972,0.070272,0.063905
2.05003,164.35,0.134539,0.064254,0.070285,0.064187
2.05023,164.36,0.134834,0.064537,0.070297,0.064470
2.05043,164.38,0.135132,0.064822,0.070310,0.064755
2.05063,164.40,0.135432,0.065109,0.070322,0.065042
2.05083,164.41,0.135733,0.065398,0.070335,0.065331
2.05103,164.43,0.136037,0.065689,0.070348,0.065622
2.05123,164.44,0.136342,0.065982,0.070360,0.065915
2.05143,164.46,0.136649,0.066277,0.070373,0.066210
2.05163,164.48,0.136959,0.066573,0.070385,0.066506
2.05183,164.49,0.137270,0.066872,0.070398,0.066805
2.05203,164.51,0.137583,0.067173,0.070410,0.067106
2.05223,164.52,0.137899,0.067476,0.070423,0.067408
2.05243,164.54,0.138216,0.067780,0.070436,0.067713
2.05263,164.56,0.138536,0.068087,0.070448,0.068020
2.05283,164.57,0.138857,0.068396,0.070461,0.068329
2.05303,164.59,0.139181,0.068707,0.070473,0.068640
2.05323,164.60,0.139507,0.069021,0.070486,0.068953
2.05343,164.62,0.139834,0.069336,0.070499,0.069269
2.05363,164.64,0.140165,0.069653,0.070511,0.069586
2.05383,164.65,0.140497,0.069973,0.070524,0.069906
2.05403,164.67,0.140831,0.070295,0.070536,0.070228
2.05423,164.68,0.141168,0.070619,0.070549,0.070552
2.05443,164.70,0.141507,0.070945,0.070562,0.070878
2.05463,164.72,0.141848,0.071274,0.070574,0.071206
2.05483,164.73,0.142192,0.071605,0.070587,0.071537
2.05503,164.75,0.142537,0.071938,0.070600,0.071870
2.05523,164.76,0.142886,0.072273,0.070612,0.072206
2.05543,164.78,0.143236,0.072611,0.070625,0.072544
2.05563,164.80,0.143589,0.072951,0.070638,0.072884
2.05583,164.81,0.143944,0.073294,0.070650,0.073226
2.05603,164.83,0.144302,0.073639,0.070663,0.073571
2.05623,164.84,0.144662,0.073986,0.070675,0.073919
2.05643,164.86,0.145024,0.074336,0.070688,0.074269
2.05663,164.88,0.145389,0.074689,0.070701,0.074621
2.05683,164.89,0.145757,0.075043,0.070713,0.074976
2.05703,164.91,0.146127,0.075401,0.070726,0.075333
2.05723,164.92,0.146500,0.075761,0.070739,0.075693
2.05743,164.94,0.146875,0.076123,0.070751,0.076056
2.05763,164.96,0.147253,0.076488,0.070764,0.076421
2.05783,164.97,0.147633,0.076856,0.070777,0.076789
2.05803,164.99,0.148016,0.077226,0.070790,0.077159
2.05823,165.00,0.148402,0.077600,0.070802,0.077532
2.05843,165.02,0.148790,0.077975,0.070815,0.077908
2.05863,165.04,0.149181,0.078354,0.070828,0.078286
2.05883,165.05,0.149575,0.078735,0.070840,0.078667
2.05903,165.07,0.149972,0.079119,0.070853,0.079051
2.05923,165.08,0.150372,0.079506,0.070866,0.079438
2.05943,165.10,0.150774,0.079895,0.070878,0.079828
2.05963,165.12,0.151179,0.080288,0.070891,0.080220
2.05983,165.13,0.151587,0.080683,0.070904,0.080616
2.06003,165.15,0.151998,0.081082,0.070917,0.081014
2.06023,165.16,0.152412,0.081483,0.070929,0.081415
2.06043,165.18,0.152829,0.081887,0.070942,0.081820
2.06063,165.20,0.153249,0.082295,0.070955,0.082227
2.06083,165.21,0.153672,0.082705,0.070968,0.082637
2.06103,165.23,0.154098,0.083118,0.070980,0.083050
2.06123,165.25,0.154528,0.083535,0.070993,0.083467
2.06143,165.26,0.154960,0.083954,0.071006,0.083886
2.06163,165.28,0.155395,0.084377,0.071018,0.084309
2.06183,165.29,0.155834,0.084803,0.071031,0.084735
2.06203,165.31,0.156276,0.085232,0.071044,0.085164
2.06223,165.33,0.156721,0.085664,0.071057,0.085596
2.06243,165.34,0.157169,0.086100,0.071069,0.086032
2.06263,165.36,0.157621,0.086539,0.071082,0.086471
2.06283,165.37,0.158076,0.086981,0.071095,0.086913
2.06303,165.39,0.158535,0.087427,0.071108,0.087359
2.06323,165.41,0.158997,0.087876,0.071121,0.087808
2.06343,165.42,0.159462,0.088329,0.071133,0.088261
2.06363,165.44,0.159931,0.088785,0.071146,0.088717
2.06383,165.45,0.160403,0.089244,0.071159,0.089177
2.06403,165.47,0.160879,0.089708,0.071172,0.089640
2.06423,165.49,0.161359,0.090174,0.071185,0.090106
2.06443,165.50,0.161842,0.090645,0.071197,0.090577
2.06463,165.52,0.162329,0.091119,0.071210,0.091051
2.06483,165.53,0.162820,0.091597,0.071223,0.091529
2.06503,165.55,0.163314,0.092078,0.071236,0.092010
2.06523,165.57,0.163812,0.092564,0.071249,0.092496
2.06543,165.58,0.164314,0.093053,0.071261,0.092985
2.06563,165.60,0.164820,0.093546,0.071274,0.093478
2.06583,165.61,0.165330,0.094043,0.071287,0.093975
2.06603,165.63,0.165843,0.094544,0.071300,0.094476
2.06623,165.65,0.166361,0.095049,0.071313,0.094980
2.06643,165.66,0.166883,0.095557,0.071325,0.095489
2.06663,165.68,0.167409,0.096070,0.071338,0.096002
2.06683,165.69,0.167939,0.096588,0.071351,0.096520
2.06703,165.71,0.168473,0.097109,0.071364,0.097041
2.06723,165.73,0.169011,0.097634,0.071377,0.097566
2.06743,165.74,0.169554,0.098164,0.071390,0.098096
2.06763,165.76,0.170101,0.098698,0.071402,0.098630
2.06783,165.77,0.170652,0.099237,0.071415,0.099169
2.06803,165.79,0.171208,0.099779,0.071428,0.099711
2.06823,165.81,0.171768,0.100327,0.071441,0.100259
2.06843,165.82,0.172332,0.100878,0.071454,0.100810
2.06863,165.84,0.172902,0.101435,0.071467,0.101367
2.06883,165.85,0.173475,0.101996,0.071480,0.101927
2.06903,165.87,0.174054,0.102561,0.071493,0.102493
2.06923,165.89,0.174637,0.103131,0.071505,0.103063
2.06943,165.90,0.175225,0.103706,0.071518,0.103638
2.06963,165.92,0.175817,0.104286,0.071531,0.104218
2.06983,165.93,0.176415,0.104871,0.071544,0.104802
2.07003,165.95,0.177017,0.105460,0.071557,0.105392
2.07023,165.97,0.177625,0.106055,0.071570,0.105986
2.07043,165.98,0.178237,0.106654,0.071583,0.106586
2.07063,166.00,0.178854,0.107259,0.071596,0.107190
2.07083,166.01,0.179477,0.107868,0.071609,0.107800
2.07103,166.03,0.180105,0.108483,0.071621,0.108415
2.07123,166.05,0.180738,0.109103,0.071634,0.109035
2.07143,166.06,0.181376,0.109729,0.071647,0.109660
2.07163,166.08,0.182020,0.110359,0.071660,0.110291
2.07183,166.09,0.182669,0.110996,0.071673,0.110927
2.07203,166.11,0.183323,0.111637,0.071686,0.111569
2.07223,166.13,0.183984,0.112285,0.071699,0.112216
2.07243,166.14,0.184649,0.112937,0.071712,0.112869
2.07263,166.16,0.185321,0.113596,0.071725,0.113527
2.07283,166.17,0.185998,0.114260,0.071738,0.114192
2.07303,166.19,0.186681,0.114930,0.071751,0.114862
2.07323,166.21,0.187370,0.115606,0.071764,0.115538
2.07343,166.22,0.188065,0.116288,0.071777,0.116220
2.07363,166.24,0.188766,0.116976,0.071790,0.116907
2.07383,166.26,0.189472,0.117670,0.071803,0.117601
2.07403,166.27,0.190186,0.118370,0.071816,0.118302
2.07423,166.29,0.190905,0.119076,0.071829,0.119008
2.07443,166.30,0.191631,0.119789,0.071841,0.119721
2.07463,166.32,0.192363,0.120508,0.071854,0.120440
2.07483,166.34,0.193101,0.121234,0.071867,0.121165
2.07503,166.35,0.193846,0.121966,0.071880,0.121897
2.07523,166.37,0.194598,0.122704,0.071893,0.122636
2.07543,166.38,0.195356,0.123450,0.071906,0.123381
2.07563,166.40,0.196121,0.124202,0.071919,0.124133
2.07583,166.42,0.196893,0.124961,0.071932,0.124892
2.07603,166.43,0.197672,0.125726,0.071945,0.125658
2.07623,166.45,0.198458,0.126499,0.071958,0.126431
2.07643,166.46,0.199251,0.127279,0.071971,0.127211
2.07663,166.48,0.200051,0.128066,0.071984,0.127998
2.07683,166.50,0.200858,0.128861,0.071997,0.128792
2.07703,166.51,0.201673,0.129663,0.072010,0.129594
2.07723,166.53,0.202495,0.130472,0.072023,0.130403
2.07743,166.54,0.203325,0.131289,0.072036,0.131220
2.07763,166.56,0.204163,0.132113,0.072049,0.132044
2.07783,166.58,0.205008,0.132945,0.072063,0.132877
2.07803,166.59,0.205861,0.133785,0.072076,0.133717
2.07823,166.61,0.206722,0.134633,0.072089,0.134565
2.07843,166.62,0.207591,0.135489,0.072102,0.135421
2.07863,166.64,0.208468,0.136353,0.072115,0.136285
2.07883,166.66,0.209353,0.137226,0.072128,0.137157
2.07903,166.67,0.210247,0.138106,0.072141,0.138038
2.07923,166.69,0.211149,0.138995,0.072154,0.138927
2.07943,166.70,0.212060,0.139893,0.072167,0.139824
2.07963,166.72,0.212979,0.140799,0.072180,0.140731
2.07983,166.74,0.213908,0.141715,0.072193,0.141646
2.08003,166.75,0.214845,0.142638,0.072206,0.142570
2.08023,166.77,0.215791,0.143571,0.072219,0.143503
2.08043,166.78,0.216746,0.144514,0.072232,0.144445
2.08063,166.80,0.217710,0.145465,0.072245,0.145396
2.08083,166.82,0.218684,0.146425,0.072258,0.146357
2.08103,166.83,0.219667,0.147396,0.072271,0.147327
2.08123,166.85,0.220660,0.148375,0.072285,0.148306
2.08143,166.86,0.221662,0.149365,0.072298,0.149296
2.08163,166.88,0.222675,0.150364,0.072311,0.150295
2.08183,166.90,0.223697,0.151373,0.072324,0.151304
2.08203,166.91,0.224730,0.152393,0.072337,0.152324
2.08223,166.93,0.225772,0.153422,0.072350,0.153353
2.08243,166.94,0.226825,0.154462,0.072363,0.154393
2.08263,166.96,0.227889,0.155513,0.072376,0.155444
2.08283,166.98,0.228963,0.156574,0.072389,0.156505
2.08303,166.99,0.230049,0.157646,0.072403,0.157577
2.08323,167.01,0.231145,0.158729,0.072416,0.158660
2.08343,167.02,0.232252,0.159823,0.072429,0.159754
2.08363,167.04,0.233370,0.160928,0.072442,0.160859
2.08383,167.06,0.234500,0.162045,0.072455,0.161976
2.08403,167.07,0.235641,0.163173,0.072468,0.163104
2.08423,167.09,0.236795,0.164313,0.072481,0.164244
2.08443,167.10,0.237960,0.165465,0.072494,0.165396
2.08463,167.12,0.239137,0.166629,0.072508,0.166560
2.08483,167.14,0.240326,0.167805,0.072521,0.167736
2.08503,167.15,0.241528,0.168994,0.072534,0.168925
2.08523,167.17,0.242742,0.170195,0.072547,0.170126
2.08543,167.19,0.243969,0.171408,0.072560,0.171339
2.08563,167.20,0.245209,0.172635,0.072573,0.172566
2.08583,167.22,0.246462,0.173875,0.072587,0.173806
2.08603,167.23,0.247728,0.175128,0.072600,0.175059
2.08623,167.25,0.249007,0.176394,0.072613,0.176325
2.08643,167.27,0.250301,0.177675,0.072626,0.177605
2.08663,167.28,0.251608,0.178969,0.072639,0.178899
2.08683,167.30,0.252929,0.180277,0.072652,0.180207
2.08703,167.31,0.254265,0.181599,0.072666,0.181530
2.08723,167.33,0.255615,0.182936,0.072679,0.182866
2.08743,167.35,0.256979,0.184287,0.072692,0.184218
2.08763,167.36,0.258359,0.185653,0.072705,0.185584
2.08783,167.38,0.259753,0.187035,0.072718,0.186966
2.08803,167.39,0.261163,0.188432,0.072732,0.188362
2.08823,167.41,0.262589,0.189844,0.072745,0.189774
2.08843,167.43,0.264030,0.191272,0.072758,0.191202
2.08863,167.44,0.265487,0.192716,0.072771,0.192646
2.08883,167.46,0.266961,0.194176,0.072785,0.194107
2.08903,167.47,0.268451,0.195653,0.072798,0.195583
2.08923,167.49,0.269957,0.197146,0.072811,0.197077
2.08943,167.51,0.271481,0.198657,0.072824,0.198587
