ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EGDA CH3,EGMA CH3,AcOH CH3
1.97003,157.93,0.102762,0.041060,0.061702,0.000181,0.001961,0.038802
1.97023,157.95,0.102918,0.041206,0.061712,0.000182,0.001966,0.038943
1.97043,157.97,0.103075,0.041353,0.061723,0.000182,0.001971,0.039084
1.97063,157.98,0.103233,0.041500,0.061733,0.000183,0.001976,0.039226
1.97083,158.00,0.103392,0.041649,0.061743,0.000183,0.001981,0.039369
1.97103,158.01,0.103552,0.041798,0.061754,0.000183,0.001986,0.039512
1.97123,158.03,0.103712,0.041948,0.061764,0.000184,0.001992,0.039657
1.97143,158.05,0.103873,0.042099,0.061774,0.000184,0.001997,0.039802
1.97163,158.06,0.104035,0.042250,0.061785,0.000185,0.002002,0.039948
1.97183,158.08,0.104198,0.042403,0.061795,0.000185,0.002007,0.040095
1.97203,158.09,0.104361,0.042556,0.061805,0.000186,0.002012,0.040242
1.97223,158.11,0.104526,0.042710,0.061816,0.000186,0.002018,0.040391
1.97243,158.13,0.104691,0.042865,0.061826,0.000186,0.002023,0.040540
1.97263,158.14,0.104857,0.043021,0.061836,0.000187,0.002028,0.040690
1.97283,158.16,0.105024,0.043178,0.061847,0.000187,0.002033,0.040841
1.97303,158.17,0.105192,0.043335,0.061857,0.000188,0.002039,0.040992
1.97323,158.19,0.105361,0.043493,0.061868,0.000188,0.002044,0.041145
1.97343,158.21,0.105531,0.043653,0.061878,0.000189,0.002050,0.041298
1.97363,158.22,0.105701,0.043813,0.061888,0.000189,0.002055,0.041453
1.97383,158.24,0.105873,0.043974,0.061899,0.000190,0.002060,0.041608
1.97403,158.25,0.106045,0.044136,0.061909,0.000190,0.002066,0.041764
1.97423,158.27,0.106218,0.044299,0.061919,0.000190,0.002071,0.041921
1.97443,158.29,0.106392,0.044462,0.061930,0.000191,0.002077,0.042078
1.97463,158.30,0.106567,0.044627,0.061940,0.000191,0.002082,0.042237
1.97483,158.32,0.106743,0.044793,0.061951,0.000192,0.002088,0.042397
1.97503,158.33,0.106920,0.044959,0.061961,0.000192,0.002093,0.042557
1.97523,158.35,0.107098,0.045126,0.061971,0.000193,0.002099,0.042718
1.97543,158.37,0.107277,0.045295,0.061982,0.000193,0.002104,0.042881
1.97563,158.38,0.107456,0.045464,0.061992,0.000194,0.002110,0.043044
1.97583,158.40,0.107637,0.045634,0.062003,0.000194,0.002116,0.043208
1.97603,158.41,0.107819,0.045806,0.062013,0.000195,0.002121,0.043373
1.97623,158.43,0.108001,0.045978,0.062023,0.000195,0.002127,0.043539
1.97643,158.45,0.108185,0.046151,0.062034,0.000196,0.002133,0.043706
1.97663,158.46,0.108369,0.046325,0.062044,0.000196,0.002139,0.043874
1.97683,158.48,0.108555,0.046500,0.062055,0.000197,0.002144,0.044043
1.97703,158.49,0.108741,0.046676,0.062065,0.000197,0.002150,0.044213
1.97723,158.51,0.108929,0.046854,0.062075,0.000198,0.002156,0.044384
1.97743,158.53,0.109118,0.047032,0.062086,0.000198,0.002162,0.044555
1.97763,158.54,0.109307,0.047211,0.062096,0.000199,0.002168,0.044728
1.97783,158.56,0.109498,0.047391,0.062107,0.000199,0.002173,0.044902
1.97803,158.57,0.109690,0.047572,0.062117,0.000200,0.002179,0.045077
1.97823,158.59,0.109882,0.047755,0.062128,0.000200,0.002185,0.045253
1.97843,158.61,0.110076,0.047938,0.062138,0.000200,0.002191,0.045430
1.97863,158.62,0.110271,0.048123,0.062148,0.000201,0.002197,0.045608
1.97883,158.64,0.110467,0.048308,0.062159,0.000201,0.002203,0.045787
1.97903,158.66,0.110664,0.048495,0.062169,0.000202,0.002209,0.045967
1.97923,158.67,0.110862,0.048682,0.062180,0.000202,0.002215,0.046148
1.97943,158.69,0.111061,0.048871,0.062190,0.000203,0.002221,0.046330
1.97963,158.70,0.111262,0.049061,0.062201,0.000204,0.002227,0.046513
1.97983,158.72,0.111463,0.049252,0.062211,0.000204,0.002233,0.046697
1.98003,158.74,0.111666,0.049444,0.062222,0.000205,0.002240,0.046883
1.98023,158.75,0.111869,0.049637,0.062232,0.000205,0.002246,0.047069
1.98043,158.77,0.112074,0.049832,0.062243,0.000206,0.002252,0.047257
1.98063,158.78,0.112280,0.050027,0.062253,0.000206,0.002258,0.047446
1.98083,158.80,0.112487,0.050224,0.062264,0.000207,0.002264,0.047636
1.98103,158.82,0.112696,0.050422,0.062274,0.000207,0.002271,0.047827
1.98123,158.83,0.112905,0.050621,0.062284,0.000208,0.002277,0.048019
1.98143,158.85,0.113116,0.050821,0.062295,0.000208,0.002283,0.048212
1.98163,158.86,0.113328,0.051022,0.062305,0.000209,0.002290,0.048407
1.98183,158.88,0.113541,0.051225,0.062316,0.000209,0.002296,0.048602
1.98203,158.90,0.113755,0.051429,0.062326,0.000210,0.002302,0.048799
1.98223,158.91,0.113970,0.051634,0.062337,0.000210,0.002309,0.048997
1.98243,158.93,0.114187,0.051840,0.062347,0.000211,0.002315,0.049196
1.98263,158.94,0.114405,0.052047,0.062358,0.000211,0.002322,0.049397
1.98283,158.96,0.114624,0.052256,0.062368,0.000212,0.002328,0.049599
1.98303,158.98,0.114845,0.052466,0.062379,0.000212,0.002335,0.049802
1.98323,158.99,0.115067,0.052677,0.062389,0.000213,0.002341,0.050006
1.98343,159.01,0.115290,0.052890,0.062400,0.000213,0.002348,0.050211
1.98363,159.02,0.115514,0.053104,0.062410,0.000214,0.002355,0.050418
1.98383,159.04,0.115740,0.053319,0.062421,0.000215,0.002361,0.050626
1.98403,159.06,0.115967,0.053536,0.062431,0.000215,0.002368,0.050835
1.98423,159.07,0.116195,0.053753,0.062442,0.000216,0.002375,0.051046
1.98443,159.09,0.116425,0.053973,0.062452,0.000216,0.002381,0.051257
1.98463,159.10,0.116656,0.054193,0.062463,0.000217,0.002388,0.051471
1.98483,159.12,0.116888,0.054415,0.062473,0.000217,0.002395,0.051685
1.98503,159.14,0.117122,0.054638,0.062484,0.000218,0.002402,0.051901
1.98523,159.15,0.117357,0.054863,0.062495,0.000218,0.002409,0.052118
1.98543,159.17,0.117594,0.055089,0.062505,0.000219,0.002415,0.052337
1.98563,159.18,0.117832,0.055316,0.062516,0.000220,0.002422,0.052557
1.98583,159.20,0.118071,0.055545,0.062526,0.000220,0.002429,0.052778
1.98603,159.22,0.118312,0.055775,0.062537,0.000221,0.002436,0.053001
1.98623,159.23,0.118554,0.056007,0.062547,0.000221,0.002443,0.053225
1.98643,159.25,0.118798,0.056240,0.062558,0.000222,0.002450,0.053450
1.98663,159.26,0.119043,0.056475,0.062568,0.000222,0.002457,0.053677
1.98683,159.28,0.119290,0.056711,0.062579,0.000223,0.002464,0.053906
1.98703,159.30,0.119538,0.056949,0.062589,0.000224,0.002472,0.054135
1.98723,159.31,0.119788,0.057188,0.062600,0.000224,0.002479,0.054367
1.98743,159.33,0.120039,0.057428,0.062610,0.000225,0.002486,0.054600
1.98763,159.34,0.120291,0.057670,0.062621,0.000225,0.002493,0.054834
1.98783,159.36,0.120546,0.057914,0.062632,0.000226,0.002500,0.055070
1.98803,159.38,0.120801,0.058159,0.062642,0.000227,0.002508,0.055307
1.98823,159.39,0.121059,0.058406,0.062653,0.000227,0.002515,0.055546
1.98843,159.41,0.121318,0.058654,0.062663,0.000228,0.002522,0.055786
1.98863,159.42,0.121578,0.058904,0.062674,0.000228,0.002530,0.056028
1.98883,159.44,0.121840,0.059156,0.062684,0.000229,0.002537,0.056272
1.98903,159.46,0.122104,0.059409,0.062695,0.000230,0.002544,0.056517
1.98923,159.47,0.122370,0.059664,0.062706,0.000230,0.002552,0.056764
1.98943,159.49,0.122637,0.059920,0.062716,0.000231,0.002559,0.057012
1.98963,159.50,0.122905,0.060179,0.062727,0.000231,0.002567,0.057262
1.98983,159.52,0.123176,0.060438,0.062737,0.000232,0.002575,0.057514
1.99003,159.54,0.123448,0.060700,0.062748,0.000233,0.002582,0.057767
1.99023,159.55,0.123722,0.060963,0.062759,0.000233,0.002590,0.058022
1.99043,159.57,0.123997,0.061228,0.062769,0.000234,0.002597,0.058278
1.99063,159.59,0.124274,0.061495,0.062780,0.000234,0.002605,0.058537
1.99083,159.60,0.124553,0.061763,0.062790,0.000235,0.002613,0.058797
1.99103,159.62,0.124834,0.062033,0.062801,0.000236,0.002621,0.059058
1.99123,159.63,0.125117,0.062305,0.062812,0.000236,0.002628,0.059322
1.99143,159.65,0.125401,0.062579,0.062822,0.000237,0.002636,0.059587
1.99163,159.67,0.125687,0.062855,0.062833,0.000238,0.002644,0.059854
1.99183,159.68,0.125975,0.063132,0.062843,0.000238,0.002652,0.060123
1.99203,159.70,0.126265,0.063411,0.062854,0.000239,0.002660,0.060394
1.99223,159.71,0.126557,0.063692,0.062865,0.000240,0.002668,0.060666
1.99243,159.73,0.126851,0.063975,0.062875,0.000240,0.002676,0.060941
1.99263,159.75,0.127146,0.064260,0.062886,0.000241,0.002684,0.061217
1.99283,159.76,0.127444,0.064547,0.062897,0.000241,0.002692,0.061495
1.99303,159.78,0.127743,0.064836,0.062907,0.000242,0.002700,0.061775
1.99323,159.79,0.128044,0.065127,0.062918,0.000243,0.002708,0.062057
1.99343,159.81,0.128348,0.065419,0.062928,0.000243,0.002717,0.062340
1.99363,159.83,0.128653,0.065714,0.062939,0.000244,0.002725,0.062626
1.99383,159.84,0.128960,0.066011,0.062950,0.000245,0.002733,0.062914
1.99403,159.86,0.129270,0.066309,0.062960,0.000245,0.002741,0.063203
1.99423,159.87,0.129581,0.066610,0.062971,0.000246,0.002750,0.063495
1.99443,159.89,0.129894,0.066913,0.062982,0.000247,0.002758,0.063789
1.99463,159.91,0.130210,0.067217,0.062992,0.000247,0.002767,0.064084
1.99483,159.92,0.130527,0.067524,0.063003,0.000248,0.002775,0.064382
1.99503,159.94,0.130847,0.067833,0.063014,0.000249,0.002784,0.064682
1.99523,159.95,0.131169,0.068145,0.063024,0.000250,0.002792,0.064984
1.99543,159.97,0.131493,0.068458,0.063035,0.000250,0.002801,0.065288
1.99563,159.99,0.131819,0.068773,0.063046,0.000251,0.002809,0.065594
1.99583,160.00,0.132147,0.069091,0.063056,0.000252,0.002818,0.065902
1.99603,160.02,0.132478,0.069411,0.063067,0.000252,0.002827,0.066213
1.99623,160.03,0.132811,0.069733,0.063078,0.000253,0.002835,0.066525
1.99643,160.05,0.133146,0.070057,0.063088,0.000254,0.002844,0.066840
1.99663,160.07,0.133483,0.070384,0.063099,0.000254,0.002853,0.067157
1.99683,160.08,0.133823,0.070713,0.063110,0.000255,0.002862,0.067477
1.99703,160.10,0.134165,0.071044,0.063120,0.000256,0.002871,0.067798
1.99723,160.11,0.134509,0.071378,0.063131,0.000257,0.002880,0.068122
1.99743,160.13,0.134856,0.071714,0.063142,0.000257,0.002889,0.068449
1.99763,160.15,0.135205,0.072052,0.063152,0.000258,0.002898,0.068777
1.99783,160.16,0.135556,0.072393,0.063163,0.000259,0.002907,0.069108
1.99803,160.18,0.135910,0.072736,0.063174,0.000259,0.002916,0.069441
1.99823,160.19,0.136266,0.073082,0.063185,0.000260,0.002925,0.069777
1.99843,160.21,0.136625,0.073430,0.063195,0.000261,0.002934,0.070115
1.99863,160.23,0.136987,0.073781,0.063206,0.000262,0.002944,0.070456
1.99883,160.24,0.137350,0.074134,0.063217,0.000262,0.002953,0.070799
1.99903,160.26,0.137717,0.074489,0.063227,0.000263,0.002962,0.071145
1.99923,160.27,0.138086,0.074848,0.063238,0.000264,0.002972,0.071493
1.99943,160.29,0.138457,0.075209,0.063249,0.000265,0.002981,0.071843
1.99963,160.31,0.138832,0.075572,0.063260,0.000265,0.002990,0.072197
1.99983,160.32,0.139208,0.075938,0.063270,0.000266,0.003000,0.072552
2.00003,160.34,0.139588,0.076307,0.063281,0.000267,0.003010,0.072911
2.00023,160.35,0.139970,0.076679,0.063292,0.000268,0.003019,0.073272
2.00043,160.37,0.140355,0.077053,0.063302,0.000268,0.003029,0.073636
2.00063,160.39,0.140743,0.077430,0.063313,0.000269,0.003038,0.074002
2.00083,160.40,0.141133,0.077810,0.063324,0.000270,0.003048,0.074372
2.00103,160.42,0.141527,0.078192,0.063335,0.000271,0.003058,0.074744
2.00123,160.43,0.141923,0.078578,0.063345,0.000271,0.003068,0.075118
2.00143,160.45,0.142322,0.078966,0.063356,0.000272,0.003078,0.075496
2.00163,160.47,0.142724,0.079357,0.063367,0.000273,0.003088,0.075876
2.00183,160.48,0.143129,0.079751,0.063378,0.000274,0.003098,0.076260
2.00203,160.50,0.143536,0.080148,0.063388,0.000275,0.003108,0.076646
2.00223,160.52,0.143947,0.080548,0.063399,0.000275,0.003118,0.077035
2.00243,160.53,0.144361,0.080951,0.063410,0.000276,0.003128,0.077427
2.00263,160.55,0.144778,0.081357,0.063421,0.000277,0.003138,0.077822
2.00283,160.56,0.145198,0.081766,0.063431,0.000278,0.003148,0.078220
2.00303,160.58,0.145621,0.082179,0.063442,0.000279,0.003159,0.078621
2.00323,160.60,0.146047,0.082594,0.063453,0.000279,0.003169,0.079025
2.00343,160.61,0.146476,0.083012,0.063464,0.000280,0.003179,0.079433
2.00363,160.63,0.146909,0.083434,0.063475,0.000281,0.003190,0.079843
2.00383,160.64,0.147344,0.083859,0.063485,0.000282,0.003200,0.080257
2.00403,160.66,0.147783,0.084287,0.063496,0.000283,0.003211,0.080674
2.00423,160.68,0.148226,0.084719,0.063507,0.000284,0.003221,0.081094
2.00443,160.69,0.148671,0.085154,0.063518,0.000284,0.003232,0.081517
2.00463,160.71,0.149120,0.085592,0.063528,0.000285,0.003243,0.081944
2.00483,160.72,0.149573,0.086034,0.063539,0.000286,0.003253,0.082374
2.00503,160.74,0.150029,0.086479,0.063550,0.000287,0.003264,0.082807
2.00523,160.76,0.150488,0.086927,0.063561,0.000288,0.003275,0.083244
2.00543,160.77,0.150951,0.087379,0.063572,0.000289,0.003286,0.083684
2.00563,160.79,0.151417,0.087835,0.063582,0.000289,0.003297,0.084128
2.00583,160.80,0.151887,0.088294,0.063593,0.000290,0.003308,0.084575
2.00603,160.82,0.152360,0.088756,0.063604,0.000291,0.003319,0.085026
2.00623,160.84,0.152838,0.089223,0.063615,0.000292,0.003330,0.085480
2.00643,160.85,0.153319,0.089693,0.063626,0.000293,0.003341,0.085938
2.00663,160.87,0.153803,0.090167,0.063636,0.000294,0.003352,0.086400
2.00683,160.88,0.154292,0.090644,0.063647,0.000295,0.003364,0.086865
2.00703,160.90,0.154784,0.091126,0.063658,0.000296,0.003375,0.087334
2.00723,160.92,0.155280,0.091611,0.063669,0.000296,0.003386,0.087807
2.00743,160.93,0.155780,0.092100,0.063680,0.000297,0.003398,0.088284
2.00763,160.95,0.156284,0.092593,0.063691,0.000298,0.003409,0.088765
2.00783,160.96,0.156792,0.093090,0.063701,0.000299,0.003421,0.089249
2.00803,160.98,0.157304,0.093591,0.063712,0.000300,0.003433,0.089738
2.00823,161.00,0.157820,0.094096,0.063723,0.000301,0.003444,0.090230
2.00843,161.01,0.158340,0.094606,0.063734,0.000302,0.003456,0.090727
2.00863,161.03,0.158864,0.095119,0.063745,0.000303,0.003468,0.091227
2.00883,161.04,0.159392,0.095637,0.063756,0.000304,0.003480,0.091732
2.00903,161.06,0.159925,0.096158,0.063766,0.000305,0.003492,0.092241
2.00923,161.08,0.160462,0.096685,0.063777,0.000306,0.003504,0.092754
2.00943,161.09,0.161003,0.097215,0.063788,0.000306,0.003516,0.093272
2.00963,161.11,0.161549,0.097750,0.063799,0.000307,0.003528,0.093793
2.00983,161.12,0.162099,0.098289,0.063810,0.000308,0.003540,0.094320
2.01003,161.14,0.162654,0.098833,0.063821,0.000309,0.003552,0.094850
2.01023,161.16,0.163213,0.099381,0.063832,0.000310,0.003565,0.095385
2.01043,161.17,0.163776,0.099934,0.063843,0.000311,0.003577,0.095925
2.01063,161.19,0.164345,0.100491,0.063853,0.000312,0.003589,0.096469
2.01083,161.20,0.164918,0.101054,0.063864,0.000313,0.003602,0.097017
2.01103,161.22,0.165496,0.101621,0.063875,0.000314,0.003614,0.097571
2.01123,161.24,0.166078,0.102192,0.063886,0.000315,0.003627,0.098129
2.01143,161.25,0.166666,0.102769,0.063897,0.000316,0.003640,0.098692
2.01163,161.27,0.167258,0.103350,0.063908,0.000317,0.003653,0.099259
2.01183,161.28,0.167855,0.103937,0.063919,0.000318,0.003665,0.099832
2.01203,161.30,0.168457,0.104528,0.063930,0.000319,0.003678,0.100409
2.01223,161.32,0.169065,0.105124,0.063940,0.000320,0.003691,0.100992
2.01243,161.33,0.169677,0.105726,0.063951,0.000321,0.003704,0.101579
2.01263,161.35,0.170295,0.106333,0.063962,0.000322,0.003717,0.102172
2.01283,161.36,0.170918,0.106945,0.063973,0.000323,0.003731,0.102770
2.01303,161.38,0.171546,0.107562,0.063984,0.000324,0.003744,0.103373
2.01323,161.40,0.172180,0.108185,0.063995,0.000325,0.003757,0.103981
2.01343,161.41,0.172819,0.108813,0.064006,0.000326,0.003771,0.104595
2.01363,161.43,0.173463,0.109446,0.064017,0.000327,0.003784,0.105214
2.01383,161.45,0.174113,0.110086,0.064028,0.000328,0.003798,0.105838
2.01403,161.46,0.174769,0.110730,0.064039,0.000329,0.003811,0.106468
2.01423,161.48,0.175430,0.111381,0.064050,0.000330,0.003825,0.107104
2.01443,161.49,0.176097,0.112037,0.064060,0.000331,0.003839,0.107745
2.01463,161.51,0.176770,0.112699,0.064071,0.000332,0.003852,0.108392
2.01483,161.53,0.177449,0.113367,0.064082,0.000333,0.003866,0.109045
2.01503,161.54,0.178134,0.114041,0.064093,0.000334,0.003880,0.109704
2.01523,161.56,0.178825,0.114720,0.064104,0.000335,0.003894,0.110369
2.01543,161.57,0.179522,0.115406,0.064115,0.000337,0.003908,0.111039
2.01563,161.59,0.180225,0.116099,0.064126,0.000338,0.003923,0.111716
2.01583,161.61,0.180934,0.116797,0.064137,0.000339,0.003937,0.112399
2.01603,161.62,0.181650,0.117502,0.064148,0.000340,0.003951,0.113089
2.01623,161.64,0.182372,0.118213,0.064159,0.000341,0.003966,0.113784
2.01643,161.65,0.183100,0.118930,0.064170,0.000342,0.003980,0.114486
2.01663,161.67,0.183835,0.119655,0.064181,0.000343,0.003995,0.115194
2.01683,161.69,0.184577,0.120385,0.064192,0.000344,0.004010,0.115909
2.01703,161.70,0.185326,0.121123,0.064203,0.000345,0.004024,0.116631
2.01723,161.72,0.186081,0.121867,0.064214,0.000346,0.004039,0.117359
2.01743,161.73,0.186843,0.122618,0.064225,0.000348,0.004054,0.118094
2.01763,161.75,0.187612,0.123376,0.064236,0.000349,0.004069,0.118836
2.01783,161.77,0.188388,0.124141,0.064247,0.000350,0.004084,0.119585
2.01803,161.78,0.189171,0.124914,0.064258,0.000351,0.004099,0.120341
2.01823,161.80,0.189962,0.125693,0.064269,0.000352,0.004115,0.121104
2.01843,161.81,0.190760,0.126480,0.064280,0.000353,0.004130,0.121875
2.01863,161.83,0.191565,0.127274,0.064291,0.000354,0.004145,0.122652
2.01883,161.85,0.192378,0.128076,0.064302,0.000356,0.004161,0.123437
2.01903,161.86,0.193198,0.128886,0.064313,0.000357,0.004176,0.124230
2.01923,161.88,0.194026,0.129703,0.064324,0.000358,0.004192,0.125030
2.01943,161.89,0.194862,0.130527,0.064334,0.000359,0.004208,0.125838
2.01963,161.91,0.195706,0.131360,0.064345,0.000360,0.004224,0.126653
2.01983,161.93,0.196557,0.132201,0.064356,0.000361,0.004240,0.127477
2.02003,161.94,0.197417,0.133050,0.064368,0.000363,0.004256,0.128309
2.02023,161.96,0.198285,0.133907,0.064379,0.000364,0.004272,0.129148
2.02043,161.97,0.199161,0.134772,0.064390,0.000365,0.004288,0.129996
2.02063,161.99,0.200046,0.135646,0.064401,0.000366,0.004304,0.130852
2.02083,162.01,0.200939,0.136528,0.064412,0.000368,0.004321,0.131717
2.02103,162.02,0.201841,0.137419,0.064423,0.000369,0.004337,0.132590
2.02123,162.04,0.202752,0.138318,0.064434,0.000370,0.004354,0.133471
2.02143,162.05,0.203671,0.139227,0.064445,0.000371,0.004371,0.134362
2.02163,162.07,0.204600,0.140144,0.064456,0.000372,0.004387,0.135261
2.02183,162.09,0.205537,0.141070,0.064467,0.000374,0.004404,0.136169
2.02203,162.10,0.206484,0.142006,0.064478,0.000375,0.004421,0.137087
2.02223,162.12,0.207440,0.142951,0.064489,0.000376,0.004438,0.138013
2.02243,162.13,0.208405,0.143905,0.064500,0.000378,0.004456,0.138949
2.02263,162.15,0.209380,0.144869,0.064511,0.000379,0.004473,0.139895
2.02283,162.17,0.210365,0.145843,0.064522,0.000380,0.004490,0.140850
2.02303,162.18,0.211360,0.146827,0.064533,0.000381,0.004508,0.141814
2.02323,162.20,0.212364,0.147820,0.064544,0.000383,0.004525,0.142789
2.02343,162.21,0.213379,0.148824,0.064555,0.000384,0.004543,0.143774
2.02363,162.23,0.214404,0.149838,0.064566,0.000385,0.004561,0.144768
2.02383,162.25,0.215439,0.150862,0.064577,0.000387,0.004579,0.145773
2.02403,162.26,0.216485,0.151897,0.064588,0.000388,0.004597,0.146789
2.02423,162.28,0.217541,0.152942,0.064599,0.000389,0.004615,0.147815
2.02443,162.29,0.218608,0.153998,0.064610,0.000391,0.004633,0.148851
2.02463,162.31,0.219687,0.155065,0.064621,0.000392,0.004651,0.149899
2.02483,162.33,0.220776,0.156144,0.064632,0.000393,0.004670,0.150957
2.02503,162.34,0.221877,0.157233,0.064643,0.000395,0.004688,0.152027
2.02523,162.36,0.222989,0.158334,0.064655,0.000396,0.004707,0.153108
2.02543,162.37,0.224112,0.159447,0.064666,0.000397,0.004726,0.154200
2.02563,162.39,0.225248,0.160571,0.064677,0.000399,0.004745,0.155304
2.02583,162.41,0.226395,0.161707,0.064688,0.000400,0.004764,0.156420
2.02603,162.42,0.227554,0.162855,0.064699,0.000402,0.004783,0.157547
2.02623,162.44,0.228726,0.164016,0.064710,0.000403,0.004802,0.158687
2.02643,162.46,0.229909,0.165188,0.064721,0.000404,0.004821,0.159839
2.02663,162.47,0.231106,0.166374,0.064732,0.000406,0.004841,0.161004
2.02683,162.49,0.232315,0.167572,0.064743,0.000407,0.004860,0.162181
2.02703,162.50,0.233538,0.168783,0.064754,0.000409,0.004880,0.163371
2.02723,162.52,0.234773,0.170007,0.064765,0.000410,0.004900,0.164574
2.02743,162.54,0.236022,0.171245,0.064777,0.000412,0.004920,0.165790
2.02763,162.55,0.237284,0.172496,0.064788,0.000413,0.004940,0.167020
2.02783,162.57,0.238560,0.173761,0.064799,0.000415,0.004960,0.168263
2.02803,162.58,0.239850,0.175040,0.064810,0.000416,0.004980,0.169520
2.02823,162.60,0.241154,0.176333,0.064821,0.000417,0.005001,0.170791
2.02843,162.62,0.242472,0.177640,0.064832,0.000419,0.005021,0.172076
2.02863,162.63,0.243805,0.178961,0.064843,0.000420,0.005042,0.173375
2.02883,162.65,0.245152,0.180298,0.064854,0.000422,0.005063,0.174689
2.02903,162.66,0.246515,0.181649,0.064866,0.000423,0.005084,0.176018
2.02923,162.68,0.247893,0.183016,0.064877,0.000425,0.005105,0.177362
2.02943,162.70,0.249286,0.184398,0.064888,0.000427,0.005126,0.178722
2.02963,162.71,0.250695,0.185796,0.064899,0.000428,0.005147,0.180096
2.02983,162.73,0.252119,0.187209,0.064910,0.000430,0.005169,0.181487
2.03003,162.74,0.253560,0.188639,0.064921,0.000431,0.005190,0.182893
2.03023,162.76,0.255017,0.190085,0.064932,0.000433,0.005212,0.184316
2.03043,162.78,0.256491,0.191548,0.064944,0.000434,0.005234,0.185755
2.03063,162.79,0.257982,0.193027,0.064955,0.000436,0.005256,0.187211
2.03083,162.81,0.259490,0.194524,0.064966,0.000437,0.005278,0.188684
2.03103,162.82,0.261015,0.196038,0.064977,0.000439,0.005300,0.190174
2.03123,162.84,0.262558,0.197569,0.064988,0.000441,0.005323,0.191682
2.03143,162.86,0.264118,0.199119,0.064999,0.000442,0.005345,0.193207
2.03163,162.87,0.265697,0.200687,0.065011,0.000444,0.005368,0.194751
2.03183,162.89,0.267295,0.202273,0.065022,0.000446,0.005391,0.196313
2.03203,162.90,0.268911,0.203878,0.065033,0.000447,0.005414,0.197893
2.03223,162.92,0.270546,0.205502,0.065044,0.000449,0.005437,0.199492
2.03243,162.94,0.272201,0.207146,0.065055,0.000450,0.005460,0.201111
2.03263,162.95,0.273875,0.208809,0.065066,0.000452,0.005483,0.202749
2.03283,162.97,0.275570,0.210492,0.065078,0.000454,0.005507,0.204407
2.03303,162.98,0.277284,0.212196,0.065089,0.000455,0.005531,0.206085
2.03323,163.00,0.279020,0.213920,0.065100,0.000457,0.005555,0.207783
2.03343,163.02,0.280776,0.215665,0.065111,0.000459,0.005579,0.209503
2.03363,163.03,0.282554,0.217431,0.065122,0.000461,0.005603,0.211243
2.03383,163.05,0.284353,0.219219,0.065134,0.000462,0.005627,0.213005
2.03403,163.06,0.286174,0.221029,0.065145,0.000464,0.005652,0.214789
2.03423,163.08,0.288018,0.222862,0.065156,0.000466,0.005676,0.216595
2.03443,163.10,0.289884,0.224717,0.065167,0.000468,0.005701,0.218423
2.03463,163.11,0.291773,0.226595,0.065178,0.000469,0.005726,0.220275
2.03483,163.13,0.293686,0.228497,0.065190,0.000471,0.005751,0.222149
2.03503,163.14,0.295623,0.230422,0.065201,0.000473,0.005777,0.224048
2.03523,163.16,0.297584,0.232372,0.065212,0.000475,0.005802,0.225970
2.03543,163.18,0.299570,0.234347,0.065223,0.000476,0.005828,0.227917
2.03563,163.19,0.301581,0.236346,0.065235,0.000478,0.005854,0.229889
2.03583,163.21,0.303617,0.238371,0.065246,0.000480,0.005880,0.231886
2.03603,163.22,0.305679,0.240422,0.065257,0.000482,0.005906,0.233909
2.03623,163.24,0.307768,0.242499,0.065268,0.000484,0.005932,0.235958
2.03643,163.26,0.309883,0.244604,0.065279,0.000486,0.005959,0.238034
2.03663,163.27,0.312026,0.246735,0.065291,0.000487,0.005986,0.240137
2.03683,163.29,0.314196,0.248894,0.065302,0.000489,0.006012,0.242267
2.03703,163.30,0.316395,0.251081,0.065313,0.000491,0.006039,0.244426
2.03723,163.32,0.318622,0.253298,0.065324,0.000493,0.006067,0.246612
2.03743,163.34,0.320878,0.255543,0.065336,0.000495,0.006094,0.248828
2.03763,163.35,0.323165,0.257818,0.065347,0.000497,0.006122,0.251074
2.03783,163.37,0.325481,0.260123,0.065358,0.000499,0.006150,0.253349
2.03803,163.39,0.327828,0.262459,0.065369,0.000501,0.006178,0.255655
2.03823,163.40,0.330207,0.264826,0.065381,0.000503,0.006206,0.257992
2.03843,163.42,0.332617,0.267225,0.065392,0.000505,0.006234,0.260361
2.03863,163.43,0.335060,0.269657,0.065403,0.000507,0.006263,0.262762
2.03883,163.45,0.337536,0.272121,0.065415,0.000509,0.006291,0.265196
2.03903,163.47,0.340045,0.274620,0.065426,0.000511,0.006320,0.267663
2.03923,163.48,0.342589,0.277152,0.065437,0.000513,0.006350,0.270164
2.03943,163.50,0.345167,0.279719,0.065448,0.000515,0.006379,0.272700
2.03963,163.51,0.347781,0.282322,0.065460,0.000517,0.006409,0.275271
2.03983,163.53,0.350431,0.284960,0.065471,0.000519,0.006438,0.277877
2.04003,163.55,0.353118,0.287636,0.065482,0.000521,0.006468,0.280521
2.04023,163.56,0.355842,0.290348,0.065493,0.000523,0.006498,0.283201
2.04043,163.58,0.358604,0.293099,0.065505,0.000525,0.006529,0.285920
2.04063,163.59,0.361405,0.295889,0.065516,0.000527,0.006560,0.288677
2.04083,163.61,0.364246,0.298718,0.065527,0.000529,0.006590,0.291473
2.04103,163.63,0.367126,0.301588,0.065539,0.000531,0.006621,0.294309
2.04123,163.64,0.370048,0.304498,0.065550,0.000534,0.006653,0.297186
