ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EG O-CH2
4.19767,336.52,5.936314,0.001328,5.934987,0.001211
4.19807,336.55,5.948787,0.001326,5.947461,0.001209
4.19847,336.58,5.961280,0.001324,5.959956,0.001207
4.19887,336.62,5.973792,0.001322,5.972470,0.001205
4.19927,336.65,5.986325,0.001320,5.985004,0.001203
4.19967,336.68,5.998877,0.001319,5.997559,0.001202
4.20007,336.71,6.011449,0.001317,6.010132,0.001200
4.20047,336.74,6.024041,0.001315,6.022726,0.001198
4.20087,336.78,6.036652,0.001313,6.035339,0.001196
4.20127,336.81,6.049283,0.001311,6.047972,0.001195
4.20167,336.84,6.061934,0.001309,6.060624,0.001193
4.20207,336.87,6.074603,0.001308,6.073296,0.001191
4.20247,336.90,6.087292,0.001306,6.085986,0.001189
4.20287,336.94,6.100000,0.001304,6.098696,0.001188
4.20327,336.97,6.112728,0.001302,6.111425,0.001186
4.20367,337.00,6.125474,0.001301,6.124173,0.001184
4.20407,337.03,6.138239,0.001299,6.136940,0.001182
4.20447,337.06,6.151022,0.001297,6.149725,0.001181
4.20487,337.10,6.163825,0.001295,6.162530,0.001179
4.20527,337.13,6.176646,0.001293,6.175352,0.001177
4.20567,337.16,6.189485,0.001292,6.188194,0.001175
4.20607,337.19,6.202343,0.001290,6.201053,0.001174
4.20647,337.22,6.215219,0.001288,6.213931,0.001172
4.20687,337.26,6.228114,0.001286,6.226827,0.001170
4.20727,337.29,6.241026,0.001285,6.239741,0.001169
4.20767,337.32,6.253956,0.001283,6.252673,0.001167
4.20807,337.35,6.266904,0.001281,6.265623,0.001165
4.20847,337.38,6.279870,0.001279,6.278591,0.001163
4.20887,337.42,6.292854,0.001278,6.291576,0.001162
4.20927,337.45,6.305855,0.001276,6.304579,0.001160
4.20967,337.48,6.318873,0.001274,6.317599,0.001158
4.21007,337.51,6.331908,0.001272,6.330636,0.001157
4.21047,337.54,6.344961,0.001271,6.343690,0.001155
4.21087,337.58,6.358031,0.001269,6.356762,0.001153
4.21127,337.61,6.371117,0.001267,6.369850,0.001152
4.21167,337.64,6.384221,0.001266,6.382955,0.001150
4.21207,337.67,6.397341,0.001264,6.396077,0.001148
4.21247,337.71,6.410477,0.001262,6.409215,0.001147
4.21287,337.74,6.423630,0.001260,6.422370,0.001145
4.21327,337.77,6.436800,0.001259,6.435541,0.001143
4.21367,337.80,6.449985,0.001257,6.448728,0.001142
4.21407,337.83,6.463186,0.001255,6.461931,0.001140
4.21447,337.87,6.476403,0.001254,6.475150,0.001138
4.21487,337.90,6.489636,0.001252,6.488384,0.001137
4.21527,337.93,6.502885,0.001250,6.501634,0.001135
4.21567,337.96,6.516148,0.001249,6.514900,0.001134
4.21607,337.99,6.529428,0.001247,6.528181,0.001132
4.21647,338.03,6.542722,0.001245,6.541477,0.001130
4.21687,338.06,6.556031,0.001244,6.554788,0.001129
4.21727,338.09,6.569355,0.001242,6.568113,0.001127
4.21767,338.12,6.582694,0.001240,6.581454,0.001125
4.21807,338.15,6.596048,0.001239,6.594809,0.001124
4.21847,338.19,6.609416,0.001237,6.608179,0.001122
4.21887,338.22,6.622798,0.001235,6.621562,0.001121
4.21927,338.25,6.636194,0.001234,6.634960,0.001119
4.21967,338.28,6.649604,0.001232,6.648372,0.001117
4.22007,338.31,6.663028,0.001230,6.661797,0.001116
4.22047,338.35,6.676465,0.001229,6.675236,0.001114
4.22087,338.38,6.689916,0.001227,6.688689,0.001113
4.22127,338.41,6.703380,0.001226,6.702155,0.001111
4.22167,338.44,6.716857,0.001224,6.715633,0.001109
4.22207,338.47,6.730348,0.001222,6.729125,0.001108
4.22247,338.51,6.743851,0.001221,6.742630,0.001106
4.22287,338.54,6.757366,0.001219,6.756147,0.001105
4.22327,338.57,6.770894,0.001217,6.769677,0.001103
4.22367,338.60,6.784434,0.001216,6.783218,0.001102
4.22407,338.64,6.797987,0.001214,6.796772,0.001100
4.22447,338.67,6.811551,0.001213,6.810338,0.001098
4.22487,338.70,6.825127,0.001211,6.823916,0.001097
4.22527,338.73,6.838714,0.001209,6.837505,0.001095
4.22567,338.76,6.852313,0.001208,6.851105,0.001094
4.22607,338.80,6.865923,0.001206,6.864716,0.001092
4.22647,338.83,6.879543,0.001205,6.878339,0.001091
4.22687,338.86,6.893175,0.001203,6.891972,0.001089
4.22727,338.89,6.906817,0.001202,6.905615,0.001088
4.22767,338.92,6.920469,0.001200,6.919269,0.001086
4.22807,338.96,6.934132,0.001198,6.932934,0.001085
4.22847,338.99,6.947805,0.001197,6.946608,0.001083
4.22887,339.02,6.961487,0.001195,6.960292,0.001082
4.22927,339.05,6.975179,0.001194,6.973985,0.001080
4.22967,339.08,6.988880,0.001192,6.987688,0.001078
4.23007,339.12,7.002591,0.001191,7.001400,0.001077
4.23047,339.15,7.016310,0.001189,7.015121,0.001075
4.23087,339.18,7.030038,0.001187,7.028851,0.001074
4.23127,339.21,7.043775,0.001186,7.042589,0.001072
4.23167,339.24,7.057520,0.001184,7.056335,0.001071
4.23207,339.28,7.071273,0.001183,7.070090,0.001069
4.23247,339.31,7.085034,0.001181,7.083852,0.001068
4.23287,339.34,7.098802,0.001180,7.097622,0.001066
4.23327,339.37,7.112578,0.001178,7.111400,0.001065
4.23367,339.40,7.126361,0.001177,7.125185,0.001064
4.23407,339.44,7.140151,0.001175,7.138976,0.001062
4.23447,339.47,7.153948,0.001174,7.152774,0.001061
4.23487,339.50,7.167751,0.001172,7.166579,0.001059
4.23527,339.53,7.181561,0.001171,7.180390,0.001058
4.23567,339.57,7.195377,0.001169,7.194207,0.001056
4.23607,339.60,7.209198,0.001168,7.208030,0.001055
4.23647,339.63,7.223025,0.001166,7.221859,0.001053
4.23687,339.66,7.236857,0.001165,7.235693,0.001052
4.23727,339.69,7.250694,0.001163,7.249531,0.001050
4.23767,339.73,7.264537,0.001162,7.263375,0.001049
4.23807,339.76,7.278383,0.001160,7.277223,0.001047
4.23847,339.79,7.292234,0.001159,7.291076,0.001046
4.23887,339.82,7.306089,0.001157,7.304932,0.001044
4.23927,339.85,7.319948,0.001156,7.318793,0.001043
4.23967,339.89,7.333811,0.001154,7.332656,0.001042
4.24007,339.92,7.347676,0.001153,7.346524,0.001040
4.24047,339.95,7.361545,0.001151,7.360394,0.001039
4.24087,339.98,7.375417,0.001150,7.374267,0.001037
4.24127,340.01,7.389291,0.001148,7.388142,0.001036
4.24167,340.05,7.403167,0.001147,7.402020,0.001034
4.24207,340.08,7.417045,0.001145,7.415900,0.001033
4.24247,340.11,7.430925,0.001144,7.429781,0.001032
4.24287,340.14,7.444806,0.001142,7.443664,0.001030
4.24327,340.17,7.458689,0.001141,7.457548,0.001029
4.24367,340.21,7.472572,0.001140,7.471433,0.001027
4.24407,340.24,7.486456,0.001138,7.485318,0.001026
4.24447,340.27,7.500340,0.001137,7.499204,0.001025
4.24487,340.30,7.514225,0.001135,7.513089,0.001023
4.24527,340.33,7.528109,0.001134,7.526975,0.001022
4.24567,340.37,7.541992,0.001132,7.540860,0.001020
4.24607,340.40,7.555875,0.001131,7.554744,0.001019
4.24647,340.43,7.569756,0.001129,7.568627,0.001018
4.24687,340.46,7.583636,0.001128,7.582508,0.001016
4.24727,340.50,7.597514,0.001127,7.596388,0.001015
4.24767,340.53,7.611391,0.001125,7.610265,0.001013
4.24807,340.56,7.625265,0.001124,7.624141,0.001012
4.24847,340.59,7.639136,0.001122,7.638013,0.001011
4.24887,340.62,7.653004,0.001121,7.651883,0.001009
4.24927,340.66,7.666869,0.001120,7.665750,0.001008
4.24967,340.69,7.680731,0.001118,7.679613,0.001007
4.25007,340.72,7.694588,0.001117,7.693472,0.001005
4.25047,340.75,7.708442,0.001115,7.707327,0.001004
4.25087,340.78,7.722291,0.001114,7.721177,0.001003
4.25127,340.82,7.736135,0.001113,7.735022,0.001001
4.25167,340.85,7.749974,0.001111,7.748863,0.001000
4.25207,340.88,7.763808,0.001110,7.762698,0.000998
4.25247,340.91,7.777635,0.001108,7.776527,0.000997
4.25287,340.94,7.791457,0.001107,7.790350,0.000996
4.25327,340.98,7.805272,0.001106,7.804167,0.000994
4.25367,341.01,7.819081,0.001104,7.817976,0.000993
4.25407,341.04,7.832882,0.001103,7.831779,0.000992
4.25447,341.07,7.846676,0.001101,7.845574,0.000990
4.25487,341.10,7.860462,0.001100,7.859362,0.000989
4.25527,341.14,7.874240,0.001099,7.873141,0.000988
4.25567,341.17,7.888010,0.001097,7.886912,0.000986
4.25607,341.20,7.901770,0.001096,7.900674,0.000985
4.25647,341.23,7.915522,0.001095,7.914427,0.000984
4.25687,341.26,7.929264,0.001093,7.928171,0.000982
4.25727,341.30,7.942996,0.001092,7.941905,0.000981
4.25767,341.33,7.956719,0.001091,7.955628,0.000980
4.25807,341.36,7.970430,0.001089,7.969341,0.000979
4.25847,341.39,7.984131,0.001088,7.983043,0.000977
4.25887,341.43,7.997820,0.001087,7.996734,0.000976
4.25927,341.46,8.011498,0.001085,8.010413,0.000975
4.25967,341.49,8.025164,0.001084,8.024080,0.000973
4.26007,341.52,8.038817,0.001082,8.037735,0.000972
4.26047,341.55,8.052458,0.001081,8.051377,0.000971
4.26087,341.59,8.066086,0.001080,8.065006,0.000969
4.26127,341.62,8.079700,0.001079,8.078622,0.000968
4.26167,341.65,8.093301,0.001077,8.092224,0.000967
4.26207,341.68,8.106887,0.001076,8.105811,0.000966
4.26247,341.71,8.120459,0.001075,8.119384,0.000964
4.26287,341.75,8.134016,0.001073,8.132942,0.000963
4.26327,341.78,8.147557,0.001072,8.146485,0.000962
4.26367,341.81,8.161083,0.001071,8.160012,0.000960
4.26407,341.84,8.174593,0.001069,8.173524,0.000959
4.26447,341.87,8.188086,0.001068,8.187018,0.000958
4.26487,341.91,8.201563,0.001067,8.200496,0.000957
4.26527,341.94,8.215022,0.001065,8.213957,0.000955
4.26567,341.97,8.228464,0.001064,8.227400,0.000954
4.26607,342.00,8.241887,0.001063,8.240824,0.000953
4.26647,342.03,8.255292,0.001061,8.254231,0.000952
4.26687,342.07,8.268679,0.001060,8.267619,0.000950
4.26727,342.10,8.282046,0.001059,8.280987,0.000949
4.26767,342.13,8.295394,0.001058,8.294336,0.000948
4.26807,342.16,8.308722,0.001056,8.307665,0.000947
4.26847,342.19,8.322029,0.001055,8.320974,0.000945
4.26887,342.23,8.335316,0.001054,8.334262,0.000944
4.26927,342.26,8.348581,0.001052,8.347529,0.000943
4.26967,342.29,8.361825,0.001051,8.360774,0.000942
4.27007,342.32,8.375047,0.001050,8.373997,0.000940
4.27047,342.36,8.388246,0.001049,8.387198,0.000939
4.27087,342.39,8.401423,0.001047,8.400375,0.000938
4.27127,342.42,8.414576,0.001046,8.413530,0.000937
4.27167,342.45,8.427706,0.001045,8.426661,0.000935
4.27207,342.48,8.440811,0.001044,8.439768,0.000934
4.27247,342.52,8.453893,0.001042,8.452850,0.000933
4.27287,342.55,8.466949,0.001041,8.465908,0.000932
4.27327,342.58,8.479980,0.001040,8.478940,0.000931
4.27367,342.61,8.492985,0.001039,8.491947,0.000929
4.27407,342.64,8.505964,0.001037,8.504927,0.000928
4.27447,342.68,8.518917,0.001036,8.517881,0.000927
4.27487,342.71,8.531842,0.001035,8.530808,0.000926
4.27527,342.74,8.544740,0.001034,8.543707,0.000925
4.27567,342.77,8.557611,0.001032,8.556578,0.000923
4.27607,342.80,8.570453,0.001031,8.569422,0.000922
4.27647,342.84,8.583266,0.001030,8.582236,0.000921
4.27687,342.87,8.596050,0.001029,8.595021,0.000920
4.27727,342.90,8.608805,0.001027,8.607777,0.000919
4.27767,342.93,8.621529,0.001026,8.620503,0.000917
4.27807,342.96,8.634223,0.001025,8.633198,0.000916
4.27847,343.00,8.646886,0.001024,8.645863,0.000915
4.27887,343.03,8.659518,0.001022,8.658496,0.000914
4.27927,343.06,8.672118,0.001021,8.671097,0.000913
4.27967,343.09,8.684686,0.001020,8.683666,0.000912
4.28007,343.12,8.697222,0.001019,8.696203,0.000910
4.28047,343.16,8.709724,0.001018,8.708706,0.000909
4.28087,343.19,8.722193,0.001016,8.721176,0.000908
4.28127,343.22,8.734627,0.001015,8.733612,0.000907
4.28167,343.25,8.747028,0.001014,8.746014,0.000906
4.28207,343.29,8.759393,0.001013,8.758381,0.000904
4.28247,343.32,8.771724,0.001012,8.770712,0.000903
4.28287,343.35,8.784018,0.001010,8.783008,0.000902
4.28327,343.38,8.796276,0.001009,8.795267,0.000901
4.28367,343.41,8.808498,0.001008,8.807490,0.000900
4.28407,343.45,8.820683,0.001007,8.819676,0.000899
4.28447,343.48,8.832830,0.001006,8.831824,0.000898
4.28487,343.51,8.844939,0.001004,8.843934,0.000896
4.28527,343.54,8.857009,0.001003,8.856006,0.000895
4.28567,343.57,8.869041,0.001002,8.868039,0.000894
4.28607,343.61,8.881034,0.001001,8.880033,0.000893
4.28647,343.64,8.892986,0.001000,8.891986,0.000892
4.28687,343.67,8.904899,0.000999,8.903900,0.000891
4.28727,343.70,8.916770,0.000997,8.915773,0.000890
4.28767,343.73,8.928601,0.000996,8.927605,0.000888
4.28807,343.77,8.940390,0.000995,8.939395,0.000887
4.28847,343.80,8.952137,0.000994,8.951143,0.000886
4.28887,343.83,8.963841,0.000993,8.962848,0.000885
4.28927,343.86,8.975503,0.000991,8.974511,0.000884
4.28967,343.89,8.987121,0.000990,8.986130,0.000883
4.29007,343.93,8.998695,0.000989,8.997705,0.000882
4.29047,343.96,9.010224,0.000988,9.009236,0.000881
4.29087,343.99,9.021709,0.000987,9.020723,0.000879
4.29127,344.02,9.033149,0.000986,9.032164,0.000878
4.29167,344.05,9.044543,0.000985,9.043559,0.000877
4.29207,344.09,9.055891,0.000983,9.054908,0.000876
4.29247,344.12,9.067193,0.000982,9.066210,0.000875
4.29287,344.15,9.078447,0.000981,9.077466,0.000874
4.29327,344.18,9.089653,0.000980,9.088673,0.000873
4.29367,344.22,9.100812,0.000979,9.099833,0.000872
4.29407,344.25,9.111923,0.000978,9.110945,0.000871
4.29447,344.28,9.122984,0.000977,9.122007,0.000869
4.29487,344.31,9.133996,0.000975,9.133021,0.000868
4.29527,344.34,9.144958,0.000974,9.143984,0.000867
4.29567,344.38,9.155870,0.000973,9.154897,0.000866
4.29607,344.41,9.166732,0.000972,9.165759,0.000865
4.29647,344.44,9.177542,0.000971,9.176571,0.000864
4.29687,344.47,9.188300,0.000970,9.187330,0.000863
4.29727,344.50,9.199007,0.000969,9.198038,0.000862
4.29767,344.54,9.209660,0.000968,9.208693,0.000861
4.29807,344.57,9.220261,0.000966,9.219295,0.000860
4.29847,344.60,9.230809,0.000965,9.229844,0.000859
4.29887,344.63,9.241303,0.000964,9.240338,0.000858
4.29927,344.66,9.251742,0.000963,9.250779,0.000856
4.29967,344.70,9.262126,0.000962,9.261164,0.000855
4.30007,344.73,9.272456,0.000961,9.271495,0.000854
4.30047,344.76,9.282729,0.000960,9.281769,0.000853
4.30087,344.79,9.292947,0.000959,9.291988,0.000852
4.30127,344.82,9.303108,0.000958,9.302150,0.000851
4.30167,344.86,9.313212,0.000956,9.312255,0.000850
4.30207,344.89,9.323258,0.000955,9.322303,0.000849
4.30247,344.92,9.333247,0.000954,9.332292,0.000848
4.30287,344.95,9.343177,0.000953,9.342224,0.000847
4.30327,344.98,9.353048,0.000952,9.352096,0.000846
4.30367,345.02,9.362860,0.000951,9.361909,0.000845
4.30407,345.05,9.372613,0.000950,9.371663,0.000844
4.30447,345.08,9.382305,0.000949,9.381356,0.000843
4.30487,345.11,9.391937,0.000948,9.390989,0.000842
4.30527,345.15,9.401508,0.000947,9.400561,0.000841
4.30567,345.18,9.411018,0.000946,9.410072,0.000840
4.30607,345.21,9.420465,0.000945,9.419521,0.000839
4.30647,345.24,9.429851,0.000943,9.428907,0.000838
4.30687,345.27,9.439173,0.000942,9.438231,0.000836
4.30727,345.31,9.448433,0.000941,9.447492,0.000835
4.30767,345.34,9.457629,0.000940,9.456689,0.000834
4.30807,345.37,9.466761,0.000939,9.465822,0.000833
4.30847,345.40,9.475829,0.000938,9.474890,0.000832
4.30887,345.43,9.484831,0.000937,9.483894,0.000831
4.30927,345.47,9.493769,0.000936,9.492833,0.000830
4.30967,345.50,9.502641,0.000935,9.501706,0.000829
4.31007,345.53,9.511447,0.000934,9.510513,0.000828
4.31047,345.56,9.520186,0.000933,9.519253,0.000827
4.31087,345.59,9.528858,0.000932,9.527927,0.000826
4.31127,345.63,9.537464,0.000931,9.536533,0.000825
4.31167,345.66,9.546001,0.000930,9.545071,0.000824
4.31207,345.69,9.554470,0.000929,9.553542,0.000823
4.31247,345.72,9.562871,0.000928,9.561943,0.000822
4.31287,345.75,9.571203,0.000927,9.570276,0.000821
4.31327,345.79,9.579465,0.000925,9.578540,0.000820
4.31367,345.82,9.587658,0.000924,9.586734,0.000819
4.31407,345.85,9.595781,0.000923,9.594857,0.000818
4.31447,345.88,9.603833,0.000922,9.602911,0.000817
4.31487,345.91,9.611814,0.000921,9.610893,0.000816
4.31527,345.95,9.619724,0.000920,9.618804,0.000815
4.31567,345.98,9.627562,0.000919,9.626643,0.000814
4.31607,346.01,9.635329,0.000918,9.634411,0.000813
4.31647,346.04,9.643023,0.000917,9.642105,0.000812
4.31687,346.07,9.650644,0.000916,9.649727,0.000811
4.31727,346.11,9.658191,0.000915,9.657276,0.000810
4.31767,346.14,9.665666,0.000914,9.664751,0.000809
4.31807,346.17,9.673066,0.000913,9.672153,0.000808
4.31847,346.20,9.680392,0.000912,9.679480,0.000807
4.31887,346.24,9.687643,0.000911,9.686732,0.000806
4.31927,346.27,9.694819,0.000910,9.693909,0.000805
4.31967,346.30,9.701920,0.000909,9.701011,0.000804
4.32007,346.33,9.708946,0.000908,9.708038,0.000803
4.32047,346.36,9.715895,0.000907,9.714988,0.000802
4.32087,346.40,9.722767,0.000906,9.721861,0.000801
4.32127,346.43,9.729563,0.000905,9.728658,0.000800
4.32167,346.46,9.736282,0.000904,9.735378,0.000799
4.32207,346.49,9.742923,0.000903,9.742021,0.000799
4.32247,346.52,9.749487,0.000902,9.748585,0.000798
4.32287,346.56,9.755972,0.000901,9.755071,0.000797
4.32327,346.59,9.762379,0.000900,9.761479,0.000796
4.32367,346.62,9.768707,0.000899,9.767809,0.000795
4.32407,346.65,9.774957,0.000898,9.774059,0.000794
4.32447,346.68,9.781126,0.000897,9.780229,0.000793
4.32487,346.72,9.787216,0.000896,9.786320,0.000792
4.32527,346.75,9.793226,0.000895,9.792331,0.000791
4.32567,346.78,9.799155,0.000894,9.798261,0.000790
4.32607,346.81,9.805004,0.000893,9.804111,0.000789
4.32647,346.84,9.810772,0.000892,9.809880,0.000788
4.32687,346.88,9.816458,0.000891,9.815567,0.000787
4.32727,346.91,9.822063,0.000890,9.821173,0.000786
4.32767,346.94,9.827586,0.000889,9.826697,0.000785
4.32807,346.97,9.833027,0.000888,9.832139,0.000784
4.32847,347.00,9.838386,0.000887,9.837499,0.000783
4.32887,347.04,9.843662,0.000886,9.842775,0.000782
4.32927,347.07,9.848854,0.000885,9.847969,0.000781
4.32967,347.10,9.853964,0.000884,9.853080,0.000780
4.33007,347.13,9.858990,0.000883,9.858107,0.000780
4.33047,347.17,9.863932,0.000882,9.863050,0.000779
4.33087,347.20,9.868790,0.000881,9.867909,0.000778
4.33127,347.23,9.873564,0.000880,9.872684,0.000777
4.33167,347.26,9.878254,0.000879,9.877374,0.000776
4.33207,347.29,9.882858,0.000878,9.881980,0.000775
4.33247,347.33,9.887378,0.000878,9.886500,0.000774
4.33287,347.36,9.891812,0.000877,9.890935,0.000773
4.33327,347.39,9.896161,0.000876,9.895285,0.000772
4.33367,347.42,9.900423,0.000875,9.899549,0.000771
4.33407,347.45,9.904600,0.000874,9.903727,0.000770
4.33447,347.49,9.908691,0.000873,9.907818,0.000769
4.33487,347.52,9.912695,0.000872,9.911824,0.000769
4.33527,347.55,9.916613,0.000871,9.915742,0.000768
4.33567,347.58,9.920444,0.000870,9.919574,0.000767
4.33607,347.61,9.924188,0.000869,9.923319,0.000766
4.33647,347.65,9.927844,0.000868,9.926976,0.000765
4.33687,347.68,9.931413,0.000867,9.930546,0.000764
4.33727,347.71,9.934895,0.000866,9.934029,0.000763
4.33767,347.74,9.938289,0.000865,9.937423,0.000762
4.33807,347.77,9.941594,0.000864,9.940730,0.000761
4.33847,347.81,9.944812,0.000863,9.943948,0.000760
4.33887,347.84,9.947941,0.000862,9.947078,0.000759
4.33927,347.87,9.950981,0.000861,9.950120,0.000759
4.33967,347.90,9.953933,0.000861,9.953073,0.000758
4.34007,347.93,9.956796,0.000860,9.955937,0.000757
4.34047,347.97,9.959570,0.000859,9.958712,0.000756
4.34087,348.00,9.962255,0.000858,9.961397,0.000755
4.34127,348.03,9.964851,0.000857,9.963994,0.000754
4.34167,348.06,9.967357,0.000856,9.966501,0.000753
4.34207,348.10,9.969773,0.000855,9.968918,0.000752
4.34247,348.13,9.972100,0.000854,9.971246,0.000751
4.34287,348.16,9.974337,0.000853,9.973484,0.000751
4.34327,348.19,9.976484,0.000852,9.975632,0.000750
4.34367,348.22,9.978541,0.000851,9.977690,0.000749
4.34407,348.26,9.980508,0.000850,9.979658,0.000748
4.34447,348.29,9.982385,0.000850,9.981535,0.000747
4.34487,348.32,9.984171,0.000849,9.983322,0.000746
4.34527,348.35,9.985866,0.000848,9.985019,0.000745
4.34567,348.38,9.987471,0.000847,9.986624,0.000745
4.34607,348.42,9.988986,0.000846,9.988140,0.000744
4.34647,348.45,9.990409,0.000845,9.989564,0.000743
4.34687,348.48,9.991742,0.000844,9.990898,0.000742
4.34727,348.51,9.992984,0.000843,9.992141,0.000741
4.34767,348.54,9.994135,0.000842,9.993292,0.000740
4.34807,348.58,9.995194,0.000841,9.994353,0.000739
4.34847,348.61,9.996163,0.000841,9.995323,0.000738
4.34887,348.64,9.997041,0.000840,9.996201,0.000738
4.34927,348.67,9.997827,0.000839,9.996988,0.000737
4.34967,348.70,9.998522,0.000838,9.997684,0.000736
4.35007,348.74,9.999126,0.000837,9.998289,0.000735
4.35047,348.77,9.999639,0.000836,9.998803,0.000734
4.35087,348.80,10.000060,0.000835,9.999225,0.000733
4.35127,348.83,10.000390,0.000834,9.999556,0.000732
4.35167,348.86,10.000628,0.000833,9.999795,0.000732
4.35207,348.90,10.000775,0.000833,9.999943,0.000731
4.35247,348.93,10.000831,0.000832,9.999999,0.000730
4.35287,348.96,10.000795,0.000831,9.999964,0.000729
4.35327,348.99,10.000668,0.000830,9.999838,0.000728
4.35367,349.03,10.000450,0.000829,9.999621,0.000727
4.35407,349.06,10.000140,0.000828,9.999312,0.000727
4.35447,349.09,9.999738,0.000827,9.998911,0.000726
4.35487,349.12,9.999246,0.000826,9.998419,0.000725
4.35527,349.15,9.998662,0.000826,9.997836,0.000724
4.35567,349.19,9.997987,0.000825,9.997162,0.000723
4.35607,349.22,9.997220,0.000824,9.996396,0.000722
4.35647,349.25,9.996362,0.000823,9.995539,0.000722
4.35687,349.28,9.995413,0.000822,9.994591,0.000721
4.35727,349.31,9.994373,0.000821,9.993552,0.000720
4.35767,349.35,9.993242,0.000820,9.992422,0.000719
4.35807,349.38,9.992020,0.000819,9.991201,0.000718
4.35847,349.41,9.990707,0.000819,9.989889,0.000717
4.35887,349.44,9.989304,0.000818,9.988486,0.000717
4.35927,349.47,9.987809,0.000817,9.986992,0.000716
4.35967,349.51,9.986224,0.000816,9.985408,0.000715
4.36007,349.54,9.984548,0.000815,9.983733,0.000714
4.36047,349.57,9.982782,0.000814,9.981967,0.000713
4.36087,349.60,9.980925,0.000814,9.980111,0.000713
4.36127,349.63,9.978978,0.000813,9.978165,0.000712
4.36167,349.67,9.976940,0.000812,9.976129,0.000711
4.36207,349.70,9.974813,0.000811,9.974002,0.000710
4.36247,349.73,9.972595,0.000810,9.971785,0.000709
4.36287,349.76,9.970288,0.000809,9.969479,0.000709
4.36327,349.79,9.967891,0.000808,9.967083,0.000708
4.36367,349.83,9.965404,0.000808,9.964597,0.000707
4.36407,349.86,9.962828,0.000807,9.962022,0.000706
4.36447,349.89,9.960163,0.000806,9.959357,0.000705
4.36487,349.92,9.957408,0.000805,9.956603,0.000705
4.36527,349.96,9.954565,0.000804,9.953760,0.000704
4.36567,349.99,9.951632,0.000803,9.950829,0.000703
4.36607,350.02,9.948611,0.000803,9.947808,0.000702
4.36647,350.05,9.945501,0.000802,9.944699,0.000701
4.36687,350.08,9.942303,0.000801,9.941502,0.000701
4.36727,350.12,9.939016,0.000800,9.938216,0.000700
4.36767,350.15,9.935642,0.000799,9.934842,0.000699
4.36807,350.18,9.932179,0.000798,9.931381,0.000698
4.36847,350.21,9.928629,0.000798,9.927831,0.000697
4.36887,350.24,9.924991,0.000797,9.924195,0.000697
4.36927,350.28,9.921267,0.000796,9.920471,0.000696
4.36967,350.31,9.917455,0.000795,9.916659,0.000695
4.37007,350.34,9.913556,0.000794,9.912761,0.000694
4.37047,350.37,9.909570,0.000794,9.908777,0.000693
4.37087,350.40,9.905498,0.000793,9.904705,0.000693
4.37127,350.44,9.901340,0.000792,9.900548,0.000692
4.37167,350.47,9.897096,0.000791,9.896304,0.000691
4.37207,350.50,9.892765,0.000790,9.891975,0.000690
4.37247,350.53,9.888350,0.000789,9.887560,0.000690
4.37287,350.56,9.883849,0.000789,9.883060,0.000689
4.37327,350.60,9.879263,0.000788,9.878475,0.000688
4.37367,350.63,9.874592,0.000787,9.873805,0.000687
4.37407,350.66,9.869836,0.000786,9.869050,0.000686
4.37447,350.69,9.864996,0.000785,9.864211,0.000686
4.37487,350.72,9.860072,0.000785,9.859287,0.000685
4.37527,350.76,9.855064,0.000784,9.854280,0.000684
4.37567,350.79,9.849972,0.000783,9.849189,0.000683
4.37607,350.82,9.844798,0.000782,9.844015,0.000683
4.37647,350.85,9.839540,0.000781,9.838758,0.000682
4.37687,350.89,9.834199,0.000781,9.833418,0.000681
4.37727,350.92,9.828776,0.000780,9.827996,0.000680
4.37767,350.95,9.823270,0.000779,9.822491,0.000680
4.37807,350.98,9.817683,0.000778,9.816905,0.000679
4.37847,351.01,9.812014,0.000777,9.811237,0.000678
4.37887,351.05,9.806264,0.000777,9.805487,0.000677
4.37927,351.08,9.800433,0.000776,9.799657,0.000677
4.37967,351.11,9.794520,0.000775,9.793745,0.000676
4.38007,351.14,9.788528,0.000774,9.787754,0.000675
4.38047,351.17,9.782455,0.000774,9.781682,0.000674
4.38087,351.21,9.776303,0.000773,9.775530,0.000674
4.38127,351.24,9.770071,0.000772,9.769299,0.000673
4.38167,351.27,9.763760,0.000771,9.762988,0.000672
4.38207,351.30,9.757370,0.000770,9.756599,0.000671
4.38247,351.33,9.750901,0.000770,9.750131,0.000671
4.38287,351.37,9.744354,0.000769,9.743585,0.000670
4.38327,351.40,9.737729,0.000768,9.736961,0.000669
4.38367,351.43,9.731027,0.000767,9.730260,0.000668
4.38407,351.46,9.724248,0.000767,9.723481,0.000668
4.38447,351.49,9.717392,0.000766,9.716626,0.000667
4.38487,351.53,9.710459,0.000765,9.709694,0.000666
4.38527,351.56,9.703450,0.000764,9.702686,0.000665
4.38567,351.59,9.696365,0.000763,9.695602,0.000665
4.38607,351.62,9.689205,0.000763,9.688442,0.000664
4.38647,351.65,9.681969,0.000762,9.681207,0.000663
4.38687,351.69,9.674659,0.000761,9.673898,0.000663
4.38727,351.72,9.667275,0.000760,9.666514,0.000662
4.38767,351.75,9.659816,0.000760,9.659057,0.000661
4.38807,351.78,9.652284,0.000759,9.651525,0.000660
4.38847,351.82,9.644679,0.000758,9.643921,0.000660
4.38887,351.85,9.637000,0.000757,9.636243,0.000659
4.38927,351.88,9.629250,0.000757,9.628493,0.000658
4.38967,351.91,9.621426,0.000756,9.620671,0.000657
