ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EG O-CH2
4.58248,367.37,3.983822,0.000495,3.983327,0.000411
4.58288,367.40,3.975494,0.000495,3.974999,0.000411
4.58328,367.43,3.967186,0.000494,3.966692,0.000411
4.58368,367.46,3.958899,0.000494,3.958405,0.000410
4.58408,367.50,3.950632,0.000494,3.950138,0.000410
4.58448,367.53,3.942385,0.000493,3.941892,0.000410
4.58488,367.56,3.934158,0.000493,3.933666,0.000409
4.58528,367.59,3.925952,0.000493,3.925460,0.000409
4.58568,367.62,3.917766,0.000492,3.917274,0.000409
4.58608,367.66,3.909600,0.000492,3.909108,0.000408
4.58648,367.69,3.901454,0.000491,3.900962,0.000408
4.58688,367.72,3.893327,0.000491,3.892836,0.000407
4.58728,367.75,3.885221,0.000491,3.884731,0.000407
4.58768,367.78,3.877135,0.000490,3.876645,0.000407
4.58808,367.82,3.869069,0.000490,3.868579,0.000406
4.58848,367.85,3.861023,0.000490,3.860533,0.000406
4.58888,367.88,3.852996,0.000489,3.852507,0.000406
4.58928,367.91,3.844989,0.000489,3.844501,0.000405
4.58968,367.95,3.837002,0.000488,3.836514,0.000405
4.59008,367.98,3.829035,0.000488,3.828547,0.000405
4.59048,368.01,3.821088,0.000488,3.820600,0.000404
4.59088,368.04,3.813160,0.000487,3.812672,0.000404
4.59128,368.07,3.805251,0.000487,3.804764,0.000404
4.59168,368.11,3.797362,0.000487,3.796876,0.000403
4.59208,368.14,3.789493,0.000486,3.789007,0.000403
4.59248,368.17,3.781643,0.000486,3.781158,0.000403
4.59288,368.20,3.773813,0.000485,3.773328,0.000402
4.59328,368.23,3.766002,0.000485,3.765517,0.000402
4.59368,368.27,3.758211,0.000485,3.757726,0.000402
4.59408,368.30,3.750438,0.000484,3.749954,0.000401
4.59448,368.33,3.742685,0.000484,3.742201,0.000401
4.59488,368.36,3.734952,0.000484,3.734468,0.000401
4.59528,368.39,3.727237,0.000483,3.726754,0.000400
4.59568,368.43,3.719542,0.000483,3.719059,0.000400
4.59608,368.46,3.711865,0.000482,3.711383,0.000399
4.59648,368.49,3.704208,0.000482,3.703726,0.000399
4.59688,368.52,3.696570,0.000482,3.696088,0.000399
4.59728,368.55,3.688951,0.000481,3.688470,0.000398
4.59768,368.59,3.681351,0.000481,3.680870,0.000398
4.59808,368.62,3.673769,0.000481,3.673289,0.000398
4.59848,368.65,3.666207,0.000480,3.665727,0.000397
4.59888,368.68,3.658664,0.000480,3.658184,0.000397
4.59928,368.71,3.651139,0.000480,3.650659,0.000397
4.59968,368.75,3.643633,0.000479,3.643154,0.000396
4.60008,368.78,3.636146,0.000479,3.635667,0.000396
4.60048,368.81,3.628677,0.000478,3.628199,0.000396
4.60088,368.84,3.621227,0.000478,3.620749,0.000395
4.60128,368.88,3.613796,0.000478,3.613318,0.000395
4.60168,368.91,3.606383,0.000477,3.605906,0.000395
4.60208,368.94,3.598989,0.000477,3.598512,0.000394
4.60248,368.97,3.591613,0.000477,3.591136,0.000394
4.60288,369.00,3.584255,0.000476,3.583779,0.000394
4.60328,369.04,3.576916,0.000476,3.576441,0.000393
4.60368,369.07,3.569596,0.000476,3.569120,0.000393
4.60408,369.10,3.562293,0.000475,3.561818,0.000393
4.60448,369.13,3.555009,0.000475,3.554535,0.000392
4.60488,369.16,3.547744,0.000474,3.547269,0.000392
4.60528,369.20,3.540496,0.000474,3.540022,0.000392
4.60568,369.23,3.533266,0.000474,3.532793,0.000391
4.60608,369.26,3.526055,0.000473,3.525582,0.000391
4.60648,369.29,3.518862,0.000473,3.518389,0.000391
4.60688,369.32,3.511686,0.000473,3.511214,0.000390
4.60728,369.36,3.504529,0.000472,3.504057,0.000390
4.60768,369.39,3.497390,0.000472,3.496918,0.000390
4.60808,369.42,3.490268,0.000472,3.489796,0.000389
4.60848,369.45,3.483164,0.000471,3.482693,0.000389
4.60888,369.48,3.476079,0.000471,3.475608,0.000389
4.60928,369.52,3.469011,0.000471,3.468540,0.000388
4.60968,369.55,3.461960,0.000470,3.461490,0.000388
4.61008,369.58,3.454928,0.000470,3.454458,0.000388
4.61048,369.61,3.447913,0.000469,3.447443,0.000387
4.61088,369.64,3.440915,0.000469,3.440446,0.000387
4.61128,369.68,3.433936,0.000469,3.433467,0.000387
4.61168,369.71,3.426973,0.000468,3.426505,0.000387
4.61208,369.74,3.420028,0.000468,3.419560,0.000386
4.61248,369.77,3.413101,0.000468,3.412633,0.000386
4.61288,369.81,3.406191,0.000467,3.405724,0.000386
4.61328,369.84,3.399299,0.000467,3.398832,0.000385
4.61368,369.87,3.392423,0.000467,3.391957,0.000385
4.61408,369.90,3.385565,0.000466,3.385099,0.000385
4.61448,369.93,3.378725,0.000466,3.378259,0.000384
4.61488,369.97,3.371901,0.000466,3.371436,0.000384
4.61528,370.00,3.365095,0.000465,3.364630,0.000384
4.61568,370.03,3.358306,0.000465,3.357841,0.000383
4.61608,370.06,3.351534,0.000465,3.351069,0.000383
4.61648,370.09,3.344778,0.000464,3.344314,0.000383
4.61688,370.13,3.338040,0.000464,3.337576,0.000382
4.61728,370.16,3.331319,0.000464,3.330856,0.000382
4.61768,370.19,3.324615,0.000463,3.324152,0.000382
4.61808,370.22,3.317927,0.000463,3.317465,0.000381
4.61848,370.25,3.311257,0.000463,3.310794,0.000381
4.61888,370.29,3.304603,0.000462,3.304141,0.000381
4.61928,370.32,3.297966,0.000462,3.297504,0.000380
4.61968,370.35,3.291346,0.000462,3.290884,0.000380
4.62008,370.38,3.284742,0.000461,3.284281,0.000380
4.62048,370.41,3.278155,0.000461,3.277694,0.000379
4.62088,370.45,3.271585,0.000460,3.271124,0.000379
4.62128,370.48,3.265031,0.000460,3.264571,0.000379
4.62168,370.51,3.258493,0.000460,3.258034,0.000379
4.62208,370.54,3.251972,0.000459,3.251513,0.000378
4.62248,370.57,3.245468,0.000459,3.245009,0.000378
4.62288,370.61,3.238980,0.000459,3.238521,0.000378
4.62328,370.64,3.232508,0.000458,3.232050,0.000377
4.62368,370.67,3.226053,0.000458,3.225595,0.000377
4.62408,370.70,3.219613,0.000458,3.219156,0.000377
4.62448,370.74,3.213190,0.000457,3.212733,0.000376
4.62488,370.77,3.206784,0.000457,3.206327,0.000376
4.62528,370.80,3.200393,0.000457,3.199936,0.000376
4.62568,370.83,3.194018,0.000456,3.193562,0.000375
4.62608,370.86,3.187660,0.000456,3.187204,0.000375
4.62648,370.90,3.181317,0.000456,3.180862,0.000375
4.62688,370.93,3.174991,0.000455,3.174535,0.000374
4.62728,370.96,3.168680,0.000455,3.168225,0.000374
4.62768,370.99,3.162386,0.000455,3.161931,0.000374
4.62808,371.02,3.156107,0.000454,3.155652,0.000374
4.62848,371.06,3.149844,0.000454,3.149390,0.000373
4.62888,371.09,3.143597,0.000454,3.143143,0.000373
4.62928,371.12,3.137365,0.000453,3.136912,0.000373
4.62968,371.15,3.131149,0.000453,3.130696,0.000372
4.63008,371.18,3.124949,0.000453,3.124496,0.000372
4.63048,371.22,3.118765,0.000452,3.118312,0.000372
4.63088,371.25,3.112596,0.000452,3.112144,0.000371
4.63128,371.28,3.106442,0.000452,3.105991,0.000371
4.63168,371.31,3.100304,0.000451,3.099853,0.000371
4.63208,371.34,3.094182,0.000451,3.093731,0.000370
4.63248,371.38,3.088075,0.000451,3.087624,0.000370
4.63288,371.41,3.081983,0.000450,3.081533,0.000370
4.63328,371.44,3.075907,0.000450,3.075457,0.000370
4.63368,371.47,3.069846,0.000450,3.069396,0.000369
4.63408,371.50,3.063800,0.000449,3.063351,0.000369
4.63448,371.54,3.057770,0.000449,3.057321,0.000369
4.63488,371.57,3.051755,0.000449,3.051306,0.000368
4.63528,371.60,3.045754,0.000448,3.045306,0.000368
4.63568,371.63,3.039769,0.000448,3.039321,0.000368
4.63608,371.67,3.033799,0.000448,3.033352,0.000367
4.63648,371.70,3.027844,0.000447,3.027397,0.000367
4.63688,371.73,3.021904,0.000447,3.021457,0.000367
4.63728,371.76,3.015979,0.000447,3.015533,0.000367
4.63768,371.79,3.010069,0.000447,3.009623,0.000366
4.63808,371.83,3.004174,0.000446,3.003728,0.000366
4.63848,371.86,2.998294,0.000446,2.997848,0.000366
4.63888,371.89,2.992428,0.000446,2.991982,0.000365
4.63928,371.92,2.986577,0.000445,2.986132,0.000365
4.63968,371.95,2.980741,0.000445,2.980296,0.000365
4.64008,371.99,2.974919,0.000445,2.974475,0.000364
4.64048,372.02,2.969113,0.000444,2.968668,0.000364
4.64088,372.05,2.963320,0.000444,2.962876,0.000364
4.64128,372.08,2.957543,0.000444,2.957099,0.000364
4.64168,372.11,2.951780,0.000443,2.951336,0.000363
4.64208,372.15,2.946031,0.000443,2.945588,0.000363
4.64248,372.18,2.940297,0.000443,2.939854,0.000363
4.64288,372.21,2.934577,0.000442,2.934135,0.000362
4.64328,372.24,2.928872,0.000442,2.928430,0.000362
4.64368,372.27,2.923180,0.000442,2.922739,0.000362
4.64408,372.31,2.917504,0.000441,2.917062,0.000361
4.64448,372.34,2.911841,0.000441,2.911400,0.000361
4.64488,372.37,2.906193,0.000441,2.905752,0.000361
4.64528,372.40,2.900559,0.000440,2.900118,0.000361
4.64568,372.43,2.894939,0.000440,2.894499,0.000360
4.64608,372.47,2.889333,0.000440,2.888893,0.000360
4.64648,372.50,2.883741,0.000439,2.883302,0.000360
4.64688,372.53,2.878163,0.000439,2.877724,0.000359
4.64728,372.56,2.872599,0.000439,2.872161,0.000359
4.64768,372.60,2.867050,0.000438,2.866611,0.000359
4.64808,372.63,2.861514,0.000438,2.861076,0.000359
4.64848,372.66,2.855992,0.000438,2.855554,0.000358
4.64888,372.69,2.850484,0.000438,2.850046,0.000358
4.64928,372.72,2.844989,0.000437,2.844552,0.000358
4.64968,372.76,2.839509,0.000437,2.839072,0.000357
4.65008,372.79,2.834042,0.000437,2.833605,0.000357
4.65048,372.82,2.828589,0.000436,2.828152,0.000357
4.65088,372.85,2.823149,0.000436,2.822713,0.000357
4.65128,372.88,2.817723,0.000436,2.817288,0.000356
4.65168,372.92,2.812311,0.000435,2.811876,0.000356
4.65208,372.95,2.806912,0.000435,2.806477,0.000356
4.65248,372.98,2.801527,0.000435,2.801092,0.000355
4.65288,373.01,2.796155,0.000434,2.795721,0.000355
4.65328,373.04,2.790797,0.000434,2.790363,0.000355
4.65368,373.08,2.785452,0.000434,2.785019,0.000355
4.65408,373.11,2.780121,0.000433,2.779687,0.000354
4.65448,373.14,2.774803,0.000433,2.774370,0.000354
4.65488,373.17,2.769498,0.000433,2.769065,0.000354
4.65528,373.20,2.764206,0.000433,2.763774,0.000353
4.65568,373.24,2.758928,0.000432,2.758496,0.000353
4.65608,373.27,2.753663,0.000432,2.753231,0.000353
4.65648,373.30,2.748411,0.000432,2.747979,0.000353
4.65688,373.33,2.743172,0.000431,2.742741,0.000352
4.65728,373.36,2.737946,0.000431,2.737515,0.000352
4.65768,373.40,2.732733,0.000431,2.732303,0.000352
4.65808,373.43,2.727534,0.000430,2.727103,0.000351
4.65848,373.46,2.722347,0.000430,2.721917,0.000351
4.65888,373.49,2.717173,0.000430,2.716743,0.000351
4.65928,373.52,2.712012,0.000430,2.711583,0.000351
4.65968,373.56,2.706864,0.000429,2.706435,0.000350
4.66008,373.59,2.701729,0.000429,2.701300,0.000350
4.66048,373.62,2.696606,0.000429,2.696178,0.000350
4.66088,373.65,2.691497,0.000428,2.691069,0.000349
4.66128,373.69,2.686400,0.000428,2.685972,0.000349
4.66168,373.72,2.681316,0.000428,2.680888,0.000349
4.66208,373.75,2.676244,0.000427,2.675817,0.000349
4.66248,373.78,2.671185,0.000427,2.670758,0.000348
4.66288,373.81,2.666139,0.000427,2.665712,0.000348
4.66328,373.85,2.661105,0.000426,2.660679,0.000348
4.66368,373.88,2.656084,0.000426,2.655658,0.000347
4.66408,373.91,2.651075,0.000426,2.650650,0.000347
4.66448,373.94,2.646079,0.000426,2.645654,0.000347
4.66488,373.97,2.641095,0.000425,2.640670,0.000347
4.66528,374.01,2.636124,0.000425,2.635699,0.000346
4.66568,374.04,2.631165,0.000425,2.630740,0.000346
4.66608,374.07,2.626218,0.000424,2.625794,0.000346
4.66648,374.10,2.621283,0.000424,2.620859,0.000346
4.66688,374.13,2.616361,0.000424,2.615937,0.000345
4.66728,374.17,2.611451,0.000423,2.611028,0.000345
4.66768,374.20,2.606553,0.000423,2.606130,0.000345
4.66808,374.23,2.601668,0.000423,2.601245,0.000344
4.66848,374.26,2.596794,0.000423,2.596372,0.000344
4.66888,374.29,2.591933,0.000422,2.591510,0.000344
4.66928,374.33,2.587083,0.000422,2.586661,0.000344
4.66968,374.36,2.582246,0.000422,2.581824,0.000343
4.67008,374.39,2.577420,0.000421,2.576999,0.000343
4.67048,374.42,2.572607,0.000421,2.572186,0.000343
4.67088,374.45,2.567806,0.000421,2.567385,0.000343
4.67128,374.49,2.563016,0.000421,2.562595,0.000342
4.67168,374.52,2.558238,0.000420,2.557818,0.000342
4.67208,374.55,2.553472,0.000420,2.553052,0.000342
4.67248,374.58,2.548718,0.000420,2.548298,0.000341
4.67288,374.62,2.543976,0.000419,2.543556,0.000341
4.67328,374.65,2.539245,0.000419,2.538826,0.000341
4.67368,374.68,2.534526,0.000419,2.534107,0.000341
4.67408,374.71,2.529819,0.000418,2.529400,0.000340
4.67448,374.74,2.525123,0.000418,2.524705,0.000340
4.67488,374.78,2.520439,0.000418,2.520021,0.000340
4.67528,374.81,2.515766,0.000418,2.515349,0.000340
4.67568,374.84,2.511105,0.000417,2.510688,0.000339
4.67608,374.87,2.506456,0.000417,2.506039,0.000339
4.67648,374.90,2.501818,0.000417,2.501401,0.000339
4.67688,374.94,2.497191,0.000416,2.496775,0.000339
4.67728,374.97,2.492576,0.000416,2.492160,0.000338
4.67768,375.00,2.487972,0.000416,2.487556,0.000338
4.67808,375.03,2.483379,0.000416,2.482964,0.000338
4.67848,375.06,2.478798,0.000415,2.478383,0.000337
4.67888,375.10,2.474228,0.000415,2.473813,0.000337
4.67928,375.13,2.469670,0.000415,2.469255,0.000337
4.67968,375.16,2.465122,0.000414,2.464708,0.000337
4.68008,375.19,2.460586,0.000414,2.460172,0.000336
4.68048,375.22,2.456061,0.000414,2.455647,0.000336
4.68088,375.26,2.451547,0.000414,2.451133,0.000336
4.68128,375.29,2.447044,0.000413,2.446631,0.000336
4.68168,375.32,2.442552,0.000413,2.442139,0.000335
4.68208,375.35,2.438071,0.000413,2.437659,0.000335
4.68248,375.38,2.433601,0.000412,2.433189,0.000335
4.68288,375.42,2.429143,0.000412,2.428731,0.000335
4.68328,375.45,2.424695,0.000412,2.424283,0.000334
4.68368,375.48,2.420258,0.000412,2.419846,0.000334
4.68408,375.51,2.415832,0.000411,2.415420,0.000334
4.68448,375.55,2.411416,0.000411,2.411005,0.000334
4.68488,375.58,2.407012,0.000411,2.406601,0.000333
4.68528,375.61,2.402618,0.000410,2.402208,0.000333
4.68568,375.64,2.398235,0.000410,2.397825,0.000333
4.68608,375.67,2.393863,0.000410,2.393453,0.000332
4.68648,375.71,2.389502,0.000410,2.389092,0.000332
4.68688,375.74,2.385151,0.000409,2.384742,0.000332
4.68728,375.77,2.380811,0.000409,2.380402,0.000332
4.68768,375.80,2.376481,0.000409,2.376072,0.000331
4.68808,375.83,2.372162,0.000408,2.371754,0.000331
4.68848,375.87,2.367854,0.000408,2.367446,0.000331
4.68888,375.90,2.363556,0.000408,2.363148,0.000331
4.68928,375.93,2.359268,0.000408,2.358861,0.000330
4.68968,375.96,2.354991,0.000407,2.354584,0.000330
4.69008,375.99,2.350725,0.000407,2.350318,0.000330
4.69048,376.03,2.346469,0.000407,2.346062,0.000330
4.69088,376.06,2.342223,0.000406,2.341816,0.000329
4.69128,376.09,2.337987,0.000406,2.337581,0.000329
4.69168,376.12,2.333762,0.000406,2.333356,0.000329
4.69208,376.15,2.329547,0.000406,2.329142,0.000329
4.69248,376.19,2.325343,0.000405,2.324937,0.000328
4.69288,376.22,2.321148,0.000405,2.320743,0.000328
4.69328,376.25,2.316964,0.000405,2.316560,0.000328
4.69368,376.28,2.312790,0.000404,2.312386,0.000328
4.69408,376.31,2.308626,0.000404,2.308222,0.000327
4.69448,376.35,2.304473,0.000404,2.304069,0.000327
4.69488,376.38,2.300329,0.000404,2.299925,0.000327
4.69528,376.41,2.296196,0.000403,2.295792,0.000327
4.69568,376.44,2.292072,0.000403,2.291669,0.000326
4.69608,376.48,2.287958,0.000403,2.287556,0.000326
4.69648,376.51,2.283855,0.000403,2.283452,0.000326
4.69688,376.54,2.279761,0.000402,2.279359,0.000326
4.69728,376.57,2.275678,0.000402,2.275275,0.000325
4.69768,376.60,2.271604,0.000402,2.271202,0.000325
4.69808,376.64,2.267540,0.000401,2.267138,0.000325
4.69848,376.67,2.263486,0.000401,2.263084,0.000325
4.69888,376.70,2.259441,0.000401,2.259040,0.000324
4.69928,376.73,2.255407,0.000401,2.255006,0.000324
4.69968,376.76,2.251382,0.000400,2.250982,0.000324
