ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EGDA O-CH2,EGMA CH2-OC(O),EGMA CH2-OH,EG O-CH2
3.40006,272.58,0.382307,0.004770,0.377538,0.000004,0.000044,0.000226,0.004191
3.40046,272.61,0.382628,0.004783,0.377846,0.000004,0.000044,0.000227,0.004204
3.40086,272.64,0.382950,0.004796,0.378154,0.000004,0.000045,0.000227,0.004217
3.40126,272.67,0.383272,0.004810,0.378462,0.000004,0.000045,0.000228,0.004230
3.40166,272.70,0.383594,0.004823,0.378771,0.000004,0.000045,0.000228,0.004243
3.40206,272.74,0.383917,0.004837,0.379081,0.000004,0.000045,0.000229,0.004256
3.40246,272.77,0.384241,0.004850,0.379390,0.000004,0.000045,0.000229,0.004270
3.40286,272.80,0.384564,0.004864,0.379701,0.000004,0.000045,0.000230,0.004283
3.40326,272.83,0.384888,0.004877,0.380011,0.000004,0.000045,0.000230,0.004296
3.40366,272.86,0.385213,0.004891,0.380322,0.000004,0.000045,0.000231,0.004310
3.40406,272.90,0.385538,0.004905,0.380633,0.000004,0.000045,0.000231,0.004323
3.40446,272.93,0.385864,0.004919,0.380945,0.000004,0.000045,0.000232,0.004337
3.40486,272.96,0.386190,0.004933,0.381257,0.000004,0.000045,0.000232,0.004350
3.40526,272.99,0.386516,0.004947,0.381569,0.000004,0.000045,0.000233,0.004364
3.40566,273.02,0.386843,0.004961,0.381882,0.000004,0.000045,0.000233,0.004378
3.40606,273.06,0.387170,0.004975,0.382195,0.000004,0.000045,0.000234,0.004391
3.40646,273.09,0.387498,0.004989,0.382508,0.000004,0.000045,0.000234,0.004405
3.40686,273.12,0.387826,0.005004,0.382822,0.000004,0.000045,0.000235,0.004419
3.40726,273.15,0.388155,0.005018,0.383137,0.000004,0.000045,0.000235,0.004433
3.40766,273.19,0.388484,0.005033,0.383451,0.000004,0.000045,0.000236,0.004447
3.40806,273.22,0.388813,0.005047,0.383766,0.000004,0.000045,0.000236,0.004461
3.40846,273.25,0.389143,0.005062,0.384082,0.000004,0.000045,0.000237,0.004475
3.40886,273.28,0.389474,0.005076,0.384397,0.000004,0.000045,0.000238,0.004490
3.40926,273.31,0.389805,0.005091,0.384714,0.000004,0.000045,0.000238,0.004504
3.40966,273.35,0.390136,0.005106,0.385030,0.000004,0.000045,0.000239,0.004518
3.41006,273.38,0.390468,0.005121,0.385347,0.000004,0.000046,0.000239,0.004533
3.41046,273.41,0.390800,0.005136,0.385664,0.000004,0.000046,0.000240,0.004547
3.41086,273.44,0.391133,0.005151,0.385982,0.000004,0.000046,0.000240,0.004562
3.41126,273.47,0.391466,0.005166,0.386300,0.000004,0.000046,0.000241,0.004577
3.41166,273.51,0.391800,0.005181,0.386619,0.000004,0.000046,0.000241,0.004591
3.41206,273.54,0.392134,0.005196,0.386938,0.000004,0.000046,0.000242,0.004606
3.41246,273.57,0.392468,0.005211,0.387257,0.000004,0.000046,0.000242,0.004621
3.41286,273.60,0.392803,0.005227,0.387577,0.000004,0.000046,0.000243,0.004636
3.41326,273.63,0.393139,0.005242,0.387897,0.000004,0.000046,0.000243,0.004651
3.41366,273.67,0.393475,0.005258,0.388217,0.000004,0.000046,0.000244,0.004666
3.41406,273.70,0.393811,0.005273,0.388538,0.000004,0.000046,0.000245,0.004681
3.41446,273.73,0.394148,0.005289,0.388859,0.000004,0.000046,0.000245,0.004697
3.41486,273.76,0.394485,0.005305,0.389181,0.000004,0.000046,0.000246,0.004712
3.41526,273.79,0.394823,0.005320,0.389503,0.000004,0.000046,0.000246,0.004727
3.41566,273.83,0.395162,0.005336,0.389825,0.000004,0.000046,0.000247,0.004743
3.41606,273.86,0.395500,0.005352,0.390148,0.000004,0.000046,0.000247,0.004758
3.41646,273.89,0.395840,0.005368,0.390471,0.000004,0.000046,0.000248,0.004774
3.41686,273.92,0.396179,0.005385,0.390795,0.000004,0.000046,0.000249,0.004790
3.41726,273.95,0.396520,0.005401,0.391119,0.000004,0.000046,0.000249,0.004805
3.41766,273.99,0.396860,0.005417,0.391443,0.000004,0.000046,0.000250,0.004821
3.41806,274.02,0.397201,0.005433,0.391768,0.000004,0.000046,0.000250,0.004837
3.41846,274.05,0.397543,0.005450,0.392093,0.000004,0.000046,0.000251,0.004853
3.41886,274.08,0.397885,0.005466,0.392419,0.000004,0.000047,0.000251,0.004869
3.41926,274.11,0.398228,0.005483,0.392745,0.000004,0.000047,0.000252,0.004885
3.41966,274.15,0.398571,0.005500,0.393071,0.000004,0.000047,0.000253,0.004902
3.42006,274.18,0.398914,0.005517,0.393398,0.000004,0.000047,0.000253,0.004918
3.42046,274.21,0.399259,0.005533,0.393725,0.000004,0.000047,0.000254,0.004934
3.42086,274.24,0.399603,0.005550,0.394053,0.000004,0.000047,0.000254,0.004951
3.42126,274.28,0.399948,0.005567,0.394381,0.000004,0.000047,0.000255,0.004967
3.42166,274.31,0.400294,0.005585,0.394709,0.000004,0.000047,0.000255,0.004984
3.42206,274.34,0.400640,0.005602,0.395038,0.000004,0.000047,0.000256,0.005001
3.42246,274.37,0.400986,0.005619,0.395367,0.000004,0.000047,0.000257,0.005018
3.42286,274.40,0.401333,0.005636,0.395697,0.000004,0.000047,0.000257,0.005035
3.42326,274.44,0.401681,0.005654,0.396027,0.000004,0.000047,0.000258,0.005052
3.42366,274.47,0.402029,0.005671,0.396357,0.000004,0.000047,0.000258,0.005069
3.42406,274.50,0.402377,0.005689,0.396688,0.000004,0.000047,0.000259,0.005086
3.42446,274.53,0.402726,0.005707,0.397019,0.000004,0.000047,0.000260,0.005103
3.42486,274.56,0.403076,0.005725,0.397351,0.000004,0.000047,0.000260,0.005121
3.42526,274.60,0.403426,0.005743,0.397683,0.000004,0.000047,0.000261,0.005138
3.42566,274.63,0.403776,0.005761,0.398016,0.000004,0.000047,0.000262,0.005155
3.42606,274.66,0.404127,0.005779,0.398348,0.000004,0.000047,0.000262,0.005173
3.42646,274.69,0.404479,0.005797,0.398682,0.000004,0.000047,0.000263,0.005191
3.42686,274.72,0.404831,0.005815,0.399016,0.000004,0.000047,0.000263,0.005209
3.42726,274.76,0.405183,0.005834,0.399350,0.000004,0.000047,0.000264,0.005227
3.42766,274.79,0.405536,0.005852,0.399684,0.000004,0.000048,0.000265,0.005244
3.42806,274.82,0.405890,0.005871,0.400019,0.000004,0.000048,0.000265,0.005263
3.42846,274.85,0.406244,0.005889,0.400355,0.000004,0.000048,0.000266,0.005281
3.42886,274.88,0.406598,0.005908,0.400690,0.000004,0.000048,0.000267,0.005299
3.42926,274.92,0.406954,0.005927,0.401027,0.000004,0.000048,0.000267,0.005317
3.42966,274.95,0.407309,0.005946,0.401363,0.000004,0.000048,0.000268,0.005336
3.43006,274.98,0.407665,0.005965,0.401700,0.000004,0.000048,0.000268,0.005354
3.43046,275.01,0.408022,0.005984,0.402038,0.000004,0.000048,0.000269,0.005373
3.43086,275.04,0.408379,0.006004,0.402376,0.000004,0.000048,0.000270,0.005392
3.43126,275.08,0.408737,0.006023,0.402714,0.000004,0.000048,0.000270,0.005411
3.43166,275.11,0.409095,0.006042,0.403053,0.000004,0.000048,0.000271,0.005430
3.43206,275.14,0.409454,0.006062,0.403392,0.000004,0.000048,0.000272,0.005449
3.43246,275.17,0.409813,0.006082,0.403731,0.000004,0.000048,0.000272,0.005468
3.43286,275.21,0.410173,0.006101,0.404071,0.000004,0.000048,0.000273,0.005487
3.43326,275.24,0.410533,0.006121,0.404412,0.000004,0.000048,0.000274,0.005506
3.43366,275.27,0.410894,0.006141,0.404753,0.000004,0.000048,0.000274,0.005526
3.43406,275.30,0.411255,0.006161,0.405094,0.000004,0.000048,0.000275,0.005545
3.43446,275.33,0.411617,0.006182,0.405435,0.000004,0.000048,0.000276,0.005565
3.43486,275.37,0.411979,0.006202,0.405778,0.000004,0.000048,0.000276,0.005585
3.43526,275.40,0.412342,0.006222,0.406120,0.000004,0.000048,0.000277,0.005605
3.43566,275.43,0.412706,0.006243,0.406463,0.000004,0.000048,0.000278,0.005625
3.43606,275.46,0.413070,0.006263,0.406807,0.000004,0.000049,0.000278,0.005645
3.43646,275.49,0.413434,0.006284,0.407150,0.000004,0.000049,0.000279,0.005665
3.43686,275.53,0.413800,0.006305,0.407495,0.000004,0.000049,0.000280,0.005685
3.43726,275.56,0.414165,0.006326,0.407839,0.000004,0.000049,0.000280,0.005705
3.43766,275.59,0.414531,0.006347,0.408184,0.000004,0.000049,0.000281,0.005726
3.43806,275.62,0.414898,0.006368,0.408530,0.000004,0.000049,0.000282,0.005747
3.43846,275.65,0.415265,0.006390,0.408876,0.000004,0.000049,0.000282,0.005767
3.43886,275.69,0.415633,0.006411,0.409222,0.000004,0.000049,0.000283,0.005788
3.43926,275.72,0.416002,0.006433,0.409569,0.000004,0.000049,0.000284,0.005809
3.43966,275.75,0.416371,0.006454,0.409917,0.000004,0.000049,0.000285,0.005830
3.44006,275.78,0.416740,0.006476,0.410264,0.000004,0.000049,0.000285,0.005851
3.44046,275.81,0.417110,0.006498,0.410612,0.000004,0.000049,0.000286,0.005873
3.44086,275.85,0.417481,0.006520,0.410961,0.000004,0.000049,0.000287,0.005894
3.44126,275.88,0.417852,0.006542,0.411310,0.000004,0.000049,0.000287,0.005916
3.44166,275.91,0.418224,0.006564,0.411659,0.000004,0.000049,0.000288,0.005937
3.44206,275.94,0.418596,0.006587,0.412009,0.000004,0.000049,0.000289,0.005959
3.44246,275.97,0.418969,0.006609,0.412360,0.000004,0.000049,0.000289,0.005981
3.44286,276.01,0.419342,0.006632,0.412711,0.000004,0.000049,0.000290,0.006003
3.44326,276.04,0.419716,0.006654,0.413062,0.000004,0.000049,0.000291,0.006025
3.44366,276.07,0.420091,0.006677,0.413413,0.000004,0.000049,0.000292,0.006047
3.44406,276.10,0.420466,0.006700,0.413766,0.000004,0.000050,0.000292,0.006070
3.44446,276.14,0.420842,0.006723,0.414118,0.000004,0.000050,0.000293,0.006092
3.44486,276.17,0.421218,0.006747,0.414471,0.000004,0.000050,0.000294,0.006115
3.44526,276.20,0.421595,0.006770,0.414825,0.000004,0.000050,0.000295,0.006138
3.44566,276.23,0.421972,0.006794,0.415178,0.000004,0.000050,0.000295,0.006161
3.44606,276.26,0.422350,0.006817,0.415533,0.000004,0.000050,0.000296,0.006184
3.44646,276.30,0.422729,0.006841,0.415888,0.000004,0.000050,0.000297,0.006207
3.44686,276.33,0.423108,0.006865,0.416243,0.000004,0.000050,0.000298,0.006230
3.44726,276.36,0.423488,0.006889,0.416599,0.000004,0.000050,0.000298,0.006253
3.44766,276.39,0.423868,0.006913,0.416955,0.000004,0.000050,0.000299,0.006277
3.44806,276.42,0.424249,0.006937,0.417311,0.000004,0.000050,0.000300,0.006301
3.44846,276.46,0.424630,0.006962,0.417668,0.000004,0.000050,0.000301,0.006324
3.44886,276.49,0.425012,0.006987,0.418026,0.000004,0.000050,0.000301,0.006348
3.44926,276.52,0.425395,0.007011,0.418384,0.000004,0.000050,0.000302,0.006372
3.44966,276.55,0.425778,0.007036,0.418742,0.000004,0.000050,0.000303,0.006397
3.45006,276.58,0.426162,0.007061,0.419101,0.000004,0.000050,0.000304,0.006421
3.45046,276.62,0.426547,0.007086,0.419460,0.000004,0.000050,0.000304,0.006445
3.45086,276.65,0.426932,0.007112,0.419820,0.000004,0.000050,0.000305,0.006470
3.45126,276.68,0.427317,0.007137,0.420180,0.000004,0.000050,0.000306,0.006495
3.45166,276.71,0.427704,0.007163,0.420541,0.000004,0.000050,0.000307,0.006520
3.45206,276.74,0.428090,0.007188,0.420902,0.000004,0.000051,0.000308,0.006545
3.45246,276.78,0.428478,0.007214,0.421264,0.000004,0.000051,0.000308,0.006570
3.45286,276.81,0.428866,0.007240,0.421626,0.000004,0.000051,0.000309,0.006595
3.45326,276.84,0.429255,0.007266,0.421988,0.000005,0.000051,0.000310,0.006621
3.45366,276.87,0.429644,0.007293,0.422351,0.000005,0.000051,0.000311,0.006647
3.45406,276.90,0.430034,0.007319,0.422715,0.000005,0.000051,0.000311,0.006672
3.45446,276.94,0.430424,0.007346,0.423079,0.000005,0.000051,0.000312,0.006698
3.45486,276.97,0.430816,0.007373,0.423443,0.000005,0.000051,0.000313,0.006724
3.45526,277.00,0.431207,0.007400,0.423808,0.000005,0.000051,0.000314,0.006751
3.45566,277.03,0.431600,0.007427,0.424173,0.000005,0.000051,0.000315,0.006777
3.45606,277.07,0.431993,0.007454,0.424539,0.000005,0.000051,0.000316,0.006804
3.45646,277.10,0.432386,0.007481,0.424905,0.000005,0.000051,0.000316,0.006830
3.45686,277.13,0.432781,0.007509,0.425272,0.000005,0.000051,0.000317,0.006857
3.45726,277.16,0.433176,0.007537,0.425639,0.000005,0.000051,0.000318,0.006884
3.45766,277.19,0.433571,0.007565,0.426006,0.000005,0.000051,0.000319,0.006911
3.45806,277.23,0.433967,0.007593,0.426375,0.000005,0.000051,0.000320,0.006939
3.45846,277.26,0.434364,0.007621,0.426743,0.000005,0.000051,0.000321,0.006966
3.45886,277.29,0.434762,0.007649,0.427112,0.000005,0.000051,0.000321,0.006994
3.45926,277.32,0.435160,0.007678,0.427482,0.000005,0.000051,0.000322,0.007022
3.45966,277.35,0.435558,0.007707,0.427852,0.000005,0.000052,0.000323,0.007050
3.46006,277.39,0.435958,0.007736,0.428222,0.000005,0.000052,0.000324,0.007078
3.46046,277.42,0.436358,0.007765,0.428593,0.000005,0.000052,0.000325,0.007106
3.46086,277.45,0.436758,0.007794,0.428964,0.000005,0.000052,0.000326,0.007135
3.46126,277.48,0.437160,0.007823,0.429336,0.000005,0.000052,0.000326,0.007163
3.46166,277.51,0.437562,0.007853,0.429709,0.000005,0.000052,0.000327,0.007192
3.46206,277.55,0.437964,0.007883,0.430081,0.000005,0.000052,0.000328,0.007221
3.46246,277.58,0.438368,0.007913,0.430455,0.000005,0.000052,0.000329,0.007251
3.46286,277.61,0.438772,0.007943,0.430829,0.000005,0.000052,0.000330,0.007280
3.46326,277.64,0.439176,0.007973,0.431203,0.000005,0.000052,0.000331,0.007310
3.46366,277.67,0.439581,0.008004,0.431578,0.000005,0.000052,0.000332,0.007339
3.46406,277.71,0.439987,0.008035,0.431953,0.000005,0.000052,0.000333,0.007369
3.46446,277.74,0.440394,0.008065,0.432328,0.000005,0.000052,0.000333,0.007399
3.46486,277.77,0.440801,0.008097,0.432705,0.000005,0.000052,0.000334,0.007430
3.46526,277.80,0.441209,0.008128,0.433081,0.000005,0.000052,0.000335,0.007460
3.46566,277.83,0.441618,0.008159,0.433458,0.000005,0.000052,0.000336,0.007491
3.46606,277.87,0.442027,0.008191,0.433836,0.000005,0.000052,0.000337,0.007522
3.46646,277.90,0.442437,0.008223,0.434214,0.000005,0.000052,0.000338,0.007553
3.46686,277.93,0.442848,0.008255,0.434593,0.000005,0.000052,0.000339,0.007584
3.46726,277.96,0.443259,0.008287,0.434972,0.000005,0.000053,0.000340,0.007615
3.46766,278.00,0.443671,0.008320,0.435352,0.000005,0.000053,0.000341,0.007647
3.46806,278.03,0.444084,0.008352,0.435732,0.000005,0.000053,0.000342,0.007679
3.46846,278.06,0.444497,0.008385,0.436112,0.000005,0.000053,0.000343,0.007711
3.46886,278.09,0.444911,0.008418,0.436493,0.000005,0.000053,0.000344,0.007743
3.46926,278.12,0.445326,0.008451,0.436875,0.000005,0.000053,0.000344,0.007776
3.46966,278.16,0.445742,0.008485,0.437257,0.000005,0.000053,0.000345,0.007808
3.47006,278.19,0.446158,0.008519,0.437639,0.000005,0.000053,0.000346,0.007841
3.47046,278.22,0.446575,0.008552,0.438023,0.000005,0.000053,0.000347,0.007874
3.47086,278.25,0.446993,0.008587,0.438406,0.000005,0.000053,0.000348,0.007907
3.47126,278.28,0.447411,0.008621,0.438790,0.000005,0.000053,0.000349,0.007941
3.47166,278.32,0.447830,0.008655,0.439175,0.000005,0.000053,0.000350,0.007974
3.47206,278.35,0.448250,0.008690,0.439560,0.000005,0.000053,0.000351,0.008008
3.47246,278.38,0.448670,0.008725,0.439945,0.000005,0.000053,0.000352,0.008042
3.47286,278.41,0.449092,0.008760,0.440331,0.000005,0.000053,0.000353,0.008077
3.47326,278.44,0.449514,0.008796,0.440718,0.000005,0.000053,0.000354,0.008111
3.47366,278.48,0.449936,0.008831,0.441105,0.000005,0.000053,0.000355,0.008146
3.47406,278.51,0.450360,0.008867,0.441492,0.000005,0.000053,0.000356,0.008181
3.47446,278.54,0.450784,0.008903,0.441880,0.000005,0.000054,0.000357,0.008216
3.47486,278.57,0.451209,0.008940,0.442269,0.000005,0.000054,0.000358,0.008252
3.47526,278.60,0.451634,0.008976,0.442658,0.000005,0.000054,0.000359,0.008287
3.47566,278.64,0.452061,0.009013,0.443047,0.000005,0.000054,0.000360,0.008323
3.47606,278.67,0.452488,0.009050,0.443437,0.000005,0.000054,0.000361,0.008360
3.47646,278.70,0.452916,0.009088,0.443828,0.000005,0.000054,0.000362,0.008396
3.47686,278.73,0.453344,0.009125,0.444219,0.000005,0.000054,0.000363,0.008433
3.47726,278.76,0.453774,0.009163,0.444611,0.000005,0.000054,0.000364,0.008469
3.47766,278.80,0.454204,0.009201,0.445003,0.000005,0.000054,0.000365,0.008506
3.47806,278.83,0.454635,0.009239,0.445395,0.000005,0.000054,0.000366,0.008544
3.47846,278.86,0.455066,0.009278,0.445788,0.000005,0.000054,0.000367,0.008581
3.47886,278.89,0.455499,0.009317,0.446182,0.000005,0.000054,0.000368,0.008619
3.47926,278.93,0.455932,0.009356,0.446576,0.000005,0.000054,0.000369,0.008657
3.47966,278.96,0.456366,0.009395,0.446971,0.000005,0.000054,0.000370,0.008696
3.48006,278.99,0.456800,0.009434,0.447366,0.000005,0.000054,0.000371,0.008734
3.48046,279.02,0.457236,0.009474,0.447762,0.000005,0.000054,0.000372,0.008773
3.48086,279.05,0.457672,0.009514,0.448158,0.000005,0.000054,0.000373,0.008812
3.48126,279.09,0.458109,0.009555,0.448555,0.000005,0.000054,0.000374,0.008852
3.48166,279.12,0.458547,0.009595,0.448952,0.000005,0.000055,0.000375,0.008891
3.48206,279.15,0.458986,0.009636,0.449350,0.000005,0.000055,0.000377,0.008931
3.48246,279.18,0.459425,0.009677,0.449748,0.000005,0.000055,0.000378,0.008971
3.48286,279.21,0.459865,0.009719,0.450147,0.000005,0.000055,0.000379,0.009012
3.48326,279.25,0.460307,0.009760,0.450546,0.000005,0.000055,0.000380,0.009053
3.48366,279.28,0.460748,0.009802,0.450946,0.000005,0.000055,0.000381,0.009094
3.48406,279.31,0.461191,0.009845,0.451346,0.000005,0.000055,0.000382,0.009135
3.48446,279.34,0.461634,0.009887,0.451747,0.000005,0.000055,0.000383,0.009176
3.48486,279.37,0.462079,0.009930,0.452149,0.000005,0.000055,0.000384,0.009218
3.48526,279.41,0.462524,0.009973,0.452551,0.000005,0.000055,0.000385,0.009260
3.48566,279.44,0.462970,0.010017,0.452953,0.000005,0.000055,0.000386,0.009303
3.48606,279.47,0.463417,0.010061,0.453356,0.000005,0.000055,0.000388,0.009345
3.48646,279.50,0.463864,0.010105,0.453760,0.000005,0.000055,0.000389,0.009389
3.48686,279.53,0.464312,0.010149,0.454164,0.000005,0.000055,0.000390,0.009432
3.48726,279.57,0.464762,0.010194,0.454568,0.000005,0.000055,0.000391,0.009475
3.48766,279.60,0.465212,0.010238,0.454973,0.000005,0.000055,0.000392,0.009519
3.48806,279.63,0.465663,0.010284,0.455379,0.000005,0.000055,0.000393,0.009564
3.48846,279.66,0.466115,0.010329,0.455785,0.000005,0.000056,0.000394,0.009608
3.48886,279.69,0.466567,0.010375,0.456192,0.000005,0.000056,0.000395,0.009653
3.48926,279.73,0.467021,0.010421,0.456599,0.000005,0.000056,0.000397,0.009698
3.48966,279.76,0.467475,0.010468,0.457007,0.000005,0.000056,0.000398,0.009743
3.49006,279.79,0.467930,0.010515,0.457415,0.000005,0.000056,0.000399,0.009789
3.49046,279.82,0.468386,0.010562,0.457824,0.000005,0.000056,0.000400,0.009835
3.49086,279.86,0.468843,0.010610,0.458234,0.000005,0.000056,0.000401,0.009882
3.49126,279.89,0.469301,0.010657,0.458644,0.000005,0.000056,0.000403,0.009929
3.49166,279.92,0.469760,0.010706,0.459054,0.000005,0.000056,0.000404,0.009976
3.49206,279.95,0.470219,0.010754,0.459465,0.000005,0.000056,0.000405,0.010023
3.49246,279.98,0.470680,0.010803,0.459877,0.000005,0.000056,0.000406,0.010071
3.49286,280.02,0.471141,0.010852,0.460289,0.000005,0.000056,0.000407,0.010119
3.49326,280.05,0.471603,0.010902,0.460701,0.000005,0.000056,0.000409,0.010167
3.49366,280.08,0.472067,0.010952,0.461115,0.000005,0.000056,0.000410,0.010216
3.49406,280.11,0.472531,0.011002,0.461528,0.000005,0.000056,0.000411,0.010265
3.49446,280.14,0.472996,0.011053,0.461943,0.000005,0.000056,0.000412,0.010315
3.49486,280.18,0.473461,0.011104,0.462358,0.000005,0.000057,0.000413,0.010365
3.49526,280.21,0.473928,0.011155,0.462773,0.000005,0.000057,0.000415,0.010415
3.49566,280.24,0.474396,0.011207,0.463189,0.000005,0.000057,0.000416,0.010466
3.49606,280.27,0.474865,0.011259,0.463606,0.000005,0.000057,0.000417,0.010517
3.49646,280.30,0.475334,0.011312,0.464023,0.000005,0.000057,0.000418,0.010568
3.49686,280.34,0.475805,0.011364,0.464440,0.000005,0.000057,0.000420,0.010620
3.49726,280.37,0.476276,0.011418,0.464858,0.000005,0.000057,0.000421,0.010672
3.49766,280.40,0.476749,0.011471,0.465277,0.000005,0.000057,0.000422,0.010724
3.49806,280.43,0.477222,0.011526,0.465696,0.000005,0.000057,0.000424,0.010777
3.49846,280.46,0.477696,0.011580,0.466116,0.000005,0.000057,0.000425,0.010830
3.49886,280.50,0.478172,0.011635,0.466537,0.000005,0.000057,0.000426,0.010884
3.49926,280.53,0.478648,0.011690,0.466958,0.000005,0.000057,0.000427,0.010938
3.49966,280.56,0.479125,0.011746,0.467379,0.000005,0.000057,0.000429,0.010993
3.50006,280.59,0.479603,0.011802,0.467801,0.000005,0.000057,0.000430,0.011047
3.50046,280.62,0.480082,0.011858,0.468224,0.000005,0.000057,0.000431,0.011103
3.50086,280.66,0.480562,0.011915,0.468647,0.000005,0.000057,0.000433,0.011158
3.50126,280.69,0.481044,0.011973,0.469071,0.000005,0.000057,0.000434,0.011214
3.50166,280.72,0.481526,0.012030,0.469495,0.000005,0.000058,0.000435,0.011271
3.50206,280.75,0.482009,0.012089,0.469920,0.000005,0.000058,0.000437,0.011328
3.50246,280.79,0.482493,0.012147,0.470346,0.000005,0.000058,0.000438,0.011385
3.50286,280.82,0.482978,0.012206,0.470772,0.000005,0.000058,0.000439,0.011443
3.50326,280.85,0.483464,0.012266,0.471198,0.000005,0.000058,0.000441,0.011501
3.50366,280.88,0.483952,0.012326,0.471626,0.000005,0.000058,0.000442,0.011560
3.50406,280.91,0.484440,0.012387,0.472053,0.000005,0.000058,0.000443,0.011619
3.50446,280.95,0.484929,0.012447,0.472482,0.000005,0.000058,0.000445,0.011679
3.50486,280.98,0.485419,0.012509,0.472911,0.000005,0.000058,0.000446,0.011739
3.50526,281.01,0.485911,0.012571,0.473340,0.000005,0.000058,0.000448,0.011800
3.50566,281.04,0.486403,0.012633,0.473770,0.000005,0.000058,0.000449,0.011861
3.50606,281.07,0.486897,0.012696,0.474201,0.000005,0.000058,0.000450,0.011922
3.50646,281.11,0.487391,0.012759,0.474632,0.000005,0.000058,0.000452,0.011984
3.50686,281.14,0.487887,0.012823,0.475064,0.000005,0.000058,0.000453,0.012047
3.50726,281.17,0.488383,0.012887,0.475496,0.000005,0.000058,0.000455,0.012109
3.50766,281.20,0.488881,0.012952,0.475929,0.000005,0.000059,0.000456,0.012173
3.50806,281.23,0.489380,0.013017,0.476363,0.000005,0.000059,0.000458,0.012237
3.50846,281.27,0.489880,0.013083,0.476797,0.000005,0.000059,0.000459,0.012301
3.50886,281.30,0.490381,0.013149,0.477231,0.000005,0.000059,0.000460,0.012366
3.50926,281.33,0.490883,0.013216,0.477667,0.000005,0.000059,0.000462,0.012432
3.50966,281.36,0.491386,0.013284,0.478103,0.000005,0.000059,0.000463,0.012498
3.51006,281.39,0.491891,0.013352,0.478539,0.000005,0.000059,0.000465,0.012564
3.51046,281.43,0.492396,0.013420,0.478976,0.000005,0.000059,0.000466,0.012631
3.51086,281.46,0.492903,0.013489,0.479414,0.000005,0.000059,0.000468,0.012699
3.51126,281.49,0.493411,0.013559,0.479852,0.000005,0.000059,0.000469,0.012767
3.51166,281.52,0.493920,0.013629,0.480291,0.000005,0.000059,0.000471,0.012836
3.51206,281.55,0.494430,0.013699,0.480730,0.000005,0.000059,0.000472,0.012905
3.51246,281.59,0.494941,0.013771,0.481170,0.000005,0.000059,0.000474,0.012975
3.51286,281.62,0.495453,0.013842,0.481611,0.000005,0.000059,0.000475,0.013045
3.51326,281.65,0.495967,0.013915,0.482052,0.000005,0.000059,0.000477,0.013116
3.51366,281.68,0.496482,0.013988,0.482494,0.000005,0.000059,0.000479,0.013187
3.51406,281.72,0.496998,0.014061,0.482936,0.000005,0.000060,0.000480,0.013260
3.51446,281.75,0.497515,0.014136,0.483379,0.000005,0.000060,0.000482,0.013332
3.51486,281.78,0.498033,0.014210,0.483823,0.000005,0.000060,0.000483,0.013405
3.51526,281.81,0.498553,0.014286,0.484267,0.000005,0.000060,0.000485,0.013479
3.51566,281.84,0.499073,0.014362,0.484712,0.000005,0.000060,0.000486,0.013554
3.51606,281.88,0.499595,0.014438,0.485157,0.000005,0.000060,0.000488,0.013629
3.51646,281.91,0.500119,0.014516,0.485603,0.000005,0.000060,0.000490,0.013705
3.51686,281.94,0.500643,0.014594,0.486050,0.000005,0.000060,0.000491,0.013781
3.51726,281.97,0.501169,0.014672,0.486497,0.000005,0.000060,0.000493,0.013858
3.51766,282.00,0.501696,0.014751,0.486945,0.000005,0.000060,0.000494,0.013936
3.51806,282.04,0.502224,0.014831,0.487393,0.000005,0.000060,0.000496,0.014014
3.51846,282.07,0.502754,0.014912,0.487842,0.000005,0.000060,0.000498,0.014093
3.51886,282.10,0.503285,0.014993,0.488292,0.000005,0.000060,0.000499,0.014173
3.51926,282.13,0.503817,0.015075,0.488742,0.000005,0.000060,0.000501,0.014253
3.51966,282.16,0.504350,0.015158,0.489193,0.000005,0.000060,0.000503,0.014334
3.52006,282.20,0.504885,0.015241,0.489644,0.000005,0.000061,0.000504,0.014416
3.52046,282.23,0.505421,0.015325,0.490096,0.000005,0.000061,0.000506,0.014498
3.52086,282.26,0.505959,0.015410,0.490549,0.000005,0.000061,0.000508,0.014581
3.52126,282.29,0.506497,0.015495,0.491002,0.000005,0.000061,0.000509,0.014665
3.52166,282.32,0.507038,0.015581,0.491456,0.000005,0.000061,0.000511,0.014750
3.52206,282.36,0.507579,0.015668,0.491911,0.000005,0.000061,0.000513,0.014835
3.52246,282.39,0.508122,0.015756,0.492366,0.000005,0.000061,0.000515,0.014921
3.52286,282.42,0.508666,0.015844,0.492822,0.000005,0.000061,0.000516,0.015008
3.52326,282.45,0.509212,0.015933,0.493278,0.000005,0.000061,0.000518,0.015095
3.52366,282.48,0.509759,0.016023,0.493735,0.000005,0.000061,0.000520,0.015183
3.52406,282.52,0.510307,0.016114,0.494193,0.000005,0.000061,0.000522,0.015273
3.52446,282.55,0.510857,0.016206,0.494651,0.000005,0.000061,0.000523,0.015362
3.52486,282.58,0.511408,0.016298,0.495110,0.000005,0.000061,0.000525,0.015453
3.52526,282.61,0.511961,0.016391,0.495570,0.000005,0.000061,0.000527,0.015544
3.52566,282.65,0.512515,0.016485,0.496030,0.000005,0.000061,0.000529,0.015637
3.52606,282.68,0.513071,0.016580,0.496491,0.000005,0.000062,0.000531,0.015730
