ppm,hz,total_with_exchange,total_carbon_bound,EGDA O-CH2,exchangeable pool (H2O/OH/COOH)
4.20487,337.10,8.819589,0.020691,0.020568,8.798898
4.20527,337.13,8.831927,0.020817,0.020694,8.811110
4.20567,337.16,8.844229,0.020945,0.020822,8.823284
4.20607,337.19,8.856495,0.021073,0.020950,8.835421
4.20647,337.22,8.868724,0.021203,0.021080,8.847520
4.20687,337.26,8.880915,0.021334,0.021211,8.859581
4.20727,337.29,8.893069,0.021467,0.021344,8.871602
4.20767,337.32,8.905184,0.021600,0.021477,8.883584
4.20807,337.35,8.917261,0.021735,0.021612,8.895526
4.20847,337.38,8.929298,0.021871,0.021748,8.907427
4.20887,337.42,8.941297,0.022008,0.021886,8.919288
4.20927,337.45,8.953255,0.022147,0.022024,8.931107
4.20967,337.48,8.965172,0.022287,0.022165,8.942885
4.21007,337.51,8.977049,0.022428,0.022306,8.954621
4.21047,337.54,8.988885,0.022571,0.022449,8.966314
4.21087,337.58,9.000678,0.022715,0.022593,8.977963
4.21127,337.61,9.012430,0.022861,0.022738,8.989569
4.21167,337.64,9.024139,0.023007,0.022885,9.001132
4.21207,337.67,9.035805,0.023156,0.023033,9.012649
4.21247,337.71,9.047428,0.023305,0.023183,9.024122
4.21287,337.74,9.059006,0.023457,0.023334,9.035550
4.21327,337.77,9.070540,0.023609,0.023487,9.046931
4.21367,337.80,9.082030,0.023763,0.023641,9.058266
4.21407,337.83,9.093474,0.023919,0.023797,9.069555
4.21447,337.87,9.104873,0.024076,0.023954,9.080796
4.21487,337.90,9.116225,0.024235,0.024113,9.091990
4.21527,337.93,9.127531,0.024395,0.024274,9.103136
4.21567,337.96,9.138790,0.024557,0.024436,9.114232
4.21607,337.99,9.150001,0.024721,0.024599,9.125280
4.21647,338.03,9.161165,0.024886,0.024764,9.136279
4.21687,338.06,9.172281,0.025053,0.024931,9.147227
4.21727,338.09,9.183347,0.025222,0.025100,9.158126
4.21767,338.12,9.194365,0.025392,0.025270,9.168973
4.21807,338.15,9.205333,0.025564,0.025442,9.179769
4.21847,338.19,9.216251,0.025738,0.025616,9.190513
4.21887,338.22,9.227119,0.025913,0.025792,9.201205
4.21927,338.25,9.237935,0.026091,0.025969,9.211844
4.21967,338.28,9.248701,0.026270,0.026149,9.222431
4.22007,338.31,9.259414,0.026451,0.026330,9.232963
4.22047,338.35,9.270076,0.026634,0.026513,9.243442
4.22087,338.38,9.280685,0.026819,0.026698,9.253866
4.22127,338.41,9.291241,0.027006,0.026885,9.264235
4.22167,338.44,9.301744,0.027195,0.027073,9.274549
4.22207,338.47,9.312193,0.027385,0.027264,9.284807
4.22247,338.51,9.322588,0.027578,0.027457,9.295009
4.22287,338.54,9.332928,0.027773,0.027652,9.305154
4.22327,338.57,9.343212,0.027970,0.027849,9.315242
4.22367,338.60,9.353442,0.028169,0.028048,9.325273
4.22407,338.64,9.363615,0.028370,0.028249,9.335245
4.22447,338.67,9.373733,0.028574,0.028453,9.345159
4.22487,338.70,9.383793,0.028779,0.028658,9.355014
4.22527,338.73,9.393797,0.028987,0.028866,9.364810
4.22567,338.76,9.403742,0.029197,0.029076,9.374546
4.22607,338.80,9.413630,0.029409,0.029289,9.384221
4.22647,338.83,9.423460,0.029624,0.029503,9.393836
4.22687,338.86,9.433231,0.029841,0.029720,9.403390
4.22727,338.89,9.442942,0.030060,0.029940,9.412882
4.22767,338.92,9.452595,0.030282,0.030162,9.422312
4.22807,338.96,9.462187,0.030506,0.030386,9.431680
4.22847,338.99,9.471719,0.030733,0.030613,9.440985
4.22887,339.02,9.481190,0.030963,0.030842,9.450227
4.22927,339.05,9.490600,0.031195,0.031074,9.459405
4.22967,339.08,9.499949,0.031429,0.031309,9.468519
4.23007,339.12,9.509235,0.031666,0.031546,9.477569
4.23047,339.15,9.518460,0.031906,0.031786,9.486553
4.23087,339.18,9.527622,0.032149,0.032029,9.495473
4.23127,339.21,9.536720,0.032394,0.032274,9.504326
4.23167,339.24,9.545756,0.032643,0.032523,9.513113
4.23207,339.28,9.554728,0.032894,0.032774,9.521834
4.23247,339.31,9.563635,0.033148,0.033028,9.530487
4.23287,339.34,9.572479,0.033405,0.033285,9.539074
4.23327,339.37,9.581257,0.033665,0.033545,9.547592
4.23367,339.40,9.589970,0.033928,0.033808,9.556042
4.23407,339.44,9.598618,0.034194,0.034074,9.564423
4.23447,339.47,9.607199,0.034464,0.034344,9.572736
4.23487,339.50,9.615715,0.034736,0.034616,9.580979
4.23527,339.53,9.624163,0.035012,0.034892,9.589152
4.23567,339.57,9.632545,0.035291,0.035171,9.597254
4.23607,339.60,9.640860,0.035573,0.035454,9.605287
4.23647,339.63,9.649107,0.035859,0.035740,9.613248
4.23687,339.66,9.657286,0.036148,0.036029,9.621138
4.23727,339.69,9.665397,0.036441,0.036322,9.628956
4.23767,339.73,9.673439,0.036738,0.036618,9.636701
4.23807,339.76,9.681412,0.037038,0.036918,9.644375
4.23847,339.79,9.689316,0.037341,0.037222,9.651975
4.23887,339.82,9.697151,0.037649,0.037530,9.659502
4.23927,339.85,9.704915,0.037960,0.037841,9.666955
4.23967,339.89,9.712610,0.038275,0.038156,9.674335
4.24007,339.92,9.720234,0.038594,0.038475,9.681640
4.24047,339.95,9.727787,0.038917,0.038798,9.688870
4.24087,339.98,9.735269,0.039245,0.039126,9.696025
4.24127,340.01,9.742680,0.039576,0.039457,9.703104
4.24167,340.05,9.750019,0.039911,0.039793,9.710108
4.24207,340.08,9.757287,0.040251,0.040132,9.717035
4.24247,340.11,9.764482,0.040595,0.040477,9.723886
4.24287,340.14,9.771604,0.040944,0.040825,9.730660
4.24327,340.17,9.778654,0.041297,0.041178,9.737357
4.24367,340.21,9.785631,0.041655,0.041536,9.743977
4.24407,340.24,9.792535,0.042017,0.041899,9.750518
4.24447,340.27,9.799365,0.042384,0.042266,9.756981
4.24487,340.30,9.806122,0.042756,0.042638,9.763366
4.24527,340.33,9.812805,0.043133,0.043015,9.769671
4.24567,340.37,9.819413,0.043515,0.043397,9.775898
4.24607,340.40,9.825947,0.043902,0.043784,9.782045
4.24647,340.43,9.832406,0.044294,0.044176,9.788112
4.24687,340.46,9.838790,0.044692,0.044573,9.794099
4.24727,340.50,9.845100,0.045094,0.044976,9.800005
4.24767,340.53,9.851334,0.045503,0.045384,9.805831
4.24807,340.56,9.857492,0.045916,0.045798,9.811576
4.24847,340.59,9.863575,0.046336,0.046218,9.817239
4.24887,340.62,9.869582,0.046761,0.046643,9.822821
4.24927,340.66,9.875513,0.047192,0.047074,9.828321
4.24967,340.69,9.881367,0.047629,0.047511,9.833738
4.25007,340.72,9.887145,0.048072,0.047954,9.839073
4.25047,340.75,9.892847,0.048522,0.048404,9.844325
4.25087,340.78,9.898472,0.048977,0.048860,9.849494
4.25127,340.82,9.904020,0.049440,0.049322,9.854580
4.25167,340.85,9.909491,0.049908,0.049791,9.859582
4.25207,340.88,9.914884,0.050384,0.050266,9.864501
4.25247,340.91,9.920201,0.050866,0.050748,9.869335
4.25287,340.94,9.925440,0.051355,0.051237,9.874085
4.25327,340.98,9.930601,0.051851,0.051734,9.878750
4.25367,341.01,9.935685,0.052355,0.052237,9.883330
4.25407,341.04,9.940691,0.052865,0.052748,9.887825
4.25447,341.07,9.945619,0.053384,0.053266,9.892235
4.25487,341.10,9.950469,0.053910,0.053792,9.896559
4.25527,341.14,9.955241,0.054443,0.054326,9.900798
4.25567,341.17,9.959935,0.054985,0.054868,9.904950
4.25607,341.20,9.964551,0.055535,0.055418,9.909016
4.25647,341.23,9.969088,0.056093,0.055976,9.912996
4.25687,341.26,9.973548,0.056659,0.056542,9.916888
4.25727,341.30,9.977929,0.057234,0.057117,9.920694
4.25767,341.33,9.982232,0.057818,0.057701,9.924413
4.25807,341.36,9.986456,0.058411,0.058294,9.928045
4.25847,341.39,9.990602,0.059013,0.058896,9.931589
4.25887,341.43,9.994670,0.059624,0.059507,9.935045
4.25927,341.46,9.998659,0.060245,0.060128,9.938414
4.25967,341.49,10.002570,0.060876,0.060759,9.941694
4.26007,341.52,10.006402,0.061516,0.061399,9.944886
4.26047,341.55,10.010157,0.062167,0.062050,9.947990
4.26087,341.59,10.013833,0.062827,0.062711,9.951005
4.26127,341.62,10.017431,0.063499,0.063382,9.953932
4.26167,341.65,10.020950,0.064181,0.064064,9.956769
4.26207,341.68,10.024392,0.064874,0.064758,9.959518
4.26247,341.71,10.027756,0.065579,0.065462,9.962177
4.26287,341.75,10.031042,0.066295,0.066178,9.964747
4.26327,341.78,10.034250,0.067023,0.066906,9.967228
4.26367,341.81,10.037381,0.067762,0.067646,9.969618
4.26407,341.84,10.040434,0.068514,0.068398,9.971920
4.26447,341.87,10.043410,0.069279,0.069163,9.974131
4.26487,341.91,10.046308,0.070056,0.069940,9.976252
4.26527,341.94,10.049130,0.070847,0.070730,9.978283
4.26567,341.97,10.051875,0.071651,0.071534,9.980224
4.26607,342.00,10.054543,0.072468,0.072352,9.982075
4.26647,342.03,10.057135,0.073300,0.073184,9.983835
4.26687,342.07,10.059650,0.074146,0.074030,9.985505
4.26727,342.10,10.062090,0.075006,0.074890,9.987084
4.26767,342.13,10.064454,0.075882,0.075766,9.988572
4.26807,342.16,10.066742,0.076773,0.076657,9.989969
4.26847,342.19,10.068955,0.077679,0.077563,9.991276
4.26887,342.23,10.071094,0.078602,0.078486,9.992492
4.26927,342.26,10.073158,0.079541,0.079425,9.993617
4.26967,342.29,10.075147,0.080497,0.080381,9.994650
4.27007,342.32,10.077063,0.081470,0.081354,9.995593
4.27047,342.36,10.078905,0.082461,0.082345,9.996444
4.27087,342.39,10.080674,0.083470,0.083354,9.997205
4.27127,342.42,10.082371,0.084497,0.084382,9.997873
4.27167,342.45,10.083995,0.085544,0.085428,9.998451
4.27207,342.48,10.085547,0.086610,0.086494,9.998937
4.27247,342.52,10.087028,0.087696,0.087580,9.999332
4.27287,342.55,10.088438,0.088802,0.088686,9.999636
4.27327,342.58,10.089777,0.089929,0.089814,9.999848
4.27367,342.61,10.091047,0.091078,0.090962,9.999969
4.27407,342.64,10.092247,0.092248,0.092133,9.999999
4.27447,342.68,10.093378,0.093442,0.093326,9.999937
4.27487,342.71,10.094441,0.094658,0.094543,9.999783
4.27527,342.74,10.095436,0.095898,0.095783,9.999538
4.27567,342.77,10.096365,0.097162,0.097047,9.999202
4.27607,342.80,10.097227,0.098452,0.098337,9.998775
4.27647,342.84,10.098023,0.099767,0.099652,9.998256
4.27687,342.87,10.098754,0.101108,0.100993,9.997646
4.27727,342.90,10.099421,0.102477,0.102362,9.996944
4.27767,342.93,10.100025,0.103873,0.103758,9.996152
4.27807,342.96,10.100565,0.105298,0.105183,9.995268
4.27847,343.00,10.101044,0.106752,0.106637,9.994293
4.27887,343.03,10.101462,0.108236,0.108121,9.993226
4.27927,343.06,10.101820,0.109751,0.109636,9.992069
4.27967,343.09,10.102119,0.111297,0.111183,9.990821
4.28007,343.12,10.102359,0.112877,0.112762,9.989482
4.28047,343.16,10.102542,0.114490,0.114375,9.988052
4.28087,343.19,10.102669,0.116137,0.116023,9.986532
4.28127,343.22,10.102740,0.117820,0.117706,9.984920
4.28167,343.25,10.102758,0.119540,0.119425,9.983218
4.28207,343.29,10.102723,0.121297,0.121182,9.981426
4.28247,343.32,10.102635,0.123092,0.122978,9.979543
4.28287,343.35,10.102498,0.124928,0.124813,9.977570
4.28327,343.38,10.102311,0.126804,0.126690,9.975507
4.28367,343.41,10.102076,0.128722,0.128608,9.973354
4.28407,343.45,10.101795,0.130684,0.130570,9.971110
4.28447,343.48,10.101468,0.132691,0.132577,9.968777
4.28487,343.51,10.101098,0.134744,0.134630,9.966354
4.28527,343.54,10.100686,0.136844,0.136730,9.963842
4.28567,343.57,10.100233,0.138993,0.138879,9.961240
4.28607,343.61,10.099742,0.141193,0.141079,9.958549
4.28647,343.64,10.099213,0.143444,0.143330,9.955769
4.28687,343.67,10.098649,0.145750,0.145636,9.952900
4.28727,343.70,10.098052,0.148110,0.147996,9.949942
4.28767,343.73,10.097423,0.150528,0.150414,9.946895
4.28807,343.77,10.096764,0.153004,0.152891,9.943760
4.28847,343.80,10.096078,0.155542,0.155428,9.940536
4.28887,343.83,10.095366,0.158142,0.158029,9.937224
4.28927,343.86,10.094632,0.160807,0.160694,9.933824
4.28967,343.89,10.093876,0.163540,0.163426,9.930337
4.29007,343.93,10.093103,0.166341,0.166228,9.926761
4.29047,343.96,10.092313,0.169214,0.169101,9.923099
4.29087,343.99,10.091510,0.172161,0.172048,9.919349
4.29127,344.02,10.090697,0.175185,0.175071,9.915512
4.29167,344.05,10.089876,0.178288,0.178174,9.911588
4.29207,344.09,10.089050,0.181472,0.181359,9.907578
4.29247,344.12,10.088222,0.184742,0.184628,9.903481
4.29287,344.15,10.087396,0.188099,0.187985,9.899298
4.29327,344.18,10.086575,0.191547,0.191433,9.895029
4.29367,344.22,10.085763,0.195089,0.194975,9.890674
4.29407,344.25,10.084962,0.198728,0.198615,9.886234
4.29447,344.28,10.084177,0.202469,0.202356,9.881708
4.29487,344.31,10.083412,0.206314,0.206201,9.877098
4.29527,344.34,10.082670,0.210268,0.210155,9.872402
4.29567,344.38,10.081957,0.214334,0.214221,9.867623
4.29607,344.41,10.081276,0.218518,0.218405,9.862758
4.29647,344.44,10.080633,0.222823,0.222710,9.857810
4.29687,344.47,10.080031,0.227253,0.227140,9.852778
4.29727,344.50,10.079477,0.231815,0.231702,9.847663
4.29767,344.54,10.078976,0.236512,0.236399,9.842464
4.29807,344.57,10.078533,0.241350,0.241238,9.837182
4.29847,344.60,10.078154,0.246336,0.246223,9.831818
4.29887,344.63,10.077845,0.251474,0.251361,9.826371
4.29927,344.66,10.077612,0.256770,0.256658,9.820842
4.29967,344.70,10.077464,0.262232,0.262120,9.815231
4.30007,344.73,10.077405,0.267866,0.267753,9.809539
4.30047,344.76,10.077444,0.273679,0.273566,9.803766
4.30087,344.79,10.077589,0.279678,0.279566,9.797911
4.30127,344.82,10.077848,0.285872,0.285760,9.791976
4.30167,344.86,10.078229,0.292269,0.292156,9.785960
4.30207,344.89,10.078741,0.298877,0.298764,9.779865
4.30247,344.92,10.079394,0.305705,0.305593,9.773689
4.30287,344.95,10.080198,0.312763,0.312651,9.767435
4.30327,344.98,10.081162,0.320062,0.319949,9.761101
4.30367,345.02,10.082299,0.327611,0.327499,9.754688
4.30407,345.05,10.083619,0.335422,0.335310,9.748197
4.30447,345.08,10.085135,0.343507,0.343395,9.741628
4.30487,345.11,10.086860,0.351879,0.351767,9.734981
4.30527,345.15,10.088807,0.360550,0.360438,9.728257
4.30567,345.18,10.090990,0.369535,0.369423,9.721455
4.30607,345.21,10.093425,0.378848,0.378736,9.714577
4.30647,345.24,10.096127,0.388505,0.388393,9.707622
4.30687,345.27,10.099113,0.398522,0.398410,9.700591
4.30727,345.31,10.102401,0.408916,0.408805,9.693485
4.30767,345.34,10.106010,0.419707,0.419595,9.686303
4.30807,345.37,10.109959,0.430913,0.430801,9.679046
4.30847,345.40,10.114269,0.442554,0.442443,9.671715
4.30887,345.43,10.118963,0.454654,0.454542,9.664309
4.30927,345.47,10.124064,0.467234,0.467123,9.656830
4.30967,345.50,10.129596,0.480320,0.480208,9.649276
4.31007,345.53,10.135587,0.493937,0.493825,9.641650
4.31047,345.56,10.142063,0.508113,0.508001,9.633951
4.31087,345.59,10.149056,0.522876,0.522765,9.626179
4.31127,345.63,10.156595,0.538259,0.538148,9.618336
4.31167,345.66,10.164714,0.554294,0.554182,9.610420
4.31207,345.69,10.173449,0.571015,0.570904,9.602434
4.31247,345.72,10.182837,0.588460,0.588349,9.594377
4.31287,345.75,10.192917,0.606669,0.606557,9.586249
4.31327,345.79,10.203733,0.625682,0.625571,9.578051
4.31367,345.82,10.215329,0.645546,0.645434,9.569783
4.31407,345.85,10.227752,0.666306,0.666195,9.561446
4.31447,345.88,10.241053,0.688013,0.687902,9.553040
4.31487,345.91,10.255286,0.710720,0.710609,9.544566
4.31527,345.95,10.270508,0.734485,0.734374,9.536023
4.31567,345.98,10.286780,0.759367,0.759256,9.527413
4.31607,346.01,10.304165,0.785430,0.785319,9.518736
4.31647,346.04,10.322732,0.812741,0.812630,9.509991
4.31687,346.07,10.342554,0.841374,0.841263,9.501180
4.31727,346.11,10.363706,0.871403,0.871292,9.492303
4.31767,346.14,10.386271,0.902910,0.902799,9.483361
4.31807,346.17,10.410332,0.935979,0.935869,9.474353
4.31847,346.20,10.435983,0.970702,0.970591,9.465281
4.31887,346.24,10.463316,1.007172,1.007062,9.456144
4.31927,346.27,10.492434,1.045491,1.045380,9.446943
4.31967,346.30,10.523441,1.085762,1.085652,9.437678
4.32007,346.33,10.556448,1.128097,1.127986,9.428351
4.32047,346.36,10.591569,1.172609,1.172498,9.418961
4.32087,346.40,10.628926,1.219417,1.219307,9.409508
4.32127,346.43,10.668640,1.268646,1.268536,9.399994
4.32167,346.46,10.710841,1.320422,1.320312,9.390418
4.32207,346.49,10.755657,1.374875,1.374765,9.380782
4.32247,346.52,10.803220,1.432135,1.432025,9.371085
4.32287,346.56,10.853662,1.492335,1.492224,9.361328
4.32327,346.59,10.907114,1.555603,1.555493,9.351511
4.32367,346.62,10.963700,1.622065,1.621955,9.341635
4.32407,346.65,11.023540,1.691840,1.691730,9.331700
4.32447,346.68,11.086744,1.765037,1.764927,9.321707
4.32487,346.72,11.153404,1.841748,1.841638,9.311656
4.32527,346.75,11.223596,1.922049,1.921939,9.301548
4.32567,346.78,11.297369,2.005986,2.005877,9.291382
4.32607,346.81,11.374737,2.093577,2.093467,9.281160
4.32647,346.84,11.455678,2.184795,2.184685,9.270882
4.32687,346.88,11.540114,2.279565,2.279456,9.260549
4.32727,346.91,11.627912,2.377752,2.377642,9.250160
4.32767,346.94,11.718863,2.479147,2.479038,9.239716
4.32807,346.97,11.812680,2.583461,2.583352,9.229218
4.32847,347.00,11.908975,2.690308,2.690199,9.218666
4.32887,347.04,12.007256,2.799195,2.799085,9.208061
4.32927,347.07,12.106912,2.909509,2.909400,9.197403
4.32967,347.10,12.207206,3.020514,3.020404,9.186692
4.33007,347.13,12.307267,3.131337,3.131228,9.175930
4.33047,347.17,12.406088,3.240973,3.240864,9.165115
4.33087,347.20,12.502537,3.348287,3.348178,9.154250
4.33127,347.23,12.595358,3.452025,3.451915,9.143334
4.33167,347.26,12.683201,3.550834,3.550725,9.132367
4.33207,347.29,12.764645,3.643294,3.643185,9.121351
4.33247,347.33,12.838238,3.727952,3.727843,9.110286
4.33287,347.36,12.902541,3.803370,3.803261,9.099171
4.33327,347.39,12.956186,3.868177,3.868068,9.088009
4.33367,347.42,12.997926,3.921128,3.921018,9.076798
4.33407,347.45,13.026694,3.961154,3.961045,9.065540
4.33447,347.49,13.041654,3.987420,3.987311,9.054235
4.33487,347.52,13.042246,3.999363,3.999254,9.042883
4.33527,347.55,13.028209,3.996724,3.996615,9.031485
4.33567,347.58,12.999602,3.979560,3.979452,9.020041
4.33607,347.61,12.956796,3.948243,3.948135,9.008552
4.33647,347.65,12.900457,3.903439,3.903330,8.997019
4.33687,347.68,12.831512,3.846071,3.845962,8.985441
4.33727,347.71,12.751098,3.777279,3.777170,8.973819
4.33767,347.74,12.660514,3.698361,3.698252,8.962154
4.33807,347.77,12.561162,3.610716,3.610608,8.950446
4.33847,347.81,12.454491,3.515796,3.515687,8.938695
4.33887,347.84,12.341947,3.415045,3.414936,8.926903
4.33927,347.87,12.224932,3.309864,3.309755,8.915068
4.33967,347.90,12.104765,3.201572,3.201464,8.903193
4.34007,347.93,11.982660,3.091383,3.091274,8.891277
4.34047,347.97,11.859706,2.980385,2.980276,8.879321
4.34087,348.00,11.736861,2.869536,2.869428,8.867325
4.34127,348.03,11.614948,2.759659,2.759550,8.855290
4.34167,348.06,11.494661,2.651445,2.651337,8.843216
4.34207,348.10,11.376565,2.545462,2.545354,8.831103
4.34247,348.13,11.261115,2.442163,2.442055,8.818953
4.34287,348.16,11.148662,2.341898,2.341790,8.806765
4.34327,348.19,11.039465,2.244925,2.244817,8.794539
4.34367,348.22,10.933704,2.151426,2.151318,8.782278
4.34407,348.26,10.831492,2.061512,2.061404,8.769980
4.34447,348.29,10.732887,1.975241,1.975133,8.757646
4.34487,348.32,10.637898,1.892620,1.892512,8.745278
4.34527,348.35,10.546497,1.813623,1.813515,8.732874
4.34567,348.38,10.458627,1.738191,1.738083,8.720436
4.34607,348.42,10.374206,1.666242,1.666134,8.707964
4.34647,348.45,10.293136,1.597677,1.597569,8.695459
4.34687,348.48,10.215303,1.532383,1.532275,8.682920
4.34727,348.51,10.140587,1.470238,1.470130,8.670349
4.34767,348.54,10.068861,1.411115,1.411007,8.657746
4.34807,348.58,9.999995,1.354884,1.354776,8.645111
4.34847,348.61,9.933858,1.301413,1.301306,8.632445
4.34887,348.64,9.870320,1.250572,1.250465,8.619747
4.34927,348.67,9.809252,1.202232,1.202125,8.607020
4.34967,348.70,9.750529,1.156267,1.156159,8.594262
4.35007,348.74,9.694030,1.112555,1.112448,8.581475
4.35047,348.77,9.639638,1.070979,1.070872,8.568659
4.35087,348.80,9.587240,1.031426,1.031318,8.555814
4.35127,348.83,9.536727,0.993786,0.993679,8.542941
4.35167,348.86,9.487998,0.957958,0.957851,8.530040
4.35207,348.90,9.440955,0.923844,0.923736,8.517112
4.35247,348.93,9.395505,0.891349,0.891241,8.504156
4.35287,348.96,9.351559,0.860385,0.860278,8.491174
4.35327,348.99,9.309036,0.830869,0.830762,8.478166
4.35367,349.03,9.267855,0.802723,0.802615,8.465132
4.35407,349.06,9.227944,0.775870,0.775763,8.452073
4.35447,349.09,9.189231,0.750241,0.750134,8.438990
4.35487,349.12,9.151652,0.725770,0.725663,8.425881
4.35527,349.15,9.115143,0.702394,0.702287,8.412749
4.35567,349.19,9.079647,0.680055,0.679948,8.399593
4.35607,349.22,9.045109,0.658695,0.658588,8.386414
4.35647,349.25,9.011476,0.638265,0.638158,8.373211
4.35687,349.28,8.978701,0.618714,0.618607,8.359987
4.35727,349.31,8.946736,0.599996,0.599889,8.346741
4.35767,349.35,8.915540,0.582068,0.581961,8.333473
4.35807,349.38,8.885072,0.564888,0.564781,8.320184
4.35847,349.41,8.855293,0.548419,0.548312,8.306874
4.35887,349.44,8.826167,0.532624,0.532517,8.293544
4.35927,349.47,8.797662,0.517468,0.517362,8.280193
4.35967,349.51,8.769744,0.502920,0.502814,8.266824
4.36007,349.54,8.742384,0.488950,0.488843,8.253435
4.36047,349.57,8.715555,0.475528,0.475421,8.240027
4.36087,349.60,8.689228,0.462627,0.462521,8.226601
4.36127,349.63,8.663380,0.450223,0.450117,8.213157
4.36167,349.67,8.637987,0.438292,0.438185,8.199695
4.36207,349.70,8.613026,0.426810,0.426704,8.186217
4.36247,349.73,8.588477,0.415756,0.415650,8.172721
4.36287,349.76,8.564320,0.405111,0.405005,8.159209
4.36327,349.79,8.540536,0.394855,0.394749,8.145681
4.36367,349.83,8.517107,0.384970,0.384864,8.132137
4.36407,349.86,8.494017,0.375439,0.375333,8.118578
4.36447,349.89,8.471250,0.366246,0.366140,8.105004
4.36487,349.92,8.448792,0.357376,0.357270,8.091415
4.36527,349.96,8.426628,0.348815,0.348709,8.077813
4.36567,349.99,8.404745,0.340548,0.340442,8.064196
4.36607,350.02,8.383130,0.332563,0.332457,8.050567
4.36647,350.05,8.361771,0.324848,0.324742,8.036924
4.36687,350.08,8.340658,0.317390,0.317284,8.023268
4.36727,350.12,8.319780,0.310180,0.310074,8.009600
4.36767,350.15,8.299126,0.303206,0.303100,7.995920
4.36807,350.18,8.278687,0.296458,0.296352,7.982229
4.36847,350.21,8.258454,0.289927,0.289822,7.968526
4.36887,350.24,8.238418,0.283605,0.283499,7.954813
4.36927,350.28,8.218571,0.277482,0.277377,7.941089
4.36967,350.31,8.198905,0.271551,0.271445,7.927354
4.37007,350.34,8.179414,0.265804,0.265698,7.913610
4.37047,350.37,8.160089,0.260232,0.260127,7.899857
4.37087,350.40,8.140925,0.254831,0.254725,7.886094
4.37127,350.44,8.121915,0.249592,0.249487,7.872323
4.37167,350.47,8.103053,0.244510,0.244405,7.858543
4.37207,350.50,8.084333,0.239579,0.239473,7.844755
4.37247,350.53,8.065751,0.234792,0.234686,7.830959
4.37287,350.56,8.047300,0.230144,0.230039,7.817156
4.37327,350.60,8.028976,0.225630,0.225525,7.803346
4.37367,350.63,8.010774,0.221246,0.221140,7.789529
4.37407,350.66,7.992690,0.216985,0.216880,7.775705
4.37447,350.69,7.974720,0.212844,0.212739,7.761876
4.37487,350.72,7.956859,0.208819,0.208714,7.748040
4.37527,350.76,7.939104,0.204905,0.204799,7.734200
4.37567,350.79,7.921451,0.201097,0.200992,7.720354
4.37607,350.82,7.903897,0.197394,0.197289,7.706503
4.37647,350.85,7.886438,0.193790,0.193685,7.692648
4.37687,350.89,7.869071,0.190282,0.190177,7.678789
4.37727,350.92,7.851793,0.186867,0.186762,7.664926
4.37767,350.95,7.834601,0.183542,0.183437,7.651059
4.37807,350.98,7.817492,0.180304,0.180199,7.637189
4.37847,351.01,7.800465,0.177149,0.177044,7.623316
4.37887,351.05,7.783515,0.174075,0.173970,7.609441
4.37927,351.08,7.766642,0.171079,0.170974,7.595563
4.37967,351.11,7.749842,0.168159,0.168054,7.581683
4.38007,351.14,7.733113,0.165312,0.165207,7.567801
4.38047,351.17,7.716454,0.162536,0.162431,7.553919
4.38087,351.21,7.699862,0.159828,0.159723,7.540034
4.38127,351.24,7.683336,0.157186,0.157082,7.526150
4.38167,351.27,7.666873,0.154609,0.154504,7.512264
4.38207,351.30,7.650472,0.152094,0.151989,7.498378
4.38247,351.33,7.634131,0.149638,0.149534,7.484493
4.38287,351.37,7.617849,0.147241,0.147137,7.470607
4.38327,351.40,7.601623,0.144901,0.144797,7.456723
4.38367,351.43,7.585454,0.142615,0.142511,7.442839
4.38407,351.46,7.569338,0.140382,0.140278,7.428956
4.38447,351.49,7.553276,0.138201,0.138097,7.415075
4.38487,351.53,7.537265,0.136070,0.135966,7.401195
4.38527,351.56,7.521304,0.133987,0.133883,7.387318
4.38567,351.59,7.505393,0.131951,0.131847,7.373442
4.38607,351.62,7.489530,0.129960,0.129856,7.359569
4.38647,351.65,7.473714,0.128014,0.127910,7.345699
4.38687,351.69,7.457943,0.126111,0.126007,7.331832
4.38727,351.72,7.442218,0.124249,0.124146,7.317969
4.38767,351.75,7.426537,0.122429,0.122325,7.304108
4.38807,351.78,7.410899,0.120647,0.120543,7.290252
4.38847,351.82,7.395303,0.118904,0.118800,7.276400
4.38887,351.85,7.379749,0.117197,0.117093,7.262552
4.38927,351.88,7.364236,0.115527,0.115423,7.248709
4.38967,351.91,7.348762,0.113892,0.113789,7.234870
4.39007,351.94,7.333328,0.112292,0.112188,7.221037
4.39047,351.98,7.317933,0.110724,0.110620,7.207209
4.39087,352.01,7.302575,0.109189,0.109085,7.193386
4.39127,352.04,7.287254,0.107685,0.107581,7.179569
4.39167,352.07,7.271970,0.106212,0.106108,7.165759
4.39207,352.10,7.256723,0.104768,0.104665,7.151954
4.39247,352.14,7.241510,0.103354,0.103250,7.138156
4.39287,352.17,7.226333,0.101968,0.101864,7.124365
4.39327,352.20,7.211190,0.100609,0.100506,7.110581
4.39367,352.23,7.196081,0.099277,0.099174,7.096804
4.39407,352.26,7.181006,0.097971,0.097868,7.083034
4.39447,352.30,7.165963,0.096691,0.096588,7.069272
4.39487,352.33,7.150953,0.095435,0.095332,7.055518
4.39527,352.36,7.135976,0.094204,0.094101,7.041772
4.39567,352.39,7.121030,0.092996,0.092893,7.028035
4.39607,352.42,7.106116,0.091811,0.091708,7.014305
4.39647,352.46,7.091233,0.090648,0.090545,7.000585
