ppm,hz,total_with_exchange,total_carbon_bound,EGDA O-CH2,exchangeable pool (H2O/OH/COOH)
4.39687,352.49,7.076381,0.089507,0.089404,6.986873
4.39727,352.52,7.061559,0.088387,0.088284,6.973171
4.39767,352.55,7.046767,0.087289,0.087186,6.959478
4.39807,352.58,7.032005,0.086210,0.086107,6.945795
4.39847,352.62,7.017272,0.085151,0.085048,6.932121
4.39887,352.65,7.002569,0.084111,0.084009,6.918458
4.39927,352.68,6.987895,0.083091,0.082988,6.904804
4.39967,352.71,6.973249,0.082088,0.081985,6.891161
4.40007,352.75,6.958632,0.081104,0.081001,6.877529
4.40047,352.78,6.944044,0.080137,0.080034,6.863907
4.40087,352.81,6.929483,0.079187,0.079084,6.850296
4.40127,352.84,6.914950,0.078253,0.078151,6.836696
4.40167,352.87,6.900445,0.077337,0.077234,6.823108
4.40207,352.91,6.885967,0.076436,0.076333,6.809531
4.40247,352.94,6.871517,0.075550,0.075448,6.795966
4.40287,352.97,6.857093,0.074680,0.074578,6.782413
4.40327,353.00,6.842697,0.073825,0.073722,6.768872
4.40367,353.03,6.828327,0.072984,0.072882,6.755343
4.40407,353.07,6.813984,0.072157,0.072055,6.741827
4.40447,353.10,6.799668,0.071345,0.071242,6.728323
4.40487,353.13,6.785378,0.070546,0.070443,6.714832
4.40527,353.16,6.771114,0.069760,0.069658,6.701354
4.40567,353.19,6.756876,0.068987,0.068885,6.687889
4.40607,353.23,6.742664,0.068227,0.068125,6.674437
4.40647,353.26,6.728478,0.067479,0.067377,6.660999
4.40687,353.29,6.714318,0.066744,0.066642,6.647574
4.40727,353.32,6.700184,0.066020,0.065918,6.634163
4.40767,353.35,6.686075,0.065309,0.065206,6.620766
4.40807,353.39,6.671992,0.064608,0.064506,6.607383
4.40847,353.42,6.657934,0.063919,0.063817,6.594015
4.40887,353.45,6.643901,0.063240,0.063138,6.580661
4.40927,353.48,6.629894,0.062573,0.062471,6.567321
4.40967,353.51,6.615912,0.061915,0.061814,6.553996
4.41007,353.55,6.601954,0.061269,0.061167,6.540686
4.41047,353.58,6.588022,0.060632,0.060530,6.527391
4.41087,353.61,6.574116,0.060005,0.059903,6.514111
4.41127,353.64,6.560233,0.059387,0.059285,6.500846
4.41167,353.68,6.546376,0.058779,0.058677,6.487597
4.41207,353.71,6.532544,0.058181,0.058079,6.474363
4.41247,353.74,6.518736,0.057591,0.057489,6.461146
4.41287,353.77,6.504954,0.057010,0.056909,6.447944
4.41327,353.80,6.491196,0.056438,0.056337,6.434757
4.41367,353.84,6.477462,0.055875,0.055773,6.421588
4.41407,353.87,6.463753,0.055320,0.055218,6.408434
4.41447,353.90,6.450069,0.054773,0.054671,6.395297
4.41487,353.93,6.436410,0.054234,0.054132,6.382176
4.41527,353.96,6.422775,0.053703,0.053601,6.369072
4.41567,354.00,6.409164,0.053180,0.053078,6.355984
4.41607,354.03,6.395578,0.052664,0.052563,6.342914
4.41647,354.06,6.382016,0.052156,0.052054,6.329861
4.41687,354.09,6.368479,0.051655,0.051554,6.316824
4.41727,354.12,6.354966,0.051161,0.051060,6.303805
4.41767,354.16,6.341478,0.050674,0.050573,6.290804
4.41807,354.19,6.328014,0.050195,0.050093,6.277820
4.41847,354.22,6.314575,0.049722,0.049620,6.264853
4.41887,354.25,6.301159,0.049255,0.049154,6.251904
4.41927,354.28,6.287769,0.048795,0.048694,6.238973
4.41967,354.32,6.274402,0.048342,0.048241,6.226060
4.42007,354.35,6.261060,0.047895,0.047794,6.213165
4.42047,354.38,6.247742,0.047454,0.047353,6.200288
4.42087,354.41,6.234449,0.047019,0.046918,6.187430
4.42127,354.44,6.221179,0.046590,0.046489,6.174590
4.42167,354.48,6.207934,0.046166,0.046065,6.161768
4.42207,354.51,6.194714,0.045749,0.045648,6.148965
4.42247,354.54,6.181518,0.045337,0.045236,6.136181
4.42287,354.57,6.168346,0.044931,0.044830,6.123415
4.42327,354.61,6.155198,0.044530,0.044429,6.110668
4.42367,354.64,6.142075,0.044134,0.044033,6.097940
4.42407,354.67,6.128975,0.043744,0.043643,6.085232
4.42447,354.70,6.115901,0.043359,0.043258,6.072542
4.42487,354.73,6.102850,0.042979,0.042878,6.059872
4.42527,354.77,6.089824,0.042603,0.042503,6.047221
4.42567,354.80,6.076822,0.042233,0.042133,6.034589
4.42607,354.83,6.063845,0.041868,0.041767,6.021977
4.42647,354.86,6.050891,0.041507,0.041406,6.009385
4.42687,354.89,6.037963,0.041151,0.041050,5.996812
4.42727,354.93,6.025058,0.040799,0.040699,5.984259
4.42767,354.96,6.012178,0.040452,0.040352,5.971726
4.42807,354.99,5.999322,0.040109,0.040009,5.959212
4.42847,355.02,5.986490,0.039771,0.039671,5.946719
4.42887,355.05,5.973683,0.039437,0.039337,5.934246
4.42927,355.09,5.960900,0.039107,0.039007,5.921793
4.42967,355.12,5.948142,0.038781,0.038681,5.909360
4.43007,355.15,5.935407,0.038460,0.038360,5.896948
4.43047,355.18,5.922698,0.038142,0.038042,5.884556
4.43087,355.21,5.910012,0.037828,0.037728,5.872184
4.43127,355.25,5.897351,0.037518,0.037418,5.859833
4.43167,355.28,5.884714,0.037212,0.037112,5.847502
4.43207,355.31,5.872102,0.036910,0.036810,5.835193
4.43247,355.34,5.859514,0.036611,0.036511,5.822903
4.43287,355.37,5.846951,0.036316,0.036216,5.810635
4.43327,355.41,5.834412,0.036024,0.035924,5.798388
4.43367,355.44,5.821897,0.035736,0.035636,5.786161
4.43407,355.47,5.809407,0.035451,0.035351,5.773955
4.43447,355.50,5.796941,0.035170,0.035070,5.761771
4.43487,355.53,5.784499,0.034892,0.034792,5.749607
4.43527,355.57,5.772082,0.034617,0.034518,5.737465
4.43567,355.60,5.759690,0.034346,0.034246,5.725344
4.43607,355.63,5.747322,0.034078,0.033978,5.713244
4.43647,355.66,5.734978,0.033812,0.033713,5.701166
4.43687,355.70,5.722659,0.033550,0.033451,5.689109
4.43727,355.73,5.710364,0.033291,0.033192,5.677073
4.43767,355.76,5.698094,0.033035,0.032936,5.665059
4.43807,355.79,5.685849,0.032782,0.032683,5.653066
4.43847,355.82,5.673627,0.032532,0.032433,5.641095
4.43887,355.86,5.661430,0.032285,0.032185,5.629146
4.43927,355.89,5.649258,0.032040,0.031941,5.617218
4.43967,355.92,5.637110,0.031798,0.031699,5.605312
4.44007,355.95,5.624987,0.031559,0.031460,5.593428
4.44047,355.98,5.612888,0.031323,0.031224,5.581565
4.44087,356.02,5.600814,0.031089,0.030990,5.569725
4.44127,356.05,5.588764,0.030858,0.030759,5.557906
4.44167,356.08,5.576739,0.030630,0.030531,5.546109
4.44207,356.11,5.564738,0.030404,0.030305,5.534334
4.44247,356.14,5.552762,0.030180,0.030081,5.522581
4.44287,356.18,5.540810,0.029959,0.029860,5.510851
4.44327,356.21,5.528883,0.029741,0.029642,5.499142
4.44367,356.24,5.516980,0.029524,0.029425,5.487455
4.44407,356.27,5.505102,0.029310,0.029212,5.475791
4.44447,356.30,5.493248,0.029099,0.029000,5.464149
4.44487,356.34,5.481419,0.028890,0.028791,5.452529
4.44527,356.37,5.469614,0.028683,0.028584,5.440931
4.44567,356.40,5.457834,0.028478,0.028379,5.429356
4.44607,356.43,5.446078,0.028275,0.028176,5.417803
4.44647,356.46,5.434347,0.028075,0.027976,5.406272
4.44687,356.50,5.422640,0.027876,0.027778,5.394764
4.44727,356.53,5.410958,0.027680,0.027581,5.383278
4.44767,356.56,5.399300,0.027486,0.027387,5.371814
4.44807,356.59,5.387667,0.027294,0.027195,5.360373
4.44847,356.63,5.376058,0.027104,0.027005,5.348954
4.44887,356.66,5.364474,0.026915,0.026817,5.337558
4.44927,356.69,5.352914,0.026729,0.026631,5.326185
4.44967,356.72,5.341378,0.026545,0.026447,5.314834
4.45007,356.75,5.329868,0.026363,0.026264,5.303505
4.45047,356.79,5.318381,0.026182,0.026084,5.292199
4.45087,356.82,5.306919,0.026003,0.025905,5.280916
4.45127,356.85,5.295482,0.025827,0.025728,5.269655
4.45167,356.88,5.284069,0.025652,0.025553,5.258417
4.45207,356.91,5.272680,0.025478,0.025380,5.247202
4.45247,356.95,5.261316,0.025307,0.025209,5.236009
4.45287,356.98,5.249976,0.025137,0.025039,5.224839
4.45327,357.01,5.238661,0.024969,0.024871,5.213692
4.45367,357.04,5.227370,0.024803,0.024705,5.202567
4.45407,357.07,5.216104,0.024638,0.024540,5.191466
4.45447,357.11,5.204861,0.024475,0.024377,5.180387
4.45487,357.14,5.193644,0.024313,0.024215,5.169330
4.45527,357.17,5.182450,0.024154,0.024056,5.158297
4.45567,357.20,5.171281,0.023995,0.023897,5.147286
4.45607,357.23,5.160137,0.023838,0.023741,5.136298
4.45647,357.27,5.149016,0.023683,0.023585,5.125333
4.45687,357.30,5.137920,0.023530,0.023432,5.114391
4.45727,357.33,5.126848,0.023377,0.023280,5.103471
4.45767,357.36,5.115801,0.023227,0.023129,5.092574
4.45807,357.39,5.104778,0.023077,0.022980,5.081701
4.45847,357.43,5.093779,0.022930,0.022832,5.070849
4.45887,357.46,5.082804,0.022783,0.022685,5.060021
4.45927,357.49,5.071854,0.022638,0.022540,5.049216
4.45967,357.52,5.060928,0.022494,0.022397,5.038433
4.46007,357.56,5.050026,0.022352,0.022255,5.027674
4.46047,357.59,5.039148,0.022211,0.022114,5.016937
4.46087,357.62,5.028295,0.022072,0.021974,5.006223
4.46127,357.65,5.017465,0.021933,0.021836,4.995532
4.46167,357.68,5.006660,0.021796,0.021699,4.984864
4.46207,357.72,4.995879,0.021661,0.021563,4.974218
4.46247,357.75,4.985122,0.021526,0.021429,4.963596
4.46287,357.78,4.974389,0.021393,0.021296,4.952996
4.46327,357.81,4.963680,0.021261,0.021164,4.942419
4.46367,357.84,4.952996,0.021131,0.021033,4.931865
4.46407,357.88,4.942335,0.021001,0.020904,4.921334
4.46447,357.91,4.931698,0.020873,0.020775,4.910825
4.46487,357.94,4.921085,0.020746,0.020648,4.900340
4.46527,357.97,4.910497,0.020620,0.020522,4.889877
4.46567,358.00,4.899932,0.020495,0.020398,4.879437
4.46607,358.04,4.889391,0.020371,0.020274,4.869020
4.46647,358.07,4.878874,0.020248,0.020151,4.858626
4.46687,358.10,4.868382,0.020127,0.020030,4.848255
4.46727,358.13,4.857912,0.020007,0.019910,4.837906
4.46767,358.16,4.847467,0.019887,0.019790,4.827580
4.46807,358.20,4.837046,0.019769,0.019672,4.817277
4.46847,358.23,4.826648,0.019652,0.019555,4.806997
4.46887,358.26,4.816275,0.019536,0.019439,4.796739
4.46927,358.29,4.805925,0.019420,0.019324,4.786504
4.46967,358.32,4.795598,0.019306,0.019210,4.776292
4.47007,358.36,4.785296,0.019193,0.019097,4.766103
4.47047,358.39,4.775017,0.019081,0.018984,4.755936
4.47087,358.42,4.764762,0.018970,0.018873,4.745792
4.47127,358.45,4.754530,0.018860,0.018763,4.735671
4.47167,358.49,4.744323,0.018751,0.018654,4.725572
4.47207,358.52,4.734138,0.018642,0.018546,4.715496
4.47247,358.55,4.723978,0.018535,0.018439,4.705443
4.47287,358.58,4.713841,0.018429,0.018332,4.695412
4.47327,358.61,4.703727,0.018323,0.018227,4.685404
4.47367,358.65,4.693637,0.018219,0.018122,4.675418
4.47407,358.68,4.683570,0.018115,0.018019,4.665455
4.47447,358.71,4.673527,0.018012,0.017916,4.655515
4.47487,358.74,4.663507,0.017910,0.017814,4.645597
4.47527,358.77,4.653511,0.017809,0.017713,4.635702
4.47567,358.81,4.643538,0.017709,0.017613,4.625829
4.47607,358.84,4.633588,0.017610,0.017514,4.615978
4.47647,358.87,4.623662,0.017511,0.017415,4.606150
4.47687,358.90,4.613759,0.017414,0.017318,4.596345
4.47727,358.93,4.603879,0.017317,0.017221,4.586562
4.47767,358.97,4.594022,0.017221,0.017125,4.576801
4.47807,359.00,4.584189,0.017126,0.017030,4.567063
4.47847,359.03,4.574378,0.017031,0.016935,4.557347
4.47887,359.06,4.564591,0.016937,0.016841,4.547654
4.47927,359.09,4.554827,0.016845,0.016749,4.537983
4.47967,359.13,4.545086,0.016752,0.016656,4.528334
4.48007,359.16,4.535368,0.016661,0.016565,4.518707
4.48047,359.19,4.525673,0.016570,0.016475,4.509103
4.48087,359.22,4.516001,0.016481,0.016385,4.499521
4.48127,359.25,4.506352,0.016391,0.016296,4.489961
4.48167,359.29,4.496726,0.016303,0.016207,4.480423
4.48207,359.32,4.487123,0.016215,0.016119,4.470908
4.48247,359.35,4.477542,0.016128,0.016032,4.461414
4.48287,359.38,4.467985,0.016042,0.015946,4.451943
4.48327,359.42,4.458450,0.015956,0.015861,4.442494
4.48367,359.45,4.448938,0.015871,0.015776,4.433067
4.48407,359.48,4.439449,0.015787,0.015692,4.423662
4.48447,359.51,4.429982,0.015704,0.015608,4.414278
4.48487,359.54,4.420538,0.015621,0.015525,4.404917
4.48527,359.58,4.411117,0.015538,0.015443,4.395578
4.48567,359.61,4.401718,0.015457,0.015361,4.386261
4.48607,359.64,4.392342,0.015376,0.015280,4.376966
4.48647,359.67,4.382988,0.015295,0.015200,4.367692
4.48687,359.70,4.373657,0.015216,0.015120,4.358441
4.48727,359.74,4.364348,0.015137,0.015041,4.349211
4.48767,359.77,4.355061,0.015058,0.014963,4.340003
4.48807,359.80,4.345797,0.014980,0.014885,4.330817
4.48847,359.83,4.336556,0.014903,0.014808,4.321652
4.48887,359.86,4.327336,0.014827,0.014731,4.312510
4.48927,359.90,4.318139,0.014750,0.014655,4.303388
4.48967,359.93,4.308964,0.014675,0.014580,4.294289
4.49007,359.96,4.299811,0.014600,0.014505,4.285211
4.49047,359.99,4.290681,0.014526,0.014431,4.276155
4.49087,360.02,4.281572,0.014452,0.014357,4.267120
4.49127,360.06,4.272486,0.014379,0.014284,4.258107
4.49167,360.09,4.263422,0.014306,0.014211,4.249115
4.49207,360.12,4.254379,0.014234,0.014139,4.240145
4.49247,360.15,4.245359,0.014163,0.014068,4.231196
4.49287,360.18,4.236361,0.014092,0.013997,4.222269
4.49327,360.22,4.227384,0.014021,0.013926,4.213363
4.49367,360.25,4.218430,0.013951,0.013857,4.204478
4.49407,360.28,4.209497,0.013882,0.013787,4.195615
4.49447,360.31,4.200586,0.013813,0.013718,4.186773
4.49487,360.35,4.191697,0.013745,0.013650,4.177952
4.49527,360.38,4.182829,0.013677,0.013582,4.169152
4.49567,360.41,4.173983,0.013610,0.013515,4.160374
4.49607,360.44,4.165159,0.013543,0.013448,4.151616
4.49647,360.47,4.156356,0.013476,0.013382,4.142880
4.49687,360.51,4.147575,0.013411,0.013316,4.134165
4.49727,360.54,4.138816,0.013345,0.013251,4.125471
4.49767,360.57,4.130078,0.013280,0.013186,4.116797
4.49807,360.60,4.121361,0.013216,0.013121,4.108145
4.49847,360.63,4.112666,0.013152,0.013057,4.099514
4.49887,360.67,4.103992,0.013088,0.012994,4.090903
4.49927,360.70,4.095339,0.013025,0.012931,4.082314
4.49967,360.73,4.086708,0.012963,0.012868,4.073745
4.50008,360.76,4.078098,0.012901,0.012806,4.065197
4.50048,360.79,4.069509,0.012839,0.012745,4.056670
4.50088,360.83,4.060941,0.012778,0.012684,4.048164
4.50128,360.86,4.052395,0.012717,0.012623,4.039678
4.50168,360.89,4.043869,0.012657,0.012562,4.031213
4.50208,360.92,4.035365,0.012597,0.012503,4.022768
4.50248,360.95,4.026881,0.012537,0.012443,4.014344
4.50288,360.99,4.018419,0.012478,0.012384,4.005941
4.50328,361.02,4.009977,0.012419,0.012325,3.997558
4.50368,361.05,4.001557,0.012361,0.012267,3.989196
4.50408,361.08,3.993157,0.012303,0.012209,3.980854
4.50448,361.11,3.984778,0.012246,0.012152,3.972532
4.50488,361.15,3.976420,0.012189,0.012095,3.964231
4.50528,361.18,3.968082,0.012132,0.012038,3.955950
4.50568,361.21,3.959765,0.012076,0.011982,3.947689
4.50608,361.24,3.951469,0.012020,0.011926,3.939449
4.50648,361.28,3.943193,0.011965,0.011871,3.931229
4.50688,361.31,3.934938,0.011910,0.011816,3.923028
4.50728,361.34,3.926704,0.011855,0.011761,3.914849
4.50768,361.37,3.918489,0.011801,0.011707,3.906689
4.50808,361.40,3.910296,0.011747,0.011653,3.898549
4.50848,361.44,3.902122,0.011693,0.011600,3.890429
4.50888,361.47,3.893969,0.011640,0.011546,3.882329
4.50928,361.50,3.885837,0.011587,0.011494,3.874250
4.50968,361.53,3.877724,0.011535,0.011441,3.866190
4.51008,361.56,3.869632,0.011483,0.011389,3.858149
4.51048,361.60,3.861560,0.011431,0.011337,3.850129
4.51088,361.63,3.853508,0.011380,0.011286,3.842129
4.51128,361.66,3.845476,0.011328,0.011235,3.834148
4.51168,361.69,3.837465,0.011278,0.011184,3.826187
4.51208,361.72,3.829473,0.011227,0.011134,3.818246
4.51248,361.76,3.821501,0.011177,0.011084,3.810324
4.51288,361.79,3.813549,0.011128,0.011034,3.802422
4.51328,361.82,3.805617,0.011078,0.010985,3.794539
4.51368,361.85,3.797705,0.011029,0.010936,3.786676
4.51408,361.88,3.789813,0.010981,0.010887,3.778832
4.51448,361.92,3.781940,0.010932,0.010839,3.771008
4.51488,361.95,3.774087,0.010884,0.010791,3.763203
4.51528,361.98,3.766254,0.010836,0.010743,3.755418
4.51568,362.01,3.758441,0.010789,0.010696,3.747652
4.51608,362.04,3.750647,0.010742,0.010649,3.739905
4.51648,362.08,3.742872,0.010695,0.010602,3.732177
4.51688,362.11,3.735117,0.010649,0.010556,3.724468
4.51728,362.14,3.727382,0.010602,0.010510,3.716779
4.51768,362.17,3.719665,0.010557,0.010464,3.709109
4.51808,362.21,3.711969,0.010511,0.010418,3.701458
4.51848,362.24,3.704291,0.010466,0.010373,3.693826
4.51888,362.27,3.696633,0.010421,0.010328,3.686212
4.51928,362.30,3.688994,0.010376,0.010283,3.678618
4.51968,362.33,3.681375,0.010332,0.010239,3.671043
4.52008,362.37,3.673774,0.010287,0.010195,3.663487
4.52048,362.40,3.666193,0.010244,0.010151,3.655949
4.52088,362.43,3.658630,0.010200,0.010107,3.648430
4.52128,362.46,3.651087,0.010157,0.010064,3.640930
4.52168,362.49,3.643563,0.010114,0.010021,3.633449
4.52208,362.53,3.636057,0.010071,0.009978,3.625986
4.52248,362.56,3.628571,0.010029,0.009936,3.618542
4.52288,362.59,3.621103,0.009986,0.009894,3.611117
4.52328,362.62,3.613654,0.009944,0.009852,3.603710
4.52368,362.65,3.606224,0.009903,0.009810,3.596321
4.52408,362.69,3.598813,0.009861,0.009769,3.588951
4.52448,362.72,3.591420,0.009820,0.009728,3.581600
4.52488,362.75,3.584046,0.009779,0.009687,3.574266
4.52528,362.78,3.576690,0.009739,0.009646,3.566952
4.52568,362.81,3.569353,0.009698,0.009606,3.559655
4.52608,362.85,3.562035,0.009658,0.009566,3.552377
4.52648,362.88,3.554735,0.009618,0.009526,3.545117
4.52688,362.91,3.547454,0.009579,0.009487,3.537875
4.52728,362.94,3.540190,0.009539,0.009447,3.530651
4.52768,362.97,3.532946,0.009500,0.009408,3.523445
4.52808,363.01,3.525719,0.009461,0.009369,3.516258
4.52848,363.04,3.518511,0.009423,0.009331,3.509088
4.52888,363.07,3.511321,0.009384,0.009292,3.501936
4.52928,363.10,3.504149,0.009346,0.009254,3.494803
4.52968,363.14,3.496995,0.009308,0.009216,3.487687
4.53008,363.17,3.489859,0.009271,0.009179,3.480589
4.53048,363.20,3.482742,0.009233,0.009141,3.473509
4.53088,363.23,3.475642,0.009196,0.009104,3.466446
4.53128,363.26,3.468560,0.009159,0.009067,3.459402
4.53168,363.30,3.461497,0.009122,0.009030,3.452375
4.53208,363.33,3.454451,0.009085,0.008994,3.445365
4.53248,363.36,3.447422,0.009049,0.008957,3.438373
4.53288,363.39,3.440412,0.009013,0.008921,3.431399
4.53328,363.42,3.433419,0.008977,0.008885,3.424442
4.53368,363.46,3.426445,0.008941,0.008850,3.417503
4.53408,363.49,3.419487,0.008906,0.008814,3.410581
4.53448,363.52,3.412548,0.008871,0.008779,3.403677
4.53488,363.55,3.405625,0.008836,0.008744,3.396790
4.53528,363.58,3.398721,0.008801,0.008709,3.389920
4.53568,363.62,3.391834,0.008766,0.008675,3.383068
4.53608,363.65,3.384964,0.008732,0.008640,3.376232
4.53648,363.68,3.378112,0.008697,0.008606,3.369414
4.53688,363.71,3.371277,0.008663,0.008572,3.362613
4.53728,363.74,3.364459,0.008630,0.008538,3.355830
4.53768,363.78,3.357659,0.008596,0.008505,3.349063
4.53808,363.81,3.350876,0.008562,0.008471,3.342313
4.53848,363.84,3.344110,0.008529,0.008438,3.335580
4.53888,363.87,3.337361,0.008496,0.008405,3.328864
4.53928,363.90,3.330629,0.008463,0.008372,3.322166
4.53968,363.94,3.323914,0.008431,0.008340,3.315484
4.54008,363.97,3.317217,0.008398,0.008307,3.308818
4.54048,364.00,3.310536,0.008366,0.008275,3.302170
4.54088,364.03,3.303872,0.008334,0.008243,3.295538
4.54128,364.06,3.297225,0.008302,0.008211,3.288923
4.54168,364.10,3.290595,0.008270,0.008179,3.282325
4.54208,364.13,3.283982,0.008239,0.008148,3.275743
4.54248,364.16,3.277385,0.008207,0.008116,3.269178
4.54288,364.19,3.270805,0.008176,0.008085,3.262629
4.54328,364.23,3.264242,0.008145,0.008054,3.256097
4.54368,364.26,3.257696,0.008114,0.008024,3.249581
4.54408,364.29,3.251166,0.008084,0.007993,3.243082
4.54448,364.32,3.244652,0.008053,0.007962,3.236599
4.54488,364.35,3.238156,0.008023,0.007932,3.230133
4.54528,364.39,3.231675,0.007993,0.007902,3.223682
4.54568,364.42,3.225211,0.007963,0.007872,3.217248
4.54608,364.45,3.218763,0.007933,0.007842,3.210830
4.54648,364.48,3.212332,0.007904,0.007813,3.204429
4.54688,364.51,3.205917,0.007874,0.007783,3.198043
4.54728,364.55,3.199518,0.007845,0.007754,3.191674
4.54768,364.58,3.193136,0.007816,0.007725,3.185320
4.54808,364.61,3.186770,0.007787,0.007696,3.178983
4.54848,364.64,3.180419,0.007758,0.007667,3.172661
4.54888,364.67,3.174085,0.007729,0.007639,3.166356
4.54928,364.71,3.167767,0.007701,0.007610,3.160066
4.54968,364.74,3.161465,0.007673,0.007582,3.153792
4.55008,364.77,3.155179,0.007644,0.007554,3.147534
4.55048,364.80,3.148909,0.007616,0.007526,3.141292
4.55088,364.83,3.142654,0.007589,0.007498,3.135066
4.55128,364.87,3.136416,0.007561,0.007471,3.128855
4.55168,364.90,3.130193,0.007533,0.007443,3.122660
4.55208,364.93,3.123986,0.007506,0.007416,3.116480
4.55248,364.96,3.117795,0.007479,0.007388,3.110316
4.55288,364.99,3.111619,0.007452,0.007361,3.104168
4.55328,365.03,3.105460,0.007425,0.007335,3.098035
4.55368,365.06,3.099315,0.007398,0.007308,3.091917
4.55408,365.09,3.093186,0.007371,0.007281,3.085815
4.55448,365.12,3.087073,0.007345,0.007255,3.079728
4.55488,365.16,3.080975,0.007318,0.007228,3.073657
4.55528,365.19,3.074893,0.007292,0.007202,3.067601
4.55568,365.22,3.068826,0.007266,0.007176,3.061560
4.55608,365.25,3.062775,0.007240,0.007150,3.055534
4.55648,365.28,3.056738,0.007214,0.007124,3.049524
4.55688,365.32,3.050717,0.007189,0.007099,3.043529
4.55728,365.35,3.044712,0.007163,0.007073,3.037548
4.55768,365.38,3.038721,0.007138,0.007048,3.031583
4.55808,365.41,3.032746,0.007113,0.007023,3.025633
4.55848,365.44,3.026785,0.007088,0.006998,3.019698
4.55888,365.48,3.020840,0.007063,0.006973,3.013777
4.55928,365.51,3.014910,0.007038,0.006948,3.007872
4.55968,365.54,3.008995,0.007013,0.006923,3.001981
4.56008,365.57,3.003094,0.006988,0.006899,2.996106
4.56048,365.60,2.997209,0.006964,0.006874,2.990245
4.56088,365.64,2.991338,0.006940,0.006850,2.984399
4.56128,365.67,2.985483,0.006915,0.006826,2.978567
4.56168,365.70,2.979642,0.006891,0.006802,2.972750
4.56208,365.73,2.973816,0.006868,0.006778,2.966948
4.56248,365.76,2.968004,0.006844,0.006754,2.961161
4.56288,365.80,2.962208,0.006820,0.006731,2.955388
4.56328,365.83,2.956426,0.006796,0.006707,2.949629
4.56368,365.86,2.950658,0.006773,0.006684,2.943885
4.56408,365.89,2.944905,0.006750,0.006660,2.938155
4.56448,365.92,2.939167,0.006727,0.006637,2.932440
4.56488,365.96,2.933443,0.006703,0.006614,2.926739
4.56528,365.99,2.927733,0.006681,0.006591,2.921053
4.56568,366.02,2.922038,0.006658,0.006568,2.915381
4.56608,366.05,2.916358,0.006635,0.006546,2.909723
4.56648,366.09,2.910691,0.006612,0.006523,2.904079
4.56688,366.12,2.905039,0.006590,0.006501,2.898449
4.56728,366.15,2.899401,0.006568,0.006478,2.892834
4.56768,366.18,2.893778,0.006545,0.006456,2.887232
4.56808,366.21,2.888168,0.006523,0.006434,2.881645
4.56848,366.25,2.882573,0.006501,0.006412,2.876072
4.56888,366.28,2.876992,0.006479,0.006390,2.870513
4.56928,366.31,2.871425,0.006457,0.006368,2.864967
4.56968,366.34,2.865871,0.006436,0.006347,2.859436
4.57008,366.37,2.860332,0.006414,0.006325,2.853918
4.57048,366.41,2.854807,0.006393,0.006304,2.848414
4.57088,366.44,2.849296,0.006371,0.006282,2.842924
4.57128,366.47,2.843798,0.006350,0.006261,2.837448
4.57168,366.50,2.838315,0.006329,0.006240,2.831986
4.57208,366.53,2.832845,0.006308,0.006219,2.826537
4.57248,366.57,2.827389,0.006287,0.006198,2.821102
4.57288,366.60,2.821947,0.006266,0.006177,2.815680
4.57328,366.63,2.816518,0.006245,0.006157,2.810272
4.57368,366.66,2.811103,0.006225,0.006136,2.804878
4.57408,366.69,2.805702,0.006204,0.006116,2.799497
4.57448,366.73,2.800314,0.006184,0.006095,2.794130
4.57488,366.76,2.794939,0.006164,0.006075,2.788776
4.57528,366.79,2.789579,0.006143,0.006055,2.783435
4.57568,366.82,2.784231,0.006123,0.006035,2.778108
4.57608,366.85,2.778897,0.006103,0.006015,2.772794
4.57648,366.89,2.773577,0.006083,0.005995,2.767494
4.57688,366.92,2.768270,0.006064,0.005975,2.762206
4.57728,366.95,2.762976,0.006044,0.005955,2.756932
4.57768,366.98,2.757695,0.006024,0.005936,2.751671
4.57808,367.02,2.752428,0.006005,0.005916,2.746423
4.57848,367.05,2.747174,0.005985,0.005897,2.741189
4.57888,367.08,2.741933,0.005966,0.005878,2.735967
4.57928,367.11,2.736705,0.005947,0.005858,2.730758
4.57968,367.14,2.731490,0.005928,0.005839,2.725563
4.58008,367.18,2.726289,0.005908,0.005820,2.720380
4.58048,367.21,2.721100,0.005890,0.005801,2.715211
4.58088,367.24,2.715924,0.005871,0.005783,2.710054
4.58128,367.27,2.710762,0.005852,0.005764,2.704910
4.58168,367.30,2.705612,0.005833,0.005745,2.699779
4.58208,367.34,2.700475,0.005815,0.005727,2.694660
4.58248,367.37,2.695351,0.005796,0.005708,2.689555
4.58288,367.40,2.690240,0.005778,0.005690,2.684462
4.58328,367.43,2.685141,0.005759,0.005671,2.679382
4.58368,367.46,2.680056,0.005741,0.005653,2.674315
4.58408,367.50,2.674983,0.005723,0.005635,2.669260
4.58448,367.53,2.669922,0.005705,0.005617,2.664217
4.58488,367.56,2.664875,0.005687,0.005599,2.659188
4.58528,367.59,2.659840,0.005669,0.005581,2.654170
4.58568,367.62,2.654817,0.005651,0.005564,2.649166
4.58608,367.66,2.649807,0.005634,0.005546,2.644173
4.58648,367.69,2.644810,0.005616,0.005528,2.639194
4.58688,367.72,2.639825,0.005598,0.005511,2.634226
4.58728,367.75,2.634852,0.005581,0.005493,2.629271
4.58768,367.78,2.629892,0.005564,0.005476,2.624328
4.58808,367.82,2.624944,0.005546,0.005459,2.619398
4.58848,367.85,2.620008,0.005529,0.005441,2.614479
