ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),AcOH CH3
2.12884,170.66,0.282849,0.212546,0.070302,0.212397
2.12904,170.68,0.281193,0.210878,0.070315,0.210729
2.12924,170.70,0.279556,0.209229,0.070328,0.209080
2.12944,170.71,0.277939,0.207599,0.070340,0.207450
2.12964,170.73,0.276341,0.205988,0.070353,0.205838
2.12984,170.74,0.274760,0.204395,0.070365,0.204246
2.13004,170.76,0.273198,0.202821,0.070378,0.202671
2.13024,170.78,0.271654,0.201264,0.070390,0.201115
2.13044,170.79,0.270128,0.199725,0.070403,0.199576
2.13064,170.81,0.268619,0.198204,0.070416,0.198054
2.13084,170.82,0.267127,0.196699,0.070428,0.196550
2.13104,170.84,0.265653,0.195212,0.070441,0.195062
2.13124,170.86,0.264194,0.193741,0.070453,0.193591
2.13144,170.87,0.262753,0.192287,0.070466,0.192137
2.13164,170.89,0.261327,0.190848,0.070479,0.190698
2.13184,170.90,0.259917,0.189426,0.070491,0.189276
2.13204,170.92,0.258523,0.188019,0.070504,0.187869
2.13224,170.94,0.257144,0.186628,0.070516,0.186478
2.13244,170.95,0.255781,0.185252,0.070529,0.185102
2.13264,170.97,0.254433,0.183891,0.070542,0.183741
2.13284,170.99,0.253099,0.182545,0.070554,0.182395
2.13304,171.00,0.251780,0.181213,0.070567,0.181063
2.13324,171.02,0.250475,0.179896,0.070579,0.179746
2.13344,171.03,0.249185,0.178593,0.070592,0.178443
2.13364,171.05,0.247909,0.177304,0.070605,0.177154
2.13384,171.07,0.246646,0.176029,0.070617,0.175878
2.13404,171.08,0.245397,0.174767,0.070630,0.174617
2.13424,171.10,0.244161,0.173519,0.070643,0.173368
2.13444,171.11,0.242939,0.172284,0.070655,0.172133
2.13464,171.13,0.241729,0.171061,0.070668,0.170911
2.13484,171.15,0.240533,0.169852,0.070681,0.169702
2.13504,171.16,0.239349,0.168656,0.070693,0.168505
2.13524,171.18,0.238178,0.167472,0.070706,0.167321
2.13544,171.19,0.237018,0.166300,0.070719,0.166149
2.13564,171.21,0.235872,0.165140,0.070731,0.164990
2.13584,171.23,0.234737,0.163993,0.070744,0.163842
2.13604,171.24,0.233614,0.162857,0.070757,0.162706
2.13624,171.26,0.232502,0.161733,0.070769,0.161582
2.13644,171.27,0.231402,0.160620,0.070782,0.160469
2.13664,171.29,0.230314,0.159519,0.070795,0.159368
2.13684,171.31,0.229236,0.158429,0.070807,0.158278
2.13704,171.32,0.228170,0.157350,0.070820,0.157199
2.13724,171.34,0.227114,0.156282,0.070833,0.156131
2.13744,171.35,0.226070,0.155224,0.070845,0.155073
2.13764,171.37,0.225036,0.154177,0.070858,0.154026
2.13784,171.39,0.224012,0.153141,0.070871,0.152990
2.13804,171.40,0.222999,0.152115,0.070884,0.151964
2.13824,171.42,0.221996,0.151099,0.070896,0.150948
2.13844,171.43,0.221003,0.150094,0.070909,0.149943
2.13864,171.45,0.220020,0.149098,0.070922,0.148947
2.13884,171.47,0.219047,0.148112,0.070934,0.147961
2.13904,171.48,0.218083,0.147136,0.070947,0.146984
2.13924,171.50,0.217129,0.146169,0.070960,0.146018
2.13944,171.51,0.216184,0.145212,0.070973,0.145060
2.13964,171.53,0.215249,0.144264,0.070985,0.144112
2.13984,171.55,0.214323,0.143325,0.070998,0.143173
2.14004,171.56,0.213406,0.142395,0.071011,0.142244
2.14024,171.58,0.212498,0.141474,0.071024,0.141323
2.14044,171.59,0.211599,0.140563,0.071036,0.140411
2.14064,171.61,0.210708,0.139659,0.071049,0.139508
2.14084,171.63,0.209827,0.138765,0.071062,0.138613
2.14104,171.64,0.208953,0.137879,0.071075,0.137727
2.14124,171.66,0.208088,0.137001,0.071087,0.136849
2.14144,171.67,0.207232,0.136132,0.071100,0.135980
2.14164,171.69,0.206383,0.135270,0.071113,0.135119
2.14184,171.71,0.205543,0.134417,0.071126,0.134265
2.14204,171.72,0.204711,0.133572,0.071139,0.133420
2.14224,171.74,0.203886,0.132735,0.071151,0.132583
2.14244,171.75,0.203070,0.131906,0.071164,0.131754
2.14264,171.77,0.202261,0.131084,0.071177,0.130932
2.14284,171.79,0.201460,0.130270,0.071190,0.130118
2.14304,171.80,0.200666,0.129463,0.071202,0.129311
2.14324,171.82,0.199879,0.128664,0.071215,0.128512
2.14344,171.83,0.199100,0.127872,0.071228,0.127720
2.14364,171.85,0.198329,0.127088,0.071241,0.126936
2.14384,171.87,0.197564,0.126310,0.071254,0.126158
2.14404,171.88,0.196807,0.125540,0.071267,0.125388
2.14424,171.90,0.196056,0.124777,0.071279,0.124624
2.14444,171.92,0.195312,0.124020,0.071292,0.123868
2.14464,171.93,0.194576,0.123271,0.071305,0.123118
2.14484,171.95,0.193845,0.122528,0.071318,0.122375
2.14504,171.96,0.193122,0.121791,0.071331,0.121639
2.14524,171.98,0.192405,0.121062,0.071343,0.120909
2.14544,172.00,0.191695,0.120339,0.071356,0.120186
2.14564,172.01,0.190991,0.119622,0.071369,0.119469
2.14584,172.03,0.190293,0.118911,0.071382,0.118759
2.14604,172.04,0.189602,0.118207,0.071395,0.118055
2.14624,172.06,0.188917,0.117509,0.071408,0.117357
2.14644,172.08,0.188238,0.116818,0.071421,0.116665
2.14664,172.09,0.187565,0.116132,0.071433,0.115979
2.14684,172.11,0.186899,0.115452,0.071446,0.115299
2.14704,172.12,0.186238,0.114778,0.071459,0.114625
2.14724,172.14,0.185582,0.114110,0.071472,0.113957
2.14744,172.16,0.184933,0.113448,0.071485,0.113295
2.14764,172.17,0.184290,0.112792,0.071498,0.112639
2.14784,172.19,0.183652,0.112141,0.071511,0.111988
2.14804,172.20,0.183019,0.111496,0.071524,0.111343
2.14824,172.22,0.182393,0.110856,0.071536,0.110703
2.14844,172.24,0.181771,0.110222,0.071549,0.110069
2.14864,172.25,0.181155,0.109593,0.071562,0.109440
2.14884,172.27,0.180545,0.108970,0.071575,0.108816
2.14904,172.28,0.179939,0.108351,0.071588,0.108198
2.14924,172.30,0.179339,0.107738,0.071601,0.107585
2.14944,172.32,0.178744,0.107131,0.071614,0.106977
2.14964,172.33,0.178155,0.106528,0.071627,0.106374
2.14984,172.35,0.177570,0.105930,0.071640,0.105777
2.15004,172.36,0.176990,0.105338,0.071653,0.105184
2.15024,172.38,0.176415,0.104750,0.071665,0.104596
2.15044,172.40,0.175845,0.104167,0.071678,0.104013
2.15064,172.41,0.175280,0.103589,0.071691,0.103435
2.15084,172.43,0.174720,0.103016,0.071704,0.102862
2.15104,172.44,0.174165,0.102447,0.071717,0.102294
2.15124,172.46,0.173614,0.101884,0.071730,0.101730
2.15144,172.48,0.173067,0.101324,0.071743,0.101170
2.15164,172.49,0.172526,0.100770,0.071756,0.100616
2.15184,172.51,0.171989,0.100220,0.071769,0.100066
2.15204,172.52,0.171456,0.099674,0.071782,0.099520
2.15224,172.54,0.170928,0.099133,0.071795,0.098979
2.15244,172.56,0.170404,0.098596,0.071808,0.098442
2.15264,172.57,0.169884,0.098063,0.071821,0.097909
2.15284,172.59,0.169369,0.097535,0.071834,0.097381
2.15304,172.60,0.168858,0.097011,0.071847,0.096857
2.15324,172.62,0.168351,0.096491,0.071860,0.096337
2.15344,172.64,0.167849,0.095976,0.071873,0.095822
2.15364,172.65,0.167350,0.095464,0.071886,0.095310
2.15384,172.67,0.166855,0.094957,0.071899,0.094802
2.15404,172.68,0.166365,0.094453,0.071912,0.094299
2.15424,172.70,0.165879,0.093954,0.071925,0.093800
2.15444,172.72,0.165396,0.093458,0.071938,0.093304
2.15464,172.73,0.164917,0.092967,0.071951,0.092812
2.15484,172.75,0.164443,0.092479,0.071964,0.092324
2.15504,172.76,0.163972,0.091995,0.071977,0.091841
2.15524,172.78,0.163505,0.091515,0.071990,0.091360
2.15544,172.80,0.163041,0.091038,0.072003,0.090884
2.15564,172.81,0.162581,0.090566,0.072016,0.090411
2.15584,172.83,0.162125,0.090097,0.072029,0.089942
2.15604,172.85,0.161673,0.089631,0.072042,0.089476
2.15624,172.86,0.161224,0.089169,0.072055,0.089015
2.15644,172.88,0.160779,0.088711,0.072068,0.088556
2.15664,172.89,0.160337,0.088256,0.072081,0.088101
2.15684,172.91,0.159899,0.087805,0.072094,0.087650
2.15704,172.93,0.159464,0.087357,0.072107,0.087202
2.15724,172.94,0.159032,0.086913,0.072120,0.086758
2.15744,172.96,0.158604,0.086471,0.072133,0.086316
2.15764,172.97,0.158180,0.086034,0.072146,0.085879
2.15784,172.99,0.157758,0.085599,0.072159,0.085444
2.15804,173.01,0.157340,0.085168,0.072172,0.085013
2.15824,173.02,0.156925,0.084740,0.072185,0.084585
2.15844,173.04,0.156514,0.084315,0.072198,0.084160
2.15864,173.05,0.156105,0.083894,0.072211,0.083739
2.15884,173.07,0.155700,0.083475,0.072224,0.083320
2.15904,173.09,0.155298,0.083060,0.072238,0.082905
2.15924,173.10,0.154899,0.082648,0.072251,0.082492
2.15944,173.12,0.154502,0.082239,0.072264,0.082083
2.15964,173.13,0.154109,0.081833,0.072277,0.081677
2.15984,173.15,0.153719,0.081429,0.072290,0.081274
2.16004,173.17,0.153332,0.081029,0.072303,0.080874
2.16024,173.18,0.152948,0.080632,0.072316,0.080476
2.16044,173.20,0.152567,0.080238,0.072329,0.080082
2.16064,173.21,0.152189,0.079846,0.072342,0.079691
2.16084,173.23,0.151813,0.079458,0.072355,0.079302
2.16104,173.25,0.151440,0.079072,0.072368,0.078916
2.16124,173.26,0.151070,0.078689,0.072382,0.078533
2.16144,173.28,0.150703,0.078309,0.072395,0.078153
2.16164,173.29,0.150339,0.077931,0.072408,0.077775
2.16184,173.31,0.149977,0.077556,0.072421,0.077400
2.16204,173.33,0.149618,0.077184,0.072434,0.077028
2.16224,173.34,0.149262,0.076815,0.072447,0.076659
2.16244,173.36,0.148909,0.076448,0.072460,0.076292
2.16264,173.37,0.148558,0.076084,0.072474,0.075928
2.16284,173.39,0.148209,0.075723,0.072487,0.075566
2.16304,173.41,0.147863,0.075364,0.072500,0.075207
2.16324,173.42,0.147520,0.075007,0.072513,0.074851
2.16344,173.44,0.147179,0.074653,0.072526,0.074497
2.16364,173.45,0.146841,0.074302,0.072539,0.074145
2.16384,173.47,0.146505,0.073953,0.072552,0.073796
2.16404,173.49,0.146172,0.073606,0.072566,0.073450
2.16424,173.50,0.145841,0.073262,0.072579,0.073106
2.16444,173.52,0.145512,0.072921,0.072592,0.072764
2.16464,173.53,0.145186,0.072581,0.072605,0.072425
2.16484,173.55,0.144863,0.072244,0.072618,0.072088
2.16504,173.57,0.144541,0.071910,0.072631,0.071753
2.16524,173.58,0.144222,0.071577,0.072645,0.071421
2.16544,173.60,0.143905,0.071247,0.072658,0.071091
2.16564,173.61,0.143591,0.070920,0.072671,0.070763
2.16584,173.63,0.143278,0.070594,0.072684,0.070437
2.16604,173.65,0.142968,0.070271,0.072697,0.070114
2.16624,173.66,0.142661,0.069950,0.072711,0.069793
2.16644,173.68,0.142355,0.069631,0.072724,0.069474
2.16664,173.69,0.142051,0.069314,0.072737,0.069157
2.16684,173.71,0.141750,0.069000,0.072750,0.068843
2.16704,173.73,0.141451,0.068688,0.072763,0.068530
2.16724,173.74,0.141154,0.068377,0.072777,0.068220
2.16744,173.76,0.140859,0.068069,0.072790,0.067912
2.16764,173.78,0.140566,0.067763,0.072803,0.067606
2.16784,173.79,0.140275,0.067459,0.072816,0.067302
2.16804,173.81,0.139987,0.067157,0.072830,0.067000
2.16824,173.82,0.139700,0.066857,0.072843,0.066700
2.16844,173.84,0.139415,0.066559,0.072856,0.066402
2.16864,173.86,0.139132,0.066263,0.072869,0.066106
2.16884,173.87,0.138852,0.065969,0.072883,0.065812
2.16904,173.89,0.138573,0.065677,0.072896,0.065519
2.16924,173.90,0.138296,0.065387,0.072909,0.065229
2.16944,173.92,0.138021,0.065099,0.072922,0.064941
2.16964,173.94,0.137748,0.064812,0.072936,0.064655
2.16984,173.95,0.137477,0.064528,0.072949,0.064370
2.17004,173.97,0.137207,0.064245,0.072962,0.064088
2.17024,173.98,0.136940,0.063965,0.072975,0.063807
2.17044,174.00,0.136674,0.063686,0.072989,0.063528
2.17064,174.02,0.136411,0.063409,0.073002,0.063251
2.17084,174.03,0.136149,0.063133,0.073015,0.062975
2.17104,174.05,0.135889,0.062860,0.073029,0.062702
2.17124,174.06,0.135630,0.062588,0.073042,0.062430
2.17144,174.08,0.135373,0.062318,0.073055,0.062160
2.17164,174.10,0.135119,0.062050,0.073069,0.061892
2.17184,174.11,0.134865,0.061784,0.073082,0.061625
2.17204,174.13,0.134614,0.061519,0.073095,0.061361
2.17224,174.14,0.134364,0.061256,0.073108,0.061098
2.17244,174.16,0.134116,0.060994,0.073122,0.060836
2.17264,174.18,0.133870,0.060735,0.073135,0.060576
2.17284,174.19,0.133625,0.060477,0.073148,0.060318
2.17304,174.21,0.133382,0.060220,0.073162,0.060062
2.17324,174.22,0.133140,0.059965,0.073175,0.059807
2.17344,174.24,0.132901,0.059712,0.073188,0.059554
2.17364,174.26,0.132662,0.059461,0.073202,0.059302
2.17384,174.27,0.132426,0.059211,0.073215,0.059052
2.17404,174.29,0.132191,0.058962,0.073228,0.058804
2.17424,174.30,0.131957,0.058715,0.073242,0.058557
2.17444,174.32,0.131725,0.058470,0.073255,0.058311
2.17464,174.34,0.131495,0.058226,0.073269,0.058068
2.17484,174.35,0.131266,0.057984,0.073282,0.057825
2.17504,174.37,0.131038,0.057743,0.073295,0.057584
2.17524,174.38,0.130812,0.057504,0.073309,0.057345
2.17544,174.40,0.130588,0.057266,0.073322,0.057107
2.17564,174.42,0.130365,0.057030,0.073335,0.056871
2.17584,174.43,0.130144,0.056795,0.073349,0.056636
2.17604,174.45,0.129924,0.056562,0.073362,0.056403
2.17624,174.46,0.129705,0.056330,0.073375,0.056171
2.17644,174.48,0.129488,0.056099,0.073389,0.055940
2.17664,174.50,0.129272,0.055870,0.073402,0.055711
2.17684,174.51,0.129058,0.055642,0.073416,0.055483
2.17704,174.53,0.128845,0.055416,0.073429,0.055257
2.17724,174.54,0.128633,0.055191,0.073442,0.055032
2.17744,174.56,0.128423,0.054967,0.073456,0.054808
2.17764,174.58,0.128214,0.054745,0.073469,0.054586
2.17784,174.59,0.128007,0.054524,0.073483,0.054365
2.17804,174.61,0.127801,0.054305,0.073496,0.054145
2.17824,174.62,0.127596,0.054086,0.073510,0.053927
2.17844,174.64,0.127393,0.053870,0.073523,0.053710
2.17864,174.66,0.127190,0.053654,0.073536,0.053494
2.17884,174.67,0.126989,0.053440,0.073550,0.053280
2.17904,174.69,0.126790,0.053227,0.073563,0.053067
2.17924,174.71,0.126592,0.053015,0.073577,0.052855
2.17944,174.72,0.126395,0.052804,0.073590,0.052645
2.17964,174.74,0.126199,0.052595,0.073604,0.052435
2.17984,174.75,0.126004,0.052387,0.073617,0.052227
2.18004,174.77,0.125811,0.052180,0.073631,0.052020
2.18024,174.79,0.125619,0.051975,0.073644,0.051815
2.18044,174.80,0.125428,0.051770,0.073657,0.051610
2.18064,174.82,0.125238,0.051567,0.073671,0.051407
2.18084,174.83,0.125050,0.051365,0.073684,0.051205
2.18104,174.85,0.124862,0.051165,0.073698,0.051005
2.18124,174.87,0.124676,0.050965,0.073711,0.050805
2.18144,174.88,0.124491,0.050767,0.073725,0.050606
2.18164,174.90,0.124308,0.050569,0.073738,0.050409
2.18184,174.91,0.124125,0.050373,0.073752,0.050213
2.18204,174.93,0.123944,0.050178,0.073765,0.050018
2.18224,174.95,0.123763,0.049984,0.073779,0.049824
2.18244,174.96,0.123584,0.049792,0.073792,0.049631
2.18264,174.98,0.123406,0.049600,0.073806,0.049440
2.18284,174.99,0.123229,0.049410,0.073819,0.049249
2.18304,175.01,0.123053,0.049220,0.073833,0.049060
2.18324,175.03,0.122878,0.049032,0.073846,0.048871
2.18344,175.04,0.122704,0.048845,0.073860,0.048684
2.18364,175.06,0.122532,0.048658,0.073873,0.048498
2.18384,175.07,0.122360,0.048473,0.073887,0.048313
2.18404,175.09,0.122190,0.048289,0.073900,0.048129
2.18424,175.11,0.122020,0.048106,0.073914,0.047946
2.18444,175.12,0.121852,0.047924,0.073927,0.047764
2.18464,175.14,0.121684,0.047743,0.073941,0.047583
2.18484,175.15,0.121518,0.047564,0.073955,0.047403
2.18504,175.17,0.121353,0.047385,0.073968,0.047224
2.18524,175.19,0.121188,0.047207,0.073982,0.047046
2.18544,175.20,0.121025,0.047030,0.073995,0.046869
2.18564,175.22,0.120863,0.046854,0.074009,0.046693
2.18584,175.23,0.120701,0.046679,0.074022,0.046518
2.18604,175.25,0.120541,0.046505,0.074036,0.046344
2.18624,175.27,0.120382,0.046332,0.074049,0.046171
2.18644,175.28,0.120223,0.046160,0.074063,0.045999
2.18664,175.30,0.120066,0.045989,0.074077,0.045828
2.18684,175.31,0.119909,0.045819,0.074090,0.045658
2.18704,175.33,0.119754,0.045650,0.074104,0.045489
2.18724,175.35,0.119599,0.045482,0.074117,0.045320
2.18744,175.36,0.119446,0.045315,0.074131,0.045153
2.18764,175.38,0.119293,0.045148,0.074145,0.044987
2.18784,175.39,0.119141,0.044983,0.074158,0.044821
2.18804,175.41,0.118990,0.044818,0.074172,0.044657
2.18824,175.43,0.118840,0.044655,0.074185,0.044493
2.18844,175.44,0.118691,0.044492,0.074199,0.044330
2.18864,175.46,0.118543,0.044330,0.074213,0.044168
2.18884,175.47,0.118395,0.044169,0.074226,0.044007
2.18904,175.49,0.118249,0.044009,0.074240,0.043847
2.18924,175.51,0.118103,0.043850,0.074253,0.043688
2.18944,175.52,0.117959,0.043692,0.074267,0.043530
2.18964,175.54,0.117815,0.043534,0.074281,0.043372
2.18984,175.55,0.117672,0.043377,0.074294,0.043215
2.19004,175.57,0.117530,0.043222,0.074308,0.043060
2.19024,175.59,0.117388,0.043067,0.074322,0.042905
2.19044,175.60,0.117248,0.042913,0.074335,0.042750
2.19064,175.62,0.117108,0.042759,0.074349,0.042597
2.19084,175.63,0.116969,0.042607,0.074363,0.042445
2.19104,175.65,0.116831,0.042455,0.074376,0.042293
2.19124,175.67,0.116694,0.042304,0.074390,0.042142
2.19144,175.68,0.116558,0.042154,0.074404,0.041992
2.19164,175.70,0.116422,0.042005,0.074417,0.041843
2.19184,175.72,0.116288,0.041857,0.074431,0.041694
2.19204,175.73,0.116154,0.041709,0.074445,0.041547
2.19224,175.75,0.116020,0.041562,0.074458,0.041400
2.19244,175.76,0.115888,0.041416,0.074472,0.041253
2.19264,175.78,0.115756,0.041271,0.074486,0.041108
2.19284,175.80,0.115625,0.041126,0.074499,0.040963
2.19304,175.81,0.115495,0.040982,0.074513,0.040820
2.19324,175.83,0.115366,0.040839,0.074527,0.040677
2.19344,175.84,0.115237,0.040697,0.074540,0.040534
2.19364,175.86,0.115110,0.040555,0.074554,0.040393
2.19384,175.88,0.114983,0.040415,0.074568,0.040252
2.19404,175.89,0.114856,0.040275,0.074582,0.040112
2.19424,175.91,0.114731,0.040135,0.074595,0.039972
2.19444,175.92,0.114606,0.039997,0.074609,0.039834
2.19464,175.94,0.114481,0.039859,0.074623,0.039696
2.19484,175.96,0.114358,0.039721,0.074637,0.039558
2.19504,175.97,0.114235,0.039585,0.074650,0.039422
2.19524,175.99,0.114113,0.039449,0.074664,0.039286
2.19544,176.00,0.113992,0.039314,0.074678,0.039151
2.19564,176.02,0.113871,0.039180,0.074691,0.039016
2.19584,176.04,0.113751,0.039046,0.074705,0.038883
2.19604,176.05,0.113632,0.038913,0.074719,0.038750
2.19624,176.07,0.113513,0.038781,0.074733,0.038617
2.19644,176.08,0.113396,0.038649,0.074747,0.038486
2.19664,176.10,0.113278,0.038518,0.074760,0.038355
2.19684,176.12,0.113162,0.038388,0.074774,0.038224
2.19704,176.13,0.113046,0.038258,0.074788,0.038094
2.19724,176.15,0.112931,0.038129,0.074802,0.037965
2.19744,176.16,0.112816,0.038001,0.074815,0.037837
2.19764,176.18,0.112702,0.037873,0.074829,0.037709
2.19784,176.20,0.112589,0.037746,0.074843,0.037582
2.19804,176.21,0.112476,0.037620,0.074857,0.037456
2.19824,176.23,0.112364,0.037494,0.074871,0.037330
2.19844,176.24,0.112253,0.037369,0.074884,0.037205
2.19864,176.26,0.112142,0.037244,0.074898,0.037080
2.19884,176.28,0.112032,0.037120,0.074912,0.036956
2.19904,176.29,0.111923,0.036997,0.074926,0.036833
2.19924,176.31,0.111814,0.036874,0.074940,0.036710
2.19944,176.32,0.111706,0.036752,0.074953,0.036588
2.19964,176.34,0.111598,0.036631,0.074967,0.036467
2.19984,176.36,0.111491,0.036510,0.074981,0.036346
2.20004,176.37,0.111385,0.036390,0.074995,0.036225
2.20024,176.39,0.111279,0.036270,0.075009,0.036106
2.20044,176.40,0.111174,0.036151,0.075023,0.035987
2.20064,176.42,0.111069,0.036033,0.075036,0.035868
2.20084,176.44,0.110965,0.035915,0.075050,0.035750
2.20104,176.45,0.110861,0.035797,0.075064,0.035633
2.20124,176.47,0.110759,0.035681,0.075078,0.035516
2.20144,176.48,0.110656,0.035564,0.075092,0.035400
2.20164,176.50,0.110555,0.035449,0.075106,0.035284
2.20184,176.52,0.110453,0.035334,0.075120,0.035169
2.20204,176.53,0.110353,0.035219,0.075133,0.035055
2.20224,176.55,0.110253,0.035105,0.075147,0.034941
2.20244,176.56,0.110153,0.034992,0.075161,0.034827
2.20264,176.58,0.110054,0.034879,0.075175,0.034714
2.20284,176.60,0.109956,0.034767,0.075189,0.034602
2.20304,176.61,0.109858,0.034655,0.075203,0.034490
2.20324,176.63,0.109761,0.034544,0.075217,0.034379
2.20344,176.65,0.109664,0.034434,0.075231,0.034269
2.20364,176.66,0.109568,0.034323,0.075244,0.034158
2.20384,176.68,0.109472,0.034214,0.075258,0.034049
2.20404,176.69,0.109377,0.034105,0.075272,0.033940
2.20424,176.71,0.109282,0.033996,0.075286,0.033831
2.20444,176.73,0.109188,0.033888,0.075300,0.033723
2.20464,176.74,0.109095,0.033781,0.075314,0.033615
2.20484,176.76,0.109002,0.033674,0.075328,0.033508
2.20504,176.77,0.108909,0.033567,0.075342,0.033402
2.20524,176.79,0.108817,0.033461,0.075356,0.033296
2.20544,176.81,0.108726,0.033356,0.075370,0.033190
2.20564,176.82,0.108635,0.033251,0.075384,0.033085
2.20584,176.84,0.108544,0.033146,0.075398,0.032981
2.20604,176.85,0.108454,0.033043,0.075412,0.032877
2.20624,176.87,0.108365,0.032939,0.075426,0.032773
2.20644,176.89,0.108275,0.032836,0.075439,0.032670
2.20664,176.90,0.108187,0.032734,0.075453,0.032568
2.20684,176.92,0.108099,0.032631,0.075467,0.032466
2.20704,176.93,0.108011,0.032530,0.075481,0.032364
2.20724,176.95,0.107924,0.032429,0.075495,0.032263
2.20744,176.97,0.107838,0.032328,0.075509,0.032162
2.20764,176.98,0.107751,0.032228,0.075523,0.032062
2.20784,177.00,0.107666,0.032128,0.075537,0.031962
2.20804,177.01,0.107580,0.032029,0.075551,0.031863
2.20824,177.03,0.107496,0.031931,0.075565,0.031764
2.20844,177.05,0.107411,0.031832,0.075579,0.031666
2.20864,177.06,0.107328,0.031734,0.075593,0.031568
2.20884,177.08,0.107244,0.031637,0.075607,0.031471
2.20904,177.09,0.107161,0.031540,0.075621,0.031374
2.20924,177.11,0.107079,0.031444,0.075635,0.031277
2.20944,177.13,0.106997,0.031348,0.075649,0.031181
2.20964,177.14,0.106915,0.031252,0.075663,0.031086
2.20984,177.16,0.106834,0.031157,0.075677,0.030990
2.21004,177.17,0.106753,0.031062,0.075691,0.030896
2.21024,177.19,0.106673,0.030968,0.075705,0.030801
2.21044,177.21,0.106593,0.030874,0.075719,0.030707
2.21064,177.22,0.106514,0.030781,0.075733,0.030614
2.21084,177.24,0.106435,0.030688,0.075747,0.030521
2.21104,177.25,0.106356,0.030595,0.075761,0.030428
2.21124,177.27,0.106278,0.030503,0.075775,0.030336
2.21144,177.29,0.106201,0.030411,0.075790,0.030244
2.21164,177.30,0.106123,0.030320,0.075804,0.030153
2.21184,177.32,0.106046,0.030229,0.075818,0.030062
2.21204,177.33,0.105970,0.030138,0.075832,0.029971
2.21224,177.35,0.105894,0.030048,0.075846,0.029881
2.21244,177.37,0.105818,0.029959,0.075860,0.029791
2.21264,177.38,0.105743,0.029869,0.075874,0.029702
2.21284,177.40,0.105668,0.029780,0.075888,0.029613
2.21304,177.41,0.105594,0.029692,0.075902,0.029525
2.21324,177.43,0.105520,0.029604,0.075916,0.029437
2.21344,177.45,0.105446,0.029516,0.075930,0.029349
2.21364,177.46,0.105373,0.029429,0.075944,0.029261
2.21384,177.48,0.105300,0.029342,0.075958,0.029174
2.21404,177.49,0.105228,0.029255,0.075973,0.029088
2.21424,177.51,0.105156,0.029169,0.075987,0.029002
2.21444,177.53,0.105084,0.029083,0.076001,0.028916
2.21464,177.54,0.105013,0.028998,0.076015,0.028830
2.21484,177.56,0.104942,0.028913,0.076029,0.028745
2.21504,177.58,0.104872,0.028828,0.076043,0.028661
2.21524,177.59,0.104801,0.028744,0.076057,0.028576
2.21544,177.61,0.104732,0.028660,0.076071,0.028492
2.21564,177.62,0.104662,0.028577,0.076086,0.028409
2.21584,177.64,0.104593,0.028494,0.076100,0.028326
2.21604,177.66,0.104525,0.028411,0.076114,0.028243
2.21624,177.67,0.104456,0.028328,0.076128,0.028160
2.21644,177.69,0.104388,0.028246,0.076142,0.028078
2.21664,177.70,0.104321,0.028165,0.076156,0.027997
2.21684,177.72,0.104254,0.028083,0.076170,0.027915
2.21704,177.74,0.104187,0.028002,0.076185,0.027834
2.21724,177.75,0.104120,0.027922,0.076199,0.027753
2.21744,177.77,0.104054,0.027841,0.076213,0.027673
2.21764,177.78,0.103988,0.027761,0.076227,0.027593
2.21784,177.80,0.103923,0.027682,0.076241,0.027513
2.21804,177.82,0.103858,0.027602,0.076255,0.027434
2.21824,177.83,0.103793,0.027524,0.076270,0.027355
2.21844,177.85,0.103729,0.027445,0.076284,0.027277
2.21864,177.86,0.103665,0.027367,0.076298,0.027198
2.21884,177.88,0.103601,0.027289,0.076312,0.027120
2.21904,177.90,0.103538,0.027211,0.076326,0.027043
2.21924,177.91,0.103475,0.027134,0.076341,0.026965
2.21944,177.93,0.103412,0.027057,0.076355,0.026888
2.21964,177.94,0.103349,0.026981,0.076369,0.026812
2.21984,177.96,0.103287,0.026904,0.076383,0.026735
2.22004,177.98,0.103226,0.026828,0.076397,0.026660
2.22024,177.99,0.103164,0.026753,0.076412,0.026584
2.22044,178.01,0.103103,0.026677,0.076426,0.026509
2.22064,178.02,0.103043,0.026602,0.076440,0.026434
2.22084,178.04,0.102982,0.026528,0.076454,0.026359
2.22104,178.06,0.102922,0.026454,0.076469,0.026284
2.22124,178.07,0.102862,0.026379,0.076483,0.026210
2.22144,178.09,0.102803,0.026306,0.076497,0.026137
2.22164,178.10,0.102744,0.026232,0.076511,0.026063
2.22184,178.12,0.102685,0.026159,0.076526,0.025990
2.22204,178.14,0.102626,0.026087,0.076540,0.025917
2.22224,178.15,0.102568,0.026014,0.076554,0.025845
2.22244,178.17,0.102510,0.025942,0.076568,0.025772
2.22264,178.18,0.102453,0.025870,0.076583,0.025701
2.22284,178.20,0.102395,0.025798,0.076597,0.025629
2.22304,178.22,0.102338,0.025727,0.076611,0.025558
2.22324,178.23,0.102282,0.025656,0.076625,0.025487
2.22344,178.25,0.102225,0.025586,0.076640,0.025416
2.22364,178.26,0.102169,0.025515,0.076654,0.025345
2.22384,178.28,0.102113,0.025445,0.076668,0.025275
2.22404,178.30,0.102058,0.025375,0.076683,0.025205
2.22424,178.31,0.102003,0.025306,0.076697,0.025136
2.22444,178.33,0.101948,0.025237,0.076711,0.025067
2.22464,178.34,0.101893,0.025168,0.076726,0.024998
2.22484,178.36,0.101839,0.025099,0.076740,0.024929
