ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),AcOH CH3
2.32124,186.09,0.093339,0.009205,0.084134,0.009010
2.32144,186.11,0.093341,0.009190,0.084150,0.008995
2.32164,186.12,0.093342,0.009176,0.084167,0.008980
2.32184,186.14,0.093344,0.009161,0.084183,0.008965
2.32204,186.15,0.093346,0.009146,0.084200,0.008951
2.32224,186.17,0.093348,0.009131,0.084216,0.008936
2.32244,186.19,0.093349,0.009117,0.084233,0.008921
2.32264,186.20,0.093351,0.009102,0.084249,0.008906
2.32284,186.22,0.093353,0.009088,0.084265,0.008892
2.32304,186.23,0.093355,0.009073,0.084282,0.008877
2.32324,186.25,0.093357,0.009059,0.084298,0.008863
2.32344,186.27,0.093359,0.009044,0.084315,0.008848
2.32364,186.28,0.093361,0.009030,0.084331,0.008834
2.32384,186.30,0.093363,0.009015,0.084348,0.008819
2.32404,186.31,0.093365,0.009001,0.084364,0.008805
2.32424,186.33,0.093367,0.008987,0.084381,0.008790
2.32444,186.35,0.093370,0.008972,0.084397,0.008776
2.32464,186.36,0.093372,0.008958,0.084414,0.008762
2.32484,186.38,0.093374,0.008944,0.084430,0.008747
2.32504,186.39,0.093376,0.008930,0.084447,0.008733
2.32524,186.41,0.093379,0.008915,0.084463,0.008719
2.32544,186.43,0.093381,0.008901,0.084480,0.008705
2.32564,186.44,0.093384,0.008887,0.084496,0.008691
2.32584,186.46,0.093386,0.008873,0.084513,0.008676
2.32604,186.47,0.093389,0.008859,0.084530,0.008662
2.32624,186.49,0.093391,0.008845,0.084546,0.008648
2.32644,186.51,0.093394,0.008831,0.084563,0.008634
2.32664,186.52,0.093396,0.008817,0.084579,0.008620
2.32684,186.54,0.093399,0.008803,0.084596,0.008606
2.32704,186.55,0.093402,0.008790,0.084612,0.008592
2.32724,186.57,0.093405,0.008776,0.084629,0.008579
2.32744,186.59,0.093407,0.008762,0.084645,0.008565
2.32764,186.60,0.093410,0.008748,0.084662,0.008551
2.32784,186.62,0.093413,0.008734,0.084679,0.008537
2.32804,186.63,0.093416,0.008721,0.084695,0.008523
2.32824,186.65,0.093419,0.008707,0.084712,0.008510
2.32844,186.67,0.093422,0.008693,0.084728,0.008496
2.32864,186.68,0.093425,0.008680,0.084745,0.008482
2.32884,186.70,0.093428,0.008666,0.084762,0.008469
2.32904,186.71,0.093431,0.008653,0.084778,0.008455
2.32924,186.73,0.093434,0.008639,0.084795,0.008442
2.32944,186.75,0.093437,0.008626,0.084812,0.008428
2.32964,186.76,0.093441,0.008612,0.084828,0.008415
2.32984,186.78,0.093444,0.008599,0.084845,0.008401
2.33004,186.79,0.093447,0.008586,0.084861,0.008388
2.33024,186.81,0.093450,0.008572,0.084878,0.008374
2.33044,186.83,0.093454,0.008559,0.084895,0.008361
2.33064,186.84,0.093457,0.008546,0.084911,0.008348
2.33084,186.86,0.093461,0.008533,0.084928,0.008334
2.33104,186.87,0.093464,0.008519,0.084945,0.008321
2.33124,186.89,0.093468,0.008506,0.084961,0.008308
2.33144,186.91,0.093471,0.008493,0.084978,0.008295
2.33164,186.92,0.093475,0.008480,0.084995,0.008282
2.33184,186.94,0.093478,0.008467,0.085011,0.008269
2.33204,186.95,0.093482,0.008454,0.085028,0.008255
2.33224,186.97,0.093486,0.008441,0.085045,0.008242
2.33244,186.99,0.093489,0.008428,0.085061,0.008229
2.33264,187.00,0.093493,0.008415,0.085078,0.008216
2.33284,187.02,0.093497,0.008402,0.085095,0.008203
2.33304,187.04,0.093501,0.008389,0.085112,0.008190
2.33324,187.05,0.093505,0.008376,0.085128,0.008177
2.33344,187.07,0.093509,0.008364,0.085145,0.008165
2.33364,187.08,0.093512,0.008351,0.085162,0.008152
2.33384,187.10,0.093516,0.008338,0.085178,0.008139
2.33404,187.12,0.093520,0.008325,0.085195,0.008126
2.33424,187.13,0.093524,0.008313,0.085212,0.008113
2.33444,187.15,0.093529,0.008300,0.085229,0.008101
2.33464,187.16,0.093533,0.008287,0.085245,0.008088
2.33484,187.18,0.093537,0.008275,0.085262,0.008075
2.33504,187.20,0.093541,0.008262,0.085279,0.008063
2.33524,187.21,0.093545,0.008249,0.085296,0.008050
2.33544,187.23,0.093549,0.008237,0.085313,0.008037
2.33564,187.24,0.093554,0.008224,0.085329,0.008025
2.33584,187.26,0.093558,0.008212,0.085346,0.008012
2.33604,187.28,0.093562,0.008200,0.085363,0.008000
2.33624,187.29,0.093567,0.008187,0.085380,0.007987
2.33644,187.31,0.093571,0.008175,0.085396,0.007975
2.33664,187.32,0.093576,0.008162,0.085413,0.007963
2.33684,187.34,0.093580,0.008150,0.085430,0.007950
2.33704,187.36,0.093585,0.008138,0.085447,0.007938
2.33724,187.37,0.093589,0.008126,0.085464,0.007925
2.33744,187.39,0.093594,0.008113,0.085481,0.007913
2.33764,187.40,0.093598,0.008101,0.085497,0.007901
2.33784,187.42,0.093603,0.008089,0.085514,0.007889
2.33804,187.44,0.093608,0.008077,0.085531,0.007876
2.33824,187.45,0.093612,0.008065,0.085548,0.007864
2.33844,187.47,0.093617,0.008053,0.085565,0.007852
2.33864,187.48,0.093622,0.008040,0.085582,0.007840
2.33884,187.50,0.093627,0.008028,0.085598,0.007828
2.33904,187.52,0.093632,0.008016,0.085615,0.007816
2.33924,187.53,0.093637,0.008004,0.085632,0.007804
2.33944,187.55,0.093642,0.007993,0.085649,0.007792
2.33964,187.56,0.093646,0.007981,0.085666,0.007780
2.33984,187.58,0.093651,0.007969,0.085683,0.007768
2.34004,187.60,0.093656,0.007957,0.085700,0.007756
2.34024,187.61,0.093662,0.007945,0.085717,0.007744
2.34044,187.63,0.093667,0.007933,0.085733,0.007732
2.34064,187.64,0.093672,0.007921,0.085750,0.007720
2.34084,187.66,0.093677,0.007910,0.085767,0.007708
2.34104,187.68,0.093682,0.007898,0.085784,0.007697
2.34124,187.69,0.093687,0.007886,0.085801,0.007685
2.34144,187.71,0.093692,0.007875,0.085818,0.007673
2.34164,187.72,0.093698,0.007863,0.085835,0.007661
2.34184,187.74,0.093703,0.007851,0.085852,0.007650
2.34204,187.76,0.093708,0.007840,0.085869,0.007638
2.34224,187.77,0.093714,0.007828,0.085886,0.007626
2.34244,187.79,0.093719,0.007817,0.085903,0.007615
2.34264,187.80,0.093725,0.007805,0.085920,0.007603
2.34284,187.82,0.093730,0.007794,0.085937,0.007592
2.34304,187.84,0.093736,0.007782,0.085954,0.007580
2.34324,187.85,0.093741,0.007771,0.085970,0.007569
2.34344,187.87,0.093747,0.007759,0.085987,0.007557
2.34364,187.88,0.093752,0.007748,0.086004,0.007546
2.34384,187.90,0.093758,0.007736,0.086021,0.007534
2.34404,187.92,0.093764,0.007725,0.086038,0.007523
2.34424,187.93,0.093769,0.007714,0.086055,0.007512
2.34444,187.95,0.093775,0.007703,0.086072,0.007500
2.34464,187.97,0.093781,0.007691,0.086089,0.007489
2.34484,187.98,0.093786,0.007680,0.086106,0.007478
2.34504,188.00,0.093792,0.007669,0.086123,0.007466
2.34524,188.01,0.093798,0.007658,0.086140,0.007455
2.34544,188.03,0.093804,0.007647,0.086157,0.007444
2.34564,188.05,0.093810,0.007635,0.086174,0.007433
2.34584,188.06,0.093816,0.007624,0.086191,0.007422
2.34604,188.08,0.093822,0.007613,0.086209,0.007410
2.34624,188.09,0.093828,0.007602,0.086226,0.007399
2.34644,188.11,0.093834,0.007591,0.086243,0.007388
2.34664,188.13,0.093840,0.007580,0.086260,0.007377
2.34684,188.14,0.093846,0.007569,0.086277,0.007366
2.34704,188.16,0.093852,0.007558,0.086294,0.007355
2.34724,188.17,0.093858,0.007547,0.086311,0.007344
2.34744,188.19,0.093864,0.007536,0.086328,0.007333
2.34764,188.21,0.093870,0.007525,0.086345,0.007322
2.34784,188.22,0.093877,0.007515,0.086362,0.007311
2.34804,188.24,0.093883,0.007504,0.086379,0.007300
2.34824,188.25,0.093889,0.007493,0.086396,0.007290
2.34844,188.27,0.093896,0.007482,0.086413,0.007279
2.34864,188.29,0.093902,0.007471,0.086430,0.007268
2.34884,188.30,0.093908,0.007461,0.086448,0.007257
2.34904,188.32,0.093915,0.007450,0.086465,0.007246
2.34924,188.33,0.093921,0.007439,0.086482,0.007236
2.34944,188.35,0.093928,0.007429,0.086499,0.007225
2.34964,188.37,0.093934,0.007418,0.086516,0.007214
2.34984,188.38,0.093941,0.007407,0.086533,0.007203
