ppm,hz,total_with_exchange,total_carbon_bound,EGDA O-CH2,exchangeable pool (H2O/OH/COOH),EGMA CH2-OC(O),EGMA CH2-OH,EG O-CH2
3.40006,272.58,0.405349,0.002460,0.000100,0.402889,0.000123,0.000628,0.001294
3.40046,272.61,0.405694,0.002465,0.000100,0.403228,0.000124,0.000630,0.001298
3.40086,272.64,0.406038,0.002470,0.000100,0.403568,0.000124,0.000631,0.001302
3.40126,272.67,0.406383,0.002476,0.000100,0.403908,0.000124,0.000633,0.001306
3.40166,272.70,0.406729,0.002481,0.000100,0.404248,0.000124,0.000634,0.001310
3.40206,272.74,0.407075,0.002487,0.000101,0.404588,0.000124,0.000635,0.001314
3.40246,272.77,0.407422,0.002492,0.000101,0.404929,0.000124,0.000637,0.001318
3.40286,272.80,0.407769,0.002498,0.000101,0.405271,0.000124,0.000638,0.001322
3.40326,272.83,0.408116,0.002503,0.000101,0.405613,0.000124,0.000640,0.001326
3.40366,272.86,0.408464,0.002509,0.000101,0.405955,0.000125,0.000641,0.001330
3.40406,272.90,0.408812,0.002514,0.000101,0.406298,0.000125,0.000642,0.001334
3.40446,272.93,0.409161,0.002520,0.000101,0.406641,0.000125,0.000644,0.001338
3.40486,272.96,0.409511,0.002526,0.000101,0.406985,0.000125,0.000645,0.001343
3.40526,272.99,0.409860,0.002531,0.000101,0.407329,0.000125,0.000647,0.001347
3.40566,273.02,0.410210,0.002537,0.000101,0.407673,0.000125,0.000648,0.001351
3.40606,273.06,0.410561,0.002543,0.000101,0.408018,0.000125,0.000650,0.001355
3.40646,273.09,0.410912,0.002548,0.000102,0.408364,0.000125,0.000651,0.001360
3.40686,273.12,0.411264,0.002554,0.000102,0.408709,0.000125,0.000652,0.001364
3.40726,273.15,0.411616,0.002560,0.000102,0.409056,0.000126,0.000654,0.001368
3.40766,273.19,0.411968,0.002566,0.000102,0.409402,0.000126,0.000655,0.001373
3.40806,273.22,0.412321,0.002572,0.000102,0.409749,0.000126,0.000657,0.001377
3.40846,273.25,0.412674,0.002578,0.000102,0.410097,0.000126,0.000658,0.001381
3.40886,273.28,0.413028,0.002583,0.000102,0.410445,0.000126,0.000660,0.001386
3.40926,273.31,0.413383,0.002589,0.000102,0.410793,0.000126,0.000661,0.001390
3.40966,273.35,0.413737,0.002595,0.000102,0.411142,0.000126,0.000663,0.001395
3.41006,273.38,0.414093,0.002601,0.000102,0.411491,0.000126,0.000664,0.001399
3.41046,273.41,0.414448,0.002607,0.000102,0.411841,0.000127,0.000666,0.001404
3.41086,273.44,0.414804,0.002613,0.000102,0.412191,0.000127,0.000667,0.001408
3.41126,273.47,0.415161,0.002619,0.000103,0.412542,0.000127,0.000669,0.001413
3.41166,273.51,0.415518,0.002625,0.000103,0.412893,0.000127,0.000670,0.001417
3.41206,273.54,0.415876,0.002632,0.000103,0.413244,0.000127,0.000672,0.001422
3.41246,273.57,0.416234,0.002638,0.000103,0.413596,0.000127,0.000673,0.001426
3.41286,273.60,0.416592,0.002644,0.000103,0.413948,0.000127,0.000675,0.001431
3.41326,273.63,0.416951,0.002650,0.000103,0.414301,0.000127,0.000676,0.001436
3.41366,273.67,0.417311,0.002656,0.000103,0.414654,0.000128,0.000678,0.001440
3.41406,273.70,0.417671,0.002662,0.000103,0.415008,0.000128,0.000679,0.001445
3.41446,273.73,0.418031,0.002669,0.000103,0.415362,0.000128,0.000681,0.001450
3.41486,273.76,0.418392,0.002675,0.000103,0.415717,0.000128,0.000682,0.001454
3.41526,273.79,0.418753,0.002681,0.000103,0.416072,0.000128,0.000684,0.001459
3.41566,273.83,0.419115,0.002688,0.000104,0.416427,0.000128,0.000686,0.001464
3.41606,273.86,0.419477,0.002694,0.000104,0.416783,0.000128,0.000687,0.001469
3.41646,273.89,0.419840,0.002701,0.000104,0.417140,0.000128,0.000689,0.001473
3.41686,273.92,0.420203,0.002707,0.000104,0.417496,0.000129,0.000690,0.001478
3.41726,273.95,0.420567,0.002714,0.000104,0.417854,0.000129,0.000692,0.001483
3.41766,273.99,0.420931,0.002720,0.000104,0.418211,0.000129,0.000693,0.001488
3.41806,274.02,0.421296,0.002727,0.000104,0.418570,0.000129,0.000695,0.001493
3.41846,274.05,0.421661,0.002733,0.000104,0.418928,0.000129,0.000697,0.001498
3.41886,274.08,0.422027,0.002740,0.000104,0.419287,0.000129,0.000698,0.001503
3.41926,274.11,0.422393,0.002746,0.000104,0.419647,0.000129,0.000700,0.001508
3.41966,274.15,0.422760,0.002753,0.000104,0.420007,0.000129,0.000702,0.001513
3.42006,274.18,0.423127,0.002760,0.000105,0.420367,0.000130,0.000703,0.001518
3.42046,274.21,0.423495,0.002766,0.000105,0.420728,0.000130,0.000705,0.001523
3.42086,274.24,0.423863,0.002773,0.000105,0.421090,0.000130,0.000706,0.001528
3.42126,274.28,0.424231,0.002780,0.000105,0.421451,0.000130,0.000708,0.001533
3.42166,274.31,0.424601,0.002787,0.000105,0.421814,0.000130,0.000710,0.001538
3.42206,274.34,0.424970,0.002794,0.000105,0.422176,0.000130,0.000711,0.001543
3.42246,274.37,0.425340,0.002801,0.000105,0.422540,0.000130,0.000713,0.001549
3.42286,274.40,0.425711,0.002808,0.000105,0.422903,0.000130,0.000715,0.001554
3.42326,274.44,0.426082,0.002814,0.000105,0.423267,0.000131,0.000716,0.001559
3.42366,274.47,0.426454,0.002821,0.000105,0.423632,0.000131,0.000718,0.001564
3.42406,274.50,0.426826,0.002828,0.000105,0.423997,0.000131,0.000720,0.001570
3.42446,274.53,0.427198,0.002836,0.000106,0.424363,0.000131,0.000721,0.001575
3.42486,274.56,0.427571,0.002843,0.000106,0.424729,0.000131,0.000723,0.001580
3.42526,274.60,0.427945,0.002850,0.000106,0.425095,0.000131,0.000725,0.001586
3.42566,274.63,0.428319,0.002857,0.000106,0.425462,0.000131,0.000726,0.001591
3.42606,274.66,0.428694,0.002864,0.000106,0.425829,0.000131,0.000728,0.001597
3.42646,274.69,0.429069,0.002871,0.000106,0.426197,0.000132,0.000730,0.001602
3.42686,274.72,0.429444,0.002879,0.000106,0.426566,0.000132,0.000732,0.001608
3.42726,274.76,0.429820,0.002886,0.000106,0.426934,0.000132,0.000733,0.001613
3.42766,274.79,0.430197,0.002893,0.000106,0.427304,0.000132,0.000735,0.001619
3.42806,274.82,0.430574,0.002901,0.000106,0.427673,0.000132,0.000737,0.001624
3.42846,274.85,0.430952,0.002908,0.000106,0.428044,0.000132,0.000739,0.001630
3.42886,274.88,0.431330,0.002915,0.000107,0.428414,0.000132,0.000740,0.001635
3.42926,274.92,0.431708,0.002923,0.000107,0.428786,0.000133,0.000742,0.001641
3.42966,274.95,0.432088,0.002930,0.000107,0.429157,0.000133,0.000744,0.001647
3.43006,274.98,0.432467,0.002938,0.000107,0.429529,0.000133,0.000746,0.001653
3.43046,275.01,0.432847,0.002946,0.000107,0.429902,0.000133,0.000747,0.001658
3.43086,275.04,0.433228,0.002953,0.000107,0.430275,0.000133,0.000749,0.001664
3.43126,275.08,0.433609,0.002961,0.000107,0.430649,0.000133,0.000751,0.001670
3.43166,275.11,0.433991,0.002968,0.000107,0.431023,0.000133,0.000753,0.001676
3.43206,275.14,0.434373,0.002976,0.000107,0.431397,0.000133,0.000755,0.001682
3.43246,275.17,0.434756,0.002984,0.000107,0.431772,0.000134,0.000756,0.001688
3.43286,275.21,0.435139,0.002992,0.000108,0.432148,0.000134,0.000758,0.001694
3.43326,275.24,0.435523,0.003000,0.000108,0.432524,0.000134,0.000760,0.001699
3.43366,275.27,0.435907,0.003008,0.000108,0.432900,0.000134,0.000762,0.001705
3.43406,275.30,0.436292,0.003015,0.000108,0.433277,0.000134,0.000764,0.001712
3.43446,275.33,0.436678,0.003023,0.000108,0.433654,0.000134,0.000766,0.001718
3.43486,275.37,0.437064,0.003031,0.000108,0.434032,0.000134,0.000767,0.001724
3.43526,275.40,0.437450,0.003039,0.000108,0.434411,0.000135,0.000769,0.001730
3.43566,275.43,0.437837,0.003048,0.000108,0.434789,0.000135,0.000771,0.001736
3.43606,275.46,0.438224,0.003056,0.000108,0.435169,0.000135,0.000773,0.001742
3.43646,275.49,0.438612,0.003064,0.000108,0.435549,0.000135,0.000775,0.001748
3.43686,275.53,0.439001,0.003072,0.000108,0.435929,0.000135,0.000777,0.001755
3.43726,275.56,0.439390,0.003080,0.000109,0.436310,0.000135,0.000779,0.001761
3.43766,275.59,0.439780,0.003089,0.000109,0.436691,0.000135,0.000781,0.001767
3.43806,275.62,0.440170,0.003097,0.000109,0.437073,0.000135,0.000783,0.001774
3.43846,275.65,0.440561,0.003105,0.000109,0.437455,0.000136,0.000784,0.001780
3.43886,275.69,0.440952,0.003114,0.000109,0.437838,0.000136,0.000786,0.001786
3.43926,275.72,0.441344,0.003122,0.000109,0.438221,0.000136,0.000788,0.001793
3.43966,275.75,0.441736,0.003131,0.000109,0.438605,0.000136,0.000790,0.001799
3.44006,275.78,0.442129,0.003139,0.000109,0.438989,0.000136,0.000792,0.001806
3.44046,275.81,0.442522,0.003148,0.000109,0.439374,0.000136,0.000794,0.001813
3.44086,275.85,0.442916,0.003156,0.000109,0.439760,0.000136,0.000796,0.001819
3.44126,275.88,0.443310,0.003165,0.000110,0.440145,0.000137,0.000798,0.001826
3.44166,275.91,0.443705,0.003174,0.000110,0.440532,0.000137,0.000800,0.001833
3.44206,275.94,0.444101,0.003183,0.000110,0.440918,0.000137,0.000802,0.001839
3.44246,275.97,0.444497,0.003191,0.000110,0.441306,0.000137,0.000804,0.001846
3.44286,276.01,0.444894,0.003200,0.000110,0.441693,0.000137,0.000806,0.001853
3.44326,276.04,0.445291,0.003209,0.000110,0.442082,0.000137,0.000808,0.001860
3.44366,276.07,0.445689,0.003218,0.000110,0.442471,0.000137,0.000810,0.001866
3.44406,276.10,0.446087,0.003227,0.000110,0.442860,0.000138,0.000812,0.001873
3.44446,276.14,0.446486,0.003236,0.000110,0.443250,0.000138,0.000814,0.001880
3.44486,276.17,0.446885,0.003245,0.000110,0.443640,0.000138,0.000816,0.001887
3.44526,276.20,0.447285,0.003254,0.000111,0.444031,0.000138,0.000818,0.001894
3.44566,276.23,0.447686,0.003263,0.000111,0.444422,0.000138,0.000820,0.001901
3.44606,276.26,0.448087,0.003273,0.000111,0.444814,0.000138,0.000822,0.001909
3.44646,276.30,0.448488,0.003282,0.000111,0.445206,0.000138,0.000824,0.001916
3.44686,276.33,0.448891,0.003291,0.000111,0.445599,0.000138,0.000826,0.001923
3.44726,276.36,0.449293,0.003301,0.000111,0.445993,0.000139,0.000829,0.001930
3.44766,276.39,0.449697,0.003310,0.000111,0.446386,0.000139,0.000831,0.001937
3.44806,276.42,0.450100,0.003320,0.000111,0.446781,0.000139,0.000833,0.001945
3.44846,276.46,0.450505,0.003329,0.000111,0.447176,0.000139,0.000835,0.001952
3.44886,276.49,0.450910,0.003339,0.000111,0.447571,0.000139,0.000837,0.001959
3.44926,276.52,0.451315,0.003348,0.000112,0.447967,0.000139,0.000839,0.001967
3.44966,276.55,0.451722,0.003358,0.000112,0.448364,0.000139,0.000841,0.001974
3.45006,276.58,0.452128,0.003368,0.000112,0.448761,0.000140,0.000843,0.001982
3.45046,276.62,0.452536,0.003377,0.000112,0.449158,0.000140,0.000846,0.001989
3.45086,276.65,0.452943,0.003387,0.000112,0.449556,0.000140,0.000848,0.001997
3.45126,276.68,0.453352,0.003397,0.000112,0.449955,0.000140,0.000850,0.002005
3.45166,276.71,0.453761,0.003407,0.000112,0.450354,0.000140,0.000852,0.002012
3.45206,276.74,0.454170,0.003417,0.000112,0.450753,0.000140,0.000854,0.002020
3.45246,276.78,0.454581,0.003427,0.000112,0.451154,0.000140,0.000856,0.002028
3.45286,276.81,0.454991,0.003437,0.000112,0.451554,0.000141,0.000859,0.002036
3.45326,276.84,0.455403,0.003447,0.000113,0.451955,0.000141,0.000861,0.002043
3.45366,276.87,0.455815,0.003458,0.000113,0.452357,0.000141,0.000863,0.002051
3.45406,276.90,0.456227,0.003468,0.000113,0.452759,0.000141,0.000865,0.002059
3.45446,276.94,0.456640,0.003478,0.000113,0.453162,0.000141,0.000868,0.002067
3.45486,276.97,0.457054,0.003489,0.000113,0.453565,0.000141,0.000870,0.002075
3.45526,277.00,0.457468,0.003499,0.000113,0.453969,0.000141,0.000872,0.002084
3.45566,277.03,0.457883,0.003509,0.000113,0.454373,0.000142,0.000874,0.002092
3.45606,277.07,0.458298,0.003520,0.000113,0.454778,0.000142,0.000877,0.002100
3.45646,277.10,0.458714,0.003531,0.000113,0.455184,0.000142,0.000879,0.002108
3.45686,277.13,0.459131,0.003541,0.000113,0.455590,0.000142,0.000881,0.002116
3.45726,277.16,0.459548,0.003552,0.000114,0.455996,0.000142,0.000883,0.002125
3.45766,277.19,0.459966,0.003563,0.000114,0.456403,0.000142,0.000886,0.002133
3.45806,277.23,0.460384,0.003574,0.000114,0.456811,0.000142,0.000888,0.002142
3.45846,277.26,0.460803,0.003584,0.000114,0.457219,0.000143,0.000890,0.002150
3.45886,277.29,0.461223,0.003595,0.000114,0.457627,0.000143,0.000893,0.002159
3.45926,277.32,0.461643,0.003606,0.000114,0.458036,0.000143,0.000895,0.002167
3.45966,277.35,0.462064,0.003618,0.000114,0.458446,0.000143,0.000897,0.002176
3.46006,277.39,0.462485,0.003629,0.000114,0.458856,0.000143,0.000900,0.002185
3.46046,277.42,0.462907,0.003640,0.000114,0.459267,0.000143,0.000902,0.002193
3.46086,277.45,0.463330,0.003651,0.000115,0.459678,0.000144,0.000905,0.002202
3.46126,277.48,0.463753,0.003662,0.000115,0.460090,0.000144,0.000907,0.002211
3.46166,277.51,0.464177,0.003674,0.000115,0.460503,0.000144,0.000909,0.002220
3.46206,277.55,0.464601,0.003685,0.000115,0.460916,0.000144,0.000912,0.002229
3.46246,277.58,0.465026,0.003697,0.000115,0.461329,0.000144,0.000914,0.002238
3.46286,277.61,0.465452,0.003708,0.000115,0.461743,0.000144,0.000917,0.002247
3.46326,277.64,0.465878,0.003720,0.000115,0.462158,0.000144,0.000919,0.002256
3.46366,277.67,0.466305,0.003732,0.000115,0.462573,0.000145,0.000921,0.002265
3.46406,277.71,0.466732,0.003744,0.000115,0.462989,0.000145,0.000924,0.002274
3.46446,277.74,0.467160,0.003755,0.000115,0.463405,0.000145,0.000926,0.002284
3.46486,277.77,0.467589,0.003767,0.000116,0.463822,0.000145,0.000929,0.002293
3.46526,277.80,0.468019,0.003779,0.000116,0.464239,0.000145,0.000931,0.002302
3.46566,277.83,0.468448,0.003791,0.000116,0.464657,0.000145,0.000934,0.002312
3.46606,277.87,0.468879,0.003804,0.000116,0.465076,0.000145,0.000936,0.002321
3.46646,277.90,0.469310,0.003816,0.000116,0.465495,0.000146,0.000939,0.002331
3.46686,277.93,0.469742,0.003828,0.000116,0.465914,0.000146,0.000941,0.002341
3.46726,277.96,0.470175,0.003840,0.000116,0.466334,0.000146,0.000944,0.002350
3.46766,278.00,0.470608,0.003853,0.000116,0.466755,0.000146,0.000947,0.002360
3.46806,278.03,0.471041,0.003865,0.000116,0.467176,0.000146,0.000949,0.002370
3.46846,278.06,0.471476,0.003878,0.000117,0.467598,0.000146,0.000952,0.002380
3.46886,278.09,0.471911,0.003890,0.000117,0.468020,0.000147,0.000954,0.002390
3.46926,278.12,0.472346,0.003903,0.000117,0.468443,0.000147,0.000957,0.002400
3.46966,278.16,0.472783,0.003916,0.000117,0.468867,0.000147,0.000959,0.002410
3.47006,278.19,0.473220,0.003929,0.000117,0.469291,0.000147,0.000962,0.002420
3.47046,278.22,0.473657,0.003942,0.000117,0.469716,0.000147,0.000965,0.002430
3.47086,278.25,0.474095,0.003955,0.000117,0.470141,0.000147,0.000967,0.002441
3.47126,278.28,0.474534,0.003968,0.000117,0.470567,0.000147,0.000970,0.002451
3.47166,278.32,0.474974,0.003981,0.000117,0.470993,0.000148,0.000973,0.002461
3.47206,278.35,0.475414,0.003994,0.000118,0.471420,0.000148,0.000975,0.002472
3.47246,278.38,0.475855,0.004007,0.000118,0.471847,0.000148,0.000978,0.002482
3.47286,278.41,0.476296,0.004021,0.000118,0.472275,0.000148,0.000981,0.002493
3.47326,278.44,0.476738,0.004034,0.000118,0.472704,0.000148,0.000983,0.002503
3.47366,278.48,0.477181,0.004048,0.000118,0.473133,0.000148,0.000986,0.002514
3.47406,278.51,0.477624,0.004061,0.000118,0.473563,0.000149,0.000989,0.002525
3.47446,278.54,0.478069,0.004075,0.000118,0.473993,0.000149,0.000992,0.002536
3.47486,278.57,0.478513,0.004089,0.000118,0.474424,0.000149,0.000994,0.002547
3.47526,278.60,0.478959,0.004103,0.000118,0.474856,0.000149,0.000997,0.002558
3.47566,278.64,0.479405,0.004117,0.000119,0.475288,0.000149,0.001000,0.002569
3.47606,278.67,0.479851,0.004131,0.000119,0.475721,0.000149,0.001003,0.002580
3.47646,278.70,0.480299,0.004145,0.000119,0.476154,0.000149,0.001005,0.002591
3.47686,278.73,0.480747,0.004159,0.000119,0.476588,0.000150,0.001008,0.002603
3.47726,278.76,0.481196,0.004174,0.000119,0.477022,0.000150,0.001011,0.002614
3.47766,278.80,0.481645,0.004188,0.000119,0.477457,0.000150,0.001014,0.002625
3.47806,278.83,0.482095,0.004202,0.000119,0.477893,0.000150,0.001017,0.002637
3.47846,278.86,0.482546,0.004217,0.000119,0.478329,0.000150,0.001020,0.002649
3.47886,278.89,0.482997,0.004232,0.000119,0.478766,0.000150,0.001023,0.002660
3.47926,278.93,0.483449,0.004246,0.000120,0.479203,0.000151,0.001025,0.002672
3.47966,278.96,0.483902,0.004261,0.000120,0.479641,0.000151,0.001028,0.002684
3.48006,278.99,0.484356,0.004276,0.000120,0.480079,0.000151,0.001031,0.002696
3.48046,279.02,0.484810,0.004291,0.000120,0.480519,0.000151,0.001034,0.002708
3.48086,279.05,0.485265,0.004306,0.000120,0.480958,0.000151,0.001037,0.002720
3.48126,279.09,0.485720,0.004321,0.000120,0.481399,0.000151,0.001040,0.002732
3.48166,279.12,0.486176,0.004337,0.000120,0.481840,0.000152,0.001043,0.002744
3.48206,279.15,0.486633,0.004352,0.000120,0.482281,0.000152,0.001046,0.002757
3.48246,279.18,0.487091,0.004368,0.000120,0.482723,0.000152,0.001049,0.002769
3.48286,279.21,0.487549,0.004383,0.000121,0.483166,0.000152,0.001052,0.002781
3.48326,279.25,0.488008,0.004399,0.000121,0.483609,0.000152,0.001055,0.002794
3.48366,279.28,0.488468,0.004415,0.000121,0.484053,0.000152,0.001058,0.002807
3.48406,279.31,0.488928,0.004431,0.000121,0.484497,0.000152,0.001061,0.002819
3.48446,279.34,0.489389,0.004447,0.000121,0.484943,0.000153,0.001064,0.002832
3.48486,279.37,0.489851,0.004463,0.000121,0.485388,0.000153,0.001067,0.002845
3.48526,279.41,0.490314,0.004479,0.000121,0.485835,0.000153,0.001070,0.002858
3.48566,279.44,0.490777,0.004495,0.000121,0.486282,0.000153,0.001073,0.002871
3.48606,279.47,0.491241,0.004512,0.000121,0.486729,0.000153,0.001076,0.002884
3.48646,279.50,0.491705,0.004528,0.000122,0.487177,0.000153,0.001080,0.002898
3.48686,279.53,0.492171,0.004545,0.000122,0.487626,0.000154,0.001083,0.002911
3.48726,279.57,0.492637,0.004562,0.000122,0.488075,0.000154,0.001086,0.002925
3.48766,279.60,0.493104,0.004578,0.000122,0.488525,0.000154,0.001089,0.002938
3.48806,279.63,0.493571,0.004595,0.000122,0.488976,0.000154,0.001092,0.002952
3.48846,279.66,0.494039,0.004612,0.000122,0.489427,0.000154,0.001095,0.002965
3.48886,279.69,0.494508,0.004630,0.000122,0.489879,0.000154,0.001099,0.002979
3.48926,279.73,0.494978,0.004647,0.000122,0.490331,0.000155,0.001102,0.002993
3.48966,279.76,0.495448,0.004664,0.000122,0.490784,0.000155,0.001105,0.003007
3.49006,279.79,0.495919,0.004682,0.000123,0.491238,0.000155,0.001108,0.003021
3.49046,279.82,0.496391,0.004699,0.000123,0.491692,0.000155,0.001112,0.003036
3.49086,279.86,0.496864,0.004717,0.000123,0.492147,0.000155,0.001115,0.003050
3.49126,279.89,0.497337,0.004735,0.000123,0.492602,0.000155,0.001118,0.003064
3.49166,279.92,0.497811,0.004753,0.000123,0.493059,0.000156,0.001121,0.003079
3.49206,279.95,0.498286,0.004771,0.000123,0.493515,0.000156,0.001125,0.003094
3.49246,279.98,0.498762,0.004789,0.000123,0.493973,0.000156,0.001128,0.003108
3.49286,280.02,0.499238,0.004807,0.000123,0.494431,0.000156,0.001131,0.003123
3.49326,280.05,0.499715,0.004826,0.000124,0.494889,0.000156,0.001135,0.003138
3.49366,280.08,0.500193,0.004844,0.000124,0.495348,0.000156,0.001138,0.003153
3.49406,280.11,0.500672,0.004863,0.000124,0.495808,0.000157,0.001142,0.003168
3.49446,280.14,0.501151,0.004882,0.000124,0.496269,0.000157,0.001145,0.003184
3.49486,280.18,0.501631,0.004901,0.000124,0.496730,0.000157,0.001148,0.003199
3.49526,280.21,0.502112,0.004920,0.000124,0.497192,0.000157,0.001152,0.003215
3.49566,280.24,0.502593,0.004939,0.000124,0.497654,0.000157,0.001155,0.003230
3.49606,280.27,0.503076,0.004959,0.000124,0.498117,0.000157,0.001159,0.003246
3.49646,280.30,0.503559,0.004978,0.000124,0.498581,0.000158,0.001162,0.003262
3.49686,280.34,0.504043,0.004998,0.000125,0.499045,0.000158,0.001166,0.003278
3.49726,280.37,0.504528,0.005017,0.000125,0.499510,0.000158,0.001169,0.003294
3.49766,280.40,0.505013,0.005037,0.000125,0.499976,0.000158,0.001173,0.003310
3.49806,280.43,0.505499,0.005057,0.000125,0.500442,0.000158,0.001176,0.003326
3.49846,280.46,0.505986,0.005077,0.000125,0.500909,0.000158,0.001180,0.003343
3.49886,280.50,0.506474,0.005098,0.000125,0.501376,0.000159,0.001184,0.003359
3.49926,280.53,0.506963,0.005118,0.000125,0.501844,0.000159,0.001187,0.003376
3.49966,280.56,0.507452,0.005139,0.000125,0.502313,0.000159,0.001191,0.003393
3.50006,280.59,0.507942,0.005159,0.000126,0.502783,0.000159,0.001194,0.003410
3.50046,280.62,0.508433,0.005180,0.000126,0.503253,0.000159,0.001198,0.003427
3.50086,280.66,0.508925,0.005201,0.000126,0.503723,0.000160,0.001202,0.003444
3.50126,280.69,0.509417,0.005222,0.000126,0.504195,0.000160,0.001205,0.003461
3.50166,280.72,0.509911,0.005244,0.000126,0.504667,0.000160,0.001209,0.003479
3.50206,280.75,0.510405,0.005265,0.000126,0.505140,0.000160,0.001213,0.003496
3.50246,280.79,0.510900,0.005287,0.000126,0.505613,0.000160,0.001217,0.003514
3.50286,280.82,0.511395,0.005309,0.000126,0.506087,0.000160,0.001220,0.003532
3.50326,280.85,0.511892,0.005330,0.000126,0.506562,0.000161,0.001224,0.003550
3.50366,280.88,0.512389,0.005353,0.000127,0.507037,0.000161,0.001228,0.003568
3.50406,280.91,0.512888,0.005375,0.000127,0.507513,0.000161,0.001232,0.003586
3.50446,280.95,0.513387,0.005397,0.000127,0.507989,0.000161,0.001236,0.003605
3.50486,280.98,0.513886,0.005420,0.000127,0.508467,0.000161,0.001240,0.003623
3.50526,281.01,0.514387,0.005442,0.000127,0.508945,0.000161,0.001243,0.003642
3.50566,281.04,0.514888,0.005465,0.000127,0.509423,0.000162,0.001247,0.003661
3.50606,281.07,0.515391,0.005488,0.000127,0.509902,0.000162,0.001251,0.003680
3.50646,281.11,0.515894,0.005512,0.000127,0.510382,0.000162,0.001255,0.003699
3.50686,281.14,0.516398,0.005535,0.000128,0.510863,0.000162,0.001259,0.003718
3.50726,281.17,0.516903,0.005558,0.000128,0.511344,0.000162,0.001263,0.003737
3.50766,281.20,0.517408,0.005582,0.000128,0.511826,0.000163,0.001267,0.003757
3.50806,281.23,0.517915,0.005606,0.000128,0.512309,0.000163,0.001271,0.003777
3.50846,281.27,0.518422,0.005630,0.000128,0.512792,0.000163,0.001275,0.003797
3.50886,281.30,0.518930,0.005654,0.000128,0.513276,0.000163,0.001279,0.003817
3.50926,281.33,0.519439,0.005679,0.000128,0.513761,0.000163,0.001283,0.003837
3.50966,281.36,0.519949,0.005703,0.000128,0.514246,0.000163,0.001287,0.003857
3.51006,281.39,0.520460,0.005728,0.000129,0.514732,0.000164,0.001291,0.003878
3.51046,281.43,0.520972,0.005753,0.000129,0.515218,0.000164,0.001296,0.003899
3.51086,281.46,0.521484,0.005778,0.000129,0.515706,0.000164,0.001300,0.003919
3.51126,281.49,0.521997,0.005804,0.000129,0.516194,0.000164,0.001304,0.003940
3.51166,281.52,0.522512,0.005829,0.000129,0.516682,0.000164,0.001308,0.003962
3.51206,281.55,0.523027,0.005855,0.000129,0.517172,0.000164,0.001312,0.003983
3.51246,281.59,0.523543,0.005881,0.000129,0.517662,0.000165,0.001316,0.004005
3.51286,281.62,0.524059,0.005907,0.000129,0.518153,0.000165,0.001321,0.004026
3.51326,281.65,0.524577,0.005933,0.000130,0.518644,0.000165,0.001325,0.004048
3.51366,281.68,0.525096,0.005960,0.000130,0.519136,0.000165,0.001329,0.004070
3.51406,281.72,0.525615,0.005986,0.000130,0.519629,0.000165,0.001334,0.004092
3.51446,281.75,0.526136,0.006013,0.000130,0.520122,0.000166,0.001338,0.004115
3.51486,281.78,0.526657,0.006041,0.000130,0.520616,0.000166,0.001342,0.004137
3.51526,281.81,0.527179,0.006068,0.000130,0.521111,0.000166,0.001347,0.004160
3.51566,281.84,0.527702,0.006095,0.000130,0.521607,0.000166,0.001351,0.004183
3.51606,281.88,0.528226,0.006123,0.000130,0.522103,0.000166,0.001355,0.004206
3.51646,281.91,0.528751,0.006151,0.000131,0.522600,0.000166,0.001360,0.004230
3.51686,281.94,0.529277,0.006179,0.000131,0.523098,0.000167,0.001364,0.004253
3.51726,281.97,0.529804,0.006208,0.000131,0.523596,0.000167,0.001369,0.004277
3.51766,282.00,0.530332,0.006236,0.000131,0.524095,0.000167,0.001373,0.004301
3.51806,282.04,0.530860,0.006265,0.000131,0.524595,0.000167,0.001378,0.004325
3.51846,282.07,0.531390,0.006294,0.000131,0.525095,0.000167,0.001382,0.004350
3.51886,282.10,0.531920,0.006324,0.000131,0.525596,0.000168,0.001387,0.004374
3.51926,282.13,0.532452,0.006353,0.000132,0.526098,0.000168,0.001392,0.004399
3.51966,282.16,0.532984,0.006383,0.000132,0.526601,0.000168,0.001396,0.004424
3.52006,282.20,0.533517,0.006413,0.000132,0.527104,0.000168,0.001401,0.004449
3.52046,282.23,0.534051,0.006443,0.000132,0.527608,0.000168,0.001406,0.004475
3.52086,282.26,0.534587,0.006474,0.000132,0.528113,0.000169,0.001410,0.004500
3.52126,282.29,0.535123,0.006505,0.000132,0.528618,0.000169,0.001415,0.004526
3.52166,282.32,0.535660,0.006536,0.000132,0.529124,0.000169,0.001420,0.004552
3.52206,282.36,0.536198,0.006567,0.000132,0.529631,0.000169,0.001425,0.004579
3.52246,282.39,0.536737,0.006599,0.000133,0.530138,0.000169,0.001429,0.004605
3.52286,282.42,0.537277,0.006630,0.000133,0.530647,0.000169,0.001434,0.004632
3.52326,282.45,0.537818,0.006662,0.000133,0.531156,0.000170,0.001439,0.004659
3.52366,282.48,0.538360,0.006695,0.000133,0.531665,0.000170,0.001444,0.004686
3.52406,282.52,0.538903,0.006727,0.000133,0.532176,0.000170,0.001449,0.004714
3.52446,282.55,0.539447,0.006760,0.000133,0.532687,0.000170,0.001454,0.004741
3.52486,282.58,0.539992,0.006793,0.000133,0.533199,0.000170,0.001459,0.004769
3.52526,282.61,0.540538,0.006827,0.000133,0.533711,0.000171,0.001464,0.004798
3.52566,282.65,0.541085,0.006860,0.000134,0.534225,0.000171,0.001469,0.004826
3.52606,282.68,0.541633,0.006894,0.000134,0.534739,0.000171,0.001474,0.004855
