ppm,hz,total_with_exchange,total_carbon_bound,EGDA O-CH2,exchangeable pool (H2O/OH/COOH),EGMA CH2-OC(O),EGMA CH2-OH,EG O-CH2
4.00167,320.81,2.655492,0.005288,0.000787,2.650205,0.001617,0.001988,0.000749
4.00207,320.84,2.660498,0.005286,0.000789,2.655212,0.001623,0.001980,0.000747
4.00247,320.87,2.665515,0.005284,0.000791,2.660232,0.001629,0.001972,0.000746
4.00287,320.90,2.670546,0.005282,0.000793,2.665264,0.001635,0.001964,0.000744
4.00327,320.93,2.675589,0.005280,0.000795,2.670309,0.001641,0.001956,0.000742
4.00367,320.97,2.680645,0.005278,0.000797,2.675367,0.001647,0.001948,0.000740
4.00407,321.00,2.685713,0.005277,0.000799,2.680437,0.001653,0.001940,0.000739
4.00447,321.03,2.690795,0.005275,0.000800,2.685519,0.001659,0.001933,0.000737
4.00487,321.06,2.695889,0.005274,0.000802,2.690615,0.001665,0.001925,0.000735
4.00527,321.09,2.700995,0.005272,0.000804,2.695723,0.001671,0.001918,0.000734
4.00567,321.13,2.706115,0.005271,0.000806,2.700844,0.001677,0.001910,0.000732
4.00607,321.16,2.711248,0.005270,0.000808,2.705978,0.001683,0.001903,0.000730
4.00647,321.19,2.716393,0.005269,0.000810,2.711124,0.001690,0.001895,0.000729
4.00687,321.22,2.721552,0.005268,0.000812,2.716284,0.001696,0.001888,0.000727
4.00727,321.25,2.726723,0.005267,0.000814,2.721456,0.001702,0.001880,0.000725
4.00767,321.29,2.731908,0.005267,0.000816,2.726641,0.001709,0.001873,0.000724
4.00807,321.32,2.737106,0.005266,0.000818,2.731840,0.001715,0.001866,0.000722
4.00847,321.35,2.742316,0.005265,0.000820,2.737051,0.001721,0.001858,0.000720
4.00887,321.38,2.747540,0.005265,0.000822,2.742275,0.001728,0.001851,0.000719
4.00927,321.41,2.752777,0.005264,0.000824,2.747513,0.001734,0.001844,0.000717
4.00967,321.45,2.758027,0.005264,0.000826,2.752763,0.001741,0.001837,0.000715
4.01007,321.48,2.763291,0.005264,0.000828,2.758027,0.001747,0.001830,0.000714
4.01047,321.51,2.768568,0.005264,0.000830,2.763304,0.001754,0.001823,0.000712
4.01087,321.54,2.773858,0.005264,0.000832,2.768594,0.001760,0.001816,0.000710
4.01127,321.58,2.779161,0.005264,0.000834,2.773897,0.001767,0.001809,0.000709
4.01167,321.61,2.784478,0.005264,0.000836,2.779214,0.001774,0.001802,0.000707
4.01207,321.64,2.789808,0.005264,0.000839,2.784544,0.001780,0.001795,0.000706
4.01247,321.67,2.795152,0.005265,0.000841,2.789887,0.001787,0.001788,0.000704
4.01287,321.70,2.800509,0.005265,0.000843,2.795244,0.001794,0.001782,0.000702
4.01327,321.74,2.805880,0.005266,0.000845,2.800614,0.001801,0.001775,0.000701
4.01367,321.77,2.811264,0.005267,0.000847,2.805998,0.001808,0.001768,0.000699
4.01407,321.80,2.816662,0.005267,0.000849,2.811395,0.001815,0.001761,0.000698
4.01447,321.83,2.822074,0.005268,0.000851,2.816806,0.001822,0.001755,0.000696
4.01487,321.86,2.827499,0.005269,0.000853,2.822230,0.001829,0.001748,0.000695
4.01527,321.90,2.832938,0.005270,0.000855,2.827668,0.001836,0.001742,0.000693
4.01567,321.93,2.838391,0.005271,0.000858,2.833120,0.001843,0.001735,0.000691
4.01607,321.96,2.843857,0.005272,0.000860,2.838585,0.001850,0.001729,0.000690
4.01647,321.99,2.849338,0.005274,0.000862,2.844064,0.001857,0.001722,0.000688
4.01687,322.02,2.854832,0.005275,0.000864,2.849557,0.001864,0.001716,0.000687
4.01727,322.06,2.860340,0.005277,0.000866,2.855064,0.001872,0.001710,0.000685
4.01767,322.09,2.865862,0.005278,0.000868,2.860584,0.001879,0.001703,0.000684
4.01807,322.12,2.871398,0.005280,0.000871,2.866118,0.001886,0.001697,0.000682
4.01847,322.15,2.876948,0.005282,0.000873,2.871667,0.001894,0.001691,0.000681
4.01887,322.18,2.882512,0.005284,0.000875,2.877229,0.001901,0.001685,0.000679
4.01927,322.22,2.888091,0.005285,0.000877,2.882805,0.001909,0.001678,0.000678
4.01967,322.25,2.893683,0.005288,0.000879,2.888395,0.001916,0.001672,0.000676
4.02007,322.28,2.899289,0.005290,0.000882,2.894000,0.001924,0.001666,0.000675
4.02047,322.31,2.904910,0.005292,0.000884,2.899618,0.001932,0.001660,0.000673
4.02087,322.34,2.910545,0.005294,0.000886,2.905251,0.001939,0.001654,0.000672
4.02127,322.38,2.916194,0.005297,0.000888,2.910897,0.001947,0.001648,0.000670
4.02167,322.41,2.921857,0.005299,0.000891,2.916558,0.001955,0.001642,0.000669
4.02207,322.44,2.927535,0.005302,0.000893,2.922233,0.001963,0.001636,0.000667
4.02247,322.47,2.933228,0.005305,0.000895,2.927923,0.001970,0.001630,0.000666
4.02287,322.51,2.938934,0.005307,0.000898,2.933627,0.001978,0.001624,0.000664
4.02327,322.54,2.944655,0.005310,0.000900,2.939345,0.001986,0.001618,0.000663
4.02367,322.57,2.950391,0.005313,0.000902,2.945078,0.001994,0.001613,0.000661
4.02407,322.60,2.956141,0.005316,0.000904,2.950825,0.002002,0.001607,0.000660
4.02447,322.63,2.961906,0.005320,0.000907,2.956586,0.002011,0.001601,0.000658
4.02487,322.67,2.967685,0.005323,0.000909,2.962362,0.002019,0.001595,0.000657
4.02527,322.70,2.973479,0.005326,0.000911,2.968153,0.002027,0.001590,0.000656
4.02567,322.73,2.979288,0.005330,0.000914,2.973958,0.002035,0.001584,0.000654
4.02607,322.76,2.985111,0.005333,0.000916,2.979778,0.002044,0.001578,0.000653
4.02647,322.79,2.990949,0.005337,0.000919,2.985612,0.002052,0.001573,0.000651
4.02687,322.83,2.996803,0.005341,0.000921,2.991462,0.002060,0.001567,0.000650
4.02727,322.86,3.002670,0.005345,0.000923,2.997326,0.002069,0.001562,0.000648
4.02767,322.89,3.008553,0.005349,0.000926,3.003204,0.002077,0.001556,0.000647
4.02807,322.92,3.014451,0.005353,0.000928,3.009098,0.002086,0.001551,0.000646
4.02847,322.95,3.020363,0.005357,0.000931,3.015006,0.002095,0.001545,0.000644
4.02887,322.99,3.026291,0.005361,0.000933,3.020930,0.002103,0.001540,0.000643
4.02927,323.02,3.032234,0.005366,0.000935,3.026868,0.002112,0.001535,0.000641
4.02967,323.05,3.038192,0.005370,0.000938,3.032821,0.002121,0.001529,0.000640
4.03007,323.08,3.044165,0.005375,0.000940,3.038790,0.002130,0.001524,0.000639
4.03047,323.11,3.050153,0.005379,0.000943,3.044773,0.002139,0.001519,0.000637
4.03087,323.15,3.056156,0.005384,0.000945,3.050772,0.002148,0.001513,0.000636
4.03127,323.18,3.062174,0.005389,0.000948,3.056785,0.002157,0.001508,0.000635
4.03167,323.21,3.068208,0.005394,0.000950,3.062814,0.002166,0.001503,0.000633
4.03207,323.24,3.074257,0.005399,0.000953,3.068858,0.002175,0.001498,0.000632
4.03247,323.27,3.080322,0.005404,0.000955,3.074917,0.002185,0.001492,0.000630
4.03287,323.31,3.086402,0.005410,0.000958,3.080992,0.002194,0.001487,0.000629
4.03327,323.34,3.092497,0.005415,0.000960,3.087082,0.002203,0.001482,0.000628
4.03367,323.37,3.098608,0.005421,0.000963,3.093187,0.002213,0.001477,0.000626
4.03407,323.40,3.104734,0.005426,0.000966,3.099308,0.002222,0.001472,0.000625
4.03447,323.44,3.110876,0.005432,0.000968,3.105444,0.002232,0.001467,0.000624
4.03487,323.47,3.117034,0.005438,0.000971,3.111596,0.002241,0.001462,0.000622
4.03527,323.50,3.123207,0.005444,0.000973,3.117763,0.002251,0.001457,0.000621
4.03567,323.53,3.129396,0.005450,0.000976,3.123946,0.002261,0.001452,0.000620
4.03607,323.56,3.135600,0.005456,0.000978,3.130144,0.002271,0.001447,0.000618
4.03647,323.60,3.141820,0.005462,0.000981,3.136358,0.002280,0.001442,0.000617
4.03687,323.63,3.148057,0.005468,0.000984,3.142588,0.002290,0.001438,0.000616
4.03727,323.66,3.154308,0.005475,0.000986,3.148834,0.002300,0.001433,0.000615
4.03767,323.69,3.160576,0.005481,0.000989,3.155095,0.002310,0.001428,0.000613
4.03807,323.72,3.166860,0.005488,0.000992,3.161372,0.002321,0.001423,0.000612
4.03847,323.76,3.173160,0.005495,0.000994,3.167665,0.002331,0.001418,0.000611
4.03887,323.79,3.179475,0.005502,0.000997,3.173974,0.002341,0.001414,0.000609
4.03927,323.82,3.185807,0.005509,0.001000,3.180298,0.002352,0.001409,0.000608
4.03967,323.85,3.192155,0.005516,0.001002,3.186639,0.002362,0.001404,0.000607
4.04007,323.88,3.198519,0.005523,0.001005,3.192996,0.002372,0.001399,0.000606
4.04047,323.92,3.204899,0.005531,0.001008,3.199369,0.002383,0.001395,0.000604
4.04087,323.95,3.211296,0.005538,0.001011,3.205758,0.002394,0.001390,0.000603
4.04127,323.98,3.217708,0.005546,0.001013,3.212163,0.002404,0.001386,0.000602
4.04167,324.01,3.224137,0.005553,0.001016,3.218584,0.002415,0.001381,0.000600
4.04207,324.04,3.230582,0.005561,0.001019,3.225021,0.002426,0.001377,0.000599
4.04247,324.08,3.237044,0.005569,0.001022,3.231475,0.002437,0.001372,0.000598
4.04287,324.11,3.243522,0.005577,0.001025,3.237945,0.002448,0.001367,0.000597
4.04327,324.14,3.250016,0.005585,0.001027,3.244431,0.002459,0.001363,0.000595
4.04367,324.17,3.256527,0.005593,0.001030,3.250934,0.002470,0.001359,0.000594
4.04407,324.20,3.263055,0.005602,0.001033,3.257453,0.002482,0.001354,0.000593
4.04447,324.24,3.269599,0.005610,0.001036,3.263989,0.002493,0.001350,0.000592
4.04487,324.27,3.276160,0.005619,0.001039,3.270541,0.002505,0.001345,0.000591
4.04527,324.30,3.282737,0.005628,0.001042,3.277109,0.002516,0.001341,0.000589
4.04567,324.33,3.289331,0.005636,0.001044,3.283695,0.002528,0.001337,0.000588
4.04607,324.37,3.295942,0.005645,0.001047,3.290296,0.002539,0.001332,0.000587
4.04647,324.40,3.302569,0.005654,0.001050,3.296915,0.002551,0.001328,0.000586
4.04687,324.43,3.309214,0.005664,0.001053,3.303550,0.002563,0.001324,0.000584
4.04727,324.46,3.315875,0.005673,0.001056,3.310202,0.002575,0.001319,0.000583
4.04767,324.49,3.322553,0.005683,0.001059,3.316871,0.002587,0.001315,0.000582
4.04807,324.53,3.329248,0.005692,0.001062,3.323556,0.002599,0.001311,0.000581
4.04847,324.56,3.335960,0.005702,0.001065,3.330259,0.002611,0.001307,0.000580
4.04887,324.59,3.342690,0.005712,0.001068,3.336978,0.002624,0.001303,0.000578
4.04927,324.62,3.349436,0.005722,0.001071,3.343714,0.002636,0.001298,0.000577
4.04967,324.65,3.356199,0.005732,0.001074,3.350468,0.002648,0.001294,0.000576
4.05007,324.69,3.362980,0.005742,0.001077,3.357238,0.002661,0.001290,0.000575
4.05047,324.72,3.369778,0.005752,0.001080,3.364025,0.002674,0.001286,0.000574
4.05087,324.75,3.376593,0.005763,0.001083,3.370830,0.002686,0.001282,0.000573
4.05127,324.78,3.383425,0.005773,0.001086,3.377651,0.002699,0.001278,0.000571
4.05167,324.81,3.390274,0.005784,0.001089,3.384490,0.002712,0.001274,0.000570
4.05207,324.85,3.397141,0.005795,0.001092,3.391346,0.002725,0.001270,0.000569
4.05247,324.88,3.404026,0.005806,0.001095,3.398220,0.002739,0.001266,0.000568
4.05287,324.91,3.410928,0.005817,0.001098,3.405110,0.002752,0.001262,0.000567
4.05327,324.94,3.417847,0.005829,0.001101,3.412018,0.002765,0.001258,0.000566
4.05367,324.97,3.424784,0.005840,0.001105,3.418944,0.002779,0.001254,0.000564
4.05407,325.01,3.431738,0.005852,0.001108,3.425887,0.002792,0.001250,0.000563
4.05447,325.04,3.438710,0.005863,0.001111,3.432847,0.002806,0.001246,0.000562
4.05487,325.07,3.445700,0.005875,0.001114,3.439825,0.002820,0.001242,0.000561
4.05527,325.10,3.452707,0.005887,0.001117,3.446820,0.002833,0.001238,0.000560
4.05567,325.13,3.459733,0.005899,0.001120,3.453833,0.002847,0.001234,0.000559
4.05607,325.17,3.466776,0.005912,0.001124,3.460864,0.002862,0.001231,0.000558
4.05647,325.20,3.473836,0.005924,0.001127,3.467912,0.002876,0.001227,0.000556
4.05687,325.23,3.480915,0.005937,0.001130,3.474978,0.002890,0.001223,0.000555
4.05727,325.26,3.488012,0.005949,0.001133,3.482062,0.002904,0.001219,0.000554
4.05767,325.30,3.495126,0.005962,0.001137,3.489164,0.002919,0.001215,0.000553
4.05807,325.33,3.502259,0.005975,0.001140,3.496284,0.002934,0.001212,0.000552
4.05847,325.36,3.509410,0.005988,0.001143,3.503421,0.002948,0.001208,0.000551
4.05887,325.39,3.516578,0.006002,0.001147,3.510576,0.002963,0.001204,0.000550
4.05927,325.42,3.523765,0.006015,0.001150,3.517750,0.002978,0.001201,0.000549
4.05967,325.46,3.530970,0.006029,0.001153,3.524941,0.002993,0.001197,0.000548
4.06007,325.49,3.538193,0.006043,0.001157,3.532151,0.003009,0.001193,0.000547
4.06047,325.52,3.545435,0.006057,0.001160,3.539378,0.003024,0.001190,0.000545
4.06087,325.55,3.552695,0.006071,0.001163,3.546624,0.003040,0.001186,0.000544
4.06127,325.58,3.559973,0.006085,0.001167,3.553888,0.003055,0.001182,0.000543
4.06167,325.62,3.567269,0.006099,0.001170,3.561170,0.003071,0.001179,0.000542
4.06207,325.65,3.574584,0.006114,0.001174,3.568470,0.003087,0.001175,0.000541
4.06247,325.68,3.581918,0.006129,0.001177,3.575789,0.003103,0.001172,0.000540
4.06287,325.71,3.589270,0.006144,0.001180,3.583126,0.003119,0.001168,0.000539
4.06327,325.74,3.596640,0.006159,0.001184,3.590481,0.003135,0.001165,0.000538
4.06367,325.78,3.604029,0.006174,0.001187,3.597855,0.003152,0.001161,0.000537
4.06407,325.81,3.611437,0.006190,0.001191,3.605247,0.003168,0.001158,0.000536
4.06447,325.84,3.618863,0.006205,0.001194,3.612658,0.003185,0.001154,0.000535
4.06487,325.87,3.626308,0.006221,0.001198,3.620087,0.003202,0.001151,0.000534
4.06527,325.90,3.633772,0.006237,0.001202,3.627535,0.003219,0.001147,0.000533
4.06567,325.94,3.641255,0.006253,0.001205,3.635002,0.003236,0.001144,0.000532
4.06607,325.97,3.648757,0.006269,0.001209,3.642487,0.003253,0.001140,0.000531
4.06647,326.00,3.656277,0.006286,0.001212,3.649991,0.003270,0.001137,0.000529
4.06687,326.03,3.663816,0.006303,0.001216,3.657514,0.003288,0.001134,0.000528
4.06727,326.06,3.671375,0.006319,0.001220,3.665055,0.003306,0.001130,0.000527
4.06767,326.10,3.678952,0.006336,0.001223,3.672616,0.003323,0.001127,0.000526
4.06807,326.13,3.686549,0.006354,0.001227,3.680195,0.003341,0.001124,0.000525
4.06847,326.16,3.694164,0.006371,0.001231,3.687793,0.003359,0.001120,0.000524
4.06887,326.19,3.701799,0.006389,0.001234,3.695410,0.003378,0.001117,0.000523
4.06927,326.23,3.709453,0.006406,0.001238,3.703046,0.003396,0.001114,0.000522
4.06967,326.26,3.717126,0.006424,0.001242,3.710701,0.003415,0.001110,0.000521
4.07007,326.29,3.724818,0.006443,0.001245,3.718375,0.003434,0.001107,0.000520
4.07047,326.32,3.732530,0.006461,0.001249,3.726069,0.003453,0.001104,0.000519
4.07087,326.35,3.740261,0.006480,0.001253,3.733781,0.003472,0.001101,0.000518
4.07127,326.39,3.748011,0.006498,0.001257,3.741513,0.003491,0.001098,0.000517
4.07167,326.42,3.755781,0.006517,0.001261,3.749264,0.003510,0.001094,0.000516
4.07207,326.45,3.763571,0.006537,0.001264,3.757034,0.003530,0.001091,0.000515
4.07247,326.48,3.771380,0.006556,0.001268,3.764823,0.003550,0.001088,0.000514
4.07287,326.51,3.779208,0.006576,0.001272,3.772632,0.003570,0.001085,0.000513
4.07327,326.55,3.787056,0.006596,0.001276,3.780461,0.003590,0.001082,0.000512
4.07367,326.58,3.794924,0.006616,0.001280,3.788308,0.003610,0.001079,0.000511
4.07407,326.61,3.802811,0.006636,0.001284,3.796175,0.003631,0.001075,0.000510
4.07447,326.64,3.810718,0.006656,0.001288,3.804062,0.003651,0.001072,0.000509
4.07487,326.67,3.818645,0.006677,0.001292,3.811968,0.003672,0.001069,0.000508
4.07527,326.71,3.826592,0.006698,0.001296,3.819894,0.003693,0.001066,0.000507
4.07567,326.74,3.834559,0.006719,0.001300,3.827840,0.003715,0.001063,0.000506
4.07607,326.77,3.842545,0.006741,0.001304,3.835805,0.003736,0.001060,0.000505
4.07647,326.80,3.850552,0.006762,0.001308,3.843790,0.003758,0.001057,0.000504
4.07687,326.83,3.858578,0.006784,0.001312,3.851794,0.003780,0.001054,0.000503
4.07727,326.87,3.866625,0.006806,0.001316,3.859819,0.003802,0.001051,0.000502
4.07767,326.90,3.874691,0.006828,0.001320,3.867863,0.003824,0.001048,0.000501
4.07807,326.93,3.882778,0.006851,0.001324,3.875927,0.003846,0.001045,0.000501
4.07847,326.96,3.890885,0.006874,0.001328,3.884011,0.003869,0.001042,0.000500
4.07887,326.99,3.899012,0.006897,0.001332,3.892115,0.003892,0.001039,0.000499
4.07927,327.03,3.907159,0.006920,0.001337,3.900239,0.003915,0.001036,0.000498
4.07967,327.06,3.915327,0.006944,0.001341,3.908383,0.003938,0.001033,0.000497
4.08007,327.09,3.923514,0.006968,0.001345,3.916547,0.003962,0.001030,0.000496
4.08047,327.12,3.931723,0.006992,0.001349,3.924731,0.003986,0.001027,0.000495
4.08087,327.16,3.939951,0.007016,0.001353,3.932935,0.004010,0.001024,0.000494
4.08127,327.19,3.948200,0.007041,0.001358,3.941159,0.004034,0.001022,0.000493
4.08167,327.22,3.956470,0.007066,0.001362,3.949404,0.004058,0.001019,0.000492
4.08207,327.25,3.964760,0.007091,0.001366,3.957669,0.004083,0.001016,0.000491
4.08247,327.28,3.973070,0.007116,0.001371,3.965954,0.004108,0.001013,0.000490
4.08287,327.32,3.981402,0.007142,0.001375,3.974260,0.004133,0.001010,0.000489
4.08327,327.35,3.989753,0.007168,0.001379,3.982585,0.004159,0.001007,0.000488
4.08367,327.38,3.998126,0.007194,0.001384,3.990932,0.004184,0.001005,0.000487
4.08407,327.41,4.006519,0.007221,0.001388,3.999298,0.004210,0.001002,0.000486
4.08447,327.44,4.014933,0.007248,0.001392,4.007685,0.004237,0.000999,0.000486
4.08487,327.48,4.023368,0.007275,0.001397,4.016093,0.004263,0.000996,0.000485
4.08527,327.51,4.031824,0.007302,0.001401,4.024521,0.004290,0.000993,0.000484
4.08567,327.54,4.040300,0.007330,0.001406,4.032970,0.004317,0.000991,0.000483
4.08607,327.57,4.048798,0.007358,0.001410,4.041440,0.004344,0.000988,0.000482
4.08647,327.60,4.057316,0.007387,0.001415,4.049930,0.004371,0.000985,0.000481
4.08687,327.64,4.065856,0.007415,0.001420,4.058440,0.004399,0.000983,0.000480
4.08727,327.67,4.074416,0.007444,0.001424,4.066972,0.004427,0.000980,0.000479
4.08767,327.70,4.082998,0.007474,0.001429,4.075524,0.004456,0.000977,0.000478
4.08807,327.73,4.091601,0.007503,0.001433,4.084097,0.004484,0.000974,0.000477
4.08847,327.76,4.100224,0.007533,0.001438,4.092691,0.004513,0.000972,0.000477
4.08887,327.80,4.108870,0.007564,0.001443,4.101306,0.004543,0.000969,0.000476
4.08927,327.83,4.117536,0.007595,0.001447,4.109941,0.004572,0.000966,0.000475
4.08967,327.86,4.126223,0.007626,0.001452,4.118598,0.004602,0.000964,0.000474
4.09007,327.89,4.134932,0.007657,0.001457,4.127275,0.004632,0.000961,0.000473
4.09047,327.92,4.143663,0.007689,0.001462,4.135974,0.004663,0.000959,0.000472
4.09087,327.96,4.152414,0.007721,0.001466,4.144694,0.004694,0.000956,0.000471
4.09127,327.99,4.161188,0.007753,0.001471,4.153434,0.004725,0.000953,0.000470
4.09167,328.02,4.169982,0.007786,0.001476,4.162196,0.004757,0.000951,0.000469
4.09207,328.05,4.178798,0.007819,0.001481,4.170979,0.004788,0.000948,0.000469
4.09247,328.08,4.187636,0.007853,0.001486,4.179783,0.004821,0.000946,0.000468
4.09287,328.12,4.196495,0.007887,0.001491,4.188608,0.004853,0.000943,0.000467
4.09327,328.15,4.205376,0.007921,0.001496,4.197455,0.004886,0.000941,0.000466
4.09367,328.18,4.214279,0.007956,0.001501,4.206323,0.004919,0.000938,0.000465
4.09407,328.21,4.223203,0.007991,0.001505,4.215212,0.004953,0.000936,0.000464
4.09447,328.25,4.232149,0.008027,0.001510,4.224122,0.004987,0.000933,0.000463
4.09487,328.28,4.241117,0.008063,0.001516,4.233054,0.005021,0.000931,0.000463
4.09527,328.31,4.250107,0.008099,0.001521,4.242007,0.005056,0.000928,0.000462
4.09567,328.34,4.259118,0.008136,0.001526,4.250982,0.005091,0.000926,0.000461
4.09607,328.37,4.268152,0.008173,0.001531,4.259978,0.005127,0.000923,0.000460
4.09647,328.41,4.277207,0.008211,0.001536,4.268996,0.005163,0.000921,0.000459
4.09687,328.44,4.286284,0.008249,0.001541,4.278035,0.005199,0.000918,0.000458
4.09727,328.47,4.295384,0.008288,0.001546,4.287096,0.005236,0.000916,0.000458
4.09767,328.50,4.304505,0.008327,0.001551,4.296178,0.005273,0.000913,0.000457
4.09807,328.53,4.313648,0.008366,0.001557,4.305282,0.005310,0.000911,0.000456
4.09847,328.57,4.322814,0.008406,0.001562,4.314408,0.005349,0.000909,0.000455
4.09887,328.60,4.332002,0.008447,0.001567,4.323555,0.005387,0.000906,0.000454
4.09927,328.63,4.341212,0.008488,0.001573,4.332724,0.005426,0.000904,0.000453
4.09967,328.66,4.350444,0.008529,0.001578,4.341915,0.005465,0.000901,0.000453
4.10007,328.69,4.359698,0.008571,0.001583,4.351127,0.005505,0.000899,0.000452
4.10047,328.73,4.368975,0.008614,0.001589,4.360361,0.005545,0.000897,0.000451
4.10087,328.76,4.378274,0.008657,0.001594,4.369618,0.005586,0.000894,0.000450
4.10127,328.79,4.387596,0.008700,0.001600,4.378896,0.005627,0.000892,0.000449
4.10167,328.82,4.396940,0.008744,0.001605,4.388195,0.005669,0.000890,0.000448
4.10207,328.85,4.406306,0.008789,0.001611,4.397517,0.005712,0.000887,0.000448
4.10247,328.89,4.415695,0.008834,0.001616,4.406861,0.005754,0.000885,0.000447
4.10287,328.92,4.425106,0.008880,0.001622,4.416227,0.005798,0.000883,0.000446
4.10327,328.95,4.434540,0.008926,0.001627,4.425614,0.005841,0.000880,0.000445
4.10367,328.98,4.443997,0.008973,0.001633,4.435024,0.005886,0.000878,0.000444
4.10407,329.01,4.453476,0.009020,0.001638,4.444456,0.005931,0.000876,0.000444
4.10447,329.05,4.462978,0.009068,0.001644,4.453909,0.005976,0.000874,0.000443
4.10487,329.08,4.472502,0.009117,0.001650,4.463385,0.006022,0.000871,0.000442
4.10527,329.11,4.482049,0.009166,0.001656,4.472883,0.006069,0.000869,0.000441
4.10567,329.14,4.491619,0.009216,0.001661,4.482403,0.006116,0.000867,0.000440
4.10607,329.18,4.501212,0.009267,0.001667,4.491946,0.006164,0.000865,0.000440
4.10647,329.21,4.510828,0.009318,0.001673,4.501510,0.006212,0.000862,0.000439
4.10687,329.24,4.520467,0.009370,0.001679,4.511097,0.006261,0.000860,0.000438
4.10727,329.27,4.530128,0.009422,0.001685,4.520706,0.006311,0.000858,0.000437
4.10767,329.30,4.539812,0.009475,0.001691,4.530337,0.006361,0.000856,0.000437
4.10807,329.34,4.549520,0.009529,0.001697,4.539991,0.006412,0.000854,0.000436
4.10847,329.37,4.559250,0.009584,0.001703,4.549666,0.006464,0.000851,0.000435
4.10887,329.40,4.569004,0.009639,0.001709,4.559364,0.006516,0.000849,0.000434
4.10927,329.43,4.578780,0.009695,0.001715,4.569085,0.006569,0.000847,0.000433
4.10967,329.46,4.588580,0.009752,0.001721,4.578828,0.006623,0.000845,0.000433
4.11007,329.50,4.598403,0.009810,0.001727,4.588593,0.006677,0.000843,0.000432
4.11047,329.53,4.608249,0.009868,0.001733,4.598381,0.006732,0.000841,0.000431
4.11087,329.56,4.618118,0.009927,0.001739,4.608191,0.006788,0.000838,0.000430
4.11127,329.59,4.628010,0.009987,0.001745,4.618023,0.006845,0.000836,0.000430
4.11167,329.62,4.637926,0.010048,0.001752,4.627878,0.006902,0.000834,0.000429
4.11207,329.66,4.647865,0.010109,0.001758,4.637756,0.006960,0.000832,0.000428
4.11247,329.69,4.657827,0.010171,0.001764,4.647656,0.007019,0.000830,0.000427
4.11287,329.72,4.667813,0.010235,0.001771,4.657579,0.007079,0.000828,0.000427
4.11327,329.75,4.677822,0.010299,0.001777,4.667524,0.007140,0.000826,0.000426
4.11367,329.78,4.687855,0.010364,0.001783,4.677491,0.007201,0.000824,0.000425
4.11407,329.82,4.697911,0.010430,0.001790,4.687482,0.007264,0.000822,0.000424
4.11447,329.85,4.707991,0.010497,0.001796,4.697494,0.007327,0.000820,0.000424
4.11487,329.88,4.718094,0.010565,0.001803,4.707530,0.007391,0.000818,0.000423
4.11527,329.91,4.728221,0.010633,0.001809,4.717588,0.007456,0.000816,0.000422
4.11567,329.94,4.738372,0.010703,0.001816,4.727669,0.007522,0.000814,0.000421
4.11607,329.98,4.748546,0.010774,0.001823,4.737772,0.007589,0.000811,0.000421
4.11647,330.01,4.758744,0.010846,0.001829,4.747898,0.007657,0.000809,0.000420
4.11687,330.04,4.768965,0.010918,0.001836,4.758047,0.007726,0.000807,0.000419
4.11727,330.07,4.779210,0.010992,0.001843,4.768218,0.007796,0.000805,0.000418
4.11767,330.11,4.789480,0.011067,0.001850,4.778412,0.007867,0.000803,0.000418
4.11807,330.14,4.799773,0.011143,0.001856,4.788629,0.007939,0.000801,0.000417
4.11847,330.17,4.810089,0.011221,0.001863,4.798869,0.008012,0.000799,0.000416
4.11887,330.20,4.820430,0.011299,0.001870,4.809131,0.008086,0.000798,0.000415
4.11927,330.23,4.830795,0.011379,0.001877,4.819416,0.008162,0.000796,0.000415
4.11967,330.27,4.841183,0.011459,0.001884,4.829724,0.008238,0.000794,0.000414
4.12007,330.30,4.851596,0.011541,0.001891,4.840055,0.008316,0.000792,0.000413
4.12047,330.33,4.862033,0.011625,0.001898,4.850408,0.008395,0.000790,0.000413
4.12087,330.36,4.872493,0.011709,0.001905,4.860784,0.008475,0.000788,0.000412
4.12127,330.39,4.882978,0.011795,0.001912,4.871183,0.008556,0.000786,0.000411
4.12167,330.43,4.893487,0.011882,0.001919,4.881605,0.008639,0.000784,0.000410
4.12207,330.46,4.904020,0.011971,0.001927,4.892050,0.008723,0.000782,0.000410
4.12247,330.49,4.914578,0.012061,0.001934,4.902517,0.008808,0.000780,0.000409
4.12287,330.52,4.925159,0.012152,0.001941,4.913007,0.008895,0.000778,0.000408
4.12327,330.55,4.935765,0.012245,0.001949,4.923520,0.008983,0.000776,0.000408
4.12367,330.59,4.946395,0.012339,0.001956,4.934056,0.009073,0.000774,0.000407
4.12407,330.62,4.957050,0.012435,0.001963,4.944615,0.009164,0.000773,0.000406
4.12447,330.65,4.967729,0.012532,0.001971,4.955197,0.009256,0.000771,0.000406
4.12487,330.68,4.978432,0.012631,0.001978,4.965801,0.009350,0.000769,0.000405
4.12527,330.71,4.989160,0.012732,0.001986,4.976428,0.009446,0.000767,0.000404
4.12567,330.75,4.999913,0.012834,0.001993,4.987079,0.009543,0.000765,0.000403
4.12607,330.78,5.010690,0.012938,0.002001,4.997752,0.009642,0.000763,0.000403
4.12647,330.81,5.021491,0.013044,0.002009,5.008447,0.009743,0.000761,0.000402
4.12687,330.84,5.032317,0.013151,0.002016,5.019166,0.009845,0.000760,0.000401
4.12727,330.87,5.043168,0.013261,0.002024,5.029908,0.009949,0.000758,0.000401
4.12767,330.91,5.054044,0.013372,0.002032,5.040672,0.010055,0.000756,0.000400
